title,description,objects,objectlinks,wikidata_descriptions,wikidata_images,wikidata_coords
"Trizs, the fruitful village","The MOVING reference member state of this VC (Value Chain) is HUNGARY. The reference MOVING Card ID of this VC is VC 05 HU. In the framework of a local social employment programme (from 2010), poor local community members cultivate a three hectar community garden, producing fruit, vegetables, herbs and spices, complemented with forest fruits collected at the edge of the local national park. Processed on traditional ways into conserves, jams, compotes, etc. The programme provides employment for disadvantaged people, uses cropland on a traditional, but environmentally friendly way and provides healthy food products to urban customers through short food chains.","Hungary, Value chain, National park, Cropland","http://www.wikidata.org/entity/Q28, http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q46169, http://www.wikidata.org/entity/Q3395383",country in Central Europe|functions of a company affecting its costs and quality and give it a competitive advantage|park used for conservation purposes of animal life and plants|land used for agricultural purposes,"https://upload.wikimedia.org/wikipedia/commons/f/fd/20190502_Widok_na_Budapeszt_z_G%C3%B3ry_Gellerta_1651_2150_DxO.jpg,null,https://upload.wikimedia.org/wikipedia/commons/5/5a/Grand_prismatic_no_noise_reduction.jpg,https://upload.wikimedia.org/wikipedia/commons/3/39/Hoeve_Groot_Amelgem%2C_Wolvertem_05.jpg","47 19,null,null,null"
Mountain landscape and reference chains,"The reference mountain chain of this VC is Northern Medium Mountains. The reference mountain landscape of this VC is Trizs. Trizs is a village in Borsod-Abaúj-Zemplén County, Putnok District. It is a settlement located in the northwestern part of the county, next to the Slovakian border and next to the Aggtelek National Park. The closest bigger city Miskolc is 50 km away and Budapest is 230 km away.","Trizs, Borsod-Abaúj-Zemplén County, Putnok District, Slovakia, Aggtelek National Park, Miskolc, Budapest","http://www.wikidata.org/entity/Q641277, http://www.wikidata.org/entity/Q188895, http://www.wikidata.org/entity/Q14371286, http://www.wikidata.org/entity/Q214, http://www.wikidata.org/entity/Q516668, http://www.wikidata.org/entity/Q102397, http://www.wikidata.org/entity/Q1781",village in Hungary|county of Hungary|district of Hungary in Borsod-Abaúj-Zemplén County|country in Central Europe|national park of Hungary|city in Northeastern Hungary|capital and largest city of Hungary,"https://upload.wikimedia.org/wikipedia/commons/b/bd/Trizsi_reform%C3%A1tus_templom_b%C3%BAtorzata.jpg,https://upload.wikimedia.org/wikipedia/commons/c/ce/Boldogk%C5%91_Castle_-_view_from_the_castle_-_Hungary.jpg,null,https://upload.wikimedia.org/wikipedia/commons/7/72/000_Sllovakia_harta.PNG,https://upload.wikimedia.org/wikipedia/commons/1/1e/Civertanlegifotoaggtelek4.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a6/Megyesz%C3%A9khely_-_Borsod-Aba%C3%BAj-Zempl%C3%A9n_megye_-_Miskolc.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9d/Budapest%2C_Hungary_%28explored%29_%2814995308504%29.jpg","48.425730555556 20.495469444444,48.25 21,48.33694 20.46384,48.7 19.7,48.466666666667 20.483333333333,48.1 20.783333333333335,47.498333333333 19.040833333333"
Geography and population,The size of the area (km2) is 10. The minimum altimetry of the LAU (Local Administrative Unit) is 364. The maximum altimetry of the LAU is unspecified. The total population (in thousand) is 0.188. The population density (Inhabitants/km2) in the LAU is 18.80. The population change rate of the LAU in the last 10 years (%) has been -0.15%. The overall regional population density (Inhabitants/km2) is 83.54. The regional population change rate in the last 10 years (%) has been -0.07%.,"Lau Islands, Square kilometre, Altitude, Local Administrative Unit, Population, Population density, Region","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q712226, http://www.wikidata.org/entity/Q190200, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q22856, http://www.wikidata.org/entity/Q82794","archipelago of Fiji|decimal multiple of the SI unit of surface area|height in relation to a certain reference point|geocode standard for referencing the subdivisions of countries for statistical purposes|Wikimedia disambiguation page|measurement of population per unit area or unit volume|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/1_km2.svg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Altitude_marker%2C_Lismore.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/4/4d/World_population_density_map.PNG,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","-17.833333333333 178.66666666667,null,null,null,null,null,null"
Income and gross value added,The average per capita income (EUR/year) [Province] is 6560. The total Gross Value Added (GVA) (EUR million/year) [Province] is 5560. The primary sector share of total GVA/year [Province] is 3.88%. The secondary sector share of total GVA/year [Province] is 34.68%. The tertiary sector share of total GVA/year [Province] is 61.44%. The per capita income (EUR/year) [Region] is 11195. The total Gross Value Added (GVA) (EUR million/year) [Region] is 9488. The primary sector share of total GVA/year [Region] is 4.14%. The secondary sector share of total GVA/year [Region] is 33.47%. The tertiary sector share of total GVA/year [Region] is 62.38%.,"Per capita income, Gross value added, Primary sector, Secondary sector, Tertiary sector, Region, Province","http://www.wikidata.org/entity/Q45918, http://www.wikidata.org/entity/Q994873, http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q34876","average income of an economy|economic indicator which adjusts gross domestic product (GDP) by the impact of subsidies and taxes (tariffs) on products|includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|administrative division in several countries","null,null,null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg","null,null,null,null,null,null,null"
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 0. The regional (Region) share of total BPs/year is 8.64%. The number of agricultural holdings in the LAU is 12. The nearest settlement with population over 100000 (km) is 47. In this region protected areas are present.,"Lau Islands, Hotel room, Tourism, Local Administrative Unit, Region, Agricultural holding, Settlement, Population, Protected area","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q27686, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q131596, http://www.wikidata.org/entity/Q1247845, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q473972","archipelago of Fiji|business enterprise that provides indoor lodging in a single location paid on a short-term basis|travel for pleasure or business|geocode standard for referencing the subdivisions of countries for statistical purposes|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|area of land for farming, or, for aquaculture, lake, river or sea, including various structures|Wikimedia disambiguation page|Wikimedia disambiguation page|areas protected for having ecological or cultural importance","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/PNY_Exterior_with_Rolls_Royce.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,null,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/7/70/Borgboda2006_web.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/d/df/%D0%A1%D1%82%D1%96%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D0%B5_%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%89%D0%B5%2C_%D0%B2%D0%B8%D0%B3%D0%BB%D1%8F%D0%B4_%D0%B7_%D0%B2%D1%83%D0%BB._%D0%97%D0%B0%D1%80%D1%96%D1%87%D0%BD%D0%BE%D1%97_2.jpg","-17.833333333333 178.66666666667,null,null,null,null,null,null,null,null"
Employment,The primary sector share of total employment/year [Province] is 3.89%. The secondary sector share of total employment/year [Province] is 40.14%. The tertiary sector share of total employment/year [Province] is 55.97%. The primary sector share of total employment/year [Region] is 3.89%. The secondary sector share of total employment/year [Region] is 40.14%. The tertiary sector share of total employment/year [Region] is 55.97%.,"Primary sector of the economy, Secondary sector of the economy, Tertiary sector of the economy, Employment","http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q656365","includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|gainful occupation","null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Government_employment_as_%25_of_total_employment_in_EU.jpg","null,null,null,null"
Interest on this VC,"This is a 'public employment program' of the municipality of Trizs, perceived as a social economy based business of the village. Most of the people working in the program are women, which initially defined the scope of activities as well. The Women of Trizs bring their fruit and vegetable processing experiences from their own households to the community scene. They create high value added products and market it through short chains. The municipality initiated this project, which is not common, a high level of trust and co-operative culture has been developed in order to achieve both social and economic goals in the context of sustainable production. They sell the projects in their own local product shop, on the shelves of local, regional and more distant sample shops, and by other partners.","Trizs, Public works, Municipality, Social economy, Women, Food preservation, Sustainable development, Cooperative","http://www.wikidata.org/entity/Q641277, http://www.wikidata.org/entity/Q627364, http://www.wikidata.org/entity/Q15284, http://www.wikidata.org/entity/Q568301, http://www.wikidata.org/entity/Q467, http://www.wikidata.org/entity/Q173514, http://www.wikidata.org/entity/Q131201, http://www.wikidata.org/entity/Q4539","village in Hungary|broad category of infrastructure projects, financed and constructed by the government|administrative division having corporate status and usually powers of self-government or jurisdiction|type of economy|female adult human|inhibition of microbial growth in food|mode of human development that meets current demands without compromising the needs of future generations|autonomous association of persons or organizations","https://upload.wikimedia.org/wikipedia/commons/b/bd/Trizsi_reform%C3%A1tus_templom_b%C3%BAtorzata.jpg,https://upload.wikimedia.org/wikipedia/commons/d/db/Europa_Building_%28EU_Brussels%29_27.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/0/0d/Woman.svg,https://upload.wikimedia.org/wikipedia/commons/7/7e/PreservedFood1.jpg,https://upload.wikimedia.org/wikipedia/commons/7/70/Sustainable_development.svg,https://upload.wikimedia.org/wikipedia/commons/8/8a/Customers_shopping_inside_Co-operative_Grocery_Store_No_1%2C_Seattle%2C_circa_1918_%28MOHAI_15357%29.jpg","48.425730555556 20.495469444444,null,null,null,null,null,null,null"
Key local assets,"The VC uses the natural resources of the area, the fruit trees and berry plantation in the area give raw material for the production. The cooperation of the village, the local human resources is one of the cornerstones of the project. The products are based on local traditions.They have become part of the local territorial quality assurance system. ","Village cooperative, Natural resource, Fruit tree, Berry, Human resources, Tradition, Quality assurance","http://www.wikidata.org/entity/Q17281211, http://www.wikidata.org/entity/Q188460, http://www.wikidata.org/entity/Q904653, http://www.wikidata.org/entity/Q16128920, http://www.wikidata.org/entity/Q5467169, http://www.wikidata.org/entity/Q82821, http://www.wikidata.org/entity/Q836575","null|naturally occurring resource, including mineral resources (e.g. metal ores), mined fossil fuels (e.g. petroleum), water resources (e.g. lakes and groundwater), water energy resources, timber, arable land, game (e.g. deer), fish in water bodies, etc.|tree which bears fruit that is consumed or used by humans and some animals|small edible fruit|people who make up an organization's workforce|custom passed down through generations|way of preventing mistakes or defects in manufactured products and avoiding problems when delivering solutions or services to customers","null,https://upload.wikimedia.org/wikipedia/commons/b/b0/Tussen_Twist_en_Nieuw_Schoonebeek%2C_Alte_en_Neue_Energie_foto5_2016-09-25_14.29.jpg,https://upload.wikimedia.org/wikipedia/commons/b/be/%D0%A9%D0%B5%D0%B4%D1%80%D0%BE_%D0%B2%D1%80%D0%BE%D0%B4%D0%B8%D0%BB%D0%B0_%D0%B0%D0%B1%D1%80%D0%B8%D0%BA%D0%BE%D1%81%D0%B0_%D0%B4%D0%B8%D1%87%D0%BA%D0%B0.jpg,https://upload.wikimedia.org/wikipedia/commons/0/06/Vaccinium_corymbosum_a2.jpg,null,https://upload.wikimedia.org/wikipedia/commons/4/47/Dreschen_mit_Flegel.jpg,null","null,null,null,null,null,null,null"
Challenges,"To keep the involvement of poor excluded women for the long run. To make the social enterprise financially sustainable (through generating income and finding project funding). Generating local tourism, making by passers to stop and spend money in the village. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative.","Social enterprise, Tourism, Venture capital, Tradition, Innovation","http://www.wikidata.org/entity/Q1071015, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q219409, http://www.wikidata.org/entity/Q82821, http://www.wikidata.org/entity/Q174165","type of organization with social objectives|travel for pleasure or business|form of private equity financing that is provided by venture capital firms or funds to startups, early-stage, and emerging companies that have been deemed to have high growth potential or demonstrated high growth|custom passed down through generations|application of better solutions that meet new requirements, inarticulated needs, or existing market needs","null,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,null,https://upload.wikimedia.org/wikipedia/commons/4/47/Dreschen_mit_Flegel.jpg,null","null,null,null,null,null"
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous. The production and processing of fruit is traditional. However, using up-to-date design and packaging, selling the products through short food chains, using ICT and approaching CSA groups is innovative. The products are based on the knowledge of local people and the local municipality launched the initiative, using available assets (land, knowledge, funds for employment, investment, etc.). The innovation is related to New marketing strategies and New governance systems. The land use systems involved are The raw material is collected from the fruit trees of the region and from berry plantations. The local assets include Natural, social and cultural.","Value chain, Endogenous growth theory, Information and communication technology, Community-supported agriculture, Marketing, Governance, Land use, Nature, Social capital, Culture","http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q576355, http://www.wikidata.org/entity/Q5268834, http://www.wikidata.org/entity/Q427249, http://www.wikidata.org/entity/Q39809, http://www.wikidata.org/entity/Q1553864, http://www.wikidata.org/entity/Q1165944, http://www.wikidata.org/entity/Q7860, http://www.wikidata.org/entity/Q214693, http://www.wikidata.org/entity/Q11042","functions of a company affecting its costs and quality and give it a competitive advantage|theory that economic growth is mainly due to endogenous (not external) forces|use of integration of telecommunications and computers to access, store, transmit, and manipulate information|socioeconomic model of agriculture and food distribution|study and process of promoting, distributing, and selling products or services to customers|all of the processes of governing, whether undertaken by a government, market or network, whether over a family, tribe, formal or informal organization or territory and whether through the laws, norms, power or language of an organized society|characterization of land based on what can be built on it and what the land can be used for|natural, physical, or material world and its phenomena|sociology concept|shared aspects of a society's way of life","null,null,https://upload.wikimedia.org/wikipedia/commons/4/46/Internet.JPG,https://upload.wikimedia.org/wikipedia/commons/a/a1/AMAP_-_Les_jardins_de_Conflans.jpg,null,null,null,https://upload.wikimedia.org/wikipedia/commons/9/94/Desert_Electric.jpg,null,https://upload.wikimedia.org/wikipedia/commons/8/82/Nwodua_wulana_Alhassan.jpg","null,null,null,null,null,null,null,null,null,null"
