title,description,objects,objectlinks,wikidata_descriptions,wikidata_images,wikidata_coords
"Activities connected to the production of wine in the PDO Peza zone, at eastern Crete","The MOVING reference member state of this VC (Value Chain) is GREECE. The reference MOVING Card ID of this VC is VC 05 GR. The vineyards are owned by member producers of the cooperative and their families. The processing (vinification) capacity of the facilities is 700 tons in 12 hours and for the production and preservation of superior quality wines, the company has a 3 storey wine cellar of 1350 sq.m. per floor with stainless steel wine tanks bearing a capacity of 2,400 tons and a bottling plant with a capacity of 5000 bottles per hour. It is the most important economic activity for the regional SES, also affecting the lanscape and ecosystem through a sustainable traditional approach.","Greece, Value chain, Vinification, Wine, Bottling, Ecosystem, Landscape","http://www.wikidata.org/entity/Q41, http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q213376, http://www.wikidata.org/entity/Q282, http://www.wikidata.org/entity/Q63774115, http://www.wikidata.org/entity/Q37813, http://www.wikidata.org/entity/Q107425","country in Southeast Europe|functions of a company affecting its costs and quality and give it a competitive advantage|the production of wine, starting with the selection of the fruit, its fermentation into alcohol, and the bottling of the finished liquid|alcoholic drink typically made from grapes through the fermentation process|production line that fills a product, generally a beverage, into bottles on a large scale|community of living organisms together with the nonliving components of their environment, interacting as a system|visible features of an area of land","https://upload.wikimedia.org/wikipedia/commons/9/9e/The_Acropolis_and_Mount_Hymettus_from_Philopappos_Hill_on_July_18%2C_2019.jpg,null,https://upload.wikimedia.org/wikipedia/commons/e/e1/Red_wine_cap.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3c/Red_and_white_wine_12-2015.jpg,https://upload.wikimedia.org/wikipedia/commons/3/32/Sierra_Nevada_Bottling.jpg,https://upload.wikimedia.org/wikipedia/commons/4/46/Wild_zebra_on_Kenya_countryside.jpg,https://upload.wikimedia.org/wikipedia/commons/1/14/Landscape_Arnisee-region.JPG","38.5 23,null,null,null,null,null,null"
Mountain landscape and reference chains,"The reference mountain chain of this VC is GIOUCHTAS. The reference mountain landscape of this VC is PEZA. Peza Plateau is situated at the eastern foothills of mountain Giouchtas, a mountain with a heighest peak of 811m lying to the east of the hieghest mountain of the island of Crete, the Idi or Psiloritis range 2,456m, with another equally high mountain at the west of the island, the Lefka Ori range at 2,454m. The Peza Plateau lies among central mountain volumes of the island and at a 30 minutes car distance from the biggest city of the island, Heraklion.","Crete, Lefka Ori, Heraklion, Peza, Psiloritis","http://www.wikidata.org/entity/Q34374, http://www.wikidata.org/entity/Q1137982, http://www.wikidata.org/entity/Q160544, http://www.wikidata.org/entity/Q5749613, http://www.wikidata.org/entity/Q83659","island of Greece|mountain range in Sfakia municipality, Greece|city in the island of Crete, Greece|village in Podlaskie, Poland|highest mountain on Crete","https://upload.wikimedia.org/wikipedia/commons/b/b9/Crete_Nasa.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f0/%CE%95%CE%AF%CF%83%CE%BF%CE%B4%CE%BF%CF%82_%CE%95%CE%B8%CE%BD%CE%B9%CE%BA%CE%BF%CF%8D_%CE%94%CF%81%CF%85%CE%BC%CE%BF%CF%8D_%CE%A3%CE%B1%CE%BC%CE%B1%CF%81%CE%B9%CE%AC%CF%82.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a7/Panoramic_of_Heraklion.jpg,null,https://upload.wikimedia.org/wikipedia/commons/1/15/Landscape_mountains_Phaistos.jpg","35.309722222222 24.893333333333,35.292778 24.031667,35.34027777777778 25.134444444444444,53.23333333 22.06666667,35.226388888889 24.770713888889"
Geography and population,The size of the area (km2) is 339.1. The minimum altimetry of the LAU (Local Administrative Unit) is 310. The maximum altimetry of the LAU is 811. The total population (in thousand) is 315.162. The population density (Inhabitants/km2) in the LAU is 119.40. The population change rate of the LAU in the last 10 years (%) has been 0.02%. The overall regional population density (Inhabitants/km2) is 76.5. The regional population change rate in the last 10 years (%) has been 0.01%.,"Lau Islands, Square kilometre, Altitude, Local Administrative Unit, Population, Population density, Region","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q712226, http://www.wikidata.org/entity/Q190200, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q22856, http://www.wikidata.org/entity/Q82794","archipelago of Fiji|decimal multiple of the SI unit of surface area|height in relation to a certain reference point|geocode standard for referencing the subdivisions of countries for statistical purposes|Wikimedia disambiguation page|measurement of population per unit area or unit volume|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/1_km2.svg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Altitude_marker%2C_Lismore.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/4/4d/World_population_density_map.PNG,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","-17.833333333333 178.66666666667,null,null,null,null,null,null"
Income and gross value added,The average per capita income (EUR/year) [Province] is 13800. The total Gross Value Added (GVA) (EUR million/year) [Province] is 3752.14. The primary sector share of total GVA/year [Province] is 5.39%. The secondary sector share of total GVA/year [Province] is 11.64%. The tertiary sector share of total GVA/year [Province] is 82.97%. The per capita income (EUR/year) [Region] is 14300. The total Gross Value Added (GVA) (EUR million/year) [Region] is 7862.21. The primary sector share of total GVA/year [Region] is 6.91%. The secondary sector share of total GVA/year [Region] is 11.24%. The tertiary sector share of total GVA/year [Region] is 81.85%.,"Per capita income, Gross value added, Primary sector, Secondary sector, Tertiary sector, Region, Province","http://www.wikidata.org/entity/Q45918, http://www.wikidata.org/entity/Q994873, http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q34876","average income of an economy|economic indicator which adjusts gross domestic product (GDP) by the impact of subsidies and taxes (tariffs) on products|includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|administrative division in several countries","null,null,null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg","null,null,null,null,null,null,null"
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 113. The regional (Region) share of total BPs/year is 0.001%. The number of agricultural holdings in the LAU is 41162. The nearest settlement with population over 100000 (km) is 20. In this region protected areas are present.,"Hotel room, Tourism, Local Administrative Unit, Region, Agricultural holding, Settlement, Protected area","http://www.wikidata.org/entity/Q27686, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q131596, http://www.wikidata.org/entity/Q1247845, http://www.wikidata.org/entity/Q473972","business enterprise that provides indoor lodging in a single location paid on a short-term basis|travel for pleasure or business|geocode standard for referencing the subdivisions of countries for statistical purposes|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|area of land for farming, or, for aquaculture, lake, river or sea, including various structures|Wikimedia disambiguation page|areas protected for having ecological or cultural importance","https://upload.wikimedia.org/wikipedia/commons/9/98/PNY_Exterior_with_Rolls_Royce.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,null,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/7/70/Borgboda2006_web.jpg,null,https://upload.wikimedia.org/wikipedia/commons/d/df/%D0%A1%D1%82%D1%96%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D0%B5_%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%89%D0%B5%2C_%D0%B2%D0%B8%D0%B3%D0%BB%D1%8F%D0%B4_%D0%B7_%D0%B2%D1%83%D0%BB._%D0%97%D0%B0%D1%80%D1%96%D1%87%D0%BD%D0%BE%D1%97_2.jpg","null,null,null,null,null,null,null"
Employment,The primary sector share of total employment/year [Province] is 15.23%. The secondary sector share of total employment/year [Province] is 12.38%. The tertiary sector share of total employment/year [Province] is 72.39%. The primary sector share of total employment/year [Region] is 16.20%. The secondary sector share of total employment/year [Region] is 11.84%. The tertiary sector share of total employment/year [Region] is 71.97%.,"Primary sector of the economy, Secondary sector of the economy, Tertiary sector of the economy, Employment, Province, Region","http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q656365, http://www.wikidata.org/entity/Q34876, http://www.wikidata.org/entity/Q82794","includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|gainful occupation|administrative division in several countries|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Government_employment_as_%25_of_total_employment_in_EU.jpg,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","null,null,null,null,null,null"
Interest on this VC,"The PDO Peza zone was established in 1971 for red wine and in 1982 for white wine, situated in the central-eastern mountain areas of Crete. The vineyards of Peza stretch sinuously on hilly terrain of varying inclines and exposures around the plain of Peza, in Heraklion district, at altitudes of up to 700m. Here, the red varieties of Kotsifali and Mandilaria are cultivated in deep calcareous soil, although the vineyards of Peza are best known for the production of whites from the local Vilana variety. It is mainly cultivated in the plain around the village of Peza but the vvineyards at higher altitudes, where ripening is more slow and gentle, yield more aromatic wines. The area, with its modern, linear plantings, has the fastest pace of growth among Crete s vine growing areas. The vineyards are planted at altitudes higher than 300m and they area a great example of mountain products that have established a high reputation, providing territorial idendity and supporting the community in the long-run. As in much of Crete, wine has likely been made here for thousands of years. Various ancient wine presses and amphorae found across the whole island point to a long tradition of wine industry in the regio from ancient years. Soil quality, agricultural practices and participation of the community are contributing to a brand name that is gaining loyal customers in a widespread area outside the community and also the island of Crete.","Crete, Heraklion, Kotsifali, Mandilaria, Vilana, Wine, Amphora","http://www.wikidata.org/entity/Q34374, http://www.wikidata.org/entity/Q160544, http://www.wikidata.org/entity/Q1785444, http://www.wikidata.org/entity/Q384968, http://www.wikidata.org/entity/Q7930068, http://www.wikidata.org/entity/Q282, http://www.wikidata.org/entity/Q178401","island of Greece|city in the island of Crete, Greece|Greek wine grape found on Crete|varietal|white Greek wine grape variety planted primarily in Crete|alcoholic drink typically made from grapes through the fermentation process|type of storage container standard to ancient Mediterranean society","https://upload.wikimedia.org/wikipedia/commons/b/b9/Crete_Nasa.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a7/Panoramic_of_Heraklion.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e6/Kotsifali.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/3/3c/Red_and_white_wine_12-2015.jpg,https://upload.wikimedia.org/wikipedia/commons/7/77/Amphorae_stacking.jpg","35.309722222222 24.893333333333,35.34027777777778 25.134444444444444,null,null,null,null,null"
Key local assets,"There are more than 35,000 stremmas of vineyards in the area of the Peza Union, 14,000 of which are producing VQPRD vines, 9,000 for table wines and 12,000 for raisins and table grapes. VQPRD stands for the E.U. characterisation of 'Vin de Qualite Produit de Region Determine' signifying special regions of distinguished quality products. The product of this VC presents great perspectives of growth and market share expansion, while also preserving traditional practices and the use of locally specific resources. ","European Union, Stremma, Table wine, Raisin","http://www.wikidata.org/entity/Q458, http://www.wikidata.org/entity/Q15179422, http://www.wikidata.org/entity/Q1513599, http://www.wikidata.org/entity/Q13186",political and economic union of 27 European states|Greek unit of measuring land area|a style of wine or a wine classification level|dried grape,"https://upload.wikimedia.org/wikipedia/commons/a/a2/EU_on_a_globe.svg,null,https://upload.wikimedia.org/wikipedia/commons/1/14/Gris_de_Grenache_-_Domaine_Vidal.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9a/2023_Rodzynki_%281%29.jpg","50.116944444444 9.2477777777778,null,null,null"
Challenges,"This VC is very much engaged with local producers and their families,working as a farmers' co-operative of 10 local villages and continuing a wine-production tradition of centuries. The growing expansion of this industry raises challenges for the sustainability of practices, as well as the potential of the cooperative to cover future demand. Another challenge is the sensitivity of wine production level and quality against climate change. Overall the type of challenge faced by this VC is Predicted. This VC is classified as Traditional and Innovative.","Venture capital, Cooperative, Wine, Climate change, Tradition, Innovation, Sustainability","http://www.wikidata.org/entity/Q219409, http://www.wikidata.org/entity/Q4539, http://www.wikidata.org/entity/Q282, http://www.wikidata.org/entity/Q125928, http://www.wikidata.org/entity/Q82821, http://www.wikidata.org/entity/Q174165, http://www.wikidata.org/entity/Q219416","form of private equity financing that is provided by venture capital firms or funds to startups, early-stage, and emerging companies that have been deemed to have high growth potential or demonstrated high growth|autonomous association of persons or organizations|alcoholic drink typically made from grapes through the fermentation process|human-caused changes to climate on Earth|custom passed down through generations|application of better solutions that meet new requirements, inarticulated needs, or existing market needs|ability of human civilization to coexist with the biosphere in a steady state","null,https://upload.wikimedia.org/wikipedia/commons/8/8a/Customers_shopping_inside_Co-operative_Grocery_Store_No_1%2C_Seattle%2C_circa_1918_%28MOHAI_15357%29.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3c/Red_and_white_wine_12-2015.jpg,https://upload.wikimedia.org/wikipedia/commons/1/11/Carbon_Dioxide_800kyr.svg,https://upload.wikimedia.org/wikipedia/commons/4/47/Dreschen_mit_Flegel.jpg,null,https://upload.wikimedia.org/wikipedia/commons/a/a5/Visualization_of_pillars_of_sustainability.webp","null,null,null,null,null,null,null"
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. Peza Union and all their components are strongly interested in the development of new commercial presentations. In fact, the Sector has put in the market diverse kinds of wines and is also aware about the demand of consumer for natural products. Following this line of innovation, the Union has developed products including high proportion or total presence of natural products. The development of this kind of products requires research that is beyond the possibilities of one single company or association. Moreover, the investment of PEZA UNION in the technology of aseptic package Tetra Pak offered the opportunity of producing another innovative product in continuation to the rationale of the standardization of wine in bag-in-box (The Party's Wine). The innovation is related to New processes and New marketing strategies. The land use systems involved are Cropland. The local assets include Natural, social and cultural.","Tetra (company), Tetra Pak, Value chain, Endogenous (economics), Wine, Natural product, Aseptic processing, Bag-in-box, Cropland, Marketing strategy, Nature, Culture","http://www.wikidata.org/entity/Q870510, http://www.wikidata.org/entity/Q659200, http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q3725134, http://www.wikidata.org/entity/Q282, http://www.wikidata.org/entity/Q901227, http://www.wikidata.org/entity/Q4071230, http://www.wikidata.org/entity/Q799810, http://www.wikidata.org/entity/Q3395383, http://www.wikidata.org/entity/Q1363963, http://www.wikidata.org/entity/Q7860, http://www.wikidata.org/entity/Q11042","company|multinational food packaging and processing company|functions of a company affecting its costs and quality and give it a competitive advantage|economy's supply of money that is determined endogenously|alcoholic drink typically made from grapes through the fermentation process|chemical compound or substance produced by a living organism, found in nature|Processing technique to produce shelf-stable products that do not need refrigeration|type of container for the storage and transportation of liquids|land used for agricultural purposes|business strategy for marketing and advertising|natural, physical, or material world and its phenomena|shared aspects of a society's way of life","null,https://upload.wikimedia.org/wikipedia/commons/6/61/Tetra_Pak_packaging_portfolio_I_medium_size.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/3/3c/Red_and_white_wine_12-2015.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/f/f6/A_4_Litre_Cask_of_Australian_White_Wine.jpg,https://upload.wikimedia.org/wikipedia/commons/3/39/Hoeve_Groot_Amelgem%2C_Wolvertem_05.jpg,https://upload.wikimedia.org/wikipedia/commons/7/78/Extremates.png,https://upload.wikimedia.org/wikipedia/commons/9/94/Desert_Electric.jpg,https://upload.wikimedia.org/wikipedia/commons/8/82/Nwodua_wulana_Alhassan.jpg","null,null,null,null,null,null,null,null,null,null,null,null"
