title,description,objects,objectlinks,wikidata_descriptions,wikidata_images,wikidata_coords
Nature-based Tourism,"The MOVING reference member state of this VC (Value Chain) is SKANDINAVIAN UCO. The reference MOVING Card ID of this VC is VC 16 SCA. This VC fosters the integration of outdoor recreations in wild nature with traditional practices and local products. Therefore, the VC seeks a tourism that boosts regional development based on local assets, trying to keep most of the economic benefits of the activity within the region. Many regional organisations work together with local producers and touristic buisiness and ski lodges along Norway. The actual emphasis on sustainable tourism tries to face overtourism and its impacts on natural ecosystems and local social systems due to over crowding.","Norway, Moving (film), Scandinavia, Tourism, Sustainable tourism, Overtourism, Ecosystem, Value chain","http://www.wikidata.org/entity/Q20, http://www.wikidata.org/entity/Q1047402, http://www.wikidata.org/entity/Q21195, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q1344240, http://www.wikidata.org/entity/Q24899931, http://www.wikidata.org/entity/Q37813, http://www.wikidata.org/entity/Q646107","country in Northern Europe|Wikimedia disambiguation page|region in Northern Europe|travel for pleasure or business|form of travel without damage to nature or cultural area|excessive number of tourists|community of living organisms together with the nonliving components of their environment, interacting as a system|functions of a company affecting its costs and quality and give it a competitive advantage","null,null,https://upload.wikimedia.org/wikipedia/commons/5/57/Scandinavia.svg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,null,https://upload.wikimedia.org/wikipedia/commons/c/c7/Asakusa_4.JPG,https://upload.wikimedia.org/wikipedia/commons/4/46/Wild_zebra_on_Kenya_countryside.jpg,null","59.93333333333333 10.683333333333334,null,64.779642 14.760936,null,null,null,null,null"
Mountain landscape and reference chains,The reference mountain chain of this VC is Scandinavean Mountains - Scandes. The reference mountain landscape of this VC is Trysil. Trysil is located in the boundary with Sweden. It hosts the largest ski resort in Norway. Its economy is mainly based on services and tourism due to the natural assets of the region.,"Trysil, Sweden, Norway, Scandinavian Mountains","http://www.wikidata.org/entity/Q48529, http://www.wikidata.org/entity/Q34, http://www.wikidata.org/entity/Q20, http://www.wikidata.org/entity/Q186547","municipality in Innlandet, Norway|country in Northern Europe|country in Northern Europe|mountain range in Finland, Norway and Sweden","https://upload.wikimedia.org/wikipedia/commons/f/f5/NybergsundBru.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c4/Sweden_-_Location_Map_%282013%29_-_SWE_-_UNOCHA.svg,null,https://upload.wikimedia.org/wikipedia/commons/9/9b/Ahkka_from_Maukojaureh.jpg","61.31 12.315,61 15,59.93333333333333 10.683333333333334,65 14"
Geography and population,The size of the area (km2) is 3014.41. The minimum altimetry of the LAU (Local Administrative Unit) is 304. The maximum altimetry of the LAU is 1208. The total population (in thousand) is 6.627. The population density (Inhabitants/km2) in the LAU is 2.19. The population change rate of the LAU in the last 10 years (%) has been -2.04%. The overall regional population density (Inhabitants/km2) is 7.13. The regional population change rate in the last 10 years (%) has been 2.86%.,"Lau Islands, Square kilometre, Altitude, Local Administrative Unit, Population, Population density, Region","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q712226, http://www.wikidata.org/entity/Q190200, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q22856, http://www.wikidata.org/entity/Q82794","archipelago of Fiji|decimal multiple of the SI unit of surface area|height in relation to a certain reference point|geocode standard for referencing the subdivisions of countries for statistical purposes|Wikimedia disambiguation page|measurement of population per unit area or unit volume|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/1_km2.svg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Altitude_marker%2C_Lismore.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/4/4d/World_population_density_map.PNG,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","-17.833333333333 178.66666666667,null,null,null,null,null,null"
Income and gross value added,The average per capita income (EUR/year) [Province] is 44611.91. The total Gross Value Added (GVA) (EUR million/year) [Province] is 7816.93. The primary sector share of total GVA/year [Province] is 8.44%. The secondary sector share of total GVA/year [Province] is 16.41%. The tertiary sector share of total GVA/year [Province] is 75.14%. The per capita income (EUR/year) [Region] is 46253.25. The total Gross Value Added (GVA) (EUR million/year) [Region] is 15265.23. The primary sector share of total GVA/year [Region] is 3.65%. The secondary sector share of total GVA/year [Region] is 23.37%. The tertiary sector share of total GVA/year [Region] is 72.98%.,"Per capita income, Gross value added, Primary sector, Secondary sector, Tertiary sector, Region, Province","http://www.wikidata.org/entity/Q45918, http://www.wikidata.org/entity/Q994873, http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q34876","average income of an economy|economic indicator which adjusts gross domestic product (GDP) by the impact of subsidies and taxes (tariffs) on products|includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|administrative division in several countries","null,null,null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg","null,null,null,null,null,null,null"
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 2477. The regional (Region) share of total BPs/year is 0.09%. The number of agricultural holdings in the LAU is 3031. The nearest settlement with population over 100000 (km) is 204. In this region protected areas are present.,"Lau Islands, Hotel room, Tourism, Local Administrative Unit, Region, Agricultural holding, Settlement, Population, Protected area","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q27686, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q131596, http://www.wikidata.org/entity/Q1247845, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q473972","archipelago of Fiji|business enterprise that provides indoor lodging in a single location paid on a short-term basis|travel for pleasure or business|geocode standard for referencing the subdivisions of countries for statistical purposes|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|area of land for farming, or, for aquaculture, lake, river or sea, including various structures|Wikimedia disambiguation page|Wikimedia disambiguation page|areas protected for having ecological or cultural importance","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/PNY_Exterior_with_Rolls_Royce.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,null,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/7/70/Borgboda2006_web.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/d/df/%D0%A1%D1%82%D1%96%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D0%B5_%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%89%D0%B5%2C_%D0%B2%D0%B8%D0%B3%D0%BB%D1%8F%D0%B4_%D0%B7_%D0%B2%D1%83%D0%BB._%D0%97%D0%B0%D1%80%D1%96%D1%87%D0%BD%D0%BE%D1%97_2.jpg","-17.833333333333 178.66666666667,null,null,null,null,null,null,null,null"
Employment,The primary sector share of total employment/year [Province] is 1.84%. The secondary sector share of total employment/year [Province] is 18.99%. The tertiary sector share of total employment/year [Province] is 79.17%. The primary sector share of total employment/year [Region] is 4.27%. The secondary sector share of total employment/year [Region] is 22.73%. The tertiary sector share of total employment/year [Region] is 73.03%.,"Primary sector of the economy, Secondary sector of the economy, Tertiary sector of the economy, Employment, Province, Region","http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q656365, http://www.wikidata.org/entity/Q34876, http://www.wikidata.org/entity/Q82794","includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|gainful occupation|administrative division in several countries|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Government_employment_as_%25_of_total_employment_in_EU.jpg,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","null,null,null,null,null,null"
Interest on this VC,"It is a developing industry in Scandinavian countries based on their singular natural assets. In addition, it seeks to add value to other VCs of the area. The innovation is related to the sysnergies between cultural and natural assets, looking for a bigger implication and integration of visitors with the area. Websites play an important mechanism as all the touristic assets (from skiing to cow milking) can be found online. Regional associations play a key role in promoting both local products and also touristic assets under labelling schemes. Finally, with this place-based turn in tourism, more family businesses and local organisations are gaining importance in the management of tourism.","Scandinavia, Tourism, Innovation, Website, Regionalism, Certification, Family business, Non-governmental organization","http://www.wikidata.org/entity/Q21195, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q174165, http://www.wikidata.org/entity/Q35127, http://www.wikidata.org/entity/Q811302, http://www.wikidata.org/entity/Q374814, http://www.wikidata.org/entity/Q1395324, http://www.wikidata.org/entity/Q79913","region in Northern Europe|travel for pleasure or business|application of better solutions that meet new requirements, inarticulated needs, or existing market needs|set of related web pages served from a single web domain|Wikimedia disambiguation page|formal attestation of certain characteristics of an object, person, or organization|company that is significantly influenced by a family|organization independent of any government, usually created to aid those in need","https://upload.wikimedia.org/wikipedia/commons/5/57/Scandinavia.svg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,null,https://upload.wikimedia.org/wikipedia/commons/6/6c/Activite3.2.1_Pr%C3%A9parer_un_document_Web_%C3%A0_l%E2%80%99accessibilit%C3%A9.png,null,https://upload.wikimedia.org/wikipedia/commons/7/72/Nitaskinan_39.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e0/Friendly_souvenir_shop_owners.jpg,null","64.779642 14.760936,null,null,null,null,null,null,null"
Key local assets,"The specificity of this VC is the landscape of the region. The main asset in winter is outdoor recreation based on winter sports such as skiing (crosscountry and downhill skiing) or dogsledding. For these sports, Scandinavian mountains offer a great spot with extent routes and resorts during a particularly long season. During summer, other outdoor recreation activities such as fly fishing, hunting, and hiking are combined with the enjoyment of cultural landscapes and their associated practices (mostly extensive grazing) and products (dairies, meat, honey, etc.). ","Scandinavia, Venture capital, Winter sports, Skiing, Cross-country skiing, Alpine skiing, Dog sledding, Scandinavian Mountains, Fly fishing, Hunting, Hiking, Grazing, Dairy, Meat, Honey","http://www.wikidata.org/entity/Q21195, http://www.wikidata.org/entity/Q219409, http://www.wikidata.org/entity/Q204686, http://www.wikidata.org/entity/Q130949, http://www.wikidata.org/entity/Q18544844, http://www.wikidata.org/entity/Q186222, http://www.wikidata.org/entity/Q28997, http://www.wikidata.org/entity/Q186547, http://www.wikidata.org/entity/Q898886, http://www.wikidata.org/entity/Q36963, http://www.wikidata.org/entity/Q12014035, http://www.wikidata.org/entity/Q3239189, http://www.wikidata.org/entity/Q637776, http://www.wikidata.org/entity/Q10990, http://www.wikidata.org/entity/Q10987","region in Northern Europe|form of private equity financing that is provided by venture capital firms or funds to startups, early-stage, and emerging companies that have been deemed to have high growth potential or demonstrated high growth|sport mainly practiced during the wintertime, often on snow or ice|recreational activity and sport using skis|form of snow skiing|sport of skiing downhill|working dog|mountain range in Finland, Norway and Sweden|angling method|human activity of searching for, pursuing, and catching wild animals|walking as a hobby, sport, or leisure activity|method of feeding in which a herbivore eats parts of low-growing grasses, forbs or algae|business enterprise established for the processing of animal milk|culinary name for animal flesh eaten as food|sweet food made by bees mostly using nectar from flowers","https://upload.wikimedia.org/wikipedia/commons/5/57/Scandinavia.svg,null,https://upload.wikimedia.org/wikipedia/commons/0/03/Skier-carving-a-turn.jpg,https://upload.wikimedia.org/wikipedia/commons/0/03/Skier-carving-a-turn.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a0/AchenseeWinter01.JPG,https://upload.wikimedia.org/wikipedia/commons/2/20/Airforce_skiing_at_keystone_colorado.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/Sled_dogs.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9b/Ahkka_from_Maukojaureh.jpg,https://upload.wikimedia.org/wikipedia/commons/0/06/Flyfishing.jpg,https://upload.wikimedia.org/wikipedia/commons/3/34/Paul_Childerley_driven_hunt_Finland_06.png,https://upload.wikimedia.org/wikipedia/commons/5/5b/Alta_via_meranese_2005-05.JPG,https://upload.wikimedia.org/wikipedia/commons/7/76/Grazend_Bees.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c3/Dairy_Managment_01.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ae/FoodMeat.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cc/Runny_hunny.jpg","64.779642 14.760936,null,null,null,null,null,null,65 14,null,null,null,null,null,null,null"
Challenges,"Tourism is an industry that relies on external visitors, therefore in times of COVID-19 Pandemic, its resilience has been highly questioned. However, it surely delivers multiple benefits to the localities when it looks for responsible visitors that aim to engage with the places they visit. Climate Change is a challenge as winter season may be shorter in the coming years and thus the arctic and snow based touristic sector will need to look for alternatives. In addition, sustainable tourism face challenges when dealing with the impacts of traveling (e.g., carbon emissions) and overtourism in specific locations. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative.","Tourism, COVID-19 pandemic, Climate change, Arctic, Sustainable tourism, Carbon emissions, Overtourism","http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q81068910, http://www.wikidata.org/entity/Q125928, http://www.wikidata.org/entity/Q25322, http://www.wikidata.org/entity/Q1344240, http://www.wikidata.org/entity/Q106358009, http://www.wikidata.org/entity/Q24899931",travel for pleasure or business|pandemic caused by SARS-CoV-2 (2019–2023)|human-caused changes to climate on Earth|polar region on the Earth's northern hemisphere|form of travel without damage to nature or cultural area|sources and amounts of greenhouse gases emitted to the atmosphere from human activities|excessive number of tourists,"https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,https://upload.wikimedia.org/wikipedia/commons/f/f6/Covid-19_SP_-_UTI_V._Nova_Cachoeirinha.jpg,https://upload.wikimedia.org/wikipedia/commons/1/11/Carbon_Dioxide_800kyr.svg,https://upload.wikimedia.org/wikipedia/commons/8/8f/Arctica_surface.jpg,null,https://upload.wikimedia.org/wikipedia/commons/f/f3/20210626_Variwide_chart_of_greenhouse_gas_emissions_per_capita_by_country.svg,https://upload.wikimedia.org/wikipedia/commons/c/c7/Asakusa_4.JPG","null,null,null,89.9997 0,null,null,null"
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. Innovations are related with new tourism activities and approches, moving from traditional experiences and offers (such as simple outdoor recreation) towards local initiatives, products and practices that can add value to the touristic experience. The innovation is therefore about looking for these type of synergies. In addition, most of the touristic and accommodation offers are available online, even in the case of small family bussinesses and farms. The innovation is related to New processes, New marketing strategies and New governance systems. The land use systems involved are Cropland, Grassland, Forestry and Natural land. The local assets include Natural, social and cultural.","Value chain, Innovation, Tourism, Marketing, Governance, Cropland, Grassland, Forestry, Natural environment, Culture","http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q174165, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q39809, http://www.wikidata.org/entity/Q1553864, http://www.wikidata.org/entity/Q3395383, http://www.wikidata.org/entity/Q1006733, http://www.wikidata.org/entity/Q38112, http://www.wikidata.org/entity/Q43619, http://www.wikidata.org/entity/Q11042","functions of a company affecting its costs and quality and give it a competitive advantage|application of better solutions that meet new requirements, inarticulated needs, or existing market needs|travel for pleasure or business|study and process of promoting, distributing, and selling products or services to customers|all of the processes of governing, whether undertaken by a government, market or network, whether over a family, tribe, formal or informal organization or territory and whether through the laws, norms, power or language of an organized society|land used for agricultural purposes|area with vegetation dominated by grasses|science and craft of creating, managing, using, conserving and repairing forests, woodlands, and associated resources for human and environmental benefits|all living and non-living things occurring naturally on Earth or some region thereof|shared aspects of a society's way of life","null,null,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,null,null,https://upload.wikimedia.org/wikipedia/commons/3/39/Hoeve_Groot_Amelgem%2C_Wolvertem_05.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9e/Chile_%283%29%2C_Patagonia%2C_Road_Y-50_towards_Rio_Verde.JPG,https://upload.wikimedia.org/wikipedia/commons/4/4c/A_deciduous_beech_forest_in_Slovenia.jpg,https://upload.wikimedia.org/wikipedia/commons/3/36/Hopetoun_falls.jpg,https://upload.wikimedia.org/wikipedia/commons/8/82/Nwodua_wulana_Alhassan.jpg","null,null,null,null,null,null,null,null,null,null"
