title,description,objects,objectlinks,wikidata_descriptions,wikidata_images,wikidata_coords
WILD COLLECTED MEDICINAL PLANTS,"The MOVING reference member state of this VC (Value Chain) is BULGARIA. The reference MOVING Card ID of this VC is VC 01 BG. To ensure the sustainable use of medicinal plant resources in the Central Balkan National Park (i.e. to keep them available for extraction without endangering their locations or depleting their stocks) specific rules and restrictions are enforced . Medicinal plants can be widely gathered for personal use within the Park provided that basic regulations and standards are observed, but commercial extraction is only allowed within a clearly defined 'Multifunctional Zone'.","Bulgaria, Central Balkan National Park, Value chain, Medicinal plant","http://www.wikidata.org/entity/Q219, http://www.wikidata.org/entity/Q1887045, http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q188840",country in southeast Europe|national park in Bulgaria|functions of a company affecting its costs and quality and give it a competitive advantage|plants or derivatives used to treat medical conditions in humans or animals,"https://upload.wikimedia.org/wikipedia/commons/4/46/Rila_Monastery%2C_August_2013.jpg,https://upload.wikimedia.org/wikipedia/commons/3/37/Staraplanina-krassiu.jpg,null,https://upload.wikimedia.org/wikipedia/commons/d/d4/20120726Lythrum_salicaria2.jpg","42.75 25.5,42.72027778 24.78138889,null,null"
Mountain landscape and reference chains,"The reference mountain chain of this VC is Central Stara Planina (Balkan Mountains). The reference mountain landscape of this VC is Gabrovo Municipality in Gabrovo Province (BG322). Gabrovo Province (BG322) is a small province lying on the northern slopes of the Central Stara Planina mountain range with altitudes up to around 1,500 metres. The mountain landscape is open, rugged and very scenic - approximately 50% semi-natural and alpine grasslands and 50% broadleaf and mixed forest, including ancient beech, spruce, fir, oak and hornbeam.","Balkan Mountains, Gabrovo Municipality, Gabrovo Province, Beech, Spruce, Fir, Oak, Hornbeam","http://www.wikidata.org/entity/Q170427, http://www.wikidata.org/entity/Q2652942, http://www.wikidata.org/entity/Q1007272, http://www.wikidata.org/entity/Q25403, http://www.wikidata.org/entity/Q26782, http://www.wikidata.org/entity/Q25350, http://www.wikidata.org/entity/Q12004, http://www.wikidata.org/entity/Q158513","mountain range in the eastern part of the Balkan Peninsula|municipality in Gabrovo oblast, Bulgaria|oblast of Bulgaria|genus of plants|genus of evergreen, coniferous tree|genus of plants|genus of plants|genus of plants","https://upload.wikimedia.org/wikipedia/commons/7/7a/Balkangebirge_Balkan_topo_de.jpg,null,https://upload.wikimedia.org/wikipedia/commons/9/9c/Gabrovo_in_Bulgaria.svg,https://upload.wikimedia.org/wikipedia/commons/4/4d/European_beech_%28Fagus_sylvatica%29_in_Humlamaden_1516.jpg,https://upload.wikimedia.org/wikipedia/commons/8/81/Picea_abies.jpg,https://upload.wikimedia.org/wikipedia/commons/5/52/Abies_alba_Wis%C5%82a_2.jpg,https://upload.wikimedia.org/wikipedia/commons/a/af/Quercus_robur.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bc/Carpinus_orientalis_multi-stemmed.jpg","42.78421 24.97626,42.88333333 25.28333333,42.916666666667 25.25,null,null,null,null,null"
Geography and population,The size of the area (km2) is 555.6. The minimum altimetry of the LAU (Local Administrative Unit) is unspecified. The maximum altimetry of the LAU is unspecified. The total population (in thousand) is 57.625. The population density (Inhabitants/km2) in the LAU is 103.72. The population change rate of the LAU in the last 10 years (%) is unspecified. The overall regional population density (Inhabitants/km2) is 53.10. The regional population change rate in the last 10 years (%) has been -0.13%.,"Lau Islands, Square kilometre, Altitude, Local Administrative Unit, Population, Population density, Region","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q712226, http://www.wikidata.org/entity/Q190200, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q22856, http://www.wikidata.org/entity/Q82794","archipelago of Fiji|decimal multiple of the SI unit of surface area|height in relation to a certain reference point|geocode standard for referencing the subdivisions of countries for statistical purposes|Wikimedia disambiguation page|measurement of population per unit area or unit volume|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/1_km2.svg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Altitude_marker%2C_Lismore.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/4/4d/World_population_density_map.PNG,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","-17.833333333333 178.66666666667,null,null,null,null,null,null"
Income and gross value added,The average per capita income (EUR/year) [Province] is 6900. The total Gross Value Added (GVA) (EUR million/year) [Province] is 655. The primary sector share of total GVA/year [Province] is 4.40%. The secondary sector share of total GVA/year [Province] is 46.80%. The tertiary sector share of total GVA/year [Province] is 48.80%. The per capita income (EUR/year) [Region] is 5400. The total Gross Value Added (GVA) (EUR million/year) [Region] is 3730. The primary sector share of total GVA/year [Region] is 8.00%. The secondary sector share of total GVA/year [Region] is 33.80%. The tertiary sector share of total GVA/year [Region] is 58.20%.,"Per capita income, Gross value added, Primary sector, Secondary sector, Tertiary sector, Region, Province","http://www.wikidata.org/entity/Q45918, http://www.wikidata.org/entity/Q994873, http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q34876","average income of an economy|economic indicator which adjusts gross domestic product (GDP) by the impact of subsidies and taxes (tariffs) on products|includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|administrative division in several countries","null,null,null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg","null,null,null,null,null,null,null"
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 2895. The regional (Region) share of total BPs/year is 29.00%. The number of agricultural holdings in the LAU is 6880. The nearest settlement with population over 100000 (km) is unspecified. In this region protected areas are present.,"Lau Islands, Hotel room, Tourism, Local Administrative Unit, Region, Agricultural holding, Settlement, Protected area","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q27686, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q131596, http://www.wikidata.org/entity/Q1247845, http://www.wikidata.org/entity/Q473972","archipelago of Fiji|business enterprise that provides indoor lodging in a single location paid on a short-term basis|travel for pleasure or business|geocode standard for referencing the subdivisions of countries for statistical purposes|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|area of land for farming, or, for aquaculture, lake, river or sea, including various structures|Wikimedia disambiguation page|areas protected for having ecological or cultural importance","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/PNY_Exterior_with_Rolls_Royce.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,null,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/7/70/Borgboda2006_web.jpg,null,https://upload.wikimedia.org/wikipedia/commons/d/df/%D0%A1%D1%82%D1%96%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D0%B5_%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%89%D0%B5%2C_%D0%B2%D0%B8%D0%B3%D0%BB%D1%8F%D0%B4_%D0%B7_%D0%B2%D1%83%D0%BB._%D0%97%D0%B0%D1%80%D1%96%D1%87%D0%BD%D0%BE%D1%97_2.jpg","-17.833333333333 178.66666666667,null,null,null,null,null,null,null"
Employment,The primary sector share of total employment/year [Province] is 11.50%. The secondary sector share of total employment/year [Province] is 46.10%. The tertiary sector share of total employment/year [Province] is 42.40%. The primary sector share of total employment/year [Region] is 25.50%. The secondary sector share of total employment/year [Region] is 29.80%. The tertiary sector share of total employment/year [Region] is 44.70%.,"Primary sector of the economy, Secondary sector of the economy, Tertiary sector of the economy, Employment, Province, Region","http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q656365, http://www.wikidata.org/entity/Q34876, http://www.wikidata.org/entity/Q82794","includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|gainful occupation|administrative division in several countries|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Government_employment_as_%25_of_total_employment_in_EU.jpg,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","null,null,null,null,null,null"
Interest on this VC,Wild-growing medicinal plants are a major renewable resource of Bulgaria and they are an important traditional export product which is well placed on international markets. A special regime for the protection and use of wild medicinal plants has been in place for almost 30 years and the National Park Authorities play an important role in its implementation. This value chain is focused upon the Central Balkan National Park which is one of the most important collection areas in Bulgaria. The Park touches upon the territory of five provinces and is administered by the Park Directorate based in Gabrovo Municipality (GAB05) in Gabrovo Province (BG322).,"Bulgaria, Central Balkan National Park, Gabrovo Province, Medicinal plant, Renewable resource, National park, Gabrovo","http://www.wikidata.org/entity/Q219, http://www.wikidata.org/entity/Q1887045, http://www.wikidata.org/entity/Q1007272, http://www.wikidata.org/entity/Q188840, http://www.wikidata.org/entity/Q1138571, http://www.wikidata.org/entity/Q46169, http://www.wikidata.org/entity/Q180131","country in southeast Europe|national park in Bulgaria|oblast of Bulgaria|plants or derivatives used to treat medical conditions in humans or animals|natural resource that is replenished relatively quickly|park used for conservation purposes of animal life and plants|city in Gabrovo municipality, Gabrovo oblast, Bulgaria","https://upload.wikimedia.org/wikipedia/commons/4/46/Rila_Monastery%2C_August_2013.jpg,https://upload.wikimedia.org/wikipedia/commons/3/37/Staraplanina-krassiu.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9c/Gabrovo_in_Bulgaria.svg,https://upload.wikimedia.org/wikipedia/commons/d/d4/20120726Lythrum_salicaria2.jpg,null,https://upload.wikimedia.org/wikipedia/commons/5/5a/Grand_prismatic_no_noise_reduction.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cb/View_from_the_hill_in_the_east_of_the_Gabrovo.jpg","42.75 25.5,42.72027778 24.78138889,42.916666666667 25.25,null,null,null,42.874242 25.31784"
Key local assets,"Wild-growing medicinal plants are a major renewable resource of Bulgaria. A total of 166 medicinal plant species (12 are protected by law) have been identified in the Central Balkan National Park, representing three-fourths of all medicinal plants widely used in alternative medicine. Particularly common species include thyme, St. John s wort, raspberry, wild strawberry, eyebright, common speedwell, cowslip, and mouse-ear hawkweed. Hazelbush, ramsons, common geranium, and woodruff-asperule flourish in wooded areas. Mullein, broad- and narrow-leaf plantain, nettle, milfoil, common tansy, and common wormwood are found in high mountain pastures and along trails, chalets, lodges, shelters, and other areas of increased human presence. Siberian juniper, black and cranberry are common species in the subalpine zone. ","Bulgaria, Central Balkan National Park, Siberia, Alternative medicine, Thyme, St John's Wort, Raspberry, Wild strawberry, Eyebright, Speedwell, Cowslip, Hawkweed, Hazel, Ramsons, Geranium, Asperula odorata, Mullein, Plantago, Nettle, Milfoil, Tansy, Wormwood, Juniper, Cranberry, Subalpine","http://www.wikidata.org/entity/Q219, http://www.wikidata.org/entity/Q1887045, http://www.wikidata.org/entity/Q5428, http://www.wikidata.org/entity/Q188504, http://www.wikidata.org/entity/Q3215980, http://www.wikidata.org/entity/Q158289, http://www.wikidata.org/entity/Q13179, http://www.wikidata.org/entity/Q1564532, http://www.wikidata.org/entity/Q158977, http://www.wikidata.org/entity/Q1219634, http://www.wikidata.org/entity/Q5179826, http://www.wikidata.org/entity/Q16526, http://www.wikidata.org/entity/Q145889, http://www.wikidata.org/entity/Q130882, http://www.wikidata.org/entity/Q157211, http://www.wikidata.org/entity/Q161090, http://www.wikidata.org/entity/Q57051, http://www.wikidata.org/entity/Q164686, http://www.wikidata.org/entity/Q16872290, http://www.wikidata.org/entity/Q16867114, http://www.wikidata.org/entity/Q27079, http://www.wikidata.org/entity/Q3570048, http://www.wikidata.org/entity/Q25662, http://www.wikidata.org/entity/Q13181, http://www.wikidata.org/entity/Q1141462","country in southeast Europe|national park in Bulgaria|region of Asia|form of non-scientific healing|herb with culinary, medicinal and ornamental uses|species of plant|edible fruit|Wikimedia disambiguation page|genus of plants|Wikimedia disambiguation page|Wikimedia disambiguation page|genus of plants|genus of plants|species of plant, herb|genus of plants|species of plant|genus of plants|genus of plants|Wikimedia list article|Wikimedia disambiguation page|species of plant|Wikimedia disambiguation page|genus of plants|subgenus of plant|ecosystem found in mountainous region","https://upload.wikimedia.org/wikipedia/commons/4/46/Rila_Monastery%2C_August_2013.jpg,https://upload.wikimedia.org/wikipedia/commons/3/37/Staraplanina-krassiu.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0c/Siberia_%28orthographic_projection%29.svg,https://upload.wikimedia.org/wikipedia/commons/9/9b/Homeopathic332.JPG,https://upload.wikimedia.org/wikipedia/commons/e/ea/Thyme-Bundle.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cf/%28MHNT%29_Hypericum_perforatum_flower_and_buttons.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4e/Framboise_Margy_3.jpg,null,https://upload.wikimedia.org/wikipedia/commons/9/9d/Augentrost.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/c/cd/Yellow_Hawkweed.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b0/Corylus_avellana_0001.JPG,https://upload.wikimedia.org/wikipedia/commons/1/16/Daslook_%28Allium_ursinum%29_07-04-2020._%28actm.%29_04.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a7/Geranium_February_2008-1.jpg,https://upload.wikimedia.org/wikipedia/commons/4/42/Galium_odoratum_Flower.JPG,https://upload.wikimedia.org/wikipedia/commons/f/f7/Verbascum_densiflorum_%27dense-flowered_mullein%27_2007-06-02_%28plant%29.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6e/Plantago_major.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/9/91/Tansy_and_Queen_of_Spain_Fritilllary.JPG,null,https://upload.wikimedia.org/wikipedia/commons/7/78/Juniperus_phoenicea_berries.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3a/Cranberry_bog.jpg,https://upload.wikimedia.org/wikipedia/commons/2/26/The_Triplets_from_Sahale_Arm.jpg","42.75 25.5,42.72027778 24.78138889,60 105,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null"
Challenges,"The main challenges with wild collected foods (herbs, berries or mushrooms), especially when working with large networks of (often untrained) collectors, are: a) correctly identifying the relevant species / type; b) avoiding contamination (e.g. with soil or other species); c) maintaining a consistent standard of quality, and; d) sustainable harvesting to ensure the continued viability of the harvested populations. Unsustainable harvesting and overexploitation of the most accessible sites is a major problem in Bulgaria and there have been several initiatives and communication campaigns to address this. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional.","Bulgaria, Wild food, Herb, Berry, Mushroom, Contamination, Quality, Overexploitation, Initiative, Public relations, Tradition","http://www.wikidata.org/entity/Q219, http://www.wikidata.org/entity/Q891382, http://www.wikidata.org/entity/Q207123, http://www.wikidata.org/entity/Q16128920, http://www.wikidata.org/entity/Q83093, http://www.wikidata.org/entity/Q60528603, http://www.wikidata.org/entity/Q298413, http://www.wikidata.org/entity/Q3050262, http://www.wikidata.org/entity/Q399234, http://www.wikidata.org/entity/Q133080, http://www.wikidata.org/entity/Q82821","country in southeast Europe|skill related to survival|plant part used for flavoring, food, medicine, or perfume|small edible fruit|spore-bearing fruiting body of a fungus|presence of an unwanted constituent, harmful substance or impurity in a material, physical body, or environment|Wikimedia disambiguation page|harvesting a renewable resource to the point of diminishing returns|Wikimedia disambiguation page|broad term for the management of public communication of organizations|custom passed down through generations","https://upload.wikimedia.org/wikipedia/commons/4/46/Rila_Monastery%2C_August_2013.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3b/Astronaut_survival_training_-_GPN-2006-000028.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fe/K%C3%BCchenkr%C3%A4uter-1.jpg,https://upload.wikimedia.org/wikipedia/commons/0/06/Vaccinium_corymbosum_a2.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c2/Amanita_muscaria_%28fly_agaric%29.JPG,https://upload.wikimedia.org/wikipedia/commons/7/78/Contaminated_Lake.jpg,null,https://upload.wikimedia.org/wikipedia/commons/5/54/Surexploitation_morue_surp%C3%AAcheEn.jpg,null,https://upload.wikimedia.org/wikipedia/commons/8/80/FEMA_-_33801_-_PRSA_visits_FEMA_headquarters_in_Washington%2C_DC.jpg,https://upload.wikimedia.org/wikipedia/commons/4/47/Dreschen_mit_Flegel.jpg","42.75 25.5,null,null,null,null,null,null,null,null,null,null"
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Grassland and Natural land. The local assets include Natural.,"Value chain, Grassland, Natural environment, Nature","http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q1006733, http://www.wikidata.org/entity/Q43619, http://www.wikidata.org/entity/Q7860","functions of a company affecting its costs and quality and give it a competitive advantage|area with vegetation dominated by grasses|all living and non-living things occurring naturally on Earth or some region thereof|natural, physical, or material world and its phenomena","null,https://upload.wikimedia.org/wikipedia/commons/9/9e/Chile_%283%29%2C_Patagonia%2C_Road_Y-50_towards_Rio_Verde.JPG,https://upload.wikimedia.org/wikipedia/commons/3/36/Hopetoun_falls.jpg,https://upload.wikimedia.org/wikipedia/commons/9/94/Desert_Electric.jpg","null,null,null,null"
