title,description,objects,objectlinks,wikidata_descriptions,wikidata_images,wikidata_coords
Mountain apple production,"The MOVING reference member state of this VC (Value Chain) is FRANCE INRAE. The reference MOVING Card ID of this VC is VC 18 FR. The construction of the value of apples from the Prunelli region results from the revival of several small orchards, the voluntarism of the mayors of the localities and the commitment of the village community around the annual apple fair organized alternately in Todda and in Bastelica.","Bastelica, France, INRAE, Value chain, Apple, Mayor","http://www.wikidata.org/entity/Q782506, http://www.wikidata.org/entity/Q142, http://www.wikidata.org/entity/Q1665106, http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q89, http://www.wikidata.org/entity/Q30185","commune in Corse-du-Sud, France|country in Western Europe and other continents (through its overseas territories in America, Africa and Oceania)|former French national institute|functions of a company affecting its costs and quality and give it a competitive advantage|edible fruit of the apple tree|head of municipal government such as a town or city","https://upload.wikimedia.org/wikipedia/commons/3/35/Bastelica.jpg,https://upload.wikimedia.org/wikipedia/commons/1/15/Paris_from_the_Arc_de_Triomphe%2C_17_October_2019.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/f/f4/Honeycrisp.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7e/Femme_Maire_2.jpg","42.001944444444 9.0508333333333,47 2,null,null,null,null"
Mountain landscape and reference chains,"The reference mountain chain of this VC is Corsican moutains. The reference mountain landscape of this VC is Celavu - Prunelli. The Prunelli Valley is the most important valley of Monte Renosu (2352 m). Strongly dug, it shelters few villages including those of apple production (Basterga and Todda). The strong human deprivation of the villages is compensated by a relative proximity to the city of Aiacciu. It is the old winter pastoral localities which are today the most populated, in particular because of a very strong urban and tourist attraction (Bastelicaccia and Purtichju).","Corsica, Bastelicaccia, Prunelli, Ajaccio","http://www.wikidata.org/entity/Q14112, http://www.wikidata.org/entity/Q1087803, http://www.wikidata.org/entity/Q3247399, http://www.wikidata.org/entity/Q40104","French single territorial collectivity and island in the Mediterranean Sea|commune in Corse-du-Sud, France|river in France|French commune and prefecture of Corse-du-Sud and Corsica","https://upload.wikimedia.org/wikipedia/commons/9/92/Corse-photosat.jpg,null,https://upload.wikimedia.org/wikipedia/commons/9/96/Prunelli_%28Gorges%29_JPG2.jpg,https://upload.wikimedia.org/wikipedia/commons/8/84/Aiacciu.jpg","42.15 9.0833333333333,41.923888888889 8.8238888888889,41.90555556 8.7975,41.925555555556 8.7363888888889"
Geography and population,The size of the area (km2) is 381.53. The minimum altimetry of the LAU (Local Administrative Unit) is 7. The maximum altimetry of the LAU is 2352. The total population (in thousand) is 8.7. The population density (Inhabitants/km2) in the LAU is 22.8. The population change rate of the LAU in the last 10 years (%) has been 2.00%. The overall regional population density (Inhabitants/km2) is 38.6. The regional population change rate in the last 10 years (%) has been 2.00%.,"Lau Islands, Square kilometre, Altitude, Local Administrative Unit, Population, Population density, Region","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q712226, http://www.wikidata.org/entity/Q190200, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q22856, http://www.wikidata.org/entity/Q82794","archipelago of Fiji|decimal multiple of the SI unit of surface area|height in relation to a certain reference point|geocode standard for referencing the subdivisions of countries for statistical purposes|Wikimedia disambiguation page|measurement of population per unit area or unit volume|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/1_km2.svg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Altitude_marker%2C_Lismore.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/4/4d/World_population_density_map.PNG,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","-17.833333333333 178.66666666667,null,null,null,null,null,null"
Income and gross value added,The average per capita income (EUR/year) [Province] is 25400. The total Gross Value Added (GVA) (EUR million/year) [Province] is 4140. The primary sector share of total GVA/year [Province] is unspecified. The secondary sector share of total GVA/year [Province] is unspecified. The tertiary sector share of total GVA/year [Province] is unspecified. The per capita income (EUR/year) [Region] is 25400. The total Gross Value Added (GVA) (EUR million/year) [Region] is 4140. The primary sector share of total GVA/year [Region] is unspecified. The secondary sector share of total GVA/year [Region] is unspecified. The tertiary sector share of total GVA/year [Region] is unspecified.,"Per capita income, Gross value added, Primary sector, Secondary sector, Tertiary sector, Euro, Province, Region","http://www.wikidata.org/entity/Q45918, http://www.wikidata.org/entity/Q994873, http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q4916, http://www.wikidata.org/entity/Q34876, http://www.wikidata.org/entity/Q82794","average income of an economy|economic indicator which adjusts gross domestic product (GDP) by the impact of subsidies and taxes (tariffs) on products|includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|currency of most countries in the European Union|administrative division in several countries|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","null,null,null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/6/65/Euro_coins_and_banknotes.jpg,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","null,null,null,null,null,null,null,null"
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is unspecified. The regional (Region) share of total BPs/year is unspecified. The number of agricultural holdings in the LAU is unspecified. The nearest settlement with population over 100000 (km) is 0.,"Hotel room, Tourism, Local Administrative Unit, Region, Agricultural holding, Settlement, Population","http://www.wikidata.org/entity/Q27686, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q131596, http://www.wikidata.org/entity/Q1247845, http://www.wikidata.org/entity/Q175385","business enterprise that provides indoor lodging in a single location paid on a short-term basis|travel for pleasure or business|geocode standard for referencing the subdivisions of countries for statistical purposes|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|area of land for farming, or, for aquaculture, lake, river or sea, including various structures|Wikimedia disambiguation page|Wikimedia disambiguation page","https://upload.wikimedia.org/wikipedia/commons/9/98/PNY_Exterior_with_Rolls_Royce.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,null,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/7/70/Borgboda2006_web.jpg,null,null","null,null,null,null,null,null,null"
Employment,The primary sector share of total employment/year [Province] is unspecified. The secondary sector share of total employment/year [Province] is unspecified. The tertiary sector share of total employment/year [Province] is unspecified. The primary sector share of total employment/year [Region] is 0.036. The secondary sector share of total employment/year [Region] is 0.162. The tertiary sector share of total employment/year [Region] is 0.802.,"Primary sector of the economy, Secondary sector of the economy, Tertiary sector of the economy, Employment, Province, Region","http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q656365, http://www.wikidata.org/entity/Q34876, http://www.wikidata.org/entity/Q82794","includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|gainful occupation|administrative division in several countries|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Government_employment_as_%25_of_total_employment_in_EU.jpg,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","null,null,null,null,null,null"
Interest on this VC,"The value chain begins with the revival of apple production from two villages (Todda and Bastelica) in the Prunelli region (South Corsica) by small local producers. The population of two villages took part in the project through the organization of market fairs. The revival includes the renovation of old orchards, the study of local varieties, the planting, the processing of fruits (juices and compotes) and the organization of local markets. The VC highlights a social innovation oriented towards the participation of the local populations in the reconquest of their supply.","Bastelica, Apple, Corsica, Market, Orchard, Juice, Social innovation, Value chain","http://www.wikidata.org/entity/Q782506, http://www.wikidata.org/entity/Q89, http://www.wikidata.org/entity/Q14112, http://www.wikidata.org/entity/Q1277907, http://www.wikidata.org/entity/Q236371, http://www.wikidata.org/entity/Q8492, http://www.wikidata.org/entity/Q1399209, http://www.wikidata.org/entity/Q646107","commune in Corse-du-Sud, France|edible fruit of the apple tree|French single territorial collectivity and island in the Mediterranean Sea|Wikimedia disambiguation page|intentional planting of trees or shrubs that is maintained for food production|naturally occurring liquid present in fruits, vegetables and plants|new practices aimed at solving social challenges|functions of a company affecting its costs and quality and give it a competitive advantage","https://upload.wikimedia.org/wikipedia/commons/3/35/Bastelica.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f4/Honeycrisp.jpg,https://upload.wikimedia.org/wikipedia/commons/9/92/Corse-photosat.jpg,null,https://upload.wikimedia.org/wikipedia/commons/b/b0/Streuobstwiesen%2C_Blick_auf_Traufgang_und_Lochenh%C3%B6rnle.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f7/Juices_for_Breakfast.jpg,null,null","42.001944444444 9.0508333333333,null,42.15 9.0833333333333,null,null,null,null,null"
Challenges,The stake is to register the collective project which carries the VC in the duration and to give to the orchards a statute of 'common' for the benefit of the villagers. the difficulty is to invest human and financial resources (know-how and investments) and to find the legal frameworks (uses and management) which take into account the long life of an orchard. Overall the type of challenge faced by this VC is Predicted. This VC is classified as Traditional.,"Venture capital, Orchard, Village, Law, Management, Prediction, Tradition","http://www.wikidata.org/entity/Q219409, http://www.wikidata.org/entity/Q236371, http://www.wikidata.org/entity/Q532, http://www.wikidata.org/entity/Q7748, http://www.wikidata.org/entity/Q2920921, http://www.wikidata.org/entity/Q748250, http://www.wikidata.org/entity/Q82821","form of private equity financing that is provided by venture capital firms or funds to startups, early-stage, and emerging companies that have been deemed to have high growth potential or demonstrated high growth|intentional planting of trees or shrubs that is maintained for food production|small clustered human settlement smaller than a town|system of rules and guidelines, generally backed by governmental authority|administration of an organization, including activities to set the strategy of an organization and coordinate employees to accomplish its objectives|statement about an uncertain event, which is often based upon knowledge, experience or speculation|custom passed down through generations","null,https://upload.wikimedia.org/wikipedia/commons/b/b0/Streuobstwiesen%2C_Blick_auf_Traufgang_und_Lochenh%C3%B6rnle.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0f/Betley-_The_main_road%2C_looking_north%2C_the_postmans_bike_at_rest_-_geograph.org.uk_-_147874.jpg,https://upload.wikimedia.org/wikipedia/commons/5/53/JMR-Memphis1.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/New_Board_Room_at_2_Broadway_%2816458634290%29.jpg,null,https://upload.wikimedia.org/wikipedia/commons/4/47/Dreschen_mit_Flegel.jpg","null,null,null,null,null,null,null"
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous. VC is a social innovation whose construction is the result of the revival of orchards, public support and participation of the village community. The apple fair (Todda and Bastelica) constitutes the keystone of the whole by associating the market and non-market value of the VC. Notice a collection of variety of apples in the village of Todda allows the setting up of various experiments. The innovation is related to New processes, New marketing strategies and New governance systems. The land use systems involved are paysage villageois de montagne. The local assets include N/A.","Bastelica, Value chain, Endogenous growth theory, Social innovation, Orchard, Marketing strategy, Governance, Land use","http://www.wikidata.org/entity/Q782506, http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q576355, http://www.wikidata.org/entity/Q1399209, http://www.wikidata.org/entity/Q236371, http://www.wikidata.org/entity/Q1363963, http://www.wikidata.org/entity/Q1553864, http://www.wikidata.org/entity/Q1165944","commune in Corse-du-Sud, France|functions of a company affecting its costs and quality and give it a competitive advantage|theory that economic growth is mainly due to endogenous (not external) forces|new practices aimed at solving social challenges|intentional planting of trees or shrubs that is maintained for food production|business strategy for marketing and advertising|all of the processes of governing, whether undertaken by a government, market or network, whether over a family, tribe, formal or informal organization or territory and whether through the laws, norms, power or language of an organized society|characterization of land based on what can be built on it and what the land can be used for","https://upload.wikimedia.org/wikipedia/commons/3/35/Bastelica.jpg,null,null,null,https://upload.wikimedia.org/wikipedia/commons/b/b0/Streuobstwiesen%2C_Blick_auf_Traufgang_und_Lochenh%C3%B6rnle.jpg,https://upload.wikimedia.org/wikipedia/commons/7/78/Extremates.png,null,null","42.001944444444 9.0508333333333,null,null,null,null,null,null,null"
Concluding remarks,"These social innovation around feeding is also an encouraged by local mayors, officials and the implementation of public policies.","Social innovation, Mayor, Public official, Public policy","http://www.wikidata.org/entity/Q1399209, http://www.wikidata.org/entity/Q30185, http://www.wikidata.org/entity/Q599151, http://www.wikidata.org/entity/Q546113",new practices aimed at solving social challenges|head of municipal government such as a town or city|someone who holds a high government office|principled guide to action taken by the administrative executive branches of the state with regard to a class of issues,"null,https://upload.wikimedia.org/wikipedia/commons/7/7e/Femme_Maire_2.jpg,null,null","null,null,null,null"
