title,description,objects,objectlinks,wikidata_descriptions,wikidata_images,wikidata_coords
Processed timber (saw mils and wood products) from domestic production,"The MOVING reference member state of this VC (Value Chain) is SLOVAKIA. The reference MOVING Card ID of this VC is VC 11 SK. Key activities: wood buying, wood processing, processed wood seling Key actors: foresters, wood processors, purchasers of the wood products. Positive impact on local and regional SES is in employment, added value to local economy. The VC depends on local and regional forests.","Slovakia, Value chain, Wood, Forester, Social-ecological system, Economy, Forest","http://www.wikidata.org/entity/Q214, http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q287, http://www.wikidata.org/entity/Q1895303, http://www.wikidata.org/entity/Q7552762, http://www.wikidata.org/entity/Q159810, http://www.wikidata.org/entity/Q4421","country in Central Europe|functions of a company affecting its costs and quality and give it a competitive advantage|fibrous material from trees or other plants|person practicing forestry, the science, art, and profession of managing forests|bio-geo-physical unit and associated social actors|area of the production, distribution and trade, as well as consumption of goods and services by different agents|dense collection of trees covering a relatively large area","https://upload.wikimedia.org/wikipedia/commons/7/72/000_Sllovakia_harta.PNG,null,https://upload.wikimedia.org/wikipedia/commons/b/bd/Arquitectura_en_madera.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a9/Glenn_Casamassa%2C_USDA_Forest_Service_Pacific_Northwest_Region_Regional_Forester_-_cropped.png,null,https://upload.wikimedia.org/wikipedia/commons/f/fa/Grand-Bazaar_Shop.jpg,https://upload.wikimedia.org/wikipedia/commons/6/65/Adirondacks_in_May_2008.jpg","48.7 19.7,null,null,null,null,null,null"
Mountain landscape and reference chains,"The reference mountain chain of this VC is Slovak Carpathians. The reference mountain landscape of this VC is Makov. Makov (Čadca district) includes highlands and mountains, and the local landscape is aesthetically attractive. the municipality located on the border with Czech Republic and Poland in the Protected Landscape Area Kysuce. There are multiple touristic accomodations, hiking and cycling trails, three skiareals, and cross-coutry skiing trails.","Makov, Makov (Svitavy District), Čadca, Czech Republic, Poland, Kysuce Protected Landscape Area, Carpathian Mountains, Čadca District, Ski area, Cross-country skiing","http://www.wikidata.org/entity/Q1027990, http://www.wikidata.org/entity/Q2520930, http://www.wikidata.org/entity/Q337478, http://www.wikidata.org/entity/Q213, http://www.wikidata.org/entity/Q36, http://www.wikidata.org/entity/Q1327131, http://www.wikidata.org/entity/Q1288, http://www.wikidata.org/entity/Q836173, http://www.wikidata.org/entity/Q3034650, http://www.wikidata.org/entity/Q18544844",municipality of Slovakia|village in Svitavy District of Pardubice region|town in Slovakia|country in Central Europe|country in Central Europe|protected landscape area of Slovakia|mountain range in Central and Eastern Europe|district of Slovakia|skiable area linking several distinct ski resorts|form of snow skiing,"https://upload.wikimedia.org/wikipedia/commons/2/2d/Makov_%28okres_%C4%8Cadca%29_-_hlavn%C3%A1_cesta.JPG,https://upload.wikimedia.org/wikipedia/commons/9/91/Makov_-_kostel.jpg,https://upload.wikimedia.org/wikipedia/commons/2/23/Cadca.jpg,https://upload.wikimedia.org/wikipedia/commons/5/57/Czechia_Montage.jpg,https://upload.wikimedia.org/wikipedia/commons/d/dc/Poland_topo.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1b/Velka_raca.jpg,https://upload.wikimedia.org/wikipedia/commons/5/50/Morskie_oko_o_swicie.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/a/a0/AchenseeWinter01.JPG","49.370555555556 18.479722222222,49.855039293562 16.191181404038,49.438611111111 18.788333333333,50 15,52 19,49.41666667 18.95,47 25.5,49.438055555556 18.789722222222,null,null"
Geography and population,The size of the area (km2) is 46.05. The minimum altimetry of the LAU (Local Administrative Unit) is 583. The maximum altimetry of the LAU is 1070. The total population (in thousand) is 1.719. The population density (Inhabitants/km2) in the LAU is 37.33. The population change rate of the LAU in the last 10 years (%) has been -0.09%. The overall regional population density (Inhabitants/km2) is 102.4. The regional population change rate in the last 10 years (%) has been -0.02%.,"Lau Islands, Square kilometre, Altitude, Local Administrative Unit, Population, Population density, Region","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q712226, http://www.wikidata.org/entity/Q190200, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q22856, http://www.wikidata.org/entity/Q82794","archipelago of Fiji|decimal multiple of the SI unit of surface area|height in relation to a certain reference point|geocode standard for referencing the subdivisions of countries for statistical purposes|Wikimedia disambiguation page|measurement of population per unit area or unit volume|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/1_km2.svg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Altitude_marker%2C_Lismore.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/4/4d/World_population_density_map.PNG,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","-17.833333333333 178.66666666667,null,null,null,null,null,null"
Income and gross value added,The average per capita income (EUR/year) [Province] is 14100. The total Gross Value Added (GVA) (EUR million/year) [Province] is 8774.7. The primary sector share of total GVA/year [Province] is 1.20%. The secondary sector share of total GVA/year [Province] is 49.83%. The tertiary sector share of total GVA/year [Province] is 48.97%. The per capita income (EUR/year) [Region] is 13100. The total Gross Value Added (GVA) (EUR million/year) [Region] is 15737.27. The primary sector share of total GVA/year [Region] is 2.82%. The secondary sector share of total GVA/year [Region] is 48.75%. The tertiary sector share of total GVA/year [Region] is 48.43%.,"Per capita income, Gross value added, Primary sector, Secondary sector, Tertiary sector, Region, Province","http://www.wikidata.org/entity/Q45918, http://www.wikidata.org/entity/Q994873, http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q34876","average income of an economy|economic indicator which adjusts gross domestic product (GDP) by the impact of subsidies and taxes (tariffs) on products|includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|administrative division in several countries","null,null,null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg","null,null,null,null,null,null,null"
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 1168. The regional (Region) share of total BPs/year is 0.64%. The number of agricultural holdings in the LAU is 4122. The nearest settlement with population over 100000 (km) is 70.3. In this region protected areas are present.,"Lau Islands, Hotel room, Tourism, Local Administrative Unit, Region, Agricultural holding, Settlement, Population, Protected area","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q27686, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q131596, http://www.wikidata.org/entity/Q1247845, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q473972","archipelago of Fiji|business enterprise that provides indoor lodging in a single location paid on a short-term basis|travel for pleasure or business|geocode standard for referencing the subdivisions of countries for statistical purposes|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|area of land for farming, or, for aquaculture, lake, river or sea, including various structures|Wikimedia disambiguation page|Wikimedia disambiguation page|areas protected for having ecological or cultural importance","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/PNY_Exterior_with_Rolls_Royce.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,null,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/7/70/Borgboda2006_web.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/d/df/%D0%A1%D1%82%D1%96%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D0%B5_%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%89%D0%B5%2C_%D0%B2%D0%B8%D0%B3%D0%BB%D1%8F%D0%B4_%D0%B7_%D0%B2%D1%83%D0%BB._%D0%97%D0%B0%D1%80%D1%96%D1%87%D0%BD%D0%BE%D1%97_2.jpg","-17.833333333333 178.66666666667,null,null,null,null,null,null,null,null"
Employment,The primary sector share of total employment/year [Province] is 4.00%. The secondary sector share of total employment/year [Province] is 37.00%. The tertiary sector share of total employment/year [Province] is 59.00%. The primary sector share of total employment/year [Region] is 4.00%. The secondary sector share of total employment/year [Region] is 37.00%. The tertiary sector share of total employment/year [Region] is 59.00%.,"Primary sector of the economy, Secondary sector of the economy, Tertiary sector of the economy, Employment","http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q656365","includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|gainful occupation","null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Government_employment_as_%25_of_total_employment_in_EU.jpg","null,null,null,null"
Interest on this VC,"Forests cover around forty percent of Slovakia, having mainly wood production function. Processing wood locally contributes to the added value of the Slovak economy and employment. The association of wood processors has an intention to process wood from Slovak forests in the country.","Slovakia, Forest, Wood, Economy, Employment","http://www.wikidata.org/entity/Q214, http://www.wikidata.org/entity/Q4421, http://www.wikidata.org/entity/Q287, http://www.wikidata.org/entity/Q159810, http://www.wikidata.org/entity/Q656365","country in Central Europe|dense collection of trees covering a relatively large area|fibrous material from trees or other plants|area of the production, distribution and trade, as well as consumption of goods and services by different agents|gainful occupation","https://upload.wikimedia.org/wikipedia/commons/7/72/000_Sllovakia_harta.PNG,https://upload.wikimedia.org/wikipedia/commons/6/65/Adirondacks_in_May_2008.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bd/Arquitectura_en_madera.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fa/Grand-Bazaar_Shop.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Government_employment_as_%25_of_total_employment_in_EU.jpg","48.7 19.7,null,null,null,null"
Key local assets,Natural asset are forests with wood production function. Social assets are interactions between Slovak foresters and wood processors. ,"Slovakia, Natural capital, Forest, Forestry, Social capital, Forester, Wood processing","http://www.wikidata.org/entity/Q214, http://www.wikidata.org/entity/Q1540268, http://www.wikidata.org/entity/Q4421, http://www.wikidata.org/entity/Q38112, http://www.wikidata.org/entity/Q214693, http://www.wikidata.org/entity/Q1895303, http://www.wikidata.org/entity/Q1609891","country in Central Europe|world's stock of natural resources, which includes geology, soils, air, water and all living organisms|dense collection of trees covering a relatively large area|science and craft of creating, managing, using, conserving and repairing forests, woodlands, and associated resources for human and environmental benefits|sociology concept|person practicing forestry, the science, art, and profession of managing forests|stage of production from raw wood to wood semi-finished goods","https://upload.wikimedia.org/wikipedia/commons/7/72/000_Sllovakia_harta.PNG,null,https://upload.wikimedia.org/wikipedia/commons/6/65/Adirondacks_in_May_2008.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4c/A_deciduous_beech_forest_in_Slovenia.jpg,null,https://upload.wikimedia.org/wikipedia/commons/a/a9/Glenn_Casamassa%2C_USDA_Forest_Service_Pacific_Northwest_Region_Regional_Forester_-_cropped.png,https://upload.wikimedia.org/wikipedia/commons/e/ef/Puchberg_Gatters%C3%A4ge_in_Sonnleiten.jpg","48.7 19.7,null,null,null,null,null,null"
Challenges,"1) Slovakia currently exports a relatively large amount of unprocessed timber to foreign countries 2) At the processing enterprises, the Slovak wood competes with cheaper imported timber. Moreover, the multinational wood processing companies move from Slovakia to cheaper countries. 3) The number of employed people in the sawmills and furniture industry has been decreasing. Employment in the wood processing sector is not attractive for young people. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional and Innovative.","Slovakia, Timber, Wood, Sawmill, Furniture industry, Employment, Youth, Venture capital, Tradition, Innovation","http://www.wikidata.org/entity/Q214, http://www.wikidata.org/entity/Q1370714, http://www.wikidata.org/entity/Q287, http://www.wikidata.org/entity/Q505213, http://www.wikidata.org/entity/Q14745, http://www.wikidata.org/entity/Q656365, http://www.wikidata.org/entity/Q190007, http://www.wikidata.org/entity/Q219409, http://www.wikidata.org/entity/Q82821, http://www.wikidata.org/entity/Q174165","country in Central Europe|wood that has been processed into beams and planks|fibrous material from trees or other plants|plant for processing tree trunks into boards and beams|movable objects used to equip households, offices, or shops for purposes such as storage, seating, sleeping|gainful occupation|time of life when one is young|form of private equity financing that is provided by venture capital firms or funds to startups, early-stage, and emerging companies that have been deemed to have high growth potential or demonstrated high growth|custom passed down through generations|application of better solutions that meet new requirements, inarticulated needs, or existing market needs","https://upload.wikimedia.org/wikipedia/commons/7/72/000_Sllovakia_harta.PNG,https://upload.wikimedia.org/wikipedia/commons/9/99/Tarcica_brzozowa_suszona.JPG,https://upload.wikimedia.org/wikipedia/commons/b/bd/Arquitectura_en_madera.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c2/Saw_Mill.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bf/P%C5%82ock%2C_Muzeum_Mazowieckie_%2828%29.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Government_employment_as_%25_of_total_employment_in_EU.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bb/Teenagers_in_Moscow.jpg,null,https://upload.wikimedia.org/wikipedia/commons/4/47/Dreschen_mit_Flegel.jpg,null","48.7 19.7,null,null,null,null,null,null,null,null,null"
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to New governance systems. The land use systems involved are Forestry. The local assets include Natural and social.,"Venture capital, Governance, Land use, Forestry, Natural environment, Social capital","http://www.wikidata.org/entity/Q219409, http://www.wikidata.org/entity/Q1553864, http://www.wikidata.org/entity/Q1165944, http://www.wikidata.org/entity/Q38112, http://www.wikidata.org/entity/Q43619, http://www.wikidata.org/entity/Q214693","form of private equity financing that is provided by venture capital firms or funds to startups, early-stage, and emerging companies that have been deemed to have high growth potential or demonstrated high growth|all of the processes of governing, whether undertaken by a government, market or network, whether over a family, tribe, formal or informal organization or territory and whether through the laws, norms, power or language of an organized society|characterization of land based on what can be built on it and what the land can be used for|science and craft of creating, managing, using, conserving and repairing forests, woodlands, and associated resources for human and environmental benefits|all living and non-living things occurring naturally on Earth or some region thereof|sociology concept","null,null,null,https://upload.wikimedia.org/wikipedia/commons/4/4c/A_deciduous_beech_forest_in_Slovenia.jpg,https://upload.wikimedia.org/wikipedia/commons/3/36/Hopetoun_falls.jpg,null","null,null,null,null,null,null"
