title,description,objects,objectlinks,wikidata_descriptions,wikidata_images,wikidata_coords
WILD COLLECTED FOREST FRUITS,"The MOVING reference member state of this VC (Value Chain) is BULGARIA. The reference MOVING Card ID of this VC is VC 03 BG. Extensive network of collectors working in the mountain ranges closest to Sofia. Commercial collection of wild berries is allowed in National Parks with a special permit issued by the Park Directorate. Wild collection provides an important source of income for local mountain communities, especially in more marginal areas with few other employment opportunities. Storage and processing facilities 50km from Sofia airport for quick and easy distribution by air to international customers.","Bulgaria, Sofia, National parks of the United Kingdom, Sofia Airport","http://www.wikidata.org/entity/Q219, http://www.wikidata.org/entity/Q472, http://www.wikidata.org/entity/Q354009, http://www.wikidata.org/entity/Q127951",country in southeast Europe|capital city of Bulgaria|area of relatively undeveloped and scenic landscape in the UK|international airport in Bulgaria,"https://upload.wikimedia.org/wikipedia/commons/4/46/Rila_Monastery%2C_August_2013.jpg,https://upload.wikimedia.org/wikipedia/commons/b/be/Russian_church_%2837591925970%29.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3a/Brecon_beacons_arp.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bc/SA-06-NOvember-2015.jpg","42.75 25.5,42.697886 23.321726,null,42.695 23.408333333333"
Mountain landscape and reference chains,The reference mountain chain of this VC is Western Stara Planina (Balkan Mountains). The reference mountain landscape of this VC is Stolichna Municipality in Sofia City Province (BG411). Sofia City Province (BG411) is predominantly urban and sits at the base of Vitosha Mountain and to the south of the Western Stara Planina. It contains one municipality (Stolichna) with it's administrative centre being the city of Sofia. Altitude is 500-700 metres. The province is a very important commercial centre and provides a hub for many value chains linked to the surrounding mountains.,"Balkan Mountains, Stolichna Municipality, Sofia City Province, Sofia, Sofia Province, Vitosha","http://www.wikidata.org/entity/Q170427, http://www.wikidata.org/entity/Q4442915, http://www.wikidata.org/entity/Q1585725, http://www.wikidata.org/entity/Q472, http://www.wikidata.org/entity/Q202904, http://www.wikidata.org/entity/Q378943","mountain range in the eastern part of the Balkan Peninsula|municipality in Sofia Capital oblast, Bulgaria|oblast of Bulgaria|capital city of Bulgaria|oblast of Bulgaria|mountain massif in Bulgaria","https://upload.wikimedia.org/wikipedia/commons/7/7a/Balkangebirge_Balkan_topo_de.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/b/be/Russian_church_%2837591925970%29.jpg,null,https://upload.wikimedia.org/wikipedia/commons/4/4b/Sofia-vitosha-kempinski.jpg","42.78421 24.97626,42.68647 23.30561,42.7 23.333333333333,42.697886 23.321726,42.666666666667 23.666666666667,42.566666666667 23.283333333333"
Geography and population,The size of the area (km2) is 1348.9. The minimum altimetry of the LAU (Local Administrative Unit) is unspecified. The maximum altimetry of the LAU is unspecified. The total population (in thousand) is 132.812. The population density (Inhabitants/km2) in the LAU is 98.46. The population change rate of the LAU in the last 10 years (%) is unspecified. The overall regional population density (Inhabitants/km2) is 103.70. The regional population change rate in the last 10 years (%) has been -0.01%.,"Lau Islands, Square kilometre, Altitude, Local Administrative Unit, Population, Population density, Region","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q712226, http://www.wikidata.org/entity/Q190200, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q22856, http://www.wikidata.org/entity/Q82794","archipelago of Fiji|decimal multiple of the SI unit of surface area|height in relation to a certain reference point|geocode standard for referencing the subdivisions of countries for statistical purposes|Wikimedia disambiguation page|measurement of population per unit area or unit volume|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/1_km2.svg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Altitude_marker%2C_Lismore.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/4/4d/World_population_density_map.PNG,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","-17.833333333333 178.66666666667,null,null,null,null,null,null"
Income and gross value added,The average per capita income (EUR/year) [Province] is 17100. The total Gross Value Added (GVA) (EUR million/year) [Province] is 19669. The primary sector share of total GVA/year [Province] is 0.20%. The secondary sector share of total GVA/year [Province] is 11.30%. The tertiary sector share of total GVA/year [Province] is 88.60%. The per capita income (EUR/year) [Region] is 12900. The total Gross Value Added (GVA) (EUR million/year) [Region] is 23579. The primary sector share of total GVA/year [Region] is 1.20%. The secondary sector share of total GVA/year [Region] is 16.10%. The tertiary sector share of total GVA/year [Region] is 82.60%.,"Per capita income, Gross value added, Primary sector, Secondary sector, Tertiary sector, Region, Province","http://www.wikidata.org/entity/Q45918, http://www.wikidata.org/entity/Q994873, http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q34876","average income of an economy|economic indicator which adjusts gross domestic product (GDP) by the impact of subsidies and taxes (tariffs) on products|includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|administrative division in several countries","null,null,null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg","null,null,null,null,null,null,null"
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 12548. The regional (Region) share of total BPs/year is 34.00%. The number of agricultural holdings in the LAU is 4690. The nearest settlement with population over 100000 (km) is unspecified. In this region protected areas are present.,"Lau Islands, Hotel room, Tourism, Local Administrative Unit, Region, Agricultural holding, Settlement, Population, Protected area","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q27686, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q131596, http://www.wikidata.org/entity/Q1247845, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q473972","archipelago of Fiji|business enterprise that provides indoor lodging in a single location paid on a short-term basis|travel for pleasure or business|geocode standard for referencing the subdivisions of countries for statistical purposes|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|area of land for farming, or, for aquaculture, lake, river or sea, including various structures|Wikimedia disambiguation page|Wikimedia disambiguation page|areas protected for having ecological or cultural importance","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/PNY_Exterior_with_Rolls_Royce.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,null,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/7/70/Borgboda2006_web.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/d/df/%D0%A1%D1%82%D1%96%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D0%B5_%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%89%D0%B5%2C_%D0%B2%D0%B8%D0%B3%D0%BB%D1%8F%D0%B4_%D0%B7_%D0%B2%D1%83%D0%BB._%D0%97%D0%B0%D1%80%D1%96%D1%87%D0%BD%D0%BE%D1%97_2.jpg","-17.833333333333 178.66666666667,null,null,null,null,null,null,null,null"
Employment,The primary sector share of total employment/year [Province] is 1.50%. The secondary sector share of total employment/year [Province] is 16.80%. The tertiary sector share of total employment/year [Province] is 81.70%. The primary sector share of total employment/year [Region] is 6.40%. The secondary sector share of total employment/year [Region] is 21.10%. The tertiary sector share of total employment/year [Region] is 72.50%.,"Primary sector of the economy, Secondary sector of the economy, Tertiary sector of the economy, Employment, Province, Region","http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q656365, http://www.wikidata.org/entity/Q34876, http://www.wikidata.org/entity/Q82794","includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|gainful occupation|administrative division in several countries|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Government_employment_as_%25_of_total_employment_in_EU.jpg,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","null,null,null,null,null,null"
Interest on this VC,"Bulgarian-UK company established since 2003 collecting, processing and exporting 6 types of frozen wild forest berries for chefs and gourmets in Europe and further afield under the 'Mushrooms Bulgaria' brand.","Europe, Bulgaria, United Kingdom, Berry","http://www.wikidata.org/entity/Q46, http://www.wikidata.org/entity/Q219, http://www.wikidata.org/entity/Q145, http://www.wikidata.org/entity/Q16128920",terrestrial continent located in north-western Eurasia|country in southeast Europe|island country in north-west Europe|small edible fruit,"https://upload.wikimedia.org/wikipedia/commons/1/1b/Europe_satellite_orthographic.jpg,https://upload.wikimedia.org/wikipedia/commons/4/46/Rila_Monastery%2C_August_2013.jpg,https://upload.wikimedia.org/wikipedia/commons/8/87/Palace_of_Westminster_from_the_dome_on_Methodist_Central_Hall.jpg,https://upload.wikimedia.org/wikipedia/commons/0/06/Vaccinium_corymbosum_a2.jpg","48.690959 9.14062,42.75 25.5,54.6 -2,null"
Key local assets,"Wild populations of forest berries - notably: blackberries, blueberries, eldeberries, lingonberries, rose hips and strawberries. Wild berries are thought to be qualitatively superior to equivalent cultivated stock and therefore remain in very high demand. ","Blackberry, Blueberry, Elderberry, Lingonberry, Rose hip, Strawberry","http://www.wikidata.org/entity/Q19842373, http://www.wikidata.org/entity/Q13178, http://www.wikidata.org/entity/Q131448, http://www.wikidata.org/entity/Q93235, http://www.wikidata.org/entity/Q46740, http://www.wikidata.org/entity/Q13158",fruit of Rubus species|section of plants|genus of plants|species of plant|accessory fruit of the Rosa plant genus|hybrid species in the rose family,"https://upload.wikimedia.org/wikipedia/commons/6/63/Blackberry_%28Rubus_fruticosus%29.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9f/2021-07-20_19_27_11_A_close-up_of_Hammonton_NJ_Jersey_Fruit_Blueberries_in_Rochelle_Park_Township%2C_Bergen_County%2C_New_Jersey.jpg,https://upload.wikimedia.org/wikipedia/commons/8/81/Sambucus_nigra0.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f1/Vaccinium_vitis-idaea_20060824_003.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cd/Rosa_rubiginosa_hips.jpg,https://upload.wikimedia.org/wikipedia/commons/e/ed/Strawberries.JPG","null,null,null,null,null,null"
Challenges,"The main challenges with wild collected foods (herbs, berries or mushrooms), especially when working with large networks of (often untrained) collectors, are: a) correctly identifying the relevant species / type; b) avoiding contamination (e.g. with soil or other species); c) maintaining a consistent standard of quality, and; d) sustainable harvesting to ensure the continued viability of the harvested populations. Unsustainable harvesting and overexploitation of the most accessible sites is a major problem in Bulgaria and there have been several initiatives and communication campaigns to address this. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional.","Bulgaria, Wild food, Herb, Berry, Mushroom, Contamination, Quality, Overexploitation, Initiative, Public relations, Tradition","http://www.wikidata.org/entity/Q219, http://www.wikidata.org/entity/Q891382, http://www.wikidata.org/entity/Q207123, http://www.wikidata.org/entity/Q16128920, http://www.wikidata.org/entity/Q83093, http://www.wikidata.org/entity/Q60528603, http://www.wikidata.org/entity/Q298413, http://www.wikidata.org/entity/Q3050262, http://www.wikidata.org/entity/Q399234, http://www.wikidata.org/entity/Q133080, http://www.wikidata.org/entity/Q82821","country in southeast Europe|skill related to survival|plant part used for flavoring, food, medicine, or perfume|small edible fruit|spore-bearing fruiting body of a fungus|presence of an unwanted constituent, harmful substance or impurity in a material, physical body, or environment|Wikimedia disambiguation page|harvesting a renewable resource to the point of diminishing returns|Wikimedia disambiguation page|broad term for the management of public communication of organizations|custom passed down through generations","https://upload.wikimedia.org/wikipedia/commons/4/46/Rila_Monastery%2C_August_2013.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3b/Astronaut_survival_training_-_GPN-2006-000028.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fe/K%C3%BCchenkr%C3%A4uter-1.jpg,https://upload.wikimedia.org/wikipedia/commons/0/06/Vaccinium_corymbosum_a2.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c2/Amanita_muscaria_%28fly_agaric%29.JPG,https://upload.wikimedia.org/wikipedia/commons/7/78/Contaminated_Lake.jpg,null,https://upload.wikimedia.org/wikipedia/commons/5/54/Surexploitation_morue_surp%C3%AAcheEn.jpg,null,https://upload.wikimedia.org/wikipedia/commons/8/80/FEMA_-_33801_-_PRSA_visits_FEMA_headquarters_in_Washington%2C_DC.jpg,https://upload.wikimedia.org/wikipedia/commons/4/47/Dreschen_mit_Flegel.jpg","42.75 25.5,null,null,null,null,null,null,null,null,null,null"
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Forestry. The local assets include Natural.,"Value chain, Innovation, Forestry, Nature","http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q174165, http://www.wikidata.org/entity/Q38112, http://www.wikidata.org/entity/Q7860","functions of a company affecting its costs and quality and give it a competitive advantage|application of better solutions that meet new requirements, inarticulated needs, or existing market needs|science and craft of creating, managing, using, conserving and repairing forests, woodlands, and associated resources for human and environmental benefits|natural, physical, or material world and its phenomena","null,null,https://upload.wikimedia.org/wikipedia/commons/4/4c/A_deciduous_beech_forest_in_Slovenia.jpg,https://upload.wikimedia.org/wikipedia/commons/9/94/Desert_Electric.jpg","null,null,null,null"
