title,description,objects,objectlinks,wikidata_descriptions,wikidata_images,wikidata_coords
'Allesmassiv' carpentry,"The MOVING reference member state of this VC (Value Chain) is SWITZERLAND 1. The reference MOVING Card ID of this VC is VC 29 CH1. This is an example of an innovative small local carpentry in Tenna, Grisons using only local wood and producing traditional as well as modern furniture and other wood products. The production is in the area of a nature park and is sold with a corresponding label.","Tenna, Switzerland, Grison Alps, Moving, Switzerland, Value chain, Grisons, Furniture, Wood, Nature park","http://www.wikidata.org/entity/Q66226, http://www.wikidata.org/entity/Q662654, http://www.wikidata.org/entity/Q1047402, http://www.wikidata.org/entity/Q39, http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q11925, http://www.wikidata.org/entity/Q14745, http://www.wikidata.org/entity/Q287, http://www.wikidata.org/entity/Q728904","village in Safiental, Graubünden, Switzerland|mountain range|Wikimedia disambiguation page|country in Central Europe|functions of a company affecting its costs and quality and give it a competitive advantage|canton of Switzerland|movable objects used to equip households, offices, or shops for purposes such as storage, seating, sleeping|fibrous material from trees or other plants|type of protected area in some countries, common in Europe","https://upload.wikimedia.org/wikipedia/commons/5/55/Tenna_Graub%C3%BCnden.jpg,https://upload.wikimedia.org/wikipedia/commons/7/76/A_mountain%27s_stubble.jpg,null,null,null,https://upload.wikimedia.org/wikipedia/commons/b/b8/Chur.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bf/P%C5%82ock%2C_Muzeum_Mazowieckie_%2828%29.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bd/Arquitectura_en_madera.jpg,https://upload.wikimedia.org/wikipedia/commons/7/77/Riacho_no_Parque_Natural_Municipal_do_Trabiju_1.jpg","46.747777777778 9.3394444444444,46.3839 9.90917,null,46.798562 8.231973,null,46.75 9.5,null,null,null"
Mountain landscape and reference chains,The reference mountain chain of this VC is unspecified. The reference mountain landscape of this VC is unspecified.,"Mountain range, Mountain","http://www.wikidata.org/entity/Q46831, http://www.wikidata.org/entity/Q8502",geographic area containing several geologically related mountains|large natural elevation of the Earth's surface,"https://upload.wikimedia.org/wikipedia/commons/7/79/Himalayas.jpg,https://upload.wikimedia.org/wikipedia/commons/2/29/Himalayas%2C_Ama_Dablam%2C_Nepal.jpg","null,null"
Geography and population,The size of the area (km2) is unspecified. The minimum altimetry of the LAU (Local Administrative Unit) is unspecified. The maximum altimetry of the LAU is unspecified. The total population (in thousand) is unspecified. The population density (Inhabitants/km2) in the LAU is unspecified. The population change rate of the LAU in the last 10 years (%) is unspecified. The overall regional population density (Inhabitants/km2) is unspecified. The regional population change rate in the last 10 years (%) is unspecified.,"Lau Islands, Area, Altimetry, Local Administrative Unit, Population, Population density, Region","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q11500, http://www.wikidata.org/entity/Q216197, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q22856, http://www.wikidata.org/entity/Q82794","archipelago of Fiji|measure of the extent of a two-dimensional region on a curved surface or flat plane|instrument used to measure the altitude of an object above a fixed level|geocode standard for referencing the subdivisions of countries for statistical purposes|Wikimedia disambiguation page|measurement of population per unit area or unit volume|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,null,https://upload.wikimedia.org/wikipedia/commons/c/c6/Aircraft_altimeter.JPG,null,null,https://upload.wikimedia.org/wikipedia/commons/4/4d/World_population_density_map.PNG,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","-17.833333333333 178.66666666667,null,null,null,null,null,null"
Income and gross value added,The average per capita income (EUR/year) [Province] is unspecified. The total Gross Value Added (GVA) (EUR million/year) [Province] is unspecified. The primary sector share of total GVA/year [Province] is unspecified. The secondary sector share of total GVA/year [Province] is unspecified. The tertiary sector share of total GVA/year [Province] is unspecified. The per capita income (EUR/year) [Region] is unspecified. The total Gross Value Added (GVA) (EUR million/year) [Region] is unspecified. The primary sector share of total GVA/year [Region] is unspecified. The secondary sector share of total GVA/year [Region] is unspecified. The tertiary sector share of total GVA/year [Region] is unspecified.,"Per capita income, Gross value added, Primary sector, Secondary sector, Tertiary sector, Region, Province","http://www.wikidata.org/entity/Q45918, http://www.wikidata.org/entity/Q994873, http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q34876","average income of an economy|economic indicator which adjusts gross domestic product (GDP) by the impact of subsidies and taxes (tariffs) on products|includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|administrative division in several countries","null,null,null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg","null,null,null,null,null,null,null"
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is unspecified. The regional (Region) share of total BPs/year is unspecified. The number of agricultural holdings in the LAU is unspecified. The nearest settlement with population over 100000 (km) is unspecified.,"Hotel room, Tourism, Local Administrative Unit, Region, Agricultural holding, Settlement, Population","http://www.wikidata.org/entity/Q27686, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q131596, http://www.wikidata.org/entity/Q1247845, http://www.wikidata.org/entity/Q175385","business enterprise that provides indoor lodging in a single location paid on a short-term basis|travel for pleasure or business|geocode standard for referencing the subdivisions of countries for statistical purposes|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|area of land for farming, or, for aquaculture, lake, river or sea, including various structures|Wikimedia disambiguation page|Wikimedia disambiguation page","https://upload.wikimedia.org/wikipedia/commons/9/98/PNY_Exterior_with_Rolls_Royce.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,null,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/7/70/Borgboda2006_web.jpg,null,null","null,null,null,null,null,null,null"
Employment,The primary sector share of total employment/year [Province] is unspecified. The secondary sector share of total employment/year [Province] is unspecified. The tertiary sector share of total employment/year [Province] is unspecified. The primary sector share of total employment/year [Region] is unspecified. The secondary sector share of total employment/year [Region] is unspecified. The tertiary sector share of total employment/year [Region] is unspecified.,"Primary sector of the economy, Secondary sector of the economy, Tertiary sector of the economy, Employment, Province, Region","http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q656365, http://www.wikidata.org/entity/Q34876, http://www.wikidata.org/entity/Q82794","includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|gainful occupation|administrative division in several countries|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Government_employment_as_%25_of_total_employment_in_EU.jpg,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","null,null,null,null,null,null"
Interest on this VC,"innovative, on trend carpentry that keeps the traditional practices alive, high quality but affordable. important for many other VCs also, as there is a lot of practical knowledge here that is needed in infrastructure building etc.","Carpentry, Infrastructure, Venture capital","http://www.wikidata.org/entity/Q203605, http://www.wikidata.org/entity/Q121359, http://www.wikidata.org/entity/Q219409","skilled trade|fundamental facilities and systems serving a country, city, or other areas|form of private equity financing that is provided by venture capital firms or funds to startups, early-stage, and emerging companies that have been deemed to have high growth potential or demonstrated high growth","https://upload.wikimedia.org/wikipedia/commons/d/d3/Defense.gov_photo_essay_100713-A-5170O-167.jpg,https://upload.wikimedia.org/wikipedia/commons/f/ff/RENFE_Class_730_Viaducto_Martin_Gil.jpg,null","null,null,null"
Challenges,threatened by cheap imported materials. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional and Innovative.,"Import, Venture capital, Tradition, Innovation","http://www.wikidata.org/entity/Q62955, http://www.wikidata.org/entity/Q219409, http://www.wikidata.org/entity/Q82821, http://www.wikidata.org/entity/Q174165","sum of goods and services brought into a jurisdiction|form of private equity financing that is provided by venture capital firms or funds to startups, early-stage, and emerging companies that have been deemed to have high growth potential or demonstrated high growth|custom passed down through generations|application of better solutions that meet new requirements, inarticulated needs, or existing market needs","null,null,https://upload.wikimedia.org/wikipedia/commons/4/47/Dreschen_mit_Flegel.jpg,null","null,null,null,null"
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. uses traditional materials and practices, but makes modern products, e.g. trendy furniture. The innovation is related to New products. The land use systems involved are Forestry. The local assets include Natural, social and cultural.","Value chain, Endogenous growth theory, Exogenous variable, New product development, Forestry, Natural environment, Social capital, Culture","http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q576355, http://www.wikidata.org/entity/Q61985482, http://www.wikidata.org/entity/Q1395034, http://www.wikidata.org/entity/Q38112, http://www.wikidata.org/entity/Q43619, http://www.wikidata.org/entity/Q214693, http://www.wikidata.org/entity/Q11042","functions of a company affecting its costs and quality and give it a competitive advantage|theory that economic growth is mainly due to endogenous (not external) forces|variables in an economic model|complete process of bringing a new product to market|science and craft of creating, managing, using, conserving and repairing forests, woodlands, and associated resources for human and environmental benefits|all living and non-living things occurring naturally on Earth or some region thereof|sociology concept|shared aspects of a society's way of life","null,null,null,https://upload.wikimedia.org/wikipedia/commons/5/5a/TypesOfNewProducts.svg,https://upload.wikimedia.org/wikipedia/commons/4/4c/A_deciduous_beech_forest_in_Slovenia.jpg,https://upload.wikimedia.org/wikipedia/commons/3/36/Hopetoun_falls.jpg,null,https://upload.wikimedia.org/wikipedia/commons/8/82/Nwodua_wulana_Alhassan.jpg","null,null,null,null,null,null,null,null"
Concluding remarks,Similar carpentries are present all over the alps.,"Carpentry, Alps","http://www.wikidata.org/entity/Q203605, http://www.wikidata.org/entity/Q1286",skilled trade|major mountain range system in central Europe,"https://upload.wikimedia.org/wikipedia/commons/d/d3/Defense.gov_photo_essay_100713-A-5170O-167.jpg,https://upload.wikimedia.org/wikipedia/commons/b/ba/Alps_2007-03-13_10.10UTC_1px-250m.jpg","null,46.57805555555556 8.615"
