title,description,objects,objectlinks,wikidata_descriptions,wikidata_images,wikidata_coords
'MOZZARELLA',"The MOVING reference member state of this VC (Value Chain) is ROMANIA. The reference MOVING Card ID of this VC is VC 12 RO. Transylvania Lactate' pursues an integrated production-processing-marketing concept based upon managing as much of the value chain as possible from maintaining the High Nature Value pastures that the buffalo graze; making supplementary animal feed for buffalo; ensuring the health of the buffalo; managing all aspects of dairy production and processing, and; product distribution. The aim of this approach is to ensure the 'premium' nature of the Mozzarella, particularly the commitment to freshness, quality and excellence in taste . The processing unit is based in the small town of Rupea with good access to a main road. It is approximately 30 km from the buffalo farm in the neighbouring commune of Bunești. The processing unit is state-of-the-art, fully automated and compliant with all national and EU standards. Production teams are carefully trained - including in the specific manufacture of the Mozzarella which requires some manual processing. There is a well-equipped laboratory providing product analysis for each phase of production. A fleet of vehicles distributes products daily to selected retail outlets in central Romania.","Romania, Rupea, Bunești, European Union, Mozzarella","http://www.wikidata.org/entity/Q218, http://www.wikidata.org/entity/Q225257, http://www.wikidata.org/entity/Q580216, http://www.wikidata.org/entity/Q458, http://www.wikidata.org/entity/Q14088","country in Southeast Europe|town in Brașov County, Romania|Wikimedia disambiguation page|political and economic union of 27 European states|Italian cheese","https://upload.wikimedia.org/wikipedia/commons/a/a0/Bucharest_University_Square_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3b/RO_BV_Cetatea_Rupea_%281%29.jpg,null,https://upload.wikimedia.org/wikipedia/commons/a/a2/EU_on_a_globe.svg,https://upload.wikimedia.org/wikipedia/commons/5/57/Mozzarella_di_bufala3.jpg","46 25,46.038888888889 25.2225,null,50.116944444444 9.2477777777778,null"
Mountain landscape and reference chains,"The reference mountain chain of this VC is Southern Romanian Carpathian Mountains. The reference mountain landscape of this VC is Oraş Rupea in Braşov county (RO122). Braşov county is a hilly mountainous region (500 - 2000 metres altitude) located in the south-eastern part of Transylvania. The relief is a diverse mix of mountainous (35%), hilly (50%) and lower altitude plain areas (15%) with an associated land use of forests (mainly in the mountain areas), permanent grasslands (mainly in the hilly areas), cultivated arable fields (in the hilly areas and lower altitude plains and hill areas) plus some urban, industrial and water surfaces (lakes and reservoirs). A very specific feature of this VC is that it originates from a location in the historical triangle formed by the fortified Transylvanian Saxon cities of Rupea, Fagaras and Sighisoara - a sub-mountainous hilly area characterised by a more diverse mosaic landscape than other parts of Braşov county.","Brașov County, Transylvania, Transylvanian Saxons, Rupea, Făgăraș, Sighișoara, Brașov, Carpathian Mountains","http://www.wikidata.org/entity/Q182614, http://www.wikidata.org/entity/Q39473, http://www.wikidata.org/entity/Q170352, http://www.wikidata.org/entity/Q225257, http://www.wikidata.org/entity/Q685869, http://www.wikidata.org/entity/Q193001, http://www.wikidata.org/entity/Q82174, http://www.wikidata.org/entity/Q1288","county in Romania|historical region in the northwestern part of Romania|German minority group in Romania, native to Transylvania|town in Brașov County, Romania|city in Brașov County, Romania|city in Mureș County, Romania|city in Brașov County, Romania|mountain range in Central and Eastern Europe","null,https://upload.wikimedia.org/wikipedia/commons/a/aa/Bran_castle_%2847626731362%29.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b0/DealuFrumos2.JPG,https://upload.wikimedia.org/wikipedia/commons/3/3b/RO_BV_Cetatea_Rupea_%281%29.jpg,https://upload.wikimedia.org/wikipedia/commons/d/db/RO_BV_Fagaras_2019_%281%29.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3a/Sighi%C5%9Foara_178.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4d/Brasov%2C_Piata_Sfatului.jpg,https://upload.wikimedia.org/wikipedia/commons/5/50/Morskie_oko_o_swicie.jpg","45.79 25.28,46.766666666667 23.583333333333,null,46.038888888889 25.2225,45.842222222222 24.971388888889,46.216944444444 24.791111111111,45.65222222222222 25.610555555555557,47 25.5"
Geography and population,The size of the area (km2) is 75.5. The minimum altimetry of the LAU (Local Administrative Unit) is unspecified. The maximum altimetry of the LAU is unspecified. The total population (in thousand) is 6.106. The population density (Inhabitants/km2) in the LAU is 80.87. The population change rate of the LAU in the last 10 years (%) is unspecified. The overall regional population density (Inhabitants/km2) is 68.2. The regional population change rate in the last 10 years (%) has been -0.90%.,"Lau Islands, Square kilometre, Altitude, Local Administrative Unit, Population, Population density, Region","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q712226, http://www.wikidata.org/entity/Q190200, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q22856, http://www.wikidata.org/entity/Q82794","archipelago of Fiji|decimal multiple of the SI unit of surface area|height in relation to a certain reference point|geocode standard for referencing the subdivisions of countries for statistical purposes|Wikimedia disambiguation page|measurement of population per unit area or unit volume|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/1_km2.svg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Altitude_marker%2C_Lismore.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/4/4d/World_population_density_map.PNG,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","-17.833333333333 178.66666666667,null,null,null,null,null,null"
Income and gross value added,The average per capita income (EUR/year) [Province] is 12600. The total Gross Value Added (GVA) (EUR million/year) [Province] is 6259.84. The primary sector share of total GVA/year [Province] is 2.40%. The secondary sector share of total GVA/year [Province] is 35.80%. The tertiary sector share of total GVA/year [Province] is 61.80%. The per capita income (EUR/year) [Region] is 10000. The total Gross Value Added (GVA) (EUR million/year) [Region] is 21007.63. The primary sector share of total GVA/year [Region] is 4.40%. The secondary sector share of total GVA/year [Region] is 38.20%. The tertiary sector share of total GVA/year [Region] is 57.40%.,"Per capita income, Gross value added, Primary sector, Secondary sector, Tertiary sector, Region, Province","http://www.wikidata.org/entity/Q45918, http://www.wikidata.org/entity/Q994873, http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q34876","average income of an economy|economic indicator which adjusts gross domestic product (GDP) by the impact of subsidies and taxes (tariffs) on products|includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|administrative division in several countries","null,null,null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg","null,null,null,null,null,null,null"
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 17795. The regional (Region) share of total BPs/year is 39.20%. The number of agricultural holdings in the LAU is 47980. The nearest settlement with population over 100000 (km) is unspecified. In this region protected areas are present.,"Lau Islands, Hotel room, Tourism, Local Administrative Unit, Region, Agricultural holding, Settlement, Population, Protected area","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q27686, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q131596, http://www.wikidata.org/entity/Q1247845, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q473972","archipelago of Fiji|business enterprise that provides indoor lodging in a single location paid on a short-term basis|travel for pleasure or business|geocode standard for referencing the subdivisions of countries for statistical purposes|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|area of land for farming, or, for aquaculture, lake, river or sea, including various structures|Wikimedia disambiguation page|Wikimedia disambiguation page|areas protected for having ecological or cultural importance","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/PNY_Exterior_with_Rolls_Royce.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,null,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/7/70/Borgboda2006_web.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/d/df/%D0%A1%D1%82%D1%96%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D0%B5_%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%89%D0%B5%2C_%D0%B2%D0%B8%D0%B3%D0%BB%D1%8F%D0%B4_%D0%B7_%D0%B2%D1%83%D0%BB._%D0%97%D0%B0%D1%80%D1%96%D1%87%D0%BD%D0%BE%D1%97_2.jpg","-17.833333333333 178.66666666667,null,null,null,null,null,null,null,null"
Employment,The primary sector share of total employment/year [Province] is 8.80%. The secondary sector share of total employment/year [Province] is 40.30%. The tertiary sector share of total employment/year [Province] is 51.20%. The primary sector share of total employment/year [Region] is 9.90%. The secondary sector share of total employment/year [Region] is 42.20%. The tertiary sector share of total employment/year [Region] is 48.00%.,"Primary sector of the economy, Secondary sector of the economy, Tertiary sector of the economy, Employment, Province, Region","http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q656365, http://www.wikidata.org/entity/Q34876, http://www.wikidata.org/entity/Q82794","includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|gainful occupation|administrative division in several countries|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Government_employment_as_%25_of_total_employment_in_EU.jpg,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","null,null,null,null,null,null"
Interest on this VC,Successful introduction of a new high quality dairy product onto the Romanian market using a combination of local expertise from Romania plus expertise and investment capital from the UK. Mozzarella is a completely new mountain product for Romania and is being produced by one of the largest commercial buffalo herds in Romania. They have invested significantly in both developing i) their Mozzarella (especially perfecting the process in accordance with the specific characteristics of the buffalo milk produced by their herd in the Carpathians) and ii) an effective marketing strategy for a new premium dairy product.,"Romania, Carpathian Mountains, United Kingdom, Mozzarella, Buffalo milk, Dairy product","http://www.wikidata.org/entity/Q218, http://www.wikidata.org/entity/Q1288, http://www.wikidata.org/entity/Q145, http://www.wikidata.org/entity/Q14088, http://www.wikidata.org/entity/Q42710, http://www.wikidata.org/entity/Q185217",country in Southeast Europe|mountain range in Central and Eastern Europe|island country in north-west Europe|Italian cheese|species of large bovid originating in South Asia|food produced from or containing the milk of mammals,"https://upload.wikimedia.org/wikipedia/commons/a/a0/Bucharest_University_Square_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/5/50/Morskie_oko_o_swicie.jpg,https://upload.wikimedia.org/wikipedia/commons/8/87/Palace_of_Westminster_from_the_dome_on_Methodist_Central_Hall.jpg,https://upload.wikimedia.org/wikipedia/commons/5/57/Mozzarella_di_bufala3.jpg,https://upload.wikimedia.org/wikipedia/commons/3/38/Wasserb%C3%BCffel_%2825787818312%29.jpg,https://upload.wikimedia.org/wikipedia/commons/0/00/%D0%A0%D1%96%D0%B7%D0%BD%D1%96_%D0%B2%D0%B8%D0%B4%D0%B8_%D0%BC%D0%BE%D0%BB%D0%BE%D1%87%D0%BD%D0%B8%D1%85_%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%82%D1%96%D0%B2_%D1%83%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D1%81%D1%8C%D0%BA%D0%BE%D0%B3%D0%BE_%D0%B2%D0%B8%D1%80%D0%BE%D0%B1%D0%BD%D0%B8%D1%86%D1%82%D0%B2%D0%B0.jpg","46 25,47 25.5,54.6 -2,null,null,null"
Key local assets,"Buffalo have been present in the Carpathians for at least 1500 years. They originate from the Mediterranean type of water buffalo and have become well-adapted to the mountain environment. Carpathian Buffalo are most commonly found on smallholdings and are valued for their sturdiness and high productivity / milk quality. Although valued locally, there are relatively few buffalo products on the market. Where they do exist they are mainly versions of well-known products such as yoghurt, sour cream and salted white cheese that are made with buffalo milk rather than sheep, cow or goat. ","Carpathian Mountains, Mediterranean Sea, Water buffalo, Yogurt, Sour cream, Cheese, Sheep, Cow, Goat","http://www.wikidata.org/entity/Q1288, http://www.wikidata.org/entity/Q4918, http://www.wikidata.org/entity/Q42710, http://www.wikidata.org/entity/Q13317, http://www.wikidata.org/entity/Q840171, http://www.wikidata.org/entity/Q10943, http://www.wikidata.org/entity/Q7368, http://www.wikidata.org/entity/Q830, http://www.wikidata.org/entity/Q2934","mountain range in Central and Eastern Europe|sea between Europe, Africa and Asia|species of large bovid originating in South Asia|food produced by bacterial fermentation of milk|dairy product produced by fermenting a regular cream with certain kinds of lactic acid bacteria|yellow or white, creamy or solid food made from the pressed curds of milk|domesticated ruminant bred for meat, wool, and milk|large, domesticated, cloven-hooved herbivores|domesticated mammal raised for its meat and milk","https://upload.wikimedia.org/wikipedia/commons/5/50/Morskie_oko_o_swicie.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d8/Mediterranean_Sea_political_map-en.svg,https://upload.wikimedia.org/wikipedia/commons/3/38/Wasserb%C3%BCffel_%2825787818312%29.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b8/Joghurt.jpg,https://upload.wikimedia.org/wikipedia/commons/8/80/Sour_Cream.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f2/Hartkaese_HardCheeses.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2c/Flock_of_sheep.jpg,https://upload.wikimedia.org/wikipedia/commons/4/40/Bulgarian_gray_cattle.jpg,https://upload.wikimedia.org/wikipedia/commons/8/88/Billy_goat.jpg","47 25.5,38 17,null,null,null,null,null,null,null"
Challenges,"Maintaining the visibility and profitability of a premium product on the Romanian market is an ongoing challenge, especially in the face of cheaper imports of a speciality product such as Mozzarella. The dairy company, 'Transilvania Lactate' (https://www.transilvanialactate.ro/en/), therefore works in partnership with external experts from a management consultancy company (also providing communication services) and a lifestyle brand. Overall the type of challenge faced by this VC is Current. This VC is classified as Innovative.","Romania, Mozzarella, Dairy, Management consulting, Branding, Venture capital","http://www.wikidata.org/entity/Q218, http://www.wikidata.org/entity/Q14088, http://www.wikidata.org/entity/Q637776, http://www.wikidata.org/entity/Q130286, http://www.wikidata.org/entity/Q898030, http://www.wikidata.org/entity/Q219409","country in Southeast Europe|Italian cheese|business enterprise established for the processing of animal milk|subclass of consulting as a consulting service offered to a company by an expert in economics to practice of helping organizations to improve their performance; for business consulting in general use Q124728925|Wikimedia disambiguation page|form of private equity financing that is provided by venture capital firms or funds to startups, early-stage, and emerging companies that have been deemed to have high growth potential or demonstrated high growth","https://upload.wikimedia.org/wikipedia/commons/a/a0/Bucharest_University_Square_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/5/57/Mozzarella_di_bufala3.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c3/Dairy_Managment_01.jpg,null,null,null","46 25,null,null,null,null,null"
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. Mozzarella is a completely new mountain product for Romania. In particular, 'Transilvania Lactate' is the first Romanian dairy company to successfully produce a consistent Mozzarella product from 100% Carpathian Buffalo milk. The innovation is related to New products, New processes and New marketing strategies. The land use systems involved are Grassland. The local assets include Natural.","Romania, Carpathian Mountains, Buffalo, New York, Value chain, Mozzarella, Buffalo milk, New product development, Marketing strategy, Grassland, Nature","http://www.wikidata.org/entity/Q218, http://www.wikidata.org/entity/Q1288, http://www.wikidata.org/entity/Q40435, http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q14088, http://www.wikidata.org/entity/Q42710, http://www.wikidata.org/entity/Q1395034, http://www.wikidata.org/entity/Q1363963, http://www.wikidata.org/entity/Q1006733, http://www.wikidata.org/entity/Q7860","country in Southeast Europe|mountain range in Central and Eastern Europe|city and county seat of Erie County, New York, United States|functions of a company affecting its costs and quality and give it a competitive advantage|Italian cheese|species of large bovid originating in South Asia|complete process of bringing a new product to market|business strategy for marketing and advertising|area with vegetation dominated by grasses|natural, physical, or material world and its phenomena","https://upload.wikimedia.org/wikipedia/commons/a/a0/Bucharest_University_Square_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/5/50/Morskie_oko_o_swicie.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a0/BuffaloMontage1.jpg,null,https://upload.wikimedia.org/wikipedia/commons/5/57/Mozzarella_di_bufala3.jpg,https://upload.wikimedia.org/wikipedia/commons/3/38/Wasserb%C3%BCffel_%2825787818312%29.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5a/TypesOfNewProducts.svg,https://upload.wikimedia.org/wikipedia/commons/7/78/Extremates.png,https://upload.wikimedia.org/wikipedia/commons/9/9e/Chile_%283%29%2C_Patagonia%2C_Road_Y-50_towards_Rio_Verde.JPG,https://upload.wikimedia.org/wikipedia/commons/9/94/Desert_Electric.jpg","46 25,47 25.5,42.88638888888889 -78.87805555555556,null,null,null,null,null,null,null"
