title,description,objects,objectlinks,wikidata_descriptions,wikidata_images,wikidata_coords
"Honey, fruits - honey with dried fruits of plum, apricot and fig",The MOVING reference member state of this VC (Value Chain) is NMK. The reference MOVING Card ID of this VC is VC 21 NMK. Key actors dealing with honey and fruits in Maleshevija and the kew brands: a) Pcelarstvo Bobolibbksi b) Shumi Med c) Maleshevski Med d) Pcelarstvo Radinski . At national level there are 2 national federations that are members of a larger umbrella organization called the Federation of Farmers of Republic of Macedonia that unites all farmers in the country. Organic beekeepers are each individually involved through the local associations of producers into the Macedonian Organic Producers Federation which represents exclusively the interests of organic producers.,"North Macedonia, Moving, Value chain, Maleshevo, Organic, Beekeeping","http://www.wikidata.org/entity/Q221, http://www.wikidata.org/entity/Q1047402, http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q3281894, http://www.wikidata.org/entity/Q294310, http://www.wikidata.org/entity/Q176353",country in southeastern Europe|Wikimedia disambiguation page|functions of a company affecting its costs and quality and give it a competitive advantage|Wikimedia disambiguation page|Wikimedia disambiguation page|care and breeding of honey bees,"https://upload.wikimedia.org/wikipedia/commons/d/d2/Map_of_the_Republic_of_Macedonia-mk.svg,null,null,null,null,https://upload.wikimedia.org/wikipedia/commons/0/01/INTA_-_productoras_ap%C3%ADcolas_%281%29.jpg","41.65 21.716667,null,null,null,null,null"
Mountain landscape and reference chains,"The reference mountain chain of this VC is Mountain Meleshevija. The reference mountain landscape of this VC is unspecified. Maleshevski mountains are located in the eastern part of the Republic of North Macedonia. The are covers the municipalities of Berovo and Pehchevo, and is characterized with the natural and cultural wealth. Two rivers cross the region, Bregalnica and Strumica. Forests covers 52% of the Maleshevija region, while pastures around 20%.","Maleshevo Mountain, North Macedonia, Berovo, Pehčevo, Bregalnica, Strumica (river), Strumica","http://www.wikidata.org/entity/Q2377452, http://www.wikidata.org/entity/Q221, http://www.wikidata.org/entity/Q827047, http://www.wikidata.org/entity/Q162952, http://www.wikidata.org/entity/Q849296, http://www.wikidata.org/entity/Q149214, http://www.wikidata.org/entity/Q48814",mountain in Bulgaria|country in southeastern Europe|town in North Macedonia|town in North Macedonia|river in North Macedonia|river in North Macedonia and Bulgaria|city in North Macedonia,"https://upload.wikimedia.org/wikipedia/commons/3/3b/Dzhama_IMG_9921.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d2/Map_of_the_Republic_of_Macedonia-mk.svg,https://upload.wikimedia.org/wikipedia/commons/1/11/Square_in_Berovo.JPG,https://upload.wikimedia.org/wikipedia/commons/e/ec/Pehcevo.jpg,https://upload.wikimedia.org/wikipedia/commons/a/aa/Novo_Selo_od_Isarot_01.JPG,https://upload.wikimedia.org/wikipedia/commons/4/4b/Strumeshnitsa-river-2.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c1/%D0%9F%D0%BB%D0%BE%D1%88%D1%82%D0%B0%D0%B4_%D0%93%D0%BE%D1%86%D0%B5_%D0%94%D0%B5%D0%BB%D1%87%D0%B5%D0%B2_%D0%A1%D1%82%D1%80%D1%83%D0%BC%D0%B8%D1%86%D0%B0_%282%29.jpg","41.666666666667 23,41.65 21.716667,41.707835 22.85639,41.759166666667 22.890555555556,41.727069987234664 22.98754763333764,41.5927 22.5106,41.4375 22.643055555556"
Geography and population,The size of the area (km2) is 806. The minimum altimetry of the LAU (Local Administrative Unit) is 660. The maximum altimetry of the LAU is 1932. The total population (in thousand) is 174.341. The population density (Inhabitants/km2) in the LAU is 49.3. The population change rate of the LAU in the last 10 years (%) has been -3.00%. The overall regional population density (Inhabitants/km2) is 83.4. The regional population change rate in the last 10 years (%) has been 1.20%.,"Lau Islands, Square kilometre, Altitude, Local Administrative Unit, Population, Population density, Population growth, Region","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q712226, http://www.wikidata.org/entity/Q190200, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q22856, http://www.wikidata.org/entity/Q386191, http://www.wikidata.org/entity/Q82794","archipelago of Fiji|decimal multiple of the SI unit of surface area|height in relation to a certain reference point|geocode standard for referencing the subdivisions of countries for statistical purposes|Wikimedia disambiguation page|measurement of population per unit area or unit volume|increase in the number of individuals in a population|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/1_km2.svg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Altitude_marker%2C_Lismore.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/4/4d/World_population_density_map.PNG,null,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","-17.833333333333 178.66666666667,null,null,null,null,null,null,null"
Income and gross value added,The average per capita income (EUR/year) [Province] is 5056. The total Gross Value Added (GVA) (EUR million/year) [Province] is 769. The primary sector share of total GVA/year [Province] is 9.80%. The secondary sector share of total GVA/year [Province] is 45.60%. The tertiary sector share of total GVA/year [Province] is 44.53%. The per capita income (EUR/year) [Region] is 5175. The total Gross Value Added (GVA) (EUR million/year) [Region] is 9332. The primary sector share of total GVA/year [Region] is 9.75%. The secondary sector share of total GVA/year [Region] is 27.70%. The tertiary sector share of total GVA/year [Region] is 62.50%.,"Per capita income, Gross value added, Primary sector, Secondary sector, Tertiary sector, Region, Province","http://www.wikidata.org/entity/Q45918, http://www.wikidata.org/entity/Q994873, http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q34876","average income of an economy|economic indicator which adjusts gross domestic product (GDP) by the impact of subsidies and taxes (tariffs) on products|includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|administrative division in several countries","null,null,null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg","null,null,null,null,null,null,null"
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 2088. The regional (Region) share of total BPs/year is unspecified. The number of agricultural holdings in the LAU is 26003. The nearest settlement with population over 100000 (km) is unspecified. In this region protected areas are present.,"Lau Islands, Hotel room, Tourism, Local Administrative Unit, Region, Agriculture, Settlement, Population, Protected area","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q27686, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q11451, http://www.wikidata.org/entity/Q1247845, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q473972","archipelago of Fiji|business enterprise that provides indoor lodging in a single location paid on a short-term basis|travel for pleasure or business|geocode standard for referencing the subdivisions of countries for statistical purposes|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|cultivation of plants and animals to provide useful products|Wikimedia disambiguation page|Wikimedia disambiguation page|areas protected for having ecological or cultural importance","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/PNY_Exterior_with_Rolls_Royce.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,null,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/7/76/Unload_wheat_by_the_combine_Claas_Lexion_584.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/d/df/%D0%A1%D1%82%D1%96%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D0%B5_%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%89%D0%B5%2C_%D0%B2%D0%B8%D0%B3%D0%BB%D1%8F%D0%B4_%D0%B7_%D0%B2%D1%83%D0%BB._%D0%97%D0%B0%D1%80%D1%96%D1%87%D0%BD%D0%BE%D1%97_2.jpg","-17.833333333333 178.66666666667,null,null,null,null,null,null,null,null"
Employment,The primary sector share of total employment/year [Province] is unspecified. The secondary sector share of total employment/year [Province] is unspecified. The tertiary sector share of total employment/year [Province] is unspecified. The primary sector share of total employment/year [Region] is 16.20%. The secondary sector share of total employment/year [Region] is 30.50%. The tertiary sector share of total employment/year [Region] is 53.30%.,"Primary sector of the economy, Secondary sector of the economy, Tertiary sector of the economy, Employment, Province, Region","http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q656365, http://www.wikidata.org/entity/Q34876, http://www.wikidata.org/entity/Q82794","includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|gainful occupation|administrative division in several countries|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Government_employment_as_%25_of_total_employment_in_EU.jpg,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","null,null,null,null,null,null"
Interest on this VC,"Because of the geographical location and the relief of Macedonia, the climate in the country is partly Mediterranean and Continental, and on the mountains with peaks over 2000 meters the climate is Mountainous and it offers a very good condition for the honey and the fruits. Production of bee genetic material from Macedonian bee (Apis mellifera macedonica). High quality products, which are produced in a very cleaned environment, such as Maleshevija. Fruits dried and roasted, , especially with added honey, nuts and dried fruits spiced with vanilla and cinnamon are delicious. This way is substituting the desert. When honey is used with the fruits . Beyond the traditional usage of honey, nowadays it is used in different final products, in the catering industry.","North Macedonia, Mediterranean Sea, Apis mellifera macedonica, Macedonia, Mediterranean climate, Continental climate, Mountain, Honey, Fruit, Apis mellifera, Maleshevo, Vanilla, Cinnamon, Catering","http://www.wikidata.org/entity/Q221, http://www.wikidata.org/entity/Q4918, http://www.wikidata.org/entity/Q4779891, http://www.wikidata.org/entity/Q39702, http://www.wikidata.org/entity/Q13996, http://www.wikidata.org/entity/Q185005, http://www.wikidata.org/entity/Q8502, http://www.wikidata.org/entity/Q10987, http://www.wikidata.org/entity/Q3314483, http://www.wikidata.org/entity/Q30034, http://www.wikidata.org/entity/Q3281894, http://www.wikidata.org/entity/Q13241, http://www.wikidata.org/entity/Q28165, http://www.wikidata.org/entity/Q777754","country in southeastern Europe|sea between Europe, Africa and Asia|subspecies of insect|Wikimedia disambiguation page|type of climate characterised by mild to cold wet winters and mild to hot dry summers|main climate class in the Köppen climate classification system|large natural elevation of the Earth's surface|sweet food made by bees mostly using nectar from flowers|typically sweet and/or sour, edible part/s of a plant that resembles seed-bearing fruit|species of insect|Wikimedia disambiguation page|spice derived from the seed pods of the genus Vanilla|spice obtained from the inner bark of several tree species from the genus Cinnamomum|commercial food service","https://upload.wikimedia.org/wikipedia/commons/d/d2/Map_of_the_Republic_of_Macedonia-mk.svg,https://upload.wikimedia.org/wikipedia/commons/d/d8/Mediterranean_Sea_political_map-en.svg,https://upload.wikimedia.org/wikipedia/commons/1/1e/Apis_mellifera_macedonica.jpg,null,https://upload.wikimedia.org/wikipedia/commons/c/cb/KoppenclassificationworldmapCs.png,null,https://upload.wikimedia.org/wikipedia/commons/2/29/Himalayas%2C_Ama_Dablam%2C_Nepal.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cc/Runny_hunny.jpg,https://upload.wikimedia.org/wikipedia/commons/a/af/Fruit_Stall_in_Barcelona_Market.jpg,https://upload.wikimedia.org/wikipedia/commons/5/52/%28MHNT%29_Apis_mellifera_%28female%29_-_on_viburnum_tinus_flowers.jpg,null,https://upload.wikimedia.org/wikipedia/commons/3/30/Vanilla_6beans.JPG,https://upload.wikimedia.org/wikipedia/commons/e/ee/Canelle_Cinnamomum_burmanni_Luc_Viatour.jpg,null","41.65 21.716667,38 17,null,null,null,null,null,null,null,null,null,null,null,null"
Challenges,"Global climate change, environmental pollution, the decrease in natural lands under human pressure weaken the bees and make them more vulnerable to diseases. Chemicals used sometimes wrongly and needlessly, by farmers and beekeepers, excessive and unnecessary treatment of the hive/colony, are threating the honey across the country , including Maleshevija-Osogovski mountain. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative.","Climate change, Environmental pollution, Bee, Disease, Farmer, Beekeeping, Honey, Venture capital, Tradition, Innovation","http://www.wikidata.org/entity/Q125928, http://www.wikidata.org/entity/Q58734, http://www.wikidata.org/entity/Q7391, http://www.wikidata.org/entity/Q12136, http://www.wikidata.org/entity/Q131512, http://www.wikidata.org/entity/Q176353, http://www.wikidata.org/entity/Q10987, http://www.wikidata.org/entity/Q219409, http://www.wikidata.org/entity/Q82821, http://www.wikidata.org/entity/Q174165","human-caused changes to climate on Earth|introduction of contaminants into the natural environment that cause adverse change|clade of hymenopteran insects|abnormal condition negatively affecting organisms|person engaged in agriculture, raising living organisms for food or raw materials|care and breeding of honey bees|sweet food made by bees mostly using nectar from flowers|form of private equity financing that is provided by venture capital firms or funds to startups, early-stage, and emerging companies that have been deemed to have high growth potential or demonstrated high growth|custom passed down through generations|application of better solutions that meet new requirements, inarticulated needs, or existing market needs","https://upload.wikimedia.org/wikipedia/commons/1/11/Carbon_Dioxide_800kyr.svg,https://upload.wikimedia.org/wikipedia/commons/a/aa/Factory.gif,https://upload.wikimedia.org/wikipedia/commons/5/52/%28MHNT%29_Apis_mellifera_%28female%29_-_on_viburnum_tinus_flowers.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cb/Mycobacterium_tuberculosis.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a2/04-09-12-Schaupfl%C3%BCgen-Fahrenwalde-RalfR-IMG_1232.jpg,https://upload.wikimedia.org/wikipedia/commons/0/01/INTA_-_productoras_ap%C3%ADcolas_%281%29.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cc/Runny_hunny.jpg,null,https://upload.wikimedia.org/wikipedia/commons/4/47/Dreschen_mit_Flegel.jpg,null","null,null,null,null,null,null,null,null,null,null"
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous. Honey is used in different final innovative products. Honey with dried fruits of plum, apricot and fig. The innovation is related to New processes. The land use systems involved are Grassland, Forestry and Natural land. The local assets include Social and cultural.","Value chain, Endogenous growth theory, Honey, Plum, Apricot, Fig, Grassland, Forestry, Natural environment, Social capital, Culture","http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q576355, http://www.wikidata.org/entity/Q10987, http://www.wikidata.org/entity/Q12372598, http://www.wikidata.org/entity/Q3733836, http://www.wikidata.org/entity/Q36146, http://www.wikidata.org/entity/Q1006733, http://www.wikidata.org/entity/Q38112, http://www.wikidata.org/entity/Q43619, http://www.wikidata.org/entity/Q214693, http://www.wikidata.org/entity/Q11042","functions of a company affecting its costs and quality and give it a competitive advantage|theory that economic growth is mainly due to endogenous (not external) forces|sweet food made by bees mostly using nectar from flowers|fruit; use Q6401215 for the taxon; Q13223298 for the species|cultivated fruit|species of plant|area with vegetation dominated by grasses|science and craft of creating, managing, using, conserving and repairing forests, woodlands, and associated resources for human and environmental benefits|all living and non-living things occurring naturally on Earth or some region thereof|sociology concept|shared aspects of a society's way of life","null,null,https://upload.wikimedia.org/wikipedia/commons/c/cc/Runny_hunny.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7b/Plum_on_tree02.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f9/Apricots.jpg,https://upload.wikimedia.org/wikipedia/commons/6/69/Smokve_na_grani.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9e/Chile_%283%29%2C_Patagonia%2C_Road_Y-50_towards_Rio_Verde.JPG,https://upload.wikimedia.org/wikipedia/commons/4/4c/A_deciduous_beech_forest_in_Slovenia.jpg,https://upload.wikimedia.org/wikipedia/commons/3/36/Hopetoun_falls.jpg,null,https://upload.wikimedia.org/wikipedia/commons/8/82/Nwodua_wulana_Alhassan.jpg","null,null,null,null,null,null,null,null,null,null,null"
Concluding remarks,"Given that honey with dried fruits is a usual product, it is also present in other Member States.","Honey, Dried fruit, Member state","http://www.wikidata.org/entity/Q10987, http://www.wikidata.org/entity/Q234901, http://www.wikidata.org/entity/Q1646605",sweet food made by bees mostly using nectar from flowers|fruit from which the majority of the original water content has been removed|state that is a member of an international organisation,"https://upload.wikimedia.org/wikipedia/commons/c/cc/Runny_hunny.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b2/DriedfruitS.jpg,null","null,null,null"
