title,description,objects,objectlinks,wikidata_descriptions,wikidata_images,wikidata_coords
Almenland Herbs,"The MOVING reference member state of this VC (Value Chain) is AUSTRIA. The reference MOVING Card ID of this VC is VC 03 AT. The association links 12 farms, which are certified organic. Some of the processing is done individually, other within the cooperation. The products are mainly sold locally via small shops, through a joint shop, online, and through hotels.","Austria, Moving, Organic farming, Hotel","http://www.wikidata.org/entity/Q40, http://www.wikidata.org/entity/Q1047402, http://www.wikidata.org/entity/Q165647, http://www.wikidata.org/entity/Q27686","country in Central Europe|Wikimedia disambiguation page|farming method that avoids synthetic inputs, at the cost of lower yields and higher labor demands compared to conventional agriculture|business enterprise that provides indoor lodging in a single location paid on a short-term basis","https://upload.wikimedia.org/wikipedia/commons/9/9e/Oesterreichisches_Woerterbuch_43._Auflage_Deckel.jpg,null,https://upload.wikimedia.org/wikipedia/commons/3/38/Organic-vegetable-cultivation.jpeg,https://upload.wikimedia.org/wikipedia/commons/9/98/PNY_Exterior_with_Rolls_Royce.jpg","48 14,null,null,null"
Mountain landscape and reference chains,"The reference mountain chain of this VC is RR 11, Austrian Alps. The reference mountain landscape of this VC is Weiz (No: 617). The region Almenland (transl.: Styrian alpine pasture region) is one of the biggest connected pasture-regions in Europe (total 125 pastures, 36,6 km2). The pasture are between 1.200 and 1.500 m above sea level. The climate is characterized as humid, having a lot of thunderstorms. The rock formation is diverse, primarily limestone, further: phyllite, slate and greywacke.","Weiz, Styria, Europe, Venture capital, Alps, Square kilometre, Limestone, Phyllite, Slate, Greywacke","http://www.wikidata.org/entity/Q875641, http://www.wikidata.org/entity/Q41358, http://www.wikidata.org/entity/Q46, http://www.wikidata.org/entity/Q219409, http://www.wikidata.org/entity/Q1286, http://www.wikidata.org/entity/Q712226, http://www.wikidata.org/entity/Q23757, http://www.wikidata.org/entity/Q731880, http://www.wikidata.org/entity/Q207079, http://www.wikidata.org/entity/Q917545","municipality in Weiz District, Styria, Austria|federal state in the south of Austria|terrestrial continent located in north-western Eurasia|form of private equity financing that is provided by venture capital firms or funds to startups, early-stage, and emerging companies that have been deemed to have high growth potential or demonstrated high growth|major mountain range system in central Europe|decimal multiple of the SI unit of surface area|sedimentary rocks made of the chemical substance calcium carbonate|foliated metamorphic rock|fine-grained, foliated, homogeneous, low-grade metamorphic rock|sandstone variety","https://upload.wikimedia.org/wikipedia/commons/0/0d/Weiz_CF9A1203.jpg,https://upload.wikimedia.org/wikipedia/commons/b/be/Graz_View_from_Schlossberg-2464.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1b/Europe_satellite_orthographic.jpg,null,https://upload.wikimedia.org/wikipedia/commons/b/ba/Alps_2007-03-13_10.10UTC_1px-250m.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/1_km2.svg,https://upload.wikimedia.org/wikipedia/commons/d/d1/Limestone_Formation_In_Waitomo.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fe/PhylliteUSGOV.jpg,https://upload.wikimedia.org/wikipedia/commons/a/af/SlateUSGOV.jpg,https://upload.wikimedia.org/wikipedia/commons/0/07/Mineraly.sk_-_kremenec.jpg","47.218888888889 15.625277777778,47.25 15.166666666667,48.690959 9.14062,null,46.57805555555556 8.615,null,null,null,null,null"
Geography and population,The size of the area (km2) is 1098. The minimum altimetry of the LAU (Local Administrative Unit) is 464. The maximum altimetry of the LAU is 1720. The total population (in thousand) is 90.654. The population density (Inhabitants/km2) in the LAU is 82.56. The population change rate of the LAU in the last 10 years (%) has been 3.68%. The overall regional population density (Inhabitants/km2) is 76.28. The regional population change rate in the last 10 years (%) has been 3.30%.,"Lau Islands, Square kilometre, Altitude, Local Administrative Unit, Population, Population density, Region","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q712226, http://www.wikidata.org/entity/Q190200, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q22856, http://www.wikidata.org/entity/Q82794","archipelago of Fiji|decimal multiple of the SI unit of surface area|height in relation to a certain reference point|geocode standard for referencing the subdivisions of countries for statistical purposes|Wikimedia disambiguation page|measurement of population per unit area or unit volume|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/1_km2.svg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Altitude_marker%2C_Lismore.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/4/4d/World_population_density_map.PNG,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","-17.833333333333 178.66666666667,null,null,null,null,null,null"
Income and gross value added,The average per capita income (EUR/year) [Province] is 21444. The total Gross Value Added (GVA) (EUR million/year) [Province] is 8141. The primary sector share of total GVA/year [Province] is 11.77%. The secondary sector share of total GVA/year [Province] is 32.50%. The tertiary sector share of total GVA/year [Province] is 55.73%. The per capita income (EUR/year) [Region] is 21539. The total Gross Value Added (GVA) (EUR million/year) [Region] is 43050. The primary sector share of total GVA/year [Region] is 0.84%. The secondary sector share of total GVA/year [Region] is 35.12%. The tertiary sector share of total GVA/year [Region] is 64.04%.,"Per capita income, Gross value added, Primary sector, Secondary sector, Tertiary sector, Region, Province","http://www.wikidata.org/entity/Q45918, http://www.wikidata.org/entity/Q994873, http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q34876","average income of an economy|economic indicator which adjusts gross domestic product (GDP) by the impact of subsidies and taxes (tariffs) on products|includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|administrative division in several countries","null,null,null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg","null,null,null,null,null,null,null"
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 4310. The regional (Region) share of total BPs/year is 2.77%. The number of agricultural holdings in the LAU is 4555. The nearest settlement with population over 100000 (km) is 30. In this region protected areas are present.,"Lau Islands, Hotel room, Tourism, Local Administrative Unit, Region, Agricultural holding, Settlement, Population, Protected area","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q27686, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q131596, http://www.wikidata.org/entity/Q1247845, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q473972","archipelago of Fiji|business enterprise that provides indoor lodging in a single location paid on a short-term basis|travel for pleasure or business|geocode standard for referencing the subdivisions of countries for statistical purposes|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|area of land for farming, or, for aquaculture, lake, river or sea, including various structures|Wikimedia disambiguation page|Wikimedia disambiguation page|areas protected for having ecological or cultural importance","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/PNY_Exterior_with_Rolls_Royce.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,null,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/7/70/Borgboda2006_web.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/d/df/%D0%A1%D1%82%D1%96%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D0%B5_%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%89%D0%B5%2C_%D0%B2%D0%B8%D0%B3%D0%BB%D1%8F%D0%B4_%D0%B7_%D0%B2%D1%83%D0%BB._%D0%97%D0%B0%D1%80%D1%96%D1%87%D0%BD%D0%BE%D1%97_2.jpg","-17.833333333333 178.66666666667,null,null,null,null,null,null,null,null"
Employment,The primary sector share of total employment/year [Province] is 11.55%. The secondary sector share of total employment/year [Province] is 29.94%. The tertiary sector share of total employment/year [Province] is 58.50%. The primary sector share of total employment/year [Region] is 5.55%. The secondary sector share of total employment/year [Region] is 26.47%. The tertiary sector share of total employment/year [Region] is 67.99%.,"Primary sector of the economy, Secondary sector of the economy, Tertiary sector of the economy, Employment, Province, Region","http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q656365, http://www.wikidata.org/entity/Q34876, http://www.wikidata.org/entity/Q82794","includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|gainful occupation|administrative division in several countries|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Government_employment_as_%25_of_total_employment_in_EU.jpg,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","null,null,null,null,null,null"
Interest on this VC,"12 herb farmers from the Almenland Nature Park founded an association in order to jointly process and sell various products made from herbs under The 'Almenland Kräuter' brand. The herbs are grown in small-scale organic cultivation or collected in the wild nature. All are harvested by hand. They offer a large variety of different herbs and a wide range of products ranging from food and drinks to cosmetic and wellness products. First, the cooperation of the farmers by setting up an association is an interesting business model, secondly the product range is innovative. Finally they are well embedded in the regional development, and cooperate with the nature park, the local gastronomy and hotels, which promote their products, use and sell them. They offer educational/touristic programmes.","Herb, Organic farming, Business model, Regional development, Nature park, Gastronomy, Hotel, Tourism","http://www.wikidata.org/entity/Q207123, http://www.wikidata.org/entity/Q165647, http://www.wikidata.org/entity/Q815823, http://www.wikidata.org/entity/Q482379, http://www.wikidata.org/entity/Q728904, http://www.wikidata.org/entity/Q171141, http://www.wikidata.org/entity/Q27686, http://www.wikidata.org/entity/Q49389","plant part used for flavoring, food, medicine, or perfume|farming method that avoids synthetic inputs, at the cost of lower yields and higher labor demands compared to conventional agriculture|rationale of how an organization creates, delivers, and captures value in economic, social, cultural or other contexts|aid and assistance to regions which are less economically developed|type of protected area in some countries, common in Europe|study and art of food preparation|business enterprise that provides indoor lodging in a single location paid on a short-term basis|travel for pleasure or business","https://upload.wikimedia.org/wikipedia/commons/f/fe/K%C3%BCchenkr%C3%A4uter-1.jpg,https://upload.wikimedia.org/wikipedia/commons/3/38/Organic-vegetable-cultivation.jpeg,null,https://upload.wikimedia.org/wikipedia/commons/a/a7/European_regional_policy_2021.svg,https://upload.wikimedia.org/wikipedia/commons/7/77/Riacho_no_Parque_Natural_Municipal_do_Trabiju_1.jpg,https://upload.wikimedia.org/wikipedia/commons/f/ff/Produits_r%C3%A9gionaux_-_photo_CPPR.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/PNY_Exterior_with_Rolls_Royce.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png","null,null,null,null,null,null,null,null"
Key local assets,"The initiative is well embedded in the regional development strategy of Almenland 'Genussregion ( region of culinary delight : promoting local food specialities; quality standards set by the AgrarMarkt Austria). Some of the educational programmes are carried out in cooperation with the nature park and imply activities raising awareness for the natural habitat in the area and health related aspects; activities also enrich the touristic programme. Moreover, from an ecological perspective, the cultivation of herbs helps improve the quality of near-natural areas by enabling more diverse agricultural production with less use of pesticides. Flowering plants in particular provide insects with nectar and pollen at different times of the year and thus have the potential to reduce habitat fragmentation. Preserving areas suitable for wild collection and carefully collecting herbs is a suitable way of preserving the diversity of permanent grasslands without changing the type of land use. On the one hand, this represents an increased food supply for insects and, on the other hand, it offers additional income for the local farmers. ","Nature park, Pesticide, Insect, Habitat fragmentation, Grassland","http://www.wikidata.org/entity/Q728904, http://www.wikidata.org/entity/Q131656, http://www.wikidata.org/entity/Q1390, http://www.wikidata.org/entity/Q913302, http://www.wikidata.org/entity/Q1006733","type of protected area in some countries, common in Europe|substance used to destroy pests|class of arthropods|discontinuities in an organism's environment causing population fragmentation and ecosystem decay|area with vegetation dominated by grasses","https://upload.wikimedia.org/wikipedia/commons/7/77/Riacho_no_Parque_Natural_Municipal_do_Trabiju_1.jpg,https://upload.wikimedia.org/wikipedia/commons/7/75/Condor_landbouwspuit.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ad/Insekter.jpg,null,https://upload.wikimedia.org/wikipedia/commons/9/9e/Chile_%283%29%2C_Patagonia%2C_Road_Y-50_towards_Rio_Verde.JPG","null,null,null,null,null"
Challenges,"Extreme weather conditions as a result of climate change do not only change the natural vegetation, but also cultivation practices. While some of the herbs are quite robust against climate change, others will need more complex treatment (e.g. irrigation), or will need to be replaced by other varieties. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative.","Climate change, Vegetation, Irrigation, Venture capital, Tradition, Innovation","http://www.wikidata.org/entity/Q125928, http://www.wikidata.org/entity/Q187997, http://www.wikidata.org/entity/Q11453, http://www.wikidata.org/entity/Q219409, http://www.wikidata.org/entity/Q82821, http://www.wikidata.org/entity/Q174165","human-caused changes to climate on Earth|total of plant formations and plant communities|artificial application of water to cultivated land|form of private equity financing that is provided by venture capital firms or funds to startups, early-stage, and emerging companies that have been deemed to have high growth potential or demonstrated high growth|custom passed down through generations|application of better solutions that meet new requirements, inarticulated needs, or existing market needs","https://upload.wikimedia.org/wikipedia/commons/1/11/Carbon_Dioxide_800kyr.svg,https://upload.wikimedia.org/wikipedia/commons/0/04/Pamje_e_bimesise_ne_mal..JPG,https://upload.wikimedia.org/wikipedia/commons/1/17/PivotIrrigationOnCotton.jpg,null,https://upload.wikimedia.org/wikipedia/commons/4/47/Dreschen_mit_Flegel.jpg,null","null,null,null,null,null,null"
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. The VC is particularly innovative in terms of products: they offer beside traditional food products made from herbs (e.g. tea, herbal salt, pure herbs), they created different spice mixes, liquor, syrups, and sweets with birch sugar. Moreover, they produce soaps and creams as well as incense materials. The innovation is related to New products, New processes and New marketing strategies. The land use systems involved are Natural land. The local assets include Natural and cultural.","Value chain, Endogeneity, Exogeneity, Herb, Tea, Salt, Spice blend, Liquor, Syrup, Candy, Xylitol, Soap, Cosmetics, Incense, New product development, Marketing strategy, Natural environment, Nature, Culture","http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q20998573, http://www.wikidata.org/entity/Q293000, http://www.wikidata.org/entity/Q207123, http://www.wikidata.org/entity/Q6097, http://www.wikidata.org/entity/Q11254, http://www.wikidata.org/entity/Q1521067, http://www.wikidata.org/entity/Q56139, http://www.wikidata.org/entity/Q6584340, http://www.wikidata.org/entity/Q185583, http://www.wikidata.org/entity/Q212093, http://www.wikidata.org/entity/Q34396, http://www.wikidata.org/entity/Q131207, http://www.wikidata.org/entity/Q273131, http://www.wikidata.org/entity/Q1395034, http://www.wikidata.org/entity/Q1363963, http://www.wikidata.org/entity/Q43619, http://www.wikidata.org/entity/Q7860, http://www.wikidata.org/entity/Q11042","functions of a company affecting its costs and quality and give it a competitive advantage|Wikimedia disambiguation page|fact of an action or object originating externally|plant part used for flavoring, food, medicine, or perfume|brewed drink made from tea leaves|mineral used as food ingredient, composed primarily of sodium chloride|blend of spices|alcoholic drink obtained by distillation|thick, viscous liquid consisting primarily of a solution of sugar in water|confection made with sugar|a sugar alcohol (polyol) derived from xylose by reduction of the carbonyl group|salt of fatty acids, used for washing and cleaning|substances used to enhance the appearance or odor of the human body|material that produces fragrant smoke when burned|complete process of bringing a new product to market|business strategy for marketing and advertising|all living and non-living things occurring naturally on Earth or some region thereof|natural, physical, or material world and its phenomena|shared aspects of a society's way of life","null,null,null,https://upload.wikimedia.org/wikipedia/commons/f/fe/K%C3%BCchenkr%C3%A4uter-1.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9b/Longjing_tea_after_steeping.jpg,https://upload.wikimedia.org/wikipedia/commons/2/28/Salt_-_close-up.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c0/Nahrungsmittel_2012-07-08-9512.jpg,https://upload.wikimedia.org/wikipedia/commons/2/21/17-05-06-Miniaturen_RR79033.jpg,https://upload.wikimedia.org/wikipedia/commons/8/81/Maltose_syrup.jpg,https://upload.wikimedia.org/wikipedia/commons/1/10/Candy_in_Damascus.jpg,null,https://upload.wikimedia.org/wikipedia/commons/4/4c/Bars_of_pure_Marseille_and_Aleppo_soap%2C_2024.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0a/Cosmetics-1078712_1280.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cf/Incense_burner_at_Yakuo-in.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5a/TypesOfNewProducts.svg,https://upload.wikimedia.org/wikipedia/commons/7/78/Extremates.png,https://upload.wikimedia.org/wikipedia/commons/3/36/Hopetoun_falls.jpg,https://upload.wikimedia.org/wikipedia/commons/9/94/Desert_Electric.jpg,https://upload.wikimedia.org/wikipedia/commons/8/82/Nwodua_wulana_Alhassan.jpg","null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null"
