title,description,objects,objectlinks,wikidata_descriptions,wikidata_images,wikidata_coords
MOUNTAIN HONEY,"The MOVING reference member state of this VC (Value Chain) is ROMANIA. The reference MOVING Card ID of this VC is VC 01 RO. In 2019 there were a total of 39,501 bee families / hives registered in Brasov county for honey production - more than twice the amount registered in 1990 (INSSE data, 2021). The owners of these hives range from private households to commercial honey producers selling via many different value chains. These range from very local value chains to much longer value chains involving both the international sales of speciality honeys to the blending of honeys for mass sales via multiple retailiers. In all cases there is a clear need for honey producers to continue to work on product conformity and value chain development.","Romania, Brașov County, National Institute of Statistics (Romania), Brașov, Honey, Value chain, Retail","http://www.wikidata.org/entity/Q218, http://www.wikidata.org/entity/Q182614, http://www.wikidata.org/entity/Q6973708, http://www.wikidata.org/entity/Q82174, http://www.wikidata.org/entity/Q10987, http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q126793","country in Southeast Europe|county in Romania|Romania's principal government institution in charge of statistics and census data|city in Brașov County, Romania|sweet food made by bees mostly using nectar from flowers|functions of a company affecting its costs and quality and give it a competitive advantage|sale of goods and services from individuals or businesses to the end-user","https://upload.wikimedia.org/wikipedia/commons/a/a0/Bucharest_University_Square_%28cropped%29.jpg,null,https://upload.wikimedia.org/wikipedia/commons/c/c9/Institutul_Na%C8%9Bional_de_Statistic%C4%83.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4d/Brasov%2C_Piata_Sfatului.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cc/Runny_hunny.jpg,null,https://upload.wikimedia.org/wikipedia/commons/1/18/Saluhallen_i_Helsingfors_%282%29.jpg","46 25,45.79 25.28,44.42925 26.091527777777777,45.65222222222222 25.610555555555557,null,null,null"
Mountain landscape and reference chains,"The reference mountain chain of this VC is Southern Romanian Carpathian Mountains. The reference mountain landscape of this VC is Bunești commune in Braşov County (RO122). Braşov county is a hilly mountainous region (500 - 2000 metres altitude) located in the south-eastern part of Transylvania. The relief is a diverse mix of mountainous (35%), hilly (50%) and lower altitude plain areas (15%) with an associated land use of forests (mainly in the mountain areas), permanent grasslands (mainly in the hilly areas), cultivated arable fields (in the hilly areas and lower altitude plains and hill areas) plus some urban, industrial and water surfaces (lakes and reservoirs).","Bunești, Brașov, Brașov County, Transylvania, Carpathian Mountains, Forest, Grassland, Arable land, Lake, Reservoir","http://www.wikidata.org/entity/Q1070943, http://www.wikidata.org/entity/Q182614, http://www.wikidata.org/entity/Q39473, http://www.wikidata.org/entity/Q1288, http://www.wikidata.org/entity/Q4421, http://www.wikidata.org/entity/Q1006733, http://www.wikidata.org/entity/Q843920, http://www.wikidata.org/entity/Q23397, http://www.wikidata.org/entity/Q131681","commune in Brașov County, Romania|county in Romania|historical region in the northwestern part of Romania|mountain range in Central and Eastern Europe|dense collection of trees covering a relatively large area|area with vegetation dominated by grasses|land capable of being ploughed and used to grow crops|body of relatively still water, localized in a basin|artificial lake impounded using a dam or lock to store water","https://upload.wikimedia.org/wikipedia/commons/6/68/Biserica_evanghelic%C4%83_din_Bune%C8%99ti.jpg,null,https://upload.wikimedia.org/wikipedia/commons/a/aa/Bran_castle_%2847626731362%29.jpg,https://upload.wikimedia.org/wikipedia/commons/5/50/Morskie_oko_o_swicie.jpg,https://upload.wikimedia.org/wikipedia/commons/6/65/Adirondacks_in_May_2008.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9e/Chile_%283%29%2C_Patagonia%2C_Road_Y-50_towards_Rio_Verde.JPG,https://upload.wikimedia.org/wikipedia/commons/4/4c/Manure_spreader_Record.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ab/Gentau_Pic_du_Midi_Ossau.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e0/Awyrlun_o_Lyn_Efyrnwy_%28Llyn_Llanwddyn%29_-_Aerial_Image_of_Llyn_Efyrnwy_%28lake_Vyrnwy%29_in_Novemebr_2022_29.png","46.10722222 25.06083333,45.79 25.28,46.766666666667 23.583333333333,47 25.5,null,null,null,null,null"
Geography and population,The size of the area (km2) is 143.45. The minimum altimetry of the LAU (Local Administrative Unit) is unspecified. The maximum altimetry of the LAU is unspecified. The total population (in thousand) is 2.751. The population density (Inhabitants/km2) in the LAU is 19.18. The population change rate of the LAU in the last 10 years (%) is unspecified. The overall regional population density (Inhabitants/km2) is 68.2. The regional population change rate in the last 10 years (%) has been -0.90%.,"Lau Islands, Square kilometre, Altitude, Local Administrative Unit, Population, Population density, Region","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q712226, http://www.wikidata.org/entity/Q190200, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q22856, http://www.wikidata.org/entity/Q82794","archipelago of Fiji|decimal multiple of the SI unit of surface area|height in relation to a certain reference point|geocode standard for referencing the subdivisions of countries for statistical purposes|Wikimedia disambiguation page|measurement of population per unit area or unit volume|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/1_km2.svg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Altitude_marker%2C_Lismore.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/4/4d/World_population_density_map.PNG,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","-17.833333333333 178.66666666667,null,null,null,null,null,null"
Income and gross value added,The average per capita income (EUR/year) [Province] is 12600. The total Gross Value Added (GVA) (EUR million/year) [Province] is 6259.84. The primary sector share of total GVA/year [Province] is 2.40%. The secondary sector share of total GVA/year [Province] is 35.80%. The tertiary sector share of total GVA/year [Province] is 61.80%. The per capita income (EUR/year) [Region] is 10000. The total Gross Value Added (GVA) (EUR million/year) [Region] is 21007.63. The primary sector share of total GVA/year [Region] is 4.40%. The secondary sector share of total GVA/year [Region] is 38.20%. The tertiary sector share of total GVA/year [Region] is 57.40%.,"Per capita income, Gross value added, Primary sector, Secondary sector, Tertiary sector, Region, Province","http://www.wikidata.org/entity/Q45918, http://www.wikidata.org/entity/Q994873, http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q34876","average income of an economy|economic indicator which adjusts gross domestic product (GDP) by the impact of subsidies and taxes (tariffs) on products|includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|administrative division in several countries","null,null,null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg","null,null,null,null,null,null,null"
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 17795. The regional (Region) share of total BPs/year is 39.20%. The number of agricultural holdings in the LAU is 47980. The nearest settlement with population over 100000 (km) is unspecified. In this region protected areas are present.,"Lau Islands, Hotel room, Tourism, Local Administrative Unit, Region, Agricultural holding, Settlement, Protected area","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q27686, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q131596, http://www.wikidata.org/entity/Q1247845, http://www.wikidata.org/entity/Q473972","archipelago of Fiji|business enterprise that provides indoor lodging in a single location paid on a short-term basis|travel for pleasure or business|geocode standard for referencing the subdivisions of countries for statistical purposes|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|area of land for farming, or, for aquaculture, lake, river or sea, including various structures|Wikimedia disambiguation page|areas protected for having ecological or cultural importance","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/PNY_Exterior_with_Rolls_Royce.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,null,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/7/70/Borgboda2006_web.jpg,null,https://upload.wikimedia.org/wikipedia/commons/d/df/%D0%A1%D1%82%D1%96%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D0%B5_%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%89%D0%B5%2C_%D0%B2%D0%B8%D0%B3%D0%BB%D1%8F%D0%B4_%D0%B7_%D0%B2%D1%83%D0%BB._%D0%97%D0%B0%D1%80%D1%96%D1%87%D0%BD%D0%BE%D1%97_2.jpg","-17.833333333333 178.66666666667,null,null,null,null,null,null,null"
Employment,The primary sector share of total employment/year [Province] is 8.80%. The secondary sector share of total employment/year [Province] is 40.30%. The tertiary sector share of total employment/year [Province] is 51.20%. The primary sector share of total employment/year [Region] is 9.90%. The secondary sector share of total employment/year [Region] is 42.20%. The tertiary sector share of total employment/year [Region] is 48.00%.,"Primary sector of the economy, Secondary sector of the economy, Tertiary sector of the economy, Employment, Province, Region","http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q656365, http://www.wikidata.org/entity/Q34876, http://www.wikidata.org/entity/Q82794","includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|gainful occupation|administrative division in several countries|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Government_employment_as_%25_of_total_employment_in_EU.jpg,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","null,null,null,null,null,null"
Interest on this VC,"Bee-keeping is an important economic activity in Romania (especially in more marginal rural areas) which is recognised by the government and supported with appropriate interventions within the framework of a National Beekeeping Programme (https://www.madr.ro/programul-national-apicol.html). Beneficiaries of the programme include both individual beekeepers and beekeeping organisations. Available support includes specialist consultancy services; promotion of bee products; training courses; investment support for production and processing facilities (including direct support for transhumance of hives); subsidised medicinal products for varroasis; national level management of transhumance / pastoral beekeeping (especially important in the mountain areas); financial assistance for restocking (purchase of queens and bee families), and; analytical services for testing quality of honey.","Romania, Beekeeping, Government, Beekeeper, Honey, Varroa mite, Transhumance","http://www.wikidata.org/entity/Q218, http://www.wikidata.org/entity/Q176353, http://www.wikidata.org/entity/Q7188, http://www.wikidata.org/entity/Q852389, http://www.wikidata.org/entity/Q10987, http://www.wikidata.org/entity/Q48564, http://www.wikidata.org/entity/Q4657754","country in Southeast Europe|care and breeding of honey bees|system or group of people governing an organized community, often a state|person who keeps honey bees|sweet food made by bees mostly using nectar from flowers|species of arthropods|periodic migration of livestock between winter and summer pastures. UNESCO intangible cultural heritage","https://upload.wikimedia.org/wikipedia/commons/a/a0/Bucharest_University_Square_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/0/01/INTA_-_productoras_ap%C3%ADcolas_%281%29.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b6/De_ministers_die_deel_uitmaken_van_het_derde_kabinet_Van_Agt_op_de_trappen_van_Paleis_Huis_ten_Bosch_in_%27s-Gravenhage._D_-_SFA001009248.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4c/Beekeeper_keeping_bees.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cc/Runny_hunny.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a6/Varroa_Mite.jpg,https://upload.wikimedia.org/wikipedia/commons/2/25/Transumanza_nel_Parc_National_des_Ecrins.jpg","46 25,null,null,null,null,null,null"
Key local assets,"There are many different types of honey produced in Braşov county depending upon the season and the vegetation that is flowering. The most common types are Acacia, Lime and Poliflora, but very specific local types such as 'mountain raspberry' and 'mountain pasture' honey are also produced. Organically-certified poliflora honey is also available. ","Brașov County, Acacia, Honey, Polymorphism, Raspberry, Pasture, Organic farming","http://www.wikidata.org/entity/Q182614, http://www.wikidata.org/entity/Q81666, http://www.wikidata.org/entity/Q10987, http://www.wikidata.org/entity/Q2765105, http://www.wikidata.org/entity/Q13179, http://www.wikidata.org/entity/Q30121, http://www.wikidata.org/entity/Q165647","county in Romania|genus of plants|sweet food made by bees mostly using nectar from flowers|Wikimedia disambiguation page|edible fruit|land used for grazing|farming method that avoids synthetic inputs, at the cost of lower yields and higher labor demands compared to conventional agriculture","null,https://upload.wikimedia.org/wikipedia/commons/6/61/Acacia_dealbata.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cc/Runny_hunny.jpg,null,https://upload.wikimedia.org/wikipedia/commons/4/4e/Framboise_Margy_3.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a6/Mallnitz_Tauerntal_20220825.jpg,https://upload.wikimedia.org/wikipedia/commons/3/38/Organic-vegetable-cultivation.jpeg","45.79 25.28,null,null,null,null,null,null"
Challenges,"The sector has great potential to grow both in terms of production capacity and consumer demand, but there is inevitably growing concern about the on-going threat of disease, invasive species and loss of habitats / feeding sources due both to the intensification of arable cropping (including poor management of insecticides) and the abandonment of grasslands, especially in the mountain areas. The long-term effects of climate change and climate variability remain unknown but are likely to have negative impacts upon productivity of honeybees. Additional interventions are therefore needed to strengthen the capacity of beekeepers to adapt through integrating climate services with available indigenous knowledge and local practices. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional.","Disease, Invasive species, Habitat, Food chain, Arable land, Insecticide, Grassland, Climate change, Climate variability, Honey bee, Beekeeping, Indigenous knowledge","http://www.wikidata.org/entity/Q12136, http://www.wikidata.org/entity/Q183368, http://www.wikidata.org/entity/Q52105, http://www.wikidata.org/entity/Q159462, http://www.wikidata.org/entity/Q843920, http://www.wikidata.org/entity/Q181322, http://www.wikidata.org/entity/Q1006733, http://www.wikidata.org/entity/Q125928, http://www.wikidata.org/entity/Q5133621, http://www.wikidata.org/entity/Q102857, http://www.wikidata.org/entity/Q176353, http://www.wikidata.org/entity/Q1428168","abnormal condition negatively affecting organisms|non-native organism causing damage to an established environment|ecological or environmental area inhabited by a particular species; natural environment in which an organism lives, or the physical environment that surrounds a species population|aspects of the ecosystem|land capable of being ploughed and used to grow crops|pesticide used against insects|area with vegetation dominated by grasses|human-caused changes to climate on Earth|all the variations in the climate that last longer than individual weather events|genus of insects|care and breeding of honey bees|knowledge systems in the cultural traditions of communities","https://upload.wikimedia.org/wikipedia/commons/c/cb/Mycobacterium_tuberculosis.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4c/Kudzu_on_trees_in_Atlanta%2C_Georgia.jpg,https://upload.wikimedia.org/wikipedia/commons/5/52/Rotjan_-_Enderbury_Day_1_-_2nd_half_%2862%29.JPG,https://upload.wikimedia.org/wikipedia/commons/a/a7/FoodWeb.svg,https://upload.wikimedia.org/wikipedia/commons/4/4c/Manure_spreader_Record.jpg,null,https://upload.wikimedia.org/wikipedia/commons/9/9e/Chile_%283%29%2C_Patagonia%2C_Road_Y-50_towards_Rio_Verde.JPG,https://upload.wikimedia.org/wikipedia/commons/1/11/Carbon_Dioxide_800kyr.svg,null,https://upload.wikimedia.org/wikipedia/commons/8/8e/Bees-wings.web.jpg,https://upload.wikimedia.org/wikipedia/commons/0/01/INTA_-_productoras_ap%C3%ADcolas_%281%29.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3f/Wild_rice_harvesting_19th_century.jpg","null,null,null,null,null,null,null,null,null,null,null,null"
Innovation,"The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Grassland, Forestry and Natural land. The local assets include Natural and cultural.","Grassland, Value chain, Forestry, Natural environment, Nature, Culture","http://www.wikidata.org/entity/Q1006733, http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q38112, http://www.wikidata.org/entity/Q43619, http://www.wikidata.org/entity/Q7860, http://www.wikidata.org/entity/Q11042","area with vegetation dominated by grasses|functions of a company affecting its costs and quality and give it a competitive advantage|science and craft of creating, managing, using, conserving and repairing forests, woodlands, and associated resources for human and environmental benefits|all living and non-living things occurring naturally on Earth or some region thereof|natural, physical, or material world and its phenomena|shared aspects of a society's way of life","https://upload.wikimedia.org/wikipedia/commons/9/9e/Chile_%283%29%2C_Patagonia%2C_Road_Y-50_towards_Rio_Verde.JPG,null,https://upload.wikimedia.org/wikipedia/commons/4/4c/A_deciduous_beech_forest_in_Slovenia.jpg,https://upload.wikimedia.org/wikipedia/commons/3/36/Hopetoun_falls.jpg,https://upload.wikimedia.org/wikipedia/commons/9/94/Desert_Electric.jpg,https://upload.wikimedia.org/wikipedia/commons/8/82/Nwodua_wulana_Alhassan.jpg","null,null,null,null,null,null"
