title,description,objects,objectlinks,wikidata_descriptions,wikidata_images,wikidata_coords
"This cooperative produces traditional cheeses, mainly for export, using only local sheep's milk","The MOVING reference member state of this VC (Value Chain) is ITALY UNIMOL and UNIPI. The reference MOVING Card ID of this VC is VC 08 IT. The VC is not dependent on other SES for its production process, but it is strongly oriented towards the foreign market (90% of production). Relevant actors are sheep farmers who produce milk traditionally and sustainably and local institutions. The PDO (protected designation of origin) label is adopted for the 'Pecorino Romano' cheese.","Pecorino Romano, Moving, Italy, University of Modena and Reggio Emilia, University of Pisa, Value chain, SES (company), Protected designation of origin, Sheep farming, Milk, Institution","http://www.wikidata.org/entity/Q1246024, http://www.wikidata.org/entity/Q1047402, http://www.wikidata.org/entity/Q38, http://www.wikidata.org/entity/Q1243705, http://www.wikidata.org/entity/Q645663, http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q333025, http://www.wikidata.org/entity/Q13439060, http://www.wikidata.org/entity/Q1790941, http://www.wikidata.org/entity/Q8495, http://www.wikidata.org/entity/Q178706",italian cheese|Wikimedia disambiguation page|country in southern Europe|university in Italy|Italian public research university located in Pisa|functions of a company affecting its costs and quality and give it a competitive advantage|communications satellite owner and operator|quality policy of the European Union for food|raising and breeding of domestic sheep|white liquid produced by the mammary glands of mammals|structure or mechanism of social order and cooperation governing the behaviour of a set of individuals within a given community,"https://upload.wikimedia.org/wikipedia/commons/5/58/Pecorino_romano_on_board_cropped.PNG,null,https://upload.wikimedia.org/wikipedia/commons/d/de/Colosseo_2020.jpg,null,https://upload.wikimedia.org/wikipedia/commons/8/8c/555PisaPalazzoAllaGiornata.JPG,null,null,https://upload.wikimedia.org/wikipedia/commons/9/9e/2023_Oliwa_z_oliwek_Garda_DOP_%282%29.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f1/Sheep_eating_grass_edit02.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a5/Glass_of_Milk_%2833657535532%29.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5b/Israel_Silvestre%2C_Coll%C3%A8ge_des_Quatre-Nations.jpg","null,null,42.5 12.5,44.64494444444444 10.927861111111111,43.716508333333 10.398458333333,null,null,null,null,null,null"
Mountain landscape and reference chains,"The reference mountain chain of this VC is Sardinia Mountains. The reference mountain landscape of this VC is Pattada. Pattada is a little municipality in the Province of Sassari in the Italian region of Sardinia (the second large island of Mediterranean sea). The town is located about 50 km Southeast of Sassari, the second large city if Sardinia. In the area of Pattada is peculiar for the production of Pecorino Romano DOP cheese and the surrounding countryside is largely pasture. Sheep are raised for milk, and the milk is made into cheese at the local cooperative company.","Pattada, Province of Sassari, Italy, Sardinia, Mediterranean Sea, Sassari, Pecorino Romano","http://www.wikidata.org/entity/Q391218, http://www.wikidata.org/entity/Q16272, http://www.wikidata.org/entity/Q38, http://www.wikidata.org/entity/Q1462, http://www.wikidata.org/entity/Q4918, http://www.wikidata.org/entity/Q13629, http://www.wikidata.org/entity/Q1246024","Italian comune|province of Sardinia, Italy|country in southern Europe|island and autonomous region of Italy|sea between Europe, Africa and Asia|city and commune in Sardinia, Italy|italian cheese","https://upload.wikimedia.org/wikipedia/commons/3/38/Pattada_-_Panorama_%2807%29.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2f/Sassari_-_Palazzo_della_Provincia_%2805%29.JPG,https://upload.wikimedia.org/wikipedia/commons/d/de/Colosseo_2020.jpg,https://upload.wikimedia.org/wikipedia/commons/4/48/Sardinia_satellite.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d8/Mediterranean_Sea_political_map-en.svg,https://upload.wikimedia.org/wikipedia/commons/7/79/Piazza_d%27Italia_di_Sassari.JPG,https://upload.wikimedia.org/wikipedia/commons/5/58/Pecorino_romano_on_board_cropped.PNG","40.582222222222 9.11,40.726667 8.559167,42.5 12.5,40 9,38 17,40.726666666667 8.5591666666667,null"
Geography and population,The size of the area (km2) is 164.88. The minimum altimetry of the LAU (Local Administrative Unit) is 221. The maximum altimetry of the LAU is 1093. The total population (in thousand) is 2.993. The population density (Inhabitants/km2) in the LAU is 18.18. The population change rate of the LAU in the last 10 years (%) has been -10.97%. The overall regional population density (Inhabitants/km2) is 67.31. The regional population change rate in the last 10 years (%) has been -1.90%.,"Lau Islands, Square kilometre, Altitude, Local Administrative Unit, Population, Population density, Region","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q712226, http://www.wikidata.org/entity/Q190200, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q22856, http://www.wikidata.org/entity/Q82794","archipelago of Fiji|decimal multiple of the SI unit of surface area|height in relation to a certain reference point|geocode standard for referencing the subdivisions of countries for statistical purposes|Wikimedia disambiguation page|measurement of population per unit area or unit volume|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/1_km2.svg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Altitude_marker%2C_Lismore.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/4/4d/World_population_density_map.PNG,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","-17.833333333333 178.66666666667,null,null,null,null,null,null"
Income and gross value added,The average per capita income (EUR/year) [Province] is 19300. The total Gross Value Added (GVA) (EUR million/year) [Province] is 5732.4. The primary sector share of total GVA/year [Province] is 3.24%. The secondary sector share of total GVA/year [Province] is 12.77%. The tertiary sector share of total GVA/year [Province] is 83.98%. The per capita income (EUR/year) [Region] is 21100. The total Gross Value Added (GVA) (EUR million/year) [Region] is 31117. The primary sector share of total GVA/year [Region] is 4.31%. The secondary sector share of total GVA/year [Region] is 13.96%. The tertiary sector share of total GVA/year [Region] is 81.71%.,"Per capita income, Gross value added, Primary sector, Secondary sector, Tertiary sector, Region, Province","http://www.wikidata.org/entity/Q45918, http://www.wikidata.org/entity/Q994873, http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q34876","average income of an economy|economic indicator which adjusts gross domestic product (GDP) by the impact of subsidies and taxes (tariffs) on products|includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|administrative division in several countries","null,null,null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg","null,null,null,null,null,null,null"
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 104. The regional (Region) share of total BPs/year is 0.04%. The number of agricultural holdings in the LAU is 176. The nearest settlement with population over 100000 (km) is 66. In this region protected areas are not present.,"Lau Islands, Hotel room, Tourism, Local Administrative Unit, Region, Agricultural holding, Settlement, Population, Protected area","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q27686, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q131596, http://www.wikidata.org/entity/Q1247845, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q473972","archipelago of Fiji|business enterprise that provides indoor lodging in a single location paid on a short-term basis|travel for pleasure or business|geocode standard for referencing the subdivisions of countries for statistical purposes|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|area of land for farming, or, for aquaculture, lake, river or sea, including various structures|Wikimedia disambiguation page|Wikimedia disambiguation page|areas protected for having ecological or cultural importance","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/PNY_Exterior_with_Rolls_Royce.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,null,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/7/70/Borgboda2006_web.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/d/df/%D0%A1%D1%82%D1%96%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D0%B5_%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%89%D0%B5%2C_%D0%B2%D0%B8%D0%B3%D0%BB%D1%8F%D0%B4_%D0%B7_%D0%B2%D1%83%D0%BB._%D0%97%D0%B0%D1%80%D1%96%D1%87%D0%BD%D0%BE%D1%97_2.jpg","-17.833333333333 178.66666666667,null,null,null,null,null,null,null,null"
Employment,The primary sector share of total employment/year [Province] is 5.31%. The secondary sector share of total employment/year [Province] is 12.54%. The tertiary sector share of total employment/year [Province] is 82.14%. The primary sector share of total employment/year [Region] is 6.36%. The secondary sector share of total employment/year [Region] is 14.33%. The tertiary sector share of total employment/year [Region] is 79.29%.,"Primary sector of the economy, Secondary sector of the economy, Tertiary sector of the economy, Employment, Province, Region","http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q656365, http://www.wikidata.org/entity/Q34876, http://www.wikidata.org/entity/Q82794","includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|gainful occupation|administrative division in several countries|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Government_employment_as_%25_of_total_employment_in_EU.jpg,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","null,null,null,null,null,null"
Interest on this VC,"La Concordia uses only local sheep s milk produced in a sustainable way (organic milk) by 400 cooperative members. The cooperative company developed its production on the local tradition of dairy (the Pecorino Romano DOP cheese - protected designation of origin and other mountain cheeses) and traditional sheep farming (non-stall breeding). Notably, La Concordia exports to the US a large part of its Pecorino Romano DOP cheese. The collaboration between 400 sheep farmers to produce traditional local cheeses has been made possible thanks to a new form of governance for the social context of Northern Sardinia.","United States, Pecorino Romano, La Concordia, Sheep's milk, Organic milk, Cooperative, Protected designation of origin, Sheep farming, Sardinia","http://www.wikidata.org/entity/Q30, http://www.wikidata.org/entity/Q1246024, http://www.wikidata.org/entity/Q353185, http://www.wikidata.org/entity/Q2736146, http://www.wikidata.org/entity/Q4169972, http://www.wikidata.org/entity/Q4539, http://www.wikidata.org/entity/Q13439060, http://www.wikidata.org/entity/Q1790941, http://www.wikidata.org/entity/Q1462",country located primarily in North America|italian cheese|Wikimedia disambiguation page|dairy product|milk from livestock raised according to organic farming methods|autonomous association of persons or organizations|quality policy of the European Union for food|raising and breeding of domestic sheep|island and autonomous region of Italy,"https://upload.wikimedia.org/wikipedia/commons/7/71/United_States_-_Location_Map_%282013%29_-_USA_-_UNOCHA.svg,https://upload.wikimedia.org/wikipedia/commons/5/58/Pecorino_romano_on_board_cropped.PNG,null,https://upload.wikimedia.org/wikipedia/commons/3/3c/Sheep_milking_at_Great_Bircham_Windmill.jpg,null,https://upload.wikimedia.org/wikipedia/commons/8/8a/Customers_shopping_inside_Co-operative_Grocery_Store_No_1%2C_Seattle%2C_circa_1918_%28MOHAI_15357%29.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9e/2023_Oliwa_z_oliwek_Garda_DOP_%282%29.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f1/Sheep_eating_grass_edit02.jpg,https://upload.wikimedia.org/wikipedia/commons/4/48/Sardinia_satellite.jpg","39.828175 -98.5795,null,null,null,null,null,null,null,40 9"
Key local assets,The local tradition of sheep farming has enabled the development of sustainable milk production. The common social culture between farmers and political-institutional actors allowed the realisation of the dairy. ,"Sheep farming, Milk production, Farmer, Political institution, Dairy","http://www.wikidata.org/entity/Q1790941, http://www.wikidata.org/entity/Q125876387, http://www.wikidata.org/entity/Q131512, http://www.wikidata.org/entity/Q28108, http://www.wikidata.org/entity/Q637776","raising and breeding of domestic sheep|Wikimedia disambiguation page|person engaged in agriculture, raising living organisms for food or raw materials|system of politics and government|business enterprise established for the processing of animal milk","https://upload.wikimedia.org/wikipedia/commons/f/f1/Sheep_eating_grass_edit02.jpg,null,https://upload.wikimedia.org/wikipedia/commons/a/a2/04-09-12-Schaupfl%C3%BCgen-Fahrenwalde-RalfR-IMG_1232.jpg,null,https://upload.wikimedia.org/wikipedia/commons/c/c3/Dairy_Managment_01.jpg","null,null,null,null,null"
Challenges,"Although La Concordia has a strong outlet market (mainly the United States), its productions seem to lack a more precise socio-cultural and environmental connotation. This situation may compromise its competitiveness in the medium term due to international concurrency. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional.","United States, Environment, Competitive advantage, Venture capital, Tradition","http://www.wikidata.org/entity/Q30, http://www.wikidata.org/entity/Q1572519, http://www.wikidata.org/entity/Q1150207, http://www.wikidata.org/entity/Q219409, http://www.wikidata.org/entity/Q82821","country located primarily in North America|Wikimedia disambiguation page|sports and business concept that an individual or organization outperforms competition in some regard|form of private equity financing that is provided by venture capital firms or funds to startups, early-stage, and emerging companies that have been deemed to have high growth potential or demonstrated high growth|custom passed down through generations","https://upload.wikimedia.org/wikipedia/commons/7/71/United_States_-_Location_Map_%282013%29_-_USA_-_UNOCHA.svg,null,null,null,https://upload.wikimedia.org/wikipedia/commons/4/47/Dreschen_mit_Flegel.jpg","39.828175 -98.5795,null,null,null,null"
Innovation,"The type of innovation of this VC (Value Chain) is unspecified. In the social context in which the 'La Concordia' dairy is developed, establishing a 'cooperative company' was a novelty for the sector. The market now appreciates traditional forms of milk production (mainly if made in a sustainable way) and peculiar local cheese. The innovation is related to the whole VC. The land use systems involved are Cropland and Grassland. The local assets include Natural, social and cultural.","Value chain, Cooperative, Milk production, Cheese, Cropland, Grassland, Nature, Social capital, Culture","http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q4539, http://www.wikidata.org/entity/Q125876387, http://www.wikidata.org/entity/Q10943, http://www.wikidata.org/entity/Q3395383, http://www.wikidata.org/entity/Q1006733, http://www.wikidata.org/entity/Q7860, http://www.wikidata.org/entity/Q214693, http://www.wikidata.org/entity/Q11042","functions of a company affecting its costs and quality and give it a competitive advantage|autonomous association of persons or organizations|Wikimedia disambiguation page|yellow or white, creamy or solid food made from the pressed curds of milk|land used for agricultural purposes|area with vegetation dominated by grasses|natural, physical, or material world and its phenomena|sociology concept|shared aspects of a society's way of life","null,https://upload.wikimedia.org/wikipedia/commons/8/8a/Customers_shopping_inside_Co-operative_Grocery_Store_No_1%2C_Seattle%2C_circa_1918_%28MOHAI_15357%29.jpg,null,https://upload.wikimedia.org/wikipedia/commons/f/f2/Hartkaese_HardCheeses.jpg,https://upload.wikimedia.org/wikipedia/commons/3/39/Hoeve_Groot_Amelgem%2C_Wolvertem_05.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9e/Chile_%283%29%2C_Patagonia%2C_Road_Y-50_towards_Rio_Verde.JPG,https://upload.wikimedia.org/wikipedia/commons/9/94/Desert_Electric.jpg,null,https://upload.wikimedia.org/wikipedia/commons/8/82/Nwodua_wulana_Alhassan.jpg","null,null,null,null,null,null,null,null,null"
