title,description,objects,objectlinks,wikidata_descriptions,wikidata_images,wikidata_coords
"Dried saussage made of localy produced sheep, goat, beef or donkey meat mixture, PDO application","The MOVING reference member state of this VC (Value Chain) is SERBIA. The reference MOVING Card ID of this VC is VC 27 SER. There have been registered several operators in the last few year, while the number is probablly in dozens of small home made processing workshops. The processing is almost never linked to farming, so the raw material is bought localy from farmers. Direct sale on food events and festivals, linkaged to HORECA sector and lately specialized food shops and retial, have been the main marketing channel. This is one of the most expensive meat products, however the demaind is stil high due to very different nature of proecessing (most of the dried meat is usually smoked and pressed sausage isnt). This increased demand also threatens the quality of the product, as many are now trying to raise volumes at any costs.","Horeca, Serbia, Farmer, Food, Meat","http://www.wikidata.org/entity/Q1431026, http://www.wikidata.org/entity/Q403, http://www.wikidata.org/entity/Q131512, http://www.wikidata.org/entity/Q2095, http://www.wikidata.org/entity/Q10990","term applied to the hotel and restaurant sector (acronym for HOtel, REstaurant, CAfé)|country in Southeast Europe|person engaged in agriculture, raising living organisms for food or raw materials|any substance consumed to provide nutritional support for the body; form of energy stored in chemical|culinary name for animal flesh eaten as food","null,null,https://upload.wikimedia.org/wikipedia/commons/a/a2/04-09-12-Schaupfl%C3%BCgen-Fahrenwalde-RalfR-IMG_1232.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6d/Good_Food_Display_-_NCI_Visuals_Online.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ae/FoodMeat.jpg","null,43.95 20.933333333333,null,null,null"
Mountain landscape and reference chains,"The reference mountain chain of this VC is Eastern Serbia, Balkan mountains region. The reference mountain landscape of this VC is Balkan mountains. Balkan mountains in Serbia or Stara planina Nature reserve, are he cheese was originally made from sheep milk since the area was well-known for the two indigenous breeds pirotska pramenka and pirotska pramenka oplemenena which freely grazed on the slopes of Stara Planina (Old Mountain). Following the changes in animal breeding, traditional cheese-making industry in Pirot has been slightly altered, and kačkavalj is nowadays produced from unpasteurized sheep's or cow's milk, or a combination of both. REcent years have brought incerased interest for the region and also tourism and agriculture, but not yet the improved policy frame for promoting sustainable practices.","Balkan Mountains, Serbia, Pirot, Eastern Serbia, Sheep's milk, Cow's milk, Agriculture","http://www.wikidata.org/entity/Q170427, http://www.wikidata.org/entity/Q403, http://www.wikidata.org/entity/Q309343, http://www.wikidata.org/entity/Q25469408, http://www.wikidata.org/entity/Q2736146, http://www.wikidata.org/entity/Q8495, http://www.wikidata.org/entity/Q11451",mountain range in the eastern part of the Balkan Peninsula|country in Southeast Europe|city in Serbia|Wikimedia disambiguation page|dairy product|white liquid produced by the mammary glands of mammals|cultivation of plants and animals to provide useful products,"https://upload.wikimedia.org/wikipedia/commons/7/7a/Balkangebirge_Balkan_topo_de.jpg,null,https://upload.wikimedia.org/wikipedia/commons/a/ac/Pirot_-_Crveni_trg_nocu.jpg,null,https://upload.wikimedia.org/wikipedia/commons/3/3c/Sheep_milking_at_Great_Bircham_Windmill.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a5/Glass_of_Milk_%2833657535532%29.jpg,https://upload.wikimedia.org/wikipedia/commons/7/76/Unload_wheat_by_the_combine_Claas_Lexion_584.jpg","42.78421 24.97626,43.95 20.933333333333,43.151944444444 22.585,null,null,null,null"
Geography and population,The size of the area (km2) is 1232. The minimum altimetry of the LAU (Local Administrative Unit) is 368. The maximum altimetry of the LAU is 2169. The total population (in thousand) is 53.80. The population density (Inhabitants/km2) in the LAU is 44.00. The population change rate of the LAU in the last 10 years (%) has been -6.71%. The overall regional population density (Inhabitants/km2) is 30. The regional population change rate in the last 10 years (%) has been -7.15%.,"Lau Islands, Square kilometre, Altitude, Local Administrative Unit, Population, Population density, Region","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q712226, http://www.wikidata.org/entity/Q190200, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q22856, http://www.wikidata.org/entity/Q82794","archipelago of Fiji|decimal multiple of the SI unit of surface area|height in relation to a certain reference point|geocode standard for referencing the subdivisions of countries for statistical purposes|Wikimedia disambiguation page|measurement of population per unit area or unit volume|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/1_km2.svg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Altitude_marker%2C_Lismore.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/4/4d/World_population_density_map.PNG,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","-17.833333333333 178.66666666667,null,null,null,null,null,null"
Income and gross value added,The average per capita income (EUR/year) [Province] is unspecified. The total Gross Value Added (GVA) (EUR million/year) [Province] is 370.47. The primary sector share of total GVA/year [Province] is 5.60%. The secondary sector share of total GVA/year [Province] is 58.45%. The tertiary sector share of total GVA/year [Province] is 35.95%. The per capita income (EUR/year) [Region] is 529.61. The total Gross Value Added (GVA) (EUR million/year) [Region] is 5202.34. The primary sector share of total GVA/year [Region] is 7.56%. The secondary sector share of total GVA/year [Region] is 41.13%. The tertiary sector share of total GVA/year [Region] is 51.31%.,"Deutsche Mark, Per capita income, Gross value added, Primary sector, Secondary sector, Tertiary sector, Region, Province","http://www.wikidata.org/entity/Q16068, http://www.wikidata.org/entity/Q45918, http://www.wikidata.org/entity/Q994873, http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q34876","official currency of West Germany and later Germany from 1948 to 2002|average income of an economy|economic indicator which adjusts gross domestic product (GDP) by the impact of subsidies and taxes (tariffs) on products|includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|administrative division in several countries","https://upload.wikimedia.org/wikipedia/commons/b/b8/1_mark_brd_1967_retouched.jpg,null,null,null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg","null,null,null,null,null,null,null,null"
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 78618. The regional (Region) share of total BPs/year is unspecified. The number of agricultural holdings in the LAU is 4557. The nearest settlement with population over 100000 (km) is 75. In this region protected areas are present.,"Lau Islands, Hotel room, Tourism, Local Administrative Unit, Agricultural holding, Settlement, Population, Protected area, Region","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q27686, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q131596, http://www.wikidata.org/entity/Q1247845, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q473972, http://www.wikidata.org/entity/Q82794","archipelago of Fiji|business enterprise that provides indoor lodging in a single location paid on a short-term basis|travel for pleasure or business|geocode standard for referencing the subdivisions of countries for statistical purposes|area of land for farming, or, for aquaculture, lake, river or sea, including various structures|Wikimedia disambiguation page|Wikimedia disambiguation page|areas protected for having ecological or cultural importance|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/PNY_Exterior_with_Rolls_Royce.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,null,https://upload.wikimedia.org/wikipedia/commons/7/70/Borgboda2006_web.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/d/df/%D0%A1%D1%82%D1%96%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D0%B5_%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%89%D0%B5%2C_%D0%B2%D0%B8%D0%B3%D0%BB%D1%8F%D0%B4_%D0%B7_%D0%B2%D1%83%D0%BB._%D0%97%D0%B0%D1%80%D1%96%D1%87%D0%BD%D0%BE%D1%97_2.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","-17.833333333333 178.66666666667,null,null,null,null,null,null,null,null"
Employment,The primary sector share of total employment/year [Province] is 1.80%. The secondary sector share of total employment/year [Province] is 45.40%. The tertiary sector share of total employment/year [Province] is 52.80%. The primary sector share of total employment/year [Region] is 5.20%. The secondary sector share of total employment/year [Region] is 38.40%. The tertiary sector share of total employment/year [Region] is 56.40%.,"Primary sector of the economy, Secondary sector of the economy, Tertiary sector of the economy, Employment, Province, Region","http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q656365, http://www.wikidata.org/entity/Q34876, http://www.wikidata.org/entity/Q82794","includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|gainful occupation|administrative division in several countries|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Government_employment_as_%25_of_total_employment_in_EU.jpg,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","null,null,null,null,null,null"
Interest on this VC,"Pirot pressed sausages is premium product, manufactured from the best quality of different kind of meat, mixed with spices. It is assumed that dates back to the time of the Ottoman empire and it truly reflects the diversity of livestock production in Serbian part of Balkan mountains (Stara planina Mt) which is a natuanal park. For making Peglana sausages carefully selected pieces of goat, sheep and beef meat are used, though some use even donkey meat. Though present for centruries, this product has been revived and in only last decade has gained much reputation and popularity as high quality typical product of mountain areas. It is naturally and slowly dried, no smoking or preservatives and know for a particular process of pressing, that has been traditional know how of local people. Linkages to Balkan mountains Natural park Stara planina and its livestock breeding systems as well as traditional know how of producing a durable meat product that is naturaly dried, make Pirotska pressed sausage one of the very recognizible brands of South Eastrn Serbia. Also, this region is very much in focus for aspirations for use of natural resources in many ways, for small hydro power plants which puts at risk much of the local rural population that lose access to fresh waater, to tourism pressures which are not always moderate and controled.","Pirot, Ottoman Empire, Serbia, Balkan Mountains, Balkans, National park, Goat, Sheep, Beef, Donkey, Hydropower, Tourism","http://www.wikidata.org/entity/Q309343, http://www.wikidata.org/entity/Q12560, http://www.wikidata.org/entity/Q403, http://www.wikidata.org/entity/Q170427, http://www.wikidata.org/entity/Q23522, http://www.wikidata.org/entity/Q46169, http://www.wikidata.org/entity/Q2934, http://www.wikidata.org/entity/Q7368, http://www.wikidata.org/entity/Q192628, http://www.wikidata.org/entity/Q19707, http://www.wikidata.org/entity/Q170196, http://www.wikidata.org/entity/Q49389","city in Serbia|multiethnic empire with the monarchs from the Ottoman dynasty (1299–1922)|country in Southeast Europe|mountain range in the eastern part of the Balkan Peninsula|geopolitical and cultural region of Southeast Europe|park used for conservation purposes of animal life and plants|domesticated mammal raised for its meat and milk|domesticated ruminant bred for meat, wool, and milk|meat from cattle|subspecies of mammal (donkey as a domesticated subspecies); beast of burden, similar to a horse, but smaller|energy derived from falling or running water|travel for pleasure or business","https://upload.wikimedia.org/wikipedia/commons/a/ac/Pirot_-_Crveni_trg_nocu.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9d/Rise_of_Ottoman_empire.png,null,https://upload.wikimedia.org/wikipedia/commons/7/7a/Balkangebirge_Balkan_topo_de.jpg,https://upload.wikimedia.org/wikipedia/commons/8/80/Karte_Suedosteuropa_03_01.png,https://upload.wikimedia.org/wikipedia/commons/5/5a/Grand_prismatic_no_noise_reduction.jpg,https://upload.wikimedia.org/wikipedia/commons/8/88/Billy_goat.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2c/Flock_of_sheep.jpg,https://upload.wikimedia.org/wikipedia/commons/6/60/Standing-rib-roast.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1a/Donkey_in_Clovelly%2C_North_Devon%2C_England.jpg,https://upload.wikimedia.org/wikipedia/commons/7/72/The_Dam_%282890371280%29.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png","43.151944444444 22.585,41 29,43.95 20.933333333333,42.78421 24.97626,42 22,null,null,null,null,null,null,null"
Key local assets,"High quality meat localy raised on the pastures with strong floral biodiversity, is being transformed through unique process of pressing and drying to obtain a valuable and high protein content product. There is also cultural and social assets over nutritional and even medicinal values of this product which is considered very potent and concentrated 'super food' according to local criteria. ","Meat, Pasture, Biodiversity, Protein, Food, Medicinal plants","http://www.wikidata.org/entity/Q10990, http://www.wikidata.org/entity/Q30121, http://www.wikidata.org/entity/Q47041, http://www.wikidata.org/entity/Q8054, http://www.wikidata.org/entity/Q2095, http://www.wikidata.org/entity/Q188840",culinary name for animal flesh eaten as food|land used for grazing|degree of variation of life forms|biomolecule or biomolecule complex largely consisting of chains of amino acid residues|any substance consumed to provide nutritional support for the body; form of energy stored in chemical|plants or derivatives used to treat medical conditions in humans or animals,"https://upload.wikimedia.org/wikipedia/commons/a/ae/FoodMeat.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a6/Mallnitz_Tauerntal_20220825.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cd/Animal_diversity_October_2007.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e2/Protein_mosaic.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6d/Good_Food_Display_-_NCI_Visuals_Online.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d4/20120726Lythrum_salicaria2.jpg","null,null,null,null,null,null"
Challenges,"Depopulation and change of lifestyle from pasture grazing system to stationary are the main reasons for decline in number of sheep and milk shortage. There are 13760 sheep now, and the are the aging and uninhabited villages cannot sustain the needed production. Apart from these, the management of natural resources bocomes an issue with increased vulnerability and threat of investments in small hydro power plants that deprive population from fresh water and destroy watershead and scenary. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative.","Depopulation, Pastoralism, Sheep, Village, Natural resource, Hydropower, Watershed, Venture capital, Tradition, Innovation","http://www.wikidata.org/entity/Q284137, http://www.wikidata.org/entity/Q9056738, http://www.wikidata.org/entity/Q7368, http://www.wikidata.org/entity/Q532, http://www.wikidata.org/entity/Q188460, http://www.wikidata.org/entity/Q170196, http://www.wikidata.org/entity/Q4018542, http://www.wikidata.org/entity/Q219409, http://www.wikidata.org/entity/Q82821, http://www.wikidata.org/entity/Q174165","depopulation in humans is any great reduction in a human population caused by events such as long-term demographic trends|branch of agriculture concerned with raising livestock|domesticated ruminant bred for meat, wool, and milk|small clustered human settlement smaller than a town|naturally occurring resource, including mineral resources (e.g. metal ores), mined fossil fuels (e.g. petroleum), water resources (e.g. lakes and groundwater), water energy resources, timber, arable land, game (e.g. deer), fish in water bodies, etc.|energy derived from falling or running water|Wikimedia disambiguation page|form of private equity financing that is provided by venture capital firms or funds to startups, early-stage, and emerging companies that have been deemed to have high growth potential or demonstrated high growth|custom passed down through generations|application of better solutions that meet new requirements, inarticulated needs, or existing market needs","null,https://upload.wikimedia.org/wikipedia/commons/0/0e/Himachal_Pradesh_sheep.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2c/Flock_of_sheep.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0f/Betley-_The_main_road%2C_looking_north%2C_the_postmans_bike_at_rest_-_geograph.org.uk_-_147874.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b0/Tussen_Twist_en_Nieuw_Schoonebeek%2C_Alte_en_Neue_Energie_foto5_2016-09-25_14.29.jpg,https://upload.wikimedia.org/wikipedia/commons/7/72/The_Dam_%282890371280%29.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/4/47/Dreschen_mit_Flegel.jpg,null","null,null,null,null,null,null,null,null,null,null"
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. A traditional product where the traditianal process has been taken over by the processing facilities of modern times. There is quite some new design of the small scale processing machinery that can replicate the old school of pressing with a bottle or similar round and smooth obect. The development of the product could be lately attributed to a sequence of local festivals, where forgoten product has been revived and reintroduced to the community, so that commercial production has started. Now it is on the way of protection of geographical name and has many new alterations in packaging, meat mixture (goat, sheep, cow or donkey) and spices. The innovation is related to New products and New marketing strategies. The land use systems involved are Grassland, Forestry and Natural land. The local assets include Natural, social and cultural.","Value chain, Innovation, Product, Marketing strategy, Grassland, Forestry, Natural environment, Nature, Social capital, Culture","http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q174165, http://www.wikidata.org/entity/Q1796457, http://www.wikidata.org/entity/Q1363963, http://www.wikidata.org/entity/Q1006733, http://www.wikidata.org/entity/Q38112, http://www.wikidata.org/entity/Q43619, http://www.wikidata.org/entity/Q7860, http://www.wikidata.org/entity/Q214693, http://www.wikidata.org/entity/Q11042","functions of a company affecting its costs and quality and give it a competitive advantage|application of better solutions that meet new requirements, inarticulated needs, or existing market needs|Wikimedia disambiguation page|business strategy for marketing and advertising|area with vegetation dominated by grasses|science and craft of creating, managing, using, conserving and repairing forests, woodlands, and associated resources for human and environmental benefits|all living and non-living things occurring naturally on Earth or some region thereof|natural, physical, or material world and its phenomena|sociology concept|shared aspects of a society's way of life","null,null,null,https://upload.wikimedia.org/wikipedia/commons/7/78/Extremates.png,https://upload.wikimedia.org/wikipedia/commons/9/9e/Chile_%283%29%2C_Patagonia%2C_Road_Y-50_towards_Rio_Verde.JPG,https://upload.wikimedia.org/wikipedia/commons/4/4c/A_deciduous_beech_forest_in_Slovenia.jpg,https://upload.wikimedia.org/wikipedia/commons/3/36/Hopetoun_falls.jpg,https://upload.wikimedia.org/wikipedia/commons/9/94/Desert_Electric.jpg,null,https://upload.wikimedia.org/wikipedia/commons/8/82/Nwodua_wulana_Alhassan.jpg","null,null,null,null,null,null,null,null,null,null"
