title,description,objects,objectlinks,wikidata_descriptions,wikidata_images,wikidata_coords
Adventure experience days based on landscape features associated with mountains,"The MOVING reference member state of this VC (Value Chain) is SCOTLAND HUTTON. The reference MOVING Card ID of this VC is VC 20 UK. South Lakeland includes much of the Lake District National Park (and UNESCO World Heritage Site), including all of the land higher than 3,000ft in England, the country's highest mountain (Scafell Pike, 928m/3209ft) and largest lake (Windermere). The area s landscape and geological features support a range of activities based on their remarkability (e.g. rock climbing, abseiling, canyoning, gorge walking, high-wire crossings) and employment of expert instructors and guides in their provision. Adventure experience days provide adrenaline-fuelled and place-based access for tourism and other markets in the country's 'outdoor capital' -- recent thematic campaigns are also strengthing the region's assocation with adventure activities. Economic value associated with the adventure tourism market is also strongly linked to leisure, accomodation, hospitality and other tourism facilities in the area. Tourism is worth £2.44 billion to the Cumbrian economy (2015); 16% of all trips to North-West England involve some form of outdoor activity.","South Lakeland, Lake District National Park, UNESCO, England, Scafell Pike, Windermere, Cumbria, Scotland, Lake District National Park, UNESCO World Heritage Site, North West England","http://www.wikidata.org/entity/Q1428514, http://www.wikidata.org/entity/Q11811449, http://www.wikidata.org/entity/Q7809, http://www.wikidata.org/entity/Q21, http://www.wikidata.org/entity/Q1146222, http://www.wikidata.org/entity/Q390370, http://www.wikidata.org/entity/Q23066, http://www.wikidata.org/entity/Q22, http://www.wikidata.org/entity/Q211778, http://www.wikidata.org/entity/Q9259, http://www.wikidata.org/entity/Q47967","former local government district in Cumbria, England|protected area of the Lake District in England|specialised agency of the United Nations for education, sciences, and culture|country in north-west Europe, part of the United Kingdom|highest mountain in England|largest natural lake in England|ceremonial county of England|country in north-west Europe, part of the United Kingdom|mountainous region in North West England, UK|place of significance listed by UNESCO|region of England","null,https://upload.wikimedia.org/wikipedia/commons/1/1c/Thirleme_069.jpg,null,https://upload.wikimedia.org/wikipedia/commons/b/b1/England_satellite_image.png,https://upload.wikimedia.org/wikipedia/commons/a/ab/Scafell_Pike.JPG,https://upload.wikimedia.org/wikipedia/commons/7/7a/Lake_windermere_in_2005.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/Castlerigg2.JPG,https://upload.wikimedia.org/wikipedia/commons/f/f8/Scotland_from_satellite.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ab/Keswick_Panorama_-_Oct_2009.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e9/Canal_du_Centre_-_Ascenseur_no_2%2C_Houdeng-Aimeries_%28DSCF7937%29.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cf/Midland_Hotel_Manchester.jpg","54.312 -2.88,54.45 -3.1,48.84972222222222 2.306111111111111,53 -1,54.454166666667 -3.2115277777778,54.358333333333 -2.9361111111111,54.5 -3.25,57 -5,54.5 -3.1666666666667,null,54.075 -2.75"
Mountain landscape and reference chains,"The reference mountain chain of this VC is Cumbria (NUTS2). The reference mountain landscape of this VC is South Lakeland. South Lakeland is in the north-west of England and is partly within the Lake District National Park, an internationally renowned area for recreation and tourism. The area has a mixed landscape of mountains, hills, lakes, lowlands and coast and is accessible for large numbers of people in the north of England, with good road and rail links. Upland areas have a tradition of hill farming and sheep grazing, although the tourism industry is very important particularly in 'honeypots'.","Cumbria, South Lakeland, England, Lake District National Park, VC (disambiguation), Nomenclature of Territorial Units for Statistics, Lake District National Park, Tourism, Hill, Lake, Coast, Hill farming, Sheep farming","http://www.wikidata.org/entity/Q23066, http://www.wikidata.org/entity/Q1428514, http://www.wikidata.org/entity/Q21, http://www.wikidata.org/entity/Q11811449, http://www.wikidata.org/entity/Q226542, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q211778, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q54050, http://www.wikidata.org/entity/Q23397, http://www.wikidata.org/entity/Q93352, http://www.wikidata.org/entity/Q5762411, http://www.wikidata.org/entity/Q1790941","ceremonial county of England|former local government district in Cumbria, England|country in north-west Europe, part of the United Kingdom|protected area of the Lake District in England|Wikimedia disambiguation page|geocode standard for referencing the subdivisions of countries for statistical purposes|mountainous region in North West England, UK|travel for pleasure or business|landform that extends above the surrounding terrain in lower mountain ranges, smaller than a mountain|body of relatively still water, localized in a basin|area where land meets the sea or ocean|Type of agricultural production in upland areas|raising and breeding of domestic sheep","https://upload.wikimedia.org/wikipedia/commons/c/c6/Castlerigg2.JPG,null,https://upload.wikimedia.org/wikipedia/commons/b/b1/England_satellite_image.png,https://upload.wikimedia.org/wikipedia/commons/1/1c/Thirleme_069.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/a/ab/Keswick_Panorama_-_Oct_2009.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,https://upload.wikimedia.org/wikipedia/commons/1/1d/Bacin_zari_2015.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ab/Gentau_Pic_du_Midi_Ossau.jpg,https://upload.wikimedia.org/wikipedia/commons/1/17/Knight%27s_Point%2C_West_Coast.jpg,https://upload.wikimedia.org/wikipedia/commons/8/84/Hill_farming_countryside_-_geograph.org.uk_-_1007950.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f1/Sheep_eating_grass_edit02.jpg","54.5 -3.25,54.312 -2.88,53 -1,54.45 -3.1,null,null,54.5 -3.1666666666667,null,null,null,null,null,null"
Geography and population,The size of the area (km2) is 1553.032017. The minimum altimetry of the LAU (Local Administrative Unit) is 0. The maximum altimetry of the LAU is 902. The total population (in thousand) is 105.088. The population density (Inhabitants/km2) in the LAU is 67.67. The population change rate of the LAU in the last 10 years (%) has been 1.33%. The overall regional population density (Inhabitants/km2) is 73.29. The regional population change rate in the last 10 years (%) has been 0.04%.,"Lau Islands, Square kilometre, Altitude, Local Administrative Unit, Population, Population density, Region","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q712226, http://www.wikidata.org/entity/Q190200, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q22856, http://www.wikidata.org/entity/Q82794","archipelago of Fiji|decimal multiple of the SI unit of surface area|height in relation to a certain reference point|geocode standard for referencing the subdivisions of countries for statistical purposes|Wikimedia disambiguation page|measurement of population per unit area or unit volume|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/1_km2.svg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Altitude_marker%2C_Lismore.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/4/4d/World_population_density_map.PNG,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","-17.833333333333 178.66666666667,null,null,null,null,null,null"
Income and gross value added,The average per capita income (EUR/year) [Province] is 24595.08. The total Gross Value Added (GVA) (EUR million/year) [Province] is 7703.09. The primary sector share of total GVA/year [Province] is 2.88%. The secondary sector share of total GVA/year [Province] is 22.63%. The tertiary sector share of total GVA/year [Province] is 74.50%. The per capita income (EUR/year) [Region] is 23071.73. The total Gross Value Added (GVA) (EUR million/year) [Region] is 13507.25. The primary sector share of total GVA/year [Region] is 2.34%. The secondary sector share of total GVA/year [Region] is 30.69%. The tertiary sector share of total GVA/year [Region] is 66.96%.,"Deutsche Mark, Per capita income, Gross value added, Primary sector, Secondary sector, Tertiary sector, Region, Province","http://www.wikidata.org/entity/Q16068, http://www.wikidata.org/entity/Q45918, http://www.wikidata.org/entity/Q994873, http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q34876","official currency of West Germany and later Germany from 1948 to 2002|average income of an economy|economic indicator which adjusts gross domestic product (GDP) by the impact of subsidies and taxes (tariffs) on products|includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|administrative division in several countries","https://upload.wikimedia.org/wikipedia/commons/b/b8/1_mark_brd_1967_retouched.jpg,null,null,null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg","null,null,null,null,null,null,null,null"
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 53310. The regional (Region) share of total BPs/year is 68.02%. The number of agricultural holdings in the LAU is 1198. The nearest settlement with population over 100000 (km) is 36.4. In this region protected areas are present.,"Hotel room, Tourism, Local Administrative Unit, Region, Agricultural holding, Settlement, Population, Protected area","http://www.wikidata.org/entity/Q27686, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q131596, http://www.wikidata.org/entity/Q1247845, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q473972","business enterprise that provides indoor lodging in a single location paid on a short-term basis|travel for pleasure or business|geocode standard for referencing the subdivisions of countries for statistical purposes|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|area of land for farming, or, for aquaculture, lake, river or sea, including various structures|Wikimedia disambiguation page|Wikimedia disambiguation page|areas protected for having ecological or cultural importance","https://upload.wikimedia.org/wikipedia/commons/9/98/PNY_Exterior_with_Rolls_Royce.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,null,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/7/70/Borgboda2006_web.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/d/df/%D0%A1%D1%82%D1%96%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D0%B5_%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%89%D0%B5%2C_%D0%B2%D0%B8%D0%B3%D0%BB%D1%8F%D0%B4_%D0%B7_%D0%B2%D1%83%D0%BB._%D0%97%D0%B0%D1%80%D1%96%D1%87%D0%BD%D0%BE%D1%97_2.jpg","null,null,null,null,null,null,null,null"
Employment,The primary sector share of total employment/year [Province] is 4.11%. The secondary sector share of total employment/year [Province] is 17.81%. The tertiary sector share of total employment/year [Province] is 78.08%. The primary sector share of total employment/year [Region] is 3.54%. The secondary sector share of total employment/year [Region] is 24.41%. The tertiary sector share of total employment/year [Region] is 72.05%.,"Primary sector of the economy, Secondary sector of the economy, Tertiary sector of the economy, Employment, Province, Region","http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q656365, http://www.wikidata.org/entity/Q34876, http://www.wikidata.org/entity/Q82794","includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|gainful occupation|administrative division in several countries|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Government_employment_as_%25_of_total_employment_in_EU.jpg,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","null,null,null,null,null,null"
Interest on this VC,"Prevalence of outdoor adventure companies and promotion of the area as England's 'outdoor capital'. Adrenaline-based experiences generate economic value from landscape features and local knowledge to negotiate safe access. Recreational access to mountain areas based on adrenaline-based activities is not necessarily new in itself, but it would traditionally be reliant on purchase of equipment and accumulation of experience. Commodification provides novices and recreationalists with opportunities in the context of tourism, as an important component of South Lakeland as a mountain destination, and experience days are also as an increasingly significant in the context of corporate team-building and outdoor education for local and domestic markets.","England, South Lakeland, Adventure tourism, Mountain, Tourism, Team building, Outdoor education","http://www.wikidata.org/entity/Q21, http://www.wikidata.org/entity/Q1428514, http://www.wikidata.org/entity/Q782762, http://www.wikidata.org/entity/Q8502, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q1568322, http://www.wikidata.org/entity/Q1508666","country in north-west Europe, part of the United Kingdom|former local government district in Cumbria, England|type of niche tourism|large natural elevation of the Earth's surface|travel for pleasure or business|various types of activities used to enhance social relations and define roles within teams|organized learning that takes place in the outdoors","https://upload.wikimedia.org/wikipedia/commons/b/b1/England_satellite_image.png,null,https://upload.wikimedia.org/wikipedia/commons/5/5a/Tour_to_the_Quebrada_de_las_Conchas.jpg,https://upload.wikimedia.org/wikipedia/commons/2/29/Himalayas%2C_Ama_Dablam%2C_Nepal.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,https://upload.wikimedia.org/wikipedia/commons/b/b0/US_Navy_040518-N-9693M-015_A_squad_of_Midshipmen_work_with_a_log_as_part_of_teamwork_training_during_Sea_Trials.jpg,https://upload.wikimedia.org/wikipedia/commons/1/10/Youth_Outdoor_Education_Deschutes_National_Forest_%2836969323441%29.jpg","53 -1,54.312 -2.88,null,null,null,null,null"
Key local assets,"Landscape features that support outdoor activities (including peaks, valleys, cliffs, gorges, lakes, caves, scree) and attract tourism markets (scenery); cultural knowledge associated with place and practice of mountain-based pursuits to support and commodify access for novice and tourism markets. ","Peak, Valley, Cliff, Gorge, Lake, Cave, Scree, Tourism, Mountain","http://www.wikidata.org/entity/Q1039790, http://www.wikidata.org/entity/Q39816, http://www.wikidata.org/entity/Q107679, http://www.wikidata.org/entity/Q150784, http://www.wikidata.org/entity/Q23397, http://www.wikidata.org/entity/Q35509, http://www.wikidata.org/entity/Q1133195, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q8502","Wikimedia disambiguation page|low area between hills, often with a river running through it|significant vertical, or near vertical, rock exposure|geomorphological formation as narrow and deep ravine between cliffs or steep mountainsides|body of relatively still water, localized in a basin|natural void under the Earth's surface|collection of broken rock fragments at the base of crags, mountain cliffs etc, that has accumulated through periodic rockfall|travel for pleasure or business|large natural elevation of the Earth's surface","null,https://upload.wikimedia.org/wikipedia/commons/6/61/Terek_Valley%2C_Khevi%2C_Georgia.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8d/Isla_de_Mona%2C_Puerto_Rico.jpg,https://upload.wikimedia.org/wikipedia/commons/8/81/Roca_de_la_Ley%2C_Parque_Nacional_de_%C3%9Eingvellir%2C_Su%C3%B0urland%2C_Islandia%2C_2014-08-16%2C_DD_022.JPG,https://upload.wikimedia.org/wikipedia/commons/a/ab/Gentau_Pic_du_Midi_Ossau.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f4/Hawaiian_lava_tube.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d5/TalusConesIsfjorden.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,https://upload.wikimedia.org/wikipedia/commons/2/29/Himalayas%2C_Ama_Dablam%2C_Nepal.jpg","null,null,null,null,null,null,null,null,null"
Challenges,Carrying capacity/environmental impacts associated with access. Impact on experience-value associated with volume of visitors. Access via private land/conflict with land owners/managers. Overall the type of challenge faced by this VC is Current and predicted. This VC is classified as Innovative.,"Carrying capacity, Environmental impact, Land ownership, Venture capital, Innovation","http://www.wikidata.org/entity/Q866283, http://www.wikidata.org/entity/Q2144359, http://www.wikidata.org/entity/Q66493932, http://www.wikidata.org/entity/Q219409, http://www.wikidata.org/entity/Q174165","maximum population size of the species that the environment can sustain indefinitely|issue regarding environmental policies|legal regime in which land is owned by an individual, who is said to ""hold"" the land|form of private equity financing that is provided by venture capital firms or funds to startups, early-stage, and emerging companies that have been deemed to have high growth potential or demonstrated high growth|application of better solutions that meet new requirements, inarticulated needs, or existing market needs","null,null,null,null,null","null,null,null,null,null"
Innovation,The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. Experience days enable tourism access to adventure activities that require high levels of experience and awareness of health and safety requirements. Companies supply the equiment (often highly technical) and commodify knowledge and experience (including local/cultural knowldge of place) through provision of instruction and guidance to visitor markets. The innovation is related to New products. The land use systems involved are Forestry and Natural land. The local assets include Natural and cultural.,"Value chain, Endogenous growth theory, Exogenous variable, Tourism, Adventure tourism, Occupational safety and health, Equipment, Knowledge, Experience, Local, Culture, New product development, Forestry, Natural environment, Nature","http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q576355, http://www.wikidata.org/entity/Q61985482, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q782762, http://www.wikidata.org/entity/Q629029, http://www.wikidata.org/entity/Q10273457, http://www.wikidata.org/entity/Q9081, http://www.wikidata.org/entity/Q164359, http://www.wikidata.org/entity/Q343930, http://www.wikidata.org/entity/Q11042, http://www.wikidata.org/entity/Q1395034, http://www.wikidata.org/entity/Q38112, http://www.wikidata.org/entity/Q43619, http://www.wikidata.org/entity/Q7860","functions of a company affecting its costs and quality and give it a competitive advantage|theory that economic growth is mainly due to endogenous (not external) forces|variables in an economic model|travel for pleasure or business|type of niche tourism|area concerned with the safety, health and welfare of people at occupation|collective term for all physical items that are required to exercise a certain activity|mental possession of information or skills, often contributing to understanding|knowledge or mastery of an event or subject gained through involvement in or exposure to it|Wikimedia disambiguation page|shared aspects of a society's way of life|complete process of bringing a new product to market|science and craft of creating, managing, using, conserving and repairing forests, woodlands, and associated resources for human and environmental benefits|all living and non-living things occurring naturally on Earth or some region thereof|natural, physical, or material world and its phenomena","null,null,null,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,https://upload.wikimedia.org/wikipedia/commons/5/5a/Tour_to_the_Quebrada_de_las_Conchas.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0e/Prevencionderiesgoslaborales.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7a/Electronics_workbench.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5c/Tetradrachm_Athens_480-420BC_MBA_Lyon.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/8/82/Nwodua_wulana_Alhassan.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5a/TypesOfNewProducts.svg,https://upload.wikimedia.org/wikipedia/commons/4/4c/A_deciduous_beech_forest_in_Slovenia.jpg,https://upload.wikimedia.org/wikipedia/commons/3/36/Hopetoun_falls.jpg,https://upload.wikimedia.org/wikipedia/commons/9/94/Desert_Electric.jpg","null,null,null,null,null,null,null,null,null,null,null,null,null,null,null"
