title,description,objects,objectlinks,wikidata_descriptions,wikidata_images,wikidata_coords
Arbutus unedo tree fruit from mountain hillsides and surroundings,"The MOVING reference member state of this VC (Value Chain) is PORTUGAL ESTRELA. The reference MOVING Card ID of this VC is VC 14 PT2. At Serra da Estrela hillsides and surroundings, Stawberry tree occurs spontaneously and in planted orchards. Stawberry tree is exploited mainly because of its fruit, that is harvested and used to produce brandy. Stawberry tree fruit is used locally or sold to other regions in Portugal. Stawberry tree fruit brandy is sold at national and international levels.","Serra da Estrela, Estrela, Portugal, Moving (film), Value chain, Arbutus unedo","http://www.wikidata.org/entity/Q738004, http://www.wikidata.org/entity/Q412743, http://www.wikidata.org/entity/Q45, http://www.wikidata.org/entity/Q1047402, http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q329046",highest mountain range in Continental Portugal|Wikimedia disambiguation page|country in Southwestern Europe|Wikimedia disambiguation page|functions of a company affecting its costs and quality and give it a competitive advantage|species of plant,"https://upload.wikimedia.org/wikipedia/commons/2/20/Foto3_SGiao_Small.jpg,null,https://upload.wikimedia.org/wikipedia/commons/3/3d/Carte_du_Portugal.png,null,null,https://upload.wikimedia.org/wikipedia/commons/8/89/Arbouse.jpg","40.32188889 -7.61291667,null,38.7 -9.183333333333334,null,null,null"
Mountain landscape and reference chains,"The reference mountain chain of this VC is Cordilheira Central (RR08). The reference mountain landscape of this VC is Seia. Located on the western slope of Serra da Estrela, Seia is a municipality with 21 parishes, in the district of Guarda in the Centre region of Portugal. Seia shares with the municipalities of Covilhã and Manteigas, the highest point in mainland Portugal at 1993 meters of altitude. Seia has a strong industrial tradition, mainly related to textiles and the distribution of electricity. The production of sheep's cheese is also a tradition.","Seia, Serra da Estrela, Guarda, Portugal, Portugal, Covilhã, Manteigas, Seia, Portugal, Guarda District, Manteigas","http://www.wikidata.org/entity/Q2452531, http://www.wikidata.org/entity/Q738004, http://www.wikidata.org/entity/Q750594, http://www.wikidata.org/entity/Q45, http://www.wikidata.org/entity/Q849026, http://www.wikidata.org/entity/Q15945483, http://www.wikidata.org/entity/Q76017, http://www.wikidata.org/entity/Q273533, http://www.wikidata.org/entity/Q986093",civil parish in Portugal|highest mountain range in Continental Portugal|municipality in Portugal|country in Southwestern Europe|municipality in Portugal|municipality of Portugal|municipality in Portugal|district of Portugal|municipality of Portugal,"https://upload.wikimedia.org/wikipedia/commons/e/e9/Pelourinho_de_Seia_-_Portugal_%28226962538%29.jpg,https://upload.wikimedia.org/wikipedia/commons/2/20/Foto3_SGiao_Small.jpg,https://upload.wikimedia.org/wikipedia/commons/8/84/GuardaCathedral2.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3d/Carte_du_Portugal.png,https://upload.wikimedia.org/wikipedia/commons/a/a8/Covilha%2C_view_from_Serra_da_Estrela.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5b/Manteigas-54-2011-gje.jpg,https://upload.wikimedia.org/wikipedia/commons/5/58/Seia_-_Portugal_%28247720203%29.jpg,null,https://upload.wikimedia.org/wikipedia/commons/5/5b/Manteigas-54-2011-gje.jpg","40.420277777778 -7.7033333333333,40.32188889 -7.61291667,40.53638888888889 -7.2683333333333335,38.7 -9.183333333333334,40.28333333 -7.5,40.4 -7.5333333333333,40.42203 -7.70245,40.536944444444 -7.2680555555556,40.4 -7.5333333333333"
Geography and population,The size of the area (km2) is 435.41. The minimum altimetry of the LAU (Local Administrative Unit) is 159. The maximum altimetry of the LAU is 1993. The total population (in thousand) is 22.234. The population density (Inhabitants/km2) in the LAU is 51. The population change rate of the LAU in the last 10 years (%) has been -0.11%. The overall regional population density (Inhabitants/km2) is 78.6. The regional population change rate in the last 10 years (%) has been -0.05%.,"Lau Islands, Square kilometre, Altitude, Local Administrative Unit, Population, Population density, Region","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q712226, http://www.wikidata.org/entity/Q190200, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q22856, http://www.wikidata.org/entity/Q82794","archipelago of Fiji|decimal multiple of the SI unit of surface area|height in relation to a certain reference point|geocode standard for referencing the subdivisions of countries for statistical purposes|Wikimedia disambiguation page|measurement of population per unit area or unit volume|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/1_km2.svg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Altitude_marker%2C_Lismore.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/4/4d/World_population_density_map.PNG,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","-17.833333333333 178.66666666667,null,null,null,null,null,null"
Income and gross value added,The average per capita income (EUR/year) [Province] is 13122.59. The total Gross Value Added (GVA) (EUR million/year) [Province] is 2534.72. The primary sector share of total GVA/year [Province] is 3.67%. The secondary sector share of total GVA/year [Province] is 24.16%. The tertiary sector share of total GVA/year [Province] is 72.00%. The per capita income (EUR/year) [Region] is 16576.33. The total Gross Value Added (GVA) (EUR million/year) [Region] is 33268.83. The primary sector share of total GVA/year [Region] is 3.44%. The secondary sector share of total GVA/year [Region] is 30.35%. The tertiary sector share of total GVA/year [Region] is 67.00%.,"Deutsche Mark, Per capita income, Gross value added, Primary sector, Secondary sector, Tertiary sector, Region, Province","http://www.wikidata.org/entity/Q16068, http://www.wikidata.org/entity/Q45918, http://www.wikidata.org/entity/Q994873, http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q34876","official currency of West Germany and later Germany from 1948 to 2002|average income of an economy|economic indicator which adjusts gross domestic product (GDP) by the impact of subsidies and taxes (tariffs) on products|includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|administrative division in several countries","https://upload.wikimedia.org/wikipedia/commons/b/b8/1_mark_brd_1967_retouched.jpg,null,null,null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg","null,null,null,null,null,null,null,null"
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 1245. The regional (Region) share of total BPs/year is 1.96%. The number of agricultural holdings in the LAU is 1728. The nearest settlement with population over 100000 (km) is 64.2. In this region protected areas are present.,"Hotel room, Tourism, Local Administrative Unit, Region, Agricultural holding, Settlement, Population, Protected area","http://www.wikidata.org/entity/Q27686, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q131596, http://www.wikidata.org/entity/Q1247845, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q473972","business enterprise that provides indoor lodging in a single location paid on a short-term basis|travel for pleasure or business|geocode standard for referencing the subdivisions of countries for statistical purposes|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|area of land for farming, or, for aquaculture, lake, river or sea, including various structures|Wikimedia disambiguation page|Wikimedia disambiguation page|areas protected for having ecological or cultural importance","https://upload.wikimedia.org/wikipedia/commons/9/98/PNY_Exterior_with_Rolls_Royce.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,null,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/7/70/Borgboda2006_web.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/d/df/%D0%A1%D1%82%D1%96%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D0%B5_%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%89%D0%B5%2C_%D0%B2%D0%B8%D0%B3%D0%BB%D1%8F%D0%B4_%D0%B7_%D0%B2%D1%83%D0%BB._%D0%97%D0%B0%D1%80%D1%96%D1%87%D0%BD%D0%BE%D1%97_2.jpg","null,null,null,null,null,null,null,null"
Employment,The primary sector share of total employment/year [Province] is 20.11%. The secondary sector share of total employment/year [Province] is 34.59%. The tertiary sector share of total employment/year [Province] is 45.30%. The primary sector share of total employment/year [Region] is 13.25%. The secondary sector share of total employment/year [Region] is 48.20%. The tertiary sector share of total employment/year [Region] is 38.55%.,"Primary sector of the economy, Secondary sector of the economy, Tertiary sector of the economy, Employment, Province, Region","http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q656365, http://www.wikidata.org/entity/Q34876, http://www.wikidata.org/entity/Q82794","includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|gainful occupation|administrative division in several countries|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Government_employment_as_%25_of_total_employment_in_EU.jpg,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","null,null,null,null,null,null"
Interest on this VC,"Strawberry tree grows spontaneously at mountain hillsides and surroundings. More recently, strawberry tree orchards have, also, appeared in the area, as its fruit is increasingly valued. Strawberry tree may have various applications, namely the production of brandy from its fruits, the production of honey from its flowers and its use as an ornamental plant. Product highly connected to land use and landscape management.","Arbutus unedo, Orchard, Fruit, Honey, Flower, Ornamental plant, Brandy, Land use","http://www.wikidata.org/entity/Q329046, http://www.wikidata.org/entity/Q236371, http://www.wikidata.org/entity/Q3314483, http://www.wikidata.org/entity/Q10987, http://www.wikidata.org/entity/Q506, http://www.wikidata.org/entity/Q199182, http://www.wikidata.org/entity/Q146470, http://www.wikidata.org/entity/Q1165944","species of plant|intentional planting of trees or shrubs that is maintained for food production|typically sweet and/or sour, edible part/s of a plant that resembles seed-bearing fruit|sweet food made by bees mostly using nectar from flowers|sexual reproductive structure found on flowering plants|plant that is grown for decorative purposes|spirit produced by distilling wine|characterization of land based on what can be built on it and what the land can be used for","https://upload.wikimedia.org/wikipedia/commons/8/89/Arbouse.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b0/Streuobstwiesen%2C_Blick_auf_Traufgang_und_Lochenh%C3%B6rnle.jpg,https://upload.wikimedia.org/wikipedia/commons/a/af/Fruit_Stall_in_Barcelona_Market.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cc/Runny_hunny.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flores.gif,https://upload.wikimedia.org/wikipedia/commons/a/a9/Petunie.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9d/Martell_in_brandy_snifter.jpg,null","null,null,null,null,null,null,null,null"
Key local assets,"Strawberry tree (Arbutus unedo) is an evergreen plant that normally does not exceed 3 to 5 m in height. It is hermaphrodite and flowering occurs from October to February. Fruit maturation occurs in October. The same plant may have flower and fruit at the same time, because the flowering season begins when the fruits of the previous year are ripe. Fruit production may be quite irregular among years. ","Arbutus unedo, Evergreen, October, February, Fruit, Flowering, Plant","http://www.wikidata.org/entity/Q329046, http://www.wikidata.org/entity/Q190489, http://www.wikidata.org/entity/Q124, http://www.wikidata.org/entity/Q109, http://www.wikidata.org/entity/Q3314483, http://www.wikidata.org/entity/Q506, http://www.wikidata.org/entity/Q756","species of plant|plant that has leaves at all times of the year|tenth month in the Julian and Gregorian calendars|second month in the Julian and Gregorian calendars|typically sweet and/or sour, edible part/s of a plant that resembles seed-bearing fruit|sexual reproductive structure found on flowering plants|living thing in the kingdom of photosynthetic eukaryotes","https://upload.wikimedia.org/wikipedia/commons/8/89/Arbouse.jpg,https://upload.wikimedia.org/wikipedia/commons/3/34/Juniperus_virginiana_tree.jpg,https://upload.wikimedia.org/wikipedia/commons/d/dc/Breviarium_Grimani_-_Oktober.jpg,https://upload.wikimedia.org/wikipedia/commons/8/88/Breviarium_Grimani_-_February.jpg,https://upload.wikimedia.org/wikipedia/commons/a/af/Fruit_Stall_in_Barcelona_Market.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flores.gif,https://upload.wikimedia.org/wikipedia/commons/5/54/Thanh_Long_%E1%BB%9F_Ninh_Thu%E1%BA%ADn.jpg","null,null,null,null,null,null,null"
Challenges,Will climate change affect strawberry trees distribution and Strawberry tree fruit quality?. Overall the type of challenge faced by this VC is Predicted. This VC is classified as Traditional.,"Climate change, Arbutus unedo, Food quality, Venture capital, Traditionalism","http://www.wikidata.org/entity/Q125928, http://www.wikidata.org/entity/Q329046, http://www.wikidata.org/entity/Q2498665, http://www.wikidata.org/entity/Q219409, http://www.wikidata.org/entity/Q354963","human-caused changes to climate on Earth|species of plant|complex measure that rates specific instances of food|form of private equity financing that is provided by venture capital firms or funds to startups, early-stage, and emerging companies that have been deemed to have high growth potential or demonstrated high growth|Wikimedia disambiguation page","https://upload.wikimedia.org/wikipedia/commons/1/11/Carbon_Dioxide_800kyr.svg,https://upload.wikimedia.org/wikipedia/commons/8/89/Arbouse.jpg,null,null,null","null,null,null,null,null"
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Forestry. The local assets include N/A.,"Value chain, Innovation, Forestry, Land use","http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q174165, http://www.wikidata.org/entity/Q38112, http://www.wikidata.org/entity/Q1165944","functions of a company affecting its costs and quality and give it a competitive advantage|application of better solutions that meet new requirements, inarticulated needs, or existing market needs|science and craft of creating, managing, using, conserving and repairing forests, woodlands, and associated resources for human and environmental benefits|characterization of land based on what can be built on it and what the land can be used for","null,null,https://upload.wikimedia.org/wikipedia/commons/4/4c/A_deciduous_beech_forest_in_Slovenia.jpg,null","null,null,null,null"
