title,description,objects,objectlinks,wikidata_descriptions,wikidata_images,wikidata_coords
Almenland Honey,"The MOVING reference member state of this VC (Value Chain) is AUSTRIA. The reference MOVING Card ID of this VC is VC 05 AT. The value chain includes 4 bee product producing farmers, who market their products either via direct sale (on farm) or through regional partners (shops and gastronomy). They offer educational programmes and vocational trainings, and cooperate with the Austrian apitherapy association.","Austria, Moving, Value chain, Farmer, Gastronomy, Education, Vocational education, Apitherapy","http://www.wikidata.org/entity/Q40, http://www.wikidata.org/entity/Q1047402, http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q131512, http://www.wikidata.org/entity/Q171141, http://www.wikidata.org/entity/Q8434, http://www.wikidata.org/entity/Q6869278, http://www.wikidata.org/entity/Q618690","country in Central Europe|Wikimedia disambiguation page|functions of a company affecting its costs and quality and give it a competitive advantage|person engaged in agriculture, raising living organisms for food or raw materials|study and art of food preparation|transmission of knowledge and skills|higher education that is directed at mastering expertise in a particular field of science and its application|alternative medical treatment that uses bee venom and other bee products.","https://upload.wikimedia.org/wikipedia/commons/9/9e/Oesterreichisches_Woerterbuch_43._Auflage_Deckel.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/a/a2/04-09-12-Schaupfl%C3%BCgen-Fahrenwalde-RalfR-IMG_1232.jpg,https://upload.wikimedia.org/wikipedia/commons/f/ff/Produits_r%C3%A9gionaux_-_photo_CPPR.jpg,https://upload.wikimedia.org/wikipedia/commons/5/57/1887_Bettannier_Der_Schwarze_Fleck_anagoria.jpg,null,null","48 14,null,null,null,null,null,null,null"
Mountain landscape and reference chains,"The reference mountain chain of this VC is RR 11, Austrian Alps. The reference mountain landscape of this VC is Weiz (No: 617). The region Almenland (transl.: Styrian alpine pasture region) is one of the biggest connected pasture-regions in Europe (total 125 pastures, 36,6 km2). The pasture are between 1.200 and 1.500 m above sea level. The climate is characterized as humid, having a lot of thunderstorms. The rock formation is diverse, primarily limestone, further: phyllite, slate and greywacke.","Weiz, Styria, Europe, Venture capital, Alps, Square kilometre, Limestone, Phyllite, Slate, Greywacke","http://www.wikidata.org/entity/Q875641, http://www.wikidata.org/entity/Q41358, http://www.wikidata.org/entity/Q46, http://www.wikidata.org/entity/Q219409, http://www.wikidata.org/entity/Q1286, http://www.wikidata.org/entity/Q712226, http://www.wikidata.org/entity/Q23757, http://www.wikidata.org/entity/Q731880, http://www.wikidata.org/entity/Q207079, http://www.wikidata.org/entity/Q917545","municipality in Weiz District, Styria, Austria|federal state in the south of Austria|terrestrial continent located in north-western Eurasia|form of private equity financing that is provided by venture capital firms or funds to startups, early-stage, and emerging companies that have been deemed to have high growth potential or demonstrated high growth|major mountain range system in central Europe|decimal multiple of the SI unit of surface area|sedimentary rocks made of the chemical substance calcium carbonate|foliated metamorphic rock|fine-grained, foliated, homogeneous, low-grade metamorphic rock|sandstone variety","https://upload.wikimedia.org/wikipedia/commons/0/0d/Weiz_CF9A1203.jpg,https://upload.wikimedia.org/wikipedia/commons/b/be/Graz_View_from_Schlossberg-2464.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1b/Europe_satellite_orthographic.jpg,null,https://upload.wikimedia.org/wikipedia/commons/b/ba/Alps_2007-03-13_10.10UTC_1px-250m.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/1_km2.svg,https://upload.wikimedia.org/wikipedia/commons/d/d1/Limestone_Formation_In_Waitomo.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fe/PhylliteUSGOV.jpg,https://upload.wikimedia.org/wikipedia/commons/a/af/SlateUSGOV.jpg,https://upload.wikimedia.org/wikipedia/commons/0/07/Mineraly.sk_-_kremenec.jpg","47.218888888889 15.625277777778,47.25 15.166666666667,48.690959 9.14062,null,46.57805555555556 8.615,null,null,null,null,null"
Geography and population,The size of the area (km2) is 1098. The minimum altimetry of the LAU (Local Administrative Unit) is 464. The maximum altimetry of the LAU is 1720. The total population (in thousand) is 90.654. The population density (Inhabitants/km2) in the LAU is 82.56. The population change rate of the LAU in the last 10 years (%) has been 3.68%. The overall regional population density (Inhabitants/km2) is 76.28. The regional population change rate in the last 10 years (%) has been 3.30%.,"Lau Islands, Square kilometre, Altitude, Local Administrative Unit, Population, Population density, Region","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q712226, http://www.wikidata.org/entity/Q190200, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q22856, http://www.wikidata.org/entity/Q82794","archipelago of Fiji|decimal multiple of the SI unit of surface area|height in relation to a certain reference point|geocode standard for referencing the subdivisions of countries for statistical purposes|Wikimedia disambiguation page|measurement of population per unit area or unit volume|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/1_km2.svg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Altitude_marker%2C_Lismore.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/4/4d/World_population_density_map.PNG,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","-17.833333333333 178.66666666667,null,null,null,null,null,null"
Income and gross value added,The average per capita income (EUR/year) [Province] is 21444. The total Gross Value Added (GVA) (EUR million/year) [Province] is 8141. The primary sector share of total GVA/year [Province] is 11.77%. The secondary sector share of total GVA/year [Province] is 32.50%. The tertiary sector share of total GVA/year [Province] is 55.73%. The per capita income (EUR/year) [Region] is 21539. The total Gross Value Added (GVA) (EUR million/year) [Region] is 43050. The primary sector share of total GVA/year [Region] is 0.84%. The secondary sector share of total GVA/year [Region] is 35.12%. The tertiary sector share of total GVA/year [Region] is 64.04%.,"Per capita income, Gross value added, Primary sector, Secondary sector, Tertiary sector, Region, Province","http://www.wikidata.org/entity/Q45918, http://www.wikidata.org/entity/Q994873, http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q34876","average income of an economy|economic indicator which adjusts gross domestic product (GDP) by the impact of subsidies and taxes (tariffs) on products|includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|administrative division in several countries","null,null,null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg","null,null,null,null,null,null,null"
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 4310. The regional (Region) share of total BPs/year is 2.77%. The number of agricultural holdings in the LAU is 4555. The nearest settlement with population over 100000 (km) is 30. In this region protected areas are present.,"Lau Islands, Hotel room, Tourism, Local Administrative Unit, Region, Agricultural holding, Settlement, Protected area","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q27686, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q131596, http://www.wikidata.org/entity/Q1247845, http://www.wikidata.org/entity/Q473972","archipelago of Fiji|business enterprise that provides indoor lodging in a single location paid on a short-term basis|travel for pleasure or business|geocode standard for referencing the subdivisions of countries for statistical purposes|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|area of land for farming, or, for aquaculture, lake, river or sea, including various structures|Wikimedia disambiguation page|areas protected for having ecological or cultural importance","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/PNY_Exterior_with_Rolls_Royce.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,null,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/7/70/Borgboda2006_web.jpg,null,https://upload.wikimedia.org/wikipedia/commons/d/df/%D0%A1%D1%82%D1%96%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D0%B5_%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%89%D0%B5%2C_%D0%B2%D0%B8%D0%B3%D0%BB%D1%8F%D0%B4_%D0%B7_%D0%B2%D1%83%D0%BB._%D0%97%D0%B0%D1%80%D1%96%D1%87%D0%BD%D0%BE%D1%97_2.jpg","-17.833333333333 178.66666666667,null,null,null,null,null,null,null"
Employment,The primary sector share of total employment/year [Province] is 11.55%. The secondary sector share of total employment/year [Province] is 29.94%. The tertiary sector share of total employment/year [Province] is 58.50%. The primary sector share of total employment/year [Region] is 5.55%. The secondary sector share of total employment/year [Region] is 26.47%. The tertiary sector share of total employment/year [Region] is 67.99%.,"Primary sector of the economy, Secondary sector of the economy, Tertiary sector of the economy, Employment, Province, Region","http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q656365, http://www.wikidata.org/entity/Q34876, http://www.wikidata.org/entity/Q82794","includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|gainful occupation|administrative division in several countries|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences","null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Government_employment_as_%25_of_total_employment_in_EU.jpg,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG","null,null,null,null,null,null"
Interest on this VC,"A group of innovative beekeepers (4 farms - ca. 1.200m) from the Almenland region has set itself the goal of not only producing alpine honey of special quality, but also a variety of other high quality products, such as chocolates, mead, and various products with propolis, wax. Numerous awards confirm their quality work. Morover they offer educational programmes and beekeeping seminars, and they have set up cooperations with medical experts for apitherapy. The VC is of particular interest as it is focussing with a product that is essentially produced in many other places in Austria (and elsewhere) on the particular value of being produced in a mountainous area. Moreover, the diversification in terms of offering a broad range of products, as well as linking with the medical sector (even engaging in related studies), and cooperations with the local tourism in the context of educational programmes and for selling their products makes this initiative interesting.","Austria, Beekeeping, Honey, Chocolate, Mead, Propolis, Wax, Apitherapy, Tourism","http://www.wikidata.org/entity/Q40, http://www.wikidata.org/entity/Q176353, http://www.wikidata.org/entity/Q10987, http://www.wikidata.org/entity/Q195, http://www.wikidata.org/entity/Q184442, http://www.wikidata.org/entity/Q184398, http://www.wikidata.org/entity/Q124695, http://www.wikidata.org/entity/Q618690, http://www.wikidata.org/entity/Q49389",country in Central Europe|care and breeding of honey bees|sweet food made by bees mostly using nectar from flowers|nutritionally dense or sweet food product from the seed of Theobroma cacao - cocoa bean|alcoholic beverage made from honey|resinous mixture that honey bees produce by mixing saliva and beeswax with exudate gathered from botanical sources|class of chemical compounds that are plastic (malleable) near ambient temperatures|alternative medical treatment that uses bee venom and other bee products.|travel for pleasure or business,"https://upload.wikimedia.org/wikipedia/commons/9/9e/Oesterreichisches_Woerterbuch_43._Auflage_Deckel.jpg,https://upload.wikimedia.org/wikipedia/commons/0/01/INTA_-_productoras_ap%C3%ADcolas_%281%29.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cc/Runny_hunny.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fe/Cocoa_Powder_and_Chocolate_on_Marble_Background.jpg,https://upload.wikimedia.org/wikipedia/commons/e/ee/Swedish_Mead.JPG,https://upload.wikimedia.org/wikipedia/commons/e/e9/Propolis_in_beehives.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b5/MODOCeroline.jpg,null,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png","48 14,null,null,null,null,null,null,null,null"
Key local assets,* close connection with regional development: contributing to the 'Genussregion Almenland ( region of culinary delight : promoting local food specialities; quality standards set by the AgrarMarkt Austria)) marketed under a common brand * educational programmes and professional trainings enrich the touristic offers. ,"Regional development, Tourism","http://www.wikidata.org/entity/Q482379, http://www.wikidata.org/entity/Q49389",aid and assistance to regions which are less economically developed|travel for pleasure or business,"https://upload.wikimedia.org/wikipedia/commons/a/a7/European_regional_policy_2021.svg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png","null,null"
Challenges,"Beekeepers and their bees are very closely linked to local weather conditions, thus highly sensitive to climate change issues. Especially in winter, fluctuating temperatures disturb the hibernation of the bees. As soon as the thermometer rises above 10 C, the first bees fly off, but usually cannot find any flowers. If they even keep brood due to longer warm periods in the winter months, this weakens the colonies even more, because they can only generate the necessary brood nest temperature of approx. 35 C by consuming their food supplies. As soon as it gets cold again, the temperature fluctuations demand enormous heating power. That costs the people unnecessary energy. In mild winters, the bees also breed all year round. This favors the development and multiplication of the Varroa mite, because it then also multiplies in the brood cells together with the bee brood in winter. Several, ever-growing generations of Varroa mites can also arise in this way. Most beekeepers do not take notice of this situation in spring because their bee colonies multiply rapidly during this time. The rude awakening follows after the summer solstice. From this point on, the bees reduce their colony size in order to get through the winter as a smaller colony. The varroa multiplication, which takes place up to the summer solstice, then kills bee colonies in summer. There have also been indications for years that a change in temperature in spring disrupts the fine coordination between the pollinator insects and the plants to be pollinated. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative.","Celsius, Varroa, Beekeeping, Bee, Weather, Climate change, Temperature, Thermometer, Flower, Bee brood, Bee colony, Varroa mite, Summer solstice, Pollinator, Plant","http://www.wikidata.org/entity/Q25267, http://www.wikidata.org/entity/Q1766457, http://www.wikidata.org/entity/Q176353, http://www.wikidata.org/entity/Q7391, http://www.wikidata.org/entity/Q11663, http://www.wikidata.org/entity/Q125928, http://www.wikidata.org/entity/Q11466, http://www.wikidata.org/entity/Q646, http://www.wikidata.org/entity/Q506, http://www.wikidata.org/entity/Q994747, http://www.wikidata.org/entity/Q165107, http://www.wikidata.org/entity/Q48564, http://www.wikidata.org/entity/Q7603898, http://www.wikidata.org/entity/Q1141466, http://www.wikidata.org/entity/Q756",SI unit of Celsius temperature|genus of mites|care and breeding of honey bees|clade of hymenopteran insects|state of the atmosphere|human-caused changes to climate on Earth|physical property of matter that quantitatively expresses the common notions of hot and cold|device that measures temperature or a temperature gradient|sexual reproductive structure found on flowering plants|chamber for the young of a beehive|enclosed structure in which honey bees live and raise their young|species of arthropods|astronomical phenomenon that occurs in June in Northern Hemisphere and in December in Southern Hemisphere|animal that transfers pollen from flower to flower|living thing in the kingdom of photosynthetic eukaryotes,"null,https://upload.wikimedia.org/wikipedia/commons/a/a6/Varroa_Mite.jpg,https://upload.wikimedia.org/wikipedia/commons/0/01/INTA_-_productoras_ap%C3%ADcolas_%281%29.jpg,https://upload.wikimedia.org/wikipedia/commons/5/52/%28MHNT%29_Apis_mellifera_%28female%29_-_on_viburnum_tinus_flowers.jpg,https://upload.wikimedia.org/wikipedia/commons/7/72/Wikinews_weather.png,https://upload.wikimedia.org/wikipedia/commons/1/11/Carbon_Dioxide_800kyr.svg,https://upload.wikimedia.org/wikipedia/commons/8/8d/Pakkanen.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b7/-_Thermometer_-.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flores.gif,null,https://upload.wikimedia.org/wikipedia/commons/f/f7/Honey_comb.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a6/Varroa_Mite.jpg,https://upload.wikimedia.org/wikipedia/commons/5/52/Summer_Solstice_Sunrise_over_Stonehenge_2005.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b3/Butterfly_Antwerp_July_2015-2a.jpg,https://upload.wikimedia.org/wikipedia/commons/5/54/Thanh_Long_%E1%BB%9F_Ninh_Thu%E1%BA%ADn.jpg","null,null,null,null,null,null,null,null,null,null,null,null,null,null,null"
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. specific quality: In the Almenland Nature Park there are almost no intensively cultivated fields and fruit crops, thus no pesticides are used. Therefore, no spray residues can get into the honey. In addition, the wide range of different herbs and medicinal plants, offers the bees the opportunity to produce honey with special active ingredients. Medical applications of bee products: cooperation with well-known apitherapy experts, who use bees' products in their practice (honey, pollen, propolis, royal jelly, beeswax and bee venom). Engagement in apitherapy professional events. Certified bee mental training offered. Educational programs and bee trails in cooperation with the touristic sector. The innovation is related to New products, New processes, New marketing strategies and new cooperations (apitherapy). The land use systems involved are Natural land. The local assets include Natural and cultural.","Venture capital, Endogenous growth theory, Exogenous variable, Pesticide, Honey, Herb, Medicinal plant, Apitherapy, Pollen, Propolis, Royal jelly, Beeswax, Bee venom, New product development, Marketing strategy, Partnership, Natural environment, Culture","http://www.wikidata.org/entity/Q219409, http://www.wikidata.org/entity/Q576355, http://www.wikidata.org/entity/Q61985482, http://www.wikidata.org/entity/Q131656, http://www.wikidata.org/entity/Q10987, http://www.wikidata.org/entity/Q207123, http://www.wikidata.org/entity/Q188840, http://www.wikidata.org/entity/Q618690, http://www.wikidata.org/entity/Q79932, http://www.wikidata.org/entity/Q184398, http://www.wikidata.org/entity/Q202501, http://www.wikidata.org/entity/Q143739, http://www.wikidata.org/entity/Q423888, http://www.wikidata.org/entity/Q1395034, http://www.wikidata.org/entity/Q1363963, http://www.wikidata.org/entity/Q728646, http://www.wikidata.org/entity/Q43619, http://www.wikidata.org/entity/Q11042","form of private equity financing that is provided by venture capital firms or funds to startups, early-stage, and emerging companies that have been deemed to have high growth potential or demonstrated high growth|theory that economic growth is mainly due to endogenous (not external) forces|variables in an economic model|substance used to destroy pests|sweet food made by bees mostly using nectar from flowers|plant part used for flavoring, food, medicine, or perfume|plants or derivatives used to treat medical conditions in humans or animals|alternative medical treatment that uses bee venom and other bee products.|fine to coarse powder containing the microgametophytes of seed plants|resinous mixture that honey bees produce by mixing saliva and beeswax with exudate gathered from botanical sources|secretion from the glands in the hypopharynx of nurse bees|natural wax produced by honeybees|bitter colorless liquid containing proteins, which may produce local inflammation|complete process of bringing a new product to market|business strategy for marketing and advertising|arrangement in which parties agree to cooperate to advance their mutual interests|all living and non-living things occurring naturally on Earth or some region thereof|shared aspects of a society's way of life","null,null,null,https://upload.wikimedia.org/wikipedia/commons/7/75/Condor_landbouwspuit.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cc/Runny_hunny.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fe/K%C3%BCchenkr%C3%A4uter-1.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d4/20120726Lythrum_salicaria2.jpg,null,https://upload.wikimedia.org/wikipedia/commons/a/a4/Misc_pollen.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e9/Propolis_in_beehives.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7c/Weiselzellen_79a.jpg,https://upload.wikimedia.org/wikipedia/commons/4/40/Bijenwas1591.JPG,null,https://upload.wikimedia.org/wikipedia/commons/5/5a/TypesOfNewProducts.svg,https://upload.wikimedia.org/wikipedia/commons/7/78/Extremates.png,null,https://upload.wikimedia.org/wikipedia/commons/3/36/Hopetoun_falls.jpg,https://upload.wikimedia.org/wikipedia/commons/8/82/Nwodua_wulana_Alhassan.jpg","null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null"
