title,description,objects,objectlinks,wikidata_descriptions,wikidata_images,wikidata_coords
Special kind of tulum cheese from goat and sheep milk,"The MOVING reference member state of this VC (Value Chain) is TURKEY. The reference MOVING Card ID of this VC is VC 09 TR. The feeding and milking activity of sheep and goat are done by small family farms. Some breeders make cheese by using dried goat or sheep skin. This production method is very unique and traditional, and adds very special taste to cheese. Some breeders sell raw milk to cooperatives or dairy firms to be processed.The perspectives of the product bring together the farmers, the local government, cooperatives and firms.","Turkey, Value chain, Sheep, Goat, Cheese, Milk, Cooperative, Dairy, Farmer, Local government, Firm","http://www.wikidata.org/entity/Q43, http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q7368, http://www.wikidata.org/entity/Q2934, http://www.wikidata.org/entity/Q10943, http://www.wikidata.org/entity/Q8495, http://www.wikidata.org/entity/Q4539, http://www.wikidata.org/entity/Q637776, http://www.wikidata.org/entity/Q131512, http://www.wikidata.org/entity/Q6501447, http://www.wikidata.org/entity/Q783794","country in West Asia and Southeast Europe|functions of a company affecting its costs and quality and give it a competitive advantage|domesticated ruminant bred for meat, wool, and milk|domesticated mammal raised for its meat and milk|yellow or white, creamy or solid food made from the pressed curds of milk|white liquid produced by the mammary glands of mammals|autonomous association of persons or organizations|business enterprise established for the processing of animal milk|person engaged in agriculture, raising living organisms for food or raw materials|lowest tier of administration within a sovereign state|legal entity representing an association of people, whether natural, legal or a mixture of both, with a specific objective","https://upload.wikimedia.org/wikipedia/commons/e/e4/Ankara_%2816290014657%29.jpg,null,https://upload.wikimedia.org/wikipedia/commons/2/2c/Flock_of_sheep.jpg,https://upload.wikimedia.org/wikipedia/commons/8/88/Billy_goat.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f2/Hartkaese_HardCheeses.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a5/Glass_of_Milk_%2833657535532%29.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8a/Customers_shopping_inside_Co-operative_Grocery_Store_No_1%2C_Seattle%2C_circa_1918_%28MOHAI_15357%29.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c3/Dairy_Managment_01.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a2/04-09-12-Schaupfl%C3%BCgen-Fahrenwalde-RalfR-IMG_1232.jpg,null,https://upload.wikimedia.org/wikipedia/commons/0/0a/Carlos_Luis_Michel_Fumero_-_Equipo_de_Aducarga.jpg","39 36,null,null,null,null,null,null,null,null,null,null"
Mountain landscape and reference chains,"The reference mountain chain of this VC is Kiraz, İzmir. The reference mountain landscape of this VC is Kiraz. Kiraz is a district in the Aegean region on the plain overlooking near Bozdağ. All the villages except the district center and a few lowland villages are usually located on Bozdağ and other mountains and on the foothills. Since it is located on a mountainous land, the transportation and social facilities of the villages are limited.","Kiraz, İzmir, İzmir, Aegean, Aegean Sea, Bozdağ, Aegean region, Mountain","http://www.wikidata.org/entity/Q2709049, http://www.wikidata.org/entity/Q35997, http://www.wikidata.org/entity/Q526348, http://www.wikidata.org/entity/Q34575, http://www.wikidata.org/entity/Q4952811, http://www.wikidata.org/entity/Q155564, http://www.wikidata.org/entity/Q8502","district of İzmir, western Turkey|city in İzmir Province, Turkey|Wikimedia disambiguation page|part of the Mediterranean Sea, between the Greek mainland, the Turkish mainland, Crete, and Rhodes|mahalle (administrative quarter) in Ödemiş, İzmir, western Turkey|region of Turkey|large natural elevation of the Earth's surface","null,https://upload.wikimedia.org/wikipedia/commons/a/a1/Izmir_%2815383066346%29.jpg,null,https://upload.wikimedia.org/wikipedia/commons/d/d7/Aegeansea.jpg,null,https://upload.wikimedia.org/wikipedia/commons/8/80/Turkey_aegean_region.png,https://upload.wikimedia.org/wikipedia/commons/2/29/Himalayas%2C_Ama_Dablam%2C_Nepal.jpg","38.2306 28.2044,38.41273 27.13838,null,38.5 25.3,38.338906 28.0764159,38 29,null"
Geography and population,The size of the area (km2) is 573. The minimum altimetry of the LAU (Local Administrative Unit) is 312. The maximum altimetry of the LAU is 2152. The total population (in thousand) is 44.105. The population density (Inhabitants/km2) in the LAU is 365.86. The population change rate of the LAU in the last 10 years (%) has been -2.29%. The overall regional population density (Inhabitants/km2) is 329.4. The regional population change rate in the last 10 years (%) has been 10.83%.,"Lau Islands, Square kilometre, Altitude, Local Administrative Unit, Population, Population density, Region, Population growth","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q712226, http://www.wikidata.org/entity/Q190200, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q22856, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q386191","archipelago of Fiji|decimal multiple of the SI unit of surface area|height in relation to a certain reference point|geocode standard for referencing the subdivisions of countries for statistical purposes|Wikimedia disambiguation page|measurement of population per unit area or unit volume|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|increase in the number of individuals in a population","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/1_km2.svg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Altitude_marker%2C_Lismore.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/4/4d/World_population_density_map.PNG,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,null","-17.833333333333 178.66666666667,null,null,null,null,null,null,null"
Income and gross value added,The average per capita income (EUR/year) [Province] is 9600. The total Gross Value Added (GVA) (EUR million/year) [Province] is 37093.1. The primary sector share of total GVA/year [Province] is 4.40%. The secondary sector share of total GVA/year [Province] is 53.60%. The tertiary sector share of total GVA/year [Province] is 54.60%. The per capita income (EUR/year) [Region] is 9500. The total Gross Value Added (GVA) (EUR million/year) [Region] is 37271.31. The primary sector share of total GVA/year [Region] is 44.00%. The secondary sector share of total GVA/year [Region] is 53.60%. The tertiary sector share of total GVA/year [Region] is 54.60%.,"Deutsche Mark, Per capita income, Gross value added, Primary sector, Secondary sector, Tertiary sector, Region, Province","http://www.wikidata.org/entity/Q16068, http://www.wikidata.org/entity/Q45918, http://www.wikidata.org/entity/Q994873, http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q34876","official currency of West Germany and later Germany from 1948 to 2002|average income of an economy|economic indicator which adjusts gross domestic product (GDP) by the impact of subsidies and taxes (tariffs) on products|includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|administrative division in several countries","https://upload.wikimedia.org/wikipedia/commons/b/b8/1_mark_brd_1967_retouched.jpg,null,null,null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/9/97/Map_of_country_subdivisions_%28provinces%29.svg","null,null,null,null,null,null,null,null"
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 51356. The regional (Region) share of total BPs/year is 100.00%. The number of agricultural holdings in the LAU is 49788. The nearest settlement with population over 100000 (km) is 137. In this region protected areas are not present.,"Lau Islands, Hotel room, Tourism, Local Administrative Unit, Region, Agricultural holding, Settlement, Population, Protected area","http://www.wikidata.org/entity/Q1062438, http://www.wikidata.org/entity/Q27686, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q193083, http://www.wikidata.org/entity/Q82794, http://www.wikidata.org/entity/Q131596, http://www.wikidata.org/entity/Q1247845, http://www.wikidata.org/entity/Q175385, http://www.wikidata.org/entity/Q473972","archipelago of Fiji|business enterprise that provides indoor lodging in a single location paid on a short-term basis|travel for pleasure or business|geocode standard for referencing the subdivisions of countries for statistical purposes|2D or 3D defined space on something, mainly in terrestrial and astrophysics sciences|area of land for farming, or, for aquaculture, lake, river or sea, including various structures|Wikimedia disambiguation page|Wikimedia disambiguation page|areas protected for having ecological or cultural importance","https://upload.wikimedia.org/wikipedia/commons/6/6b/Lau_Islands_Yagasa_highres_STS098.jpg,https://upload.wikimedia.org/wikipedia/commons/9/98/PNY_Exterior_with_Rolls_Royce.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Tourism.png,null,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mediterranian_Sea_Carthago_location.JPG,https://upload.wikimedia.org/wikipedia/commons/7/70/Borgboda2006_web.jpg,null,null,https://upload.wikimedia.org/wikipedia/commons/d/df/%D0%A1%D1%82%D1%96%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D0%B5_%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%89%D0%B5%2C_%D0%B2%D0%B8%D0%B3%D0%BB%D1%8F%D0%B4_%D0%B7_%D0%B2%D1%83%D0%BB._%D0%97%D0%B0%D1%80%D1%96%D1%87%D0%BD%D0%BE%D1%97_2.jpg","-17.833333333333 178.66666666667,null,null,null,null,null,null,null,null"
Employment,The primary sector share of total employment/year [Province] is 9.30%. The secondary sector share of total employment/year [Province] is 31.00%. The tertiary sector share of total employment/year [Province] is 59.70%. The primary sector share of total employment/year [Region] is 9.30%. The secondary sector share of total employment/year [Region] is 31.00%. The tertiary sector share of total employment/year [Region] is 59.70%.,"Primary sector of the economy, Secondary sector of the economy, Tertiary sector of the economy, Employment","http://www.wikidata.org/entity/Q55640, http://www.wikidata.org/entity/Q55639, http://www.wikidata.org/entity/Q55638, http://www.wikidata.org/entity/Q656365","includes farming, fishing & mining|industries that produce a finished, usable product or are involved in construction|service sector, as opposed to raw materials & manufacturing|gainful occupation","null,https://upload.wikimedia.org/wikipedia/commons/a/ac/The_woman_making_a_carpet_and_watching_TV_series.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/US_Navy_030515-N-5862D-038_U.S._Navy_recruits_get_their_first_military_haircuts_at_the_Navy_Exchange_barbershop.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Government_employment_as_%25_of_total_employment_in_EU.jpg","null,null,null,null"
Interest on this VC,"İzmir Tulum cheese is made from milk obtained from cows, sheep and goats fed by natural vegetation and water sources of higher parts of Kiraz. The difference from other cheese is İzmir brined cheese has high level of salt and ripened under brine. This add to this cheese high quality and high reputaion.","Kiraz, İzmir, İzmir, Milk, Cow, Sheep, Goat, Vegetation, Water, Cheese, Brined cheese, Salt, Ripening, Quality, Reputation","http://www.wikidata.org/entity/Q2709049, http://www.wikidata.org/entity/Q35997, http://www.wikidata.org/entity/Q8495, http://www.wikidata.org/entity/Q830, http://www.wikidata.org/entity/Q7368, http://www.wikidata.org/entity/Q2934, http://www.wikidata.org/entity/Q187997, http://www.wikidata.org/entity/Q283, http://www.wikidata.org/entity/Q10943, http://www.wikidata.org/entity/Q5620025, http://www.wikidata.org/entity/Q11254, http://www.wikidata.org/entity/Q2121926, http://www.wikidata.org/entity/Q298413, http://www.wikidata.org/entity/Q877546","district of İzmir, western Turkey|city in İzmir Province, Turkey|white liquid produced by the mammary glands of mammals|large, domesticated, cloven-hooved herbivores|domesticated ruminant bred for meat, wool, and milk|domesticated mammal raised for its meat and milk|total of plant formations and plant communities|chemical compound whose molecules are formed by two hydrogen atoms and one oxygen atom|yellow or white, creamy or solid food made from the pressed curds of milk|cheese that is matured in a solution of brine|mineral used as food ingredient, composed primarily of sodium chloride|process in fruits that causes them to become more palatable|Wikimedia disambiguation page|social opinion about a person or entity","null,https://upload.wikimedia.org/wikipedia/commons/a/a1/Izmir_%2815383066346%29.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a5/Glass_of_Milk_%2833657535532%29.jpg,https://upload.wikimedia.org/wikipedia/commons/4/40/Bulgarian_gray_cattle.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2c/Flock_of_sheep.jpg,https://upload.wikimedia.org/wikipedia/commons/8/88/Billy_goat.jpg,https://upload.wikimedia.org/wikipedia/commons/0/04/Pamje_e_bimesise_ne_mal..JPG,https://upload.wikimedia.org/wikipedia/commons/a/a3/Ice_water_vapor.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f2/Hartkaese_HardCheeses.jpg,null,https://upload.wikimedia.org/wikipedia/commons/2/28/Salt_-_close-up.jpg,null,null,null","38.2306 28.2044,38.41273 27.13838,null,null,null,null,null,null,null,null,null,null,null,null"
Key local assets,"The altitude, local animals, traditional process, give to these cheese a lot of character, that it has got outstanding taste. The aim is to increase the production of tulum cheese, protect of pastoral farming and traditional taste. ","Altitude, Animal, Cheese, Taste, Production, Agriculture, Tulum cheese, Pastoralism, Tradition","http://www.wikidata.org/entity/Q190200, http://www.wikidata.org/entity/Q729, http://www.wikidata.org/entity/Q10943, http://www.wikidata.org/entity/Q124794, http://www.wikidata.org/entity/Q663143, http://www.wikidata.org/entity/Q11451, http://www.wikidata.org/entity/Q3183584, http://www.wikidata.org/entity/Q9056738, http://www.wikidata.org/entity/Q82821","height in relation to a certain reference point|kingdom of multicellular eukaryotic organisms|yellow or white, creamy or solid food made from the pressed curds of milk|sense that detects types of chemicals that touch the tongue|Wikimedia disambiguation page|cultivation of plants and animals to provide useful products|traditional Turkish goat's milk cheese ripened in a goatskin casing|branch of agriculture concerned with raising livestock|custom passed down through generations","https://upload.wikimedia.org/wikipedia/commons/9/9f/Altitude_marker%2C_Lismore.jpg,https://upload.wikimedia.org/wikipedia/commons/1/14/Animal_diversity.png,https://upload.wikimedia.org/wikipedia/commons/f/f2/Hartkaese_HardCheeses.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e8/Tongue-bitter.jpg,null,https://upload.wikimedia.org/wikipedia/commons/7/76/Unload_wheat_by_the_combine_Claas_Lexion_584.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2a/Otlu_tulum_peyniri.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0e/Himachal_Pradesh_sheep.jpg,https://upload.wikimedia.org/wikipedia/commons/4/47/Dreschen_mit_Flegel.jpg","null,null,null,null,null,null,null,null,null"
Challenges,"When compare mountain villages to plain village tha main challenges are low education, lack of hygene, the decreasing of grazing animals in pasture lands, high production costs etc. In addition to them, the aging of farmers and the lack of a public strategy to marketing problems add to the difficulties of their survival. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional.","Mountain village, Plain, Education, Hygiene, Grazing, Pasture, Farmer, Marketing, Tradition","http://www.wikidata.org/entity/Q524803, http://www.wikidata.org/entity/Q160091, http://www.wikidata.org/entity/Q8434, http://www.wikidata.org/entity/Q162297, http://www.wikidata.org/entity/Q3239189, http://www.wikidata.org/entity/Q30121, http://www.wikidata.org/entity/Q131512, http://www.wikidata.org/entity/Q39809, http://www.wikidata.org/entity/Q82821","Wikimedia disambiguation page|flat geographic region|transmission of knowledge and skills|set of practices performed for the preservation of health|method of feeding in which a herbivore eats parts of low-growing grasses, forbs or algae|land used for grazing|person engaged in agriculture, raising living organisms for food or raw materials|study and process of promoting, distributing, and selling products or services to customers|custom passed down through generations","null,https://upload.wikimedia.org/wikipedia/commons/a/a3/Nsomersetlevels.JPG,https://upload.wikimedia.org/wikipedia/commons/5/57/1887_Bettannier_Der_Schwarze_Fleck_anagoria.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1b/OCD_handwash.jpg,https://upload.wikimedia.org/wikipedia/commons/7/76/Grazend_Bees.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a6/Mallnitz_Tauerntal_20220825.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a2/04-09-12-Schaupfl%C3%BCgen-Fahrenwalde-RalfR-IMG_1232.jpg,null,https://upload.wikimedia.org/wikipedia/commons/4/47/Dreschen_mit_Flegel.jpg","null,null,null,null,null,null,null,null,null"
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Grassland. The local assets include Natural and cultural.,"Grassland, Value chain, Natural environment, Culture","http://www.wikidata.org/entity/Q1006733, http://www.wikidata.org/entity/Q646107, http://www.wikidata.org/entity/Q43619, http://www.wikidata.org/entity/Q11042",area with vegetation dominated by grasses|functions of a company affecting its costs and quality and give it a competitive advantage|all living and non-living things occurring naturally on Earth or some region thereof|shared aspects of a society's way of life,"https://upload.wikimedia.org/wikipedia/commons/9/9e/Chile_%283%29%2C_Patagonia%2C_Road_Y-50_towards_Rio_Verde.JPG,null,https://upload.wikimedia.org/wikipedia/commons/3/36/Hopetoun_falls.jpg,https://upload.wikimedia.org/wikipedia/commons/8/82/Nwodua_wulana_Alhassan.jpg","null,null,null,null"
