title,description
'Patrimont Switzerland' saving old breeds,"The MOVING reference member state of this VC (Value Chain) is SWITZERLAND 1. The reference MOVING Card ID of this VC is VC 16 CH1. This transnational organisation with regional branches supports farmers who breed old animal breeds and sell their products. In the mountains, this concerns old sheep and goat breeds such as 'Engadiner', 'Spiegelschaf', 'Nera Verzasca' or 'Capra Grigia'. Pigs such as the 'Black Alpine Pig' or chickens. The products are labelled and can be sold at a better price."
Mountain landscape and reference chains,The reference mountain chain of this VC is unspecified. The reference mountain landscape of this VC is unspecified.
Geography and population,The size of the area (km2) is unspecified. The minimum altimetry of the LAU (Local Administrative Unit) is unspecified. The maximum altimetry of the LAU is unspecified. The total population (in thousand) is unspecified. The population density (Inhabitants/km2) in the LAU is unspecified. The population change rate of the LAU in the last 10 years (%) is unspecified. The overall regional population density (Inhabitants/km2) is unspecified. The regional population change rate in the last 10 years (%) is unspecified.
Income and gross value added,The average per capita income (EUR/year) [Province] is unspecified. The total Gross Value Added (GVA) (EUR million/year) [Province] is unspecified. The primary sector share of total GVA/year [Province] is unspecified. The secondary sector share of total GVA/year [Province] is unspecified. The tertiary sector share of total GVA/year [Province] is unspecified. The per capita income (EUR/year) [Region] is unspecified. The total Gross Value Added (GVA) (EUR million/year) [Region] is unspecified. The primary sector share of total GVA/year [Region] is unspecified. The secondary sector share of total GVA/year [Region] is unspecified. The tertiary sector share of total GVA/year [Region] is unspecified.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is unspecified. The regional (Region) share of total BPs/year is unspecified. The number of agricultural holdings in the LAU is unspecified. The nearest settlement with population over 100000 (km) is unspecified.
Employment,The primary sector share of total employment/year [Province] is unspecified. The secondary sector share of total employment/year [Province] is unspecified. The tertiary sector share of total employment/year [Province] is unspecified. The primary sector share of total employment/year [Region] is unspecified. The secondary sector share of total employment/year [Region] is unspecified. The tertiary sector share of total employment/year [Region] is unspecified.
Interest on this VC,"revival of old traditional breeds that are already adapted to the local situation. farmer led initiative of looking back to what used to work and introducing it again, also benefitting off the trend of localness being trendy."
Challenges,maybe clashing with the trend of veganism. Overall the type of challenge faced by this VC is Predicted. This VC is classified as Traditional and Innovative.
Innovation,The type of innovation of this VC (Value Chain) is Endogenous. This transnational organisation with regional branches supports farmers who breed old animal breeds and sell their products. The innovation is related to New marketing strategies. The land use systems involved are Grassland. The local assets include Natural and cultural.
Key local assets,The Key local asset is unspecified.
Concluding remarks,People that pick the wild berries in the VC are local people that supplement their incomes.
, 
