title,description
Tea Leaves produce in Rize,"The MOVING reference member state of this VC (Value Chain) is TURKEY. The reference MOVING Card ID of this VC is VC 12 TR. The majority of tea plantations are small-scale family farms. In the province, 91% of all farmers are engaged in the cultivation of tea and for many it is their livelihood. Tea production is important for the economic and social development of the region and for preventing migration. The first tea processing plant was established in Rize in 1947. Processing and marketing of tea is carried out by General Directorate of Tea Enterprises (Çay-Kur) and by private companies. The tea sector is the most important source of employment in the region."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Eastern Black Sea Mountains. The reference mountain landscape of this VC is Güneysu. Rize Province is in the eastern part of the Black Sea Region of Turkey. It has a humid, subtropical climate. The province is characterized by very rugged and mountainous terrain. Annual average temperature is 14 C and average annual rainfall is more than 2300 mm. Rize is the rainiest city in Turkey. The natural vegetation of the region consists of broad-leaved forest due to the high humidity and rainfall."
Geography and population,The size of the area (km2) is 159. The minimum altimetry of the LAU (Local Administrative Unit) is 152. The maximum altimetry of the LAU is approx. 2000. The total population (in thousand) is 15.159. The population density (Inhabitants/km2) in the LAU is 95.33962264. The population change rate of the LAU in the last 10 years (%) has been 17.97%. The overall regional population density (Inhabitants/km2) is 71.5. The regional population change rate in the last 10 years (%) has been 6.55%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 6200. The total Gross Value Added (GVA) (EUR million/year) [Province] is 1890.4. The primary sector share of total GVA/year [Province] is 16.50%. The secondary sector share of total GVA/year [Province] is 39.00%. The tertiary sector share of total GVA/year [Province] is 46.40%. The per capita income (EUR/year) [Region] is 5500. The total Gross Value Added (GVA) (EUR million/year) [Region] is 13455.13. The primary sector share of total GVA/year [Region] is 13.50%. The secondary sector share of total GVA/year [Region] is 31.90%. The tertiary sector share of total GVA/year [Region] is 54.70%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 4627. The regional (Region) share of total BPs/year is 22.50%. The number of agricultural holdings in the LAU is 11000. The nearest settlement with population over 100000 (km) is 16. In this region protected areas are not present.
Employment,The primary sector share of total employment/year [Province] is High. The secondary sector share of total employment/year [Province] is Low. The tertiary sector share of total employment/year [Province] is Medium. The primary sector share of total employment/year [Region] is 45.40%. The secondary sector share of total employment/year [Region] is 13.60%. The tertiary sector share of total employment/year [Region] is 40.80%.
Interest on this VC,"Rize has a high reputation for its black tea. Tea is produced all over Rize Province, including the mountain areas. Rize Tea takes its most basic characteristics from climatic conditions. Tea production is the most important source of income for farmers. Organic tea production is increasing in the region. For organic production, tea plantations should located away from residential areas and altitude should not be less than 700 meters. In recent years, the Rainforest Alliance certified tea which is important for sustainable production increasing in Turkey."
Key local assets,Geological and climatic conditions give the tea from Rize region a distinctive character. A large part of the region is covered with mountains.Rize tea has Geographical Indication from the Turkish Patent and Trademark Office. Tea plays an important part in Turkish culture and daily life. It is the most consumed beverage in Turkey. Serving tea to guests is part of Turkish tradition. 
Challenges,"High production costs, ageing of tea plantations, difficulties in finding local and qualified laborers for harvesting, logistics problems in transporting tea leaves to processing plants due to the particular geography of the region and effects of climatic change. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Innovative."
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Cropland. The local assets include Natural and cultural.
Concluding remarks,"Turkey is among the world s leading tea producers, currently ranking sixth in terms of production volume."
