title,description
"Production of spirits, liquors, and brandies, following traditional recipes","The MOVING reference member state of this VC (Value Chain) is SPAIN ADEGUA. The reference MOVING Card ID of this VC is VC 05 ES. Around 400,000 bottles come out each season from the five current distilleries, especially of the most typical products such as sweet and dry anise, rosoli, or pacharán. Also noteworthy is the increase in alcohol-free liquors in recent years. Some of these distilleries have been active since the 19th century. Along with the production of liquors, they have given value to their historical heritage, receiving thousands of visitors in their facilities as well as in several thematic museums."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Betic Systems. The reference mountain landscape of this VC is Rute. Although most raw materials are resources exogenous to the locality, the cultural heritage, both tangible and intangible, and the employment associated with liquors' production and the associated tourist attraction generate brand value for the municipality."
Geography and population,The size of the area (km2) is 131.87. The minimum altimetry of the LAU (Local Administrative Unit) is 400. The maximum altimetry of the LAU is 1200. The total population (in thousand) is 9.898. The population density (Inhabitants/km2) in the LAU is 75. The population change rate of the LAU in the last 10 years (%) has been -0.06%. The overall regional population density (Inhabitants/km2) is 97. The regional population change rate in the last 10 years (%) has been -0.01%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 11765.7. The total Gross Value Added (GVA) (EUR million/year) [Province] is 13153.1. The primary sector share of total GVA/year [Province] is 10.50%. The secondary sector share of total GVA/year [Province] is 17.61%. The tertiary sector share of total GVA/year [Province] is 71.89%. The per capita income (EUR/year) [Region] is 16409.45. The total Gross Value Added (GVA) (EUR million/year) [Region] is 150440. The primary sector share of total GVA/year [Region] is 6.53%. The secondary sector share of total GVA/year [Region] is 20.01%. The tertiary sector share of total GVA/year [Region] is 73.46%.
Tourism,"The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 407. The regional (Region) share of total BPs/year is 0,07%. The number of agricultural holdings in the LAU is 983. The nearest settlement with population over 100000 (km) is 82.6. In this region protected areas are present."
Employment,The primary sector share of total employment/year [Province] is 12.90%. The secondary sector share of total employment/year [Province] is 20.62%. The tertiary sector share of total employment/year [Province] is 66.48%. The primary sector share of total employment/year [Region] is 9.44%. The secondary sector share of total employment/year [Region] is 16.41%. The tertiary sector share of total employment/year [Region] is 74.15%.
Interest on this VC,"Rute brandy (also called ruteño or anise from Rute) is a dry aniseed brandy typical of Cordoba liquors tradition. The preparation is carried out by hydroalcoholic distillation in stills. The emergence of non-alcoholic liquors, the opening of tourist and cultural visits to the distilleries, and the creation of thematic museums have allowed a certain revitalization of the sector and maintenance of the activity and territorial prestige linked to the production of spirits in Rute."
Key local assets,"This distillate of high graduation (45 -55 ) comes from the artisan distilleries located in Rute and Baena municipality (province of Córdoba) since the 17th century. It is characterized by its elaboration flavored by green anise seed, or Pimpinella Anisum from the fields of the province of Malaga. "
Challenges,"The aniseed-flavoured spirits sector is less important than in the past, also due to the higher demand for lower alcohol degree beverages, the seventies' industrial crisis, and rigorous tax rates. All of that has contributed to the disappearance of many companies and currently there are only five. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. Innovation is associated with the need to introduce new products, associated cultural and tourist services and synergies with other productive sectors (mantecados, hams, etc.). The innovation is related to New products and New marketing strategies. The land use systems involved are The activity does not directly connect with the use of agricultural land to obtain its products. However, it has given rise to a valuable real estate and cultural heritage linked to brandy and spirits' production system. The local assets include Social and cultural."
Concluding remarks,"More than 3,000 towns in Spain have manufactured aniseed brandy, reaching more than 10,000 distilleries. In Andalusia, the spirits produced in the area of Cazalla de la Sierra (Sierra Morena) are worth highlighting."
