title,description
Mineral water,"The MOVING reference member state of this VC (Value Chain) is CZECH REPUBLIC. The reference MOVING Card ID of this VC is VC 01 CZ. The VC is not directly linked to agriculture. However, it is a typical VC that directly relies on ecosystem of the region and creates new synergies with tourism and spa industry, gastronomy and food production sector. Some mineral water sources are owned by large corporations (food industry), some of them are owned by local actors (municipalities). These configurations create different combinations of interests and affect the way how regional society and economy benefit from the natural asset."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Jeseniky mountains. The reference mountain landscape of this VC is LAU 1 Jeseník. Mountain Reference Landscape (LAU 1 - Vsetín) is the area with high share of highlands and forests. The Reference Landscape includes the nature protected area, which is the largest in the Czech Republic (555 km2). The most valuable asset of the Reference Landscape is the unique nature. The Reference Landscape thus provide very attractive conditions for tourism. The nature protected area located in the region is considered one of the most valuable locations in Europe. The landscape is historically known for extensive farming in perennial grassland, namely sheep and cattle."
Geography and population,The size of the area (km2) is 719. The minimum altimetry of the LAU (Local Administrative Unit) is 320. The maximum altimetry of the LAU is 1423. The total population (in thousand) is 37.968. The population density (Inhabitants/km2) in the LAU is 52.81. The population change rate of the LAU in the last 10 years (%) has been -7.97%. The overall regional population density (Inhabitants/km2) is 131.62. The regional population change rate in the last 10 years (%) has been -1.49%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 9183.58. The total Gross Value Added (GVA) (EUR million/year) [Province] is 9185.97. The primary sector share of total GVA/year [Province] is 3.30%. The secondary sector share of total GVA/year [Province] is 40.40%. The tertiary sector share of total GVA/year [Province] is 56.30%. The per capita income (EUR/year) [Region] is 9335.88. The total Gross Value Added (GVA) (EUR million/year) [Region] is 18439.35. The primary sector share of total GVA/year [Region] is 2.97%. The secondary sector share of total GVA/year [Region] is 45.43%. The tertiary sector share of total GVA/year [Region] is 51.60%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 28371. The regional (Region) share of total BPs/year is 0.49%. The number of agricultural holdings in the LAU is 2387. The nearest settlement with population over 100000 (km) is 110. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 4.29%. The secondary sector share of total employment/year [Province] is 42.68%. The tertiary sector share of total employment/year [Province] is 53.01%. The primary sector share of total employment/year [Region] is 3.24%. The secondary sector share of total employment/year [Region] is 45.99%. The tertiary sector share of total employment/year [Region] is 50.77%.
Interest on this VC,"Mineral water originating in mountain areas is directly linked with ecosystem of the location, it has been traditionally used for centuries, the VC is associated with tourism and spa industry, food production (sold outside the region)."
Key local assets,"Key asset is the undegroung water, marketing of the product and symbolic value of the region that enables to valorize the product. "
Challenges,"Highly competetive market, high investment costs, quality of the product is based on endogennous factors that cannot be controled. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional."
Innovation,"The type of innovation of this VC (Value Chain) is unspecified. The VC is not very innovative, it is based on tradition that has started in 19th century, sources of mineral waters are associated with the region spa towns. The innovation is related to the whole VC. The land use systems involved are mineral water production is associated with the underground sources of water. The local assets include Cultural."
Concluding remarks,This kind of VC is present on several mountain areas of the Czech Republic.
