title,description
Horse breeding in mountain areas,"The MOVING reference member state of this VC (Value Chain) is SLOVAKIA. The reference MOVING Card ID of this VC is VC 09 SK. Key activities: horse breeding, horse feed production, horse training, activities with public, agrotourism. Key actors: horse owners, land owners, horse breeding experts, fieldworkrs, public Positive impact on local and regional SES is employment and pasture land maintenance in mountain areas."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Slovak Carpathians. The reference mountain landscape of this VC is Polichno. The village lies in the shallow valley of a small river. Marble is mined in a small part of the municipality area. The unfavorable demographic development of the village caused that several buildings are empty. However, a development of cottages in the village is appearing, which is determined by its good location (17 km) from Lučenec city and presence of a natural landscape."
Geography and population,The size of the area (km2) is 11.07. The minimum altimetry of the LAU (Local Administrative Unit) is 480. The maximum altimetry of the LAU is 817. The total population (in thousand) is 0.131. The population density (Inhabitants/km2) in the LAU is 12.9. The population change rate of the LAU in the last 10 years (%) has been -0.10%. The overall regional population density (Inhabitants/km2) is 68.4. The regional population change rate in the last 10 years (%) has been -0.02%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 12100. The total Gross Value Added (GVA) (EUR million/year) [Province] is 7012.6. The primary sector share of total GVA/year [Province] is 4.78%. The secondary sector share of total GVA/year [Province] is 47.44%. The tertiary sector share of total GVA/year [Province] is 47.78%. The per capita income (EUR/year) [Region] is 13100. The total Gross Value Added (GVA) (EUR million/year) [Region] is 15737.27. The primary sector share of total GVA/year [Region] is 2.82%. The secondary sector share of total GVA/year [Region] is 48.75%. The tertiary sector share of total GVA/year [Region] is 48.43%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 645. The regional (Region) share of total BPs/year is 0.64%. The number of agricultural holdings in the LAU is 4846. The nearest settlement with population over 100000 (km) is 204. In this region protected areas are not present.
Employment,The primary sector share of total employment/year [Province] is 4.00%. The secondary sector share of total employment/year [Province] is 37.00%. The tertiary sector share of total employment/year [Province] is 59.00%. The primary sector share of total employment/year [Region] is 4.00%. The secondary sector share of total employment/year [Region] is 37.00%. The tertiary sector share of total employment/year [Region] is 59.00%.
Interest on this VC,"Horse breeding in the mountains contributes to the maintenance of pasture land and is associated with society's activities. Farms offer horses for walks in the surrounding landscapes, and some horses have their owner. The farms' offer includes horse walks for riders with different levels of experience, carriage, and sleigh rides. Farms also offer some accommodation, horse driving courses, and horse training. Some farms focus on endangered species of horse breeds supported by European funds, try to be self-sufficient in feed, and organize exhibitions and horse races. Horse breeding is an expanding activity in Slovakia."
Key local assets,"Natural asset are pasture and meadow land use systems. Social assest are experts in horse breeding, horse owners, land owners, society members practicing horse riding. "
Challenges,"1) imported horses demanded by Slovak customers 2) work with horses is demanding in time and physical strain. 3) The qualification of breeders is problematic. Knowledge transfer from generation to generation has been interrupted during the last decades. This is reflected in the level of horse breeding, horse training, and the quality of work with horses. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional and Innovative."
Innovation,The type of innovation of this VC (Value Chain) is Exogenous. Innovation is in reaction ot the current trend of horse breeding. Horse breeding existed in the past and now it is reintroduced again but with adaptation to current sosietal demand. The innovation is related to New products. The land use systems involved are Grassland and Forestry. The local assets include Natural and social.
Concluding remarks,"LAU 2: 511170, 512338, 509884, 510513, 511226, 511757, 581585."
