title,description
Traditional alpine dairy products,"The MOVING reference member state of this VC (Value Chain) is SWITZERLAND 1. The reference MOVING Card ID of this VC is VC 01 CH1. VC present in all Swiss alps, several labels in place (organic, 'from alps', national park labels etc.), very traditional, part of Swiss identity."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Swiss Alps. The reference mountain landscape of this VC is Canton of Grisons. Grisons is the only tri-lingual canton of Switzerland and economically, culturally and politically very diverse. It is the only place where the Romansh language is spoken. Grisons has more than 900 mountain peaks and 150 valleys, it has typical mountain area and highland landscapes. 41% of the people here live above 1000 masl. The majority is employed in the service sector, tourism is a pillar of the canton's economy. Agriculturally, the farmers cultivate land stretching across the entire Alpine arc, from the grapes and chestnuts in the south to the highest alps and steep slopes down to the Rhine Walley, where all crops grow."
Geography and population,The size of the area (km2) is 7105. The minimum altimetry of the LAU (Local Administrative Unit) is 253. The maximum altimetry of the LAU is 4048. The total population (in thousand) is 199. The population density (Inhabitants/km2) in the LAU is 28. The population change rate of the LAU in the last 10 years (%) is unspecified. The overall regional population density (Inhabitants/km2) is 103. The regional population change rate in the last 10 years (%) is unspecified.
Income and gross value added,The average per capita income (EUR/year) [Province] is 52000. The total Gross Value Added (GVA) (EUR million/year) [Province] is 12500. The primary sector share of total GVA/year [Province] is unspecified. The secondary sector share of total GVA/year [Province] is unspecified. The tertiary sector share of total GVA/year [Province] is unspecified. The per capita income (EUR/year) [Region] is unspecified. The total Gross Value Added (GVA) (EUR million/year) [Region] is unspecified. The primary sector share of total GVA/year [Region] is unspecified. The secondary sector share of total GVA/year [Region] is unspecified. The tertiary sector share of total GVA/year [Region] is unspecified.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is unspecified. The regional (Region) share of total BPs/year is unspecified. The number of agricultural holdings in the LAU is 2445. The nearest settlement with population over 100000 (km) is 100.
Employment,The primary sector share of total employment/year [Province] is unspecified. The secondary sector share of total employment/year [Province] is unspecified. The tertiary sector share of total employment/year [Province] is unspecified. The primary sector share of total employment/year [Region] is unspecified. The secondary sector share of total employment/year [Region] is unspecified. The tertiary sector share of total employment/year [Region] is unspecified.
Interest on this VC,"most common and most traditional VC in the area, linked to culture and identity of area, high quality sought after products, production process ideally suited for area, some labels (e.g. organic, Pro Montagna) in place, alpine livestock maintains landscape. most common and most traditional VC in the area, linked to culture and identity of area, high quality sought after products, production process ideally suited for area, some labels (e.g. organic, Pro Montagna) in place, alpine livestock maintains landscape."
Challenges,"in dry summers there is not enough hay to feed animals through winter, very labour intensive, revenue not very big. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional."
Innovation,"The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Grassland. The local assets include Natural, social and cultural."
Concluding remarks,"The VC is present in all of the Swiss Alps, the MRL mentioned below was chosen because it corresponds most to the area we are working in."
