title,description
Goatling meat,"The MOVING reference member state of this VC (Value Chain) is PORTUGAL ESTRELA. The reference MOVING Card ID of this VC is VC 05 PT2. Beira Goatling PGI meat comes from goatlings of Serrana and Charnequeira goat breeds and, also, resultant of crosses between these two breeds. Goatlings are mainly fed with breast milk. At slaughter, they have a live weight of up to 15 kg and an age between 40 and 45 days. Carcasses weight, on average, 5 kg. This product is sold locally and in large urban centers. It is, also, cooked and served in local restaurants."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Cordilheira Central (RR08). The reference mountain landscape of this VC is Seia. Located on the western slope of Serra da Estrela, Seia is a municipality with 21 parishes, in the district of Guarda in the Centre region of Portugal. Seia shares with the municipalities of Covilhã and Manteigas, the highest point in mainland Portugal at 1993 meters of altitude. Seia has a strong industrial tradition, mainly related to textiles and the distribution of electricity. The production of sheep's cheese is also a tradition."
Geography and population,The size of the area (km2) is 435.41. The minimum altimetry of the LAU (Local Administrative Unit) is 159. The maximum altimetry of the LAU is 1993. The total population (in thousand) is 22.234. The population density (Inhabitants/km2) in the LAU is 51. The population change rate of the LAU in the last 10 years (%) has been -0.11%. The overall regional population density (Inhabitants/km2) is 78.6. The regional population change rate in the last 10 years (%) has been -0.05%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 13122.59. The total Gross Value Added (GVA) (EUR million/year) [Province] is 2534.72. The primary sector share of total GVA/year [Province] is 3.67%. The secondary sector share of total GVA/year [Province] is 24.16%. The tertiary sector share of total GVA/year [Province] is 72.00%. The per capita income (EUR/year) [Region] is 16576.33. The total Gross Value Added (GVA) (EUR million/year) [Region] is 33268.83. The primary sector share of total GVA/year [Region] is 3.44%. The secondary sector share of total GVA/year [Region] is 30.35%. The tertiary sector share of total GVA/year [Region] is 67.00%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 1245. The regional (Region) share of total BPs/year is 1.96%. The number of agricultural holdings in the LAU is 1728. The nearest settlement with population over 100000 (km) is 64.2. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 20.11%. The secondary sector share of total employment/year [Province] is 34.59%. The tertiary sector share of total employment/year [Province] is 45.30%. The primary sector share of total employment/year [Region] is 13.25%. The secondary sector share of total employment/year [Region] is 48.20%. The tertiary sector share of total employment/year [Region] is 38.55%.
Interest on this VC,"Goatling meat from an autochthonous goat breed, namely Serrana, or from Charnequeira goat breed and, also, resultant of crosses between these two breeds. Product with PGI certification. Product highly characteristic of the MRL. Product highly connected to land use and landscape management."
Key local assets,"Serrana goat breed is of medium stature and has, predominantly, dairy aptitude. "
Challenges,"Reduced number of shepherds, as this job is sometimes seen as unattractive, due to being physically demanding, in sometimes harsh weather conditions, and low wages. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional."
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Grassland. The local assets include Natural.
Concluding remarks,"The geographical area corresponding to the production of Beira Goatling PGI includes the municipalities of Meda, Figueira de Castelo Rodrigo, Pinhel, Guarda, Fornos de Algodres, Trancoso, Celorico da Beira, Seia, Gouveia, Manteigas, Covilhã, Almeida, Sabugal, Belmonte , Fundão, Penamacor, Idanha-a-Nova, Castelo Branco, Vila Velha de Ródão, Proenca-a-Nova, Oleiros, Sertã, Vila de Rei and Mação."
