title,description
Lamb meat production - focusing on local consumers instead of export,"The MOVING reference member state of this VC (Value Chain) is SLOVAKIA. The reference MOVING Card ID of this VC is VC 03 SK. Key activities: sheep breeding, meat processing in slaughterhouse, marketing, selling. Key actors: domestic (Slovak) breeders, domestic (Slovak) processors, domestic (Slovak) traders, domestic (Slovak) consumers. Labelling: Golden Lamb. Positive impact- traditional production, short food chains."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Slovak Carpathians. The reference mountain landscape of this VC is Dlhé Stráže. LAU2 Dlhé Stráže occupies relatively small area and is located on the southern slopes of the near mountains - Levočské vrchy. The municipality area is mostly covered by permanent grasslands, only a small part of the municipality is covered by spruce forests. There exist agrotourism activity and the village is located close to the touristic hiking trails and winter ski areas.The distance to the main district city is just 4km from the municipality. There are low oportunities to work in the primary sector in agriculture or forestry. The dominant function of the village became the residential function."
Geography and population,The size of the area (km2) is 3.37. The minimum altimetry of the LAU (Local Administrative Unit) is 510. The maximum altimetry of the LAU is 740. The total population (in thousand) is 0.592. The population density (Inhabitants/km2) in the LAU is 175. The population change rate of the LAU in the last 10 years (%) has been 0.13%. The overall regional population density (Inhabitants/km2) is 92.02. The regional population change rate in the last 10 years (%) has been 0.02%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 10400. The total Gross Value Added (GVA) (EUR million/year) [Province] is 7679.5. The primary sector share of total GVA/year [Province] is 2.53%. The secondary sector share of total GVA/year [Province] is 47.99%. The tertiary sector share of total GVA/year [Province] is 49.48%. The per capita income (EUR/year) [Region] is 11800. The total Gross Value Added (GVA) (EUR million/year) [Region] is 17202.16. The primary sector share of total GVA/year [Region] is 2.30%. The secondary sector share of total GVA/year [Region] is 49.09%. The tertiary sector share of total GVA/year [Region] is 48.61%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 856. The regional (Region) share of total BPs/year is 0.69%. The number of agricultural holdings in the LAU is 3515. The nearest settlement with population over 100000 (km) is 96. In this region protected areas are not present.
Employment,The primary sector share of total employment/year [Province] is 3.00%. The secondary sector share of total employment/year [Province] is 34.00%. The tertiary sector share of total employment/year [Province] is 63.00%. The primary sector share of total employment/year [Region] is 3.00%. The secondary sector share of total employment/year [Region] is 34.00%. The tertiary sector share of total employment/year [Region] is 63.00%.
Interest on this VC,"Slovakia produces lamb meat mainly for export to other countries, especially to Italy. The up-to-date offer and Slovak consumer demand for sheepmeat were relatively low. The economic crisis in 2008 and the recent restrictions of exports and imports due to the Covid-19 crisis caused the Slovak producers of lamb meat to be successful in the domestic markets. New marketing strategy intends to sell sheep meat in domestic market. It also requires an increase in consumers demand."
Key local assets,"Grassland or feed for sheep, sheep, and domestic (Slovak) consumers demanding lamb meat. "
Challenges,"1) low demand for lamb meat by domestic consumers 2) production issue - Shepherds need to protect sheep against the wolves. Wolves are currently protected by law, but the shepherds cannot always protect the herds against them. Ideally, the shepherds would like to increase production to let sheep on the pasture land also overnights and during winter. However, they don't do it because of danger. This situation creates some tensions between the shepherds and nature protection authorities. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional and Innovative."
Innovation,The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. Sheep breeding in Slovakia is traditional. Innovation is in the marketing and product distribution to the 'new' domestic market. The innovation is related to New marketing strategies. The land use systems involved are Grassland. The local assets include Natural and social.
Concluding remarks,"Sheep farming is the oldest branch of animal production in Slovakia. It is practically present in all mountain NUTS3 in Slovakia: SK 022, SK 031, SK 032, SK 041, SK 042."
