title,description
Fly fishing in Hemsedal,"The MOVING reference member state of this VC (Value Chain) is SKANDINAVIAN UCO. The reference MOVING Card ID of this VC is VC 12 SCA. The fishing season goes from May to September and attracts many recreational anglers to its diverse fishing spots. The Hemsedal Fishing Association holds a joint fishing licence applicable to five rivers (Hemsila, Grøndøla, Bulinåne, Mørkedøla and More Kvam) and 18 lakes. In addition, Tor Grøthe (expert fly fisherman), in collaboration with the tourism office of Hemsedal, offers various touristic packages of fishing guide plus accomodation in his farm for enthusiasts."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Scandinavean Mountains - Scandes. The reference mountain landscape of this VC is Hemsedal. Hemsedal is a mountainous municipallity whose economy is focussed on tourism. It has one of the main ski lodges in the country with skiing routes from three peaks above 1000 meters , snow parks, competition infrastrutcures and rutes and off-piste terrain. During summer, the recreative offer turns into fly fishing, hunting, hiking, climbing and summer farm visits."
Geography and population,The size of the area (km2) is 753.52. The minimum altimetry of the LAU (Local Administrative Unit) is 556. The maximum altimetry of the LAU is 1900. The total population (in thousand) is 2.486. The population density (Inhabitants/km2) in the LAU is 3.29. The population change rate of the LAU in the last 10 years (%) has been 19.12%. The overall regional population density (Inhabitants/km2) is 21.43. The regional population change rate in the last 10 years (%) has been 8.14%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 47008.76. The total Gross Value Added (GVA) (EUR million/year) [Province] is 11783.28. The primary sector share of total GVA/year [Province] is 0.95%. The secondary sector share of total GVA/year [Province] is 30.23%. The tertiary sector share of total GVA/year [Province] is 68.82%. The per capita income (EUR/year) [Region] is 61033.47. The total Gross Value Added (GVA) (EUR million/year) [Region] is 39674.92. The primary sector share of total GVA/year [Region] is 0.91%. The secondary sector share of total GVA/year [Region] is 23.98%. The tertiary sector share of total GVA/year [Region] is 69.72%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 10283. The regional (Region) share of total BPs/year is 27.54%. The number of agricultural holdings in the LAU is 2111. The nearest settlement with population over 100000 (km) is 202. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 1.02%. The secondary sector share of total employment/year [Province] is 18.03%. The tertiary sector share of total employment/year [Province] is 80.95%. The primary sector share of total employment/year [Region] is 1.39%. The secondary sector share of total employment/year [Region] is 21.99%. The tertiary sector share of total employment/year [Region] is 76.61%.
Interest on this VC,Fly fishing is a traditional practice in Scandinavia due to the water streams that fow along its mountains and valleys with clean and cold water. These characteristics are important for the VC as trouts and other salmonid fishes find in these waters their natural habitat.
Key local assets,"The natural assets are the five rivers and 18 lakes where fly fishing can be practiced in Hemsedal. All of them are healthy ecosystems with high quality waters, which make them ideal habitats for trouts. The social assets are all the values that underpin this activity regarding respect for the animals and their habitats, the use of specific techniques and tools and proper behaviour. Finally, fly fishing represents a traditional practice for many anglers that have learnt it from the previous generations and have been doing it during their whole lives. "
Challenges,"Climate change may be the main challenge for this VC. Water streams in Nordic areas are expected to suffer more floods and changes in water temperature with the consequent impact on the micro biota and biochemical processes that occur in water. Therefore, water quality and biochemical parameters may change, thus altering the whole water ecosystem. Trouts and salmons are the main fish species for fly fishing in this area. Although both are quite sensible to these changes, trouts are lower thermal tolerance, hence being more vulnerable under this scenario. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional."
Innovation,"The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Mountain rivers and lakes. The local assets include Natural, social and cultural."
Concluding remarks,Similar VC can be found in Nore og Uvdal (0633).
