title,description
Use of good quality air for healing purposes through recreational stays in high mountains,"The MOVING reference member state of this VC (Value Chain) is SLOVAKIA. The reference MOVING Card ID of this VC is VC 20 SK. Activities: accomodation and healing procedures Key actors: managers, workers in spa resorts, visitors. Positive impact on local and regional SES is an added value to national economy, use of local resources."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Slovak Carpathians. The reference mountain landscape of this VC is Vysoké Tatry. Vysoké Tatry, is a town at the feet of the Slovak part of High Tatras in Slovakia including all the major resorts in that region. It is a conglomerate of separate settlements (originally separate villages). They are the main tourist resorts in the Slovak High Tatras and are connected through a common railway network. After the country's capital, the town is Slovakia's major tourist destination. The High Tatra Mountains are a mountain range along the border with Poland and the highest peak is Gerlachovský štít, at 2,655 metres. The whole municipylity is located in a national parc- The Tatra National Park - and is the oldest protected landscape in the country. Most of the LAU2 related to this VC are located near to High Tatras where forests and natural areas dominate."
Geography and population,The size of the area (km2) is 360.22. The minimum altimetry of the LAU (Local Administrative Unit) is 760. The maximum altimetry of the LAU is 1060. The total population (in thousand) is 4.026. The population density (Inhabitants/km2) in the LAU is 11.19. The population change rate of the LAU in the last 10 years (%) has been -0.12%. The overall regional population density (Inhabitants/km2) is 92.02. The regional population change rate in the last 10 years (%) has been 0.02%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 10400. The total Gross Value Added (GVA) (EUR million/year) [Province] is 7679.5. The primary sector share of total GVA/year [Province] is 2.53%. The secondary sector share of total GVA/year [Province] is 47.99%. The tertiary sector share of total GVA/year [Province] is 49.48%. The per capita income (EUR/year) [Region] is 11800. The total Gross Value Added (GVA) (EUR million/year) [Region] is 17202.16. The primary sector share of total GVA/year [Region] is 2.30%. The secondary sector share of total GVA/year [Region] is 49.09%. The tertiary sector share of total GVA/year [Region] is 48.61%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 856. The regional (Region) share of total BPs/year is 0.69%. The number of agricultural holdings in the LAU is 3515. The nearest settlement with population over 100000 (km) is 204. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 3.00%. The secondary sector share of total employment/year [Province] is 34.00%. The tertiary sector share of total employment/year [Province] is 63.00%. The primary sector share of total employment/year [Region] is 3.00%. The secondary sector share of total employment/year [Region] is 34.00%. The tertiary sector share of total employment/year [Region] is 63.00%.
Interest on this VC,"Special air quality in high mountains; tradition of spa resorts in Slovak mountains and related territorial identity of high mountains with healing recreational stays for people with respiratory problems. In the past, mining and metallurgical companies from all over Czechoslovakia built sanatoriums for their employees in high mountains in Slovakia. The healing method is basically an outdoor stay at the fresh air and walks or some physical exercise. Land use systems related to this use are natural areas and forests. Popular use of Slovak high mountains which has been increasing every year."
Key local assets,Natural assets are natural areas and forests. Social asset is an increasing society demand for visiting high mountain areas. Cultural asset is a tradition of visiting high mountain areas for healing and recreation. 
Challenges,"1) Climate change and environmental quality may decrease air quality in the mountains. 2) Society demand: In the future, there is expected that a society's demand for healing stays in the mountains will increase due to numerous reasons: the health system supporting prevention, increase in health awareness of the people, increase in respiratory diseases, etc. Additionally, as Slovakia is an inland country, with mountains being the main areas for holidays and recreation, the accessible areas in the Slovak mountains were often crowded during last years. It causes less privacy for visitors and may harm vulnerable mountains' environment. 3) increasing urbanization and construction (sometimes illegal) in protected mountain areas. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as N/A."
Innovation,"The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Forestry and Natural land. The local assets include Natural, social, cultural and mountain air."
Concluding remarks,"LAU 2: 523933, 560103, 522074, 527092."
