title,description
"Cosmetics, health products and herbal tea in Pannonhalma","The MOVING reference member state of this VC (Value Chain) is HUNGARY. The reference MOVING Card ID of this VC is VC 08 HU. It is part of an exceptionally well designed high value added local products' cluster, run by a monastery, mixing thousand year tradition with modern design and marketing tools, selling history and culture (it is an UNESCO World Heritage site) as much as products. Chocolate and biscuits using locally produced herbs, honey, etc. processed, packaged and marketed with innovative design. Most of the production is organic. They use the profit made through local products for maintaining natural and cultural heritage and supporting social and religious aims."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Transdanubian mountains. The reference mountain landscape of this VC is Pannonhalma. Pannonhalma is a small town of 3000 inhabitants, having a 1100 years old benedict monastery. It is a low mountain area, at the north of the Bakony mountains in the west of Hungary near the Austrian border."
Geography and population,The size of the area (km2) is 30. The minimum altimetry of the LAU (Local Administrative Unit) is 271. The maximum altimetry of the LAU is unspecified. The total population (in thousand) is 4.064. The population density (Inhabitants/km2) in the LAU is 135.47. The population change rate of the LAU in the last 10 years (%) has been 0.04%. The overall regional population density (Inhabitants/km2) is 95.45. The regional population change rate in the last 10 years (%) has been -0.04%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 3877. The total Gross Value Added (GVA) (EUR million/year) [Province] is 3286. The primary sector share of total GVA/year [Province] is 4.99%. The secondary sector share of total GVA/year [Province] is 27.78%. The tertiary sector share of total GVA/year [Province] is 67.22%. The per capita income (EUR/year) [Region] is 14578. The total Gross Value Added (GVA) (EUR million/year) [Region] is 12355. The primary sector share of total GVA/year [Region] is 4.78%. The secondary sector share of total GVA/year [Region] is 38.97%. The tertiary sector share of total GVA/year [Region] is 56.24%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 125.1. The regional (Region) share of total BPs/year is 10.03%. The number of agricultural holdings in the LAU is 115. The nearest settlement with population over 100000 (km) is 22. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 4.47%. The secondary sector share of total employment/year [Province] is 42.86%. The tertiary sector share of total employment/year [Province] is 52.67%. The primary sector share of total employment/year [Region] is 4.47%. The secondary sector share of total employment/year [Region] is 42.86%. The tertiary sector share of total employment/year [Region] is 52.67%.
Interest on this VC,"It is part of an exceptionally well designed high value added local products' claster, run by a monastery, mixing thousand year tradition with modern design and marketing tools, selling history and culture (it is an UNESCO World Heritage site) as much as products. These particular products are innovative and special. One of the main ingredients in the products is lavender, which is grown in the garden of the abbey. Packaging and the presentation of the products is also really high quality and innovative. The marketing of the whole products' cluster is based on 'selling the 1000 year history' of the place, all products are made to appear a mixture of tradition and innovation. The UNESCO World heritage status of the monastery is also used effectively in marketing."
Key local assets,"The monastery has some 60 ha of land, including a herb garden. They have a well documented history of their own agricultural production (products, stories, etc.) for a 1000 years, this knowledge is used in production and marketing effectively. The managers of the different sections, products (the herb garden, winery, brewery, fruit and vegetable gardens, local shop, design, marketing, etc.) are normally having some strong ties to the monastery (e.g. monks, or graduated from the secondary school of the monastery, etc.) Staff is normally very committed, loyal and strongly identifies with the place and the community. Being a UNESCO World heritage site also helps. "
Challenges,"Providing income for the religious and educative activities of the monastery, based on very limited land (the monastery used to have thousands of hectares of land compared to some 50-60 ha today). Harmonising tradition and innovation, finding new ways of marketing, products, design, etc. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. These products are part of a complex claster, including many products, tourist attractions, etc. Cosmetics, oils, soaps, bath salts and teas using locally produced herbs, honey, etc. processed, packaged and marketed with innovative design. Handicraft products made in the herbal workshop of the Archabbey of Pannonhalma Officina Sancti Martini. The innovation is related to New products, New processes and New marketing strategies. The land use systems involved are Cropland and Forestry. The local assets include Natural, social and cultural."
Concluding remarks,"An UNESCO world heritage site, where respect for traditional natural and cultural values is very succesfully coupled with modern design and marketing in the framework of a local products and tourism claster."
