title,description
Value Chain,"The MOVING reference member state of this VC (Value Chain) is TURKEY. The reference MOVING Card ID of this VC is VC 19 TR. The cultivation of the almond is mostly carried out in family farms. Almonds are generally collected in the traditional method. The main livelihoods of the people in the region are agriculture, fishing and tourism. The restricted agricultural areas in the district are used extensively for almond production. The agriculture and tourism sectors are closely interconnected in the region."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Datça mountains. The reference mountain landscape of this VC is Datça. Datça is a district of Muğla Province in the south-west of Turkey. It is situated approximately 122 kilometers from the city of Mugla. It is surrounded by the sea on three sides. The terrain is rugged and mountainous. In Datça, 66% of the land is forest area, 18% is sparse scrub and rocky, and only 16% is land suitable for agricultural use. It has a Mediterranean climate. Datca is a one of major tourism center in Turkey."
Geography and population,The size of the area (km2) is 436. The minimum altimetry of the LAU (Local Administrative Unit) is 0. The maximum altimetry of the LAU is 1162. The total population (in thousand) is 23.711. The population density (Inhabitants/km2) in the LAU is 54.38302752. The population change rate of the LAU in the last 10 years (%) has been 39.44%. The overall regional population density (Inhabitants/km2) is 85.2. The regional population change rate in the last 10 years (%) has been 13.71%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 8500. The total Gross Value Added (GVA) (EUR million/year) [Province] is 7265.2. The primary sector share of total GVA/year [Province] is 13.10%. The secondary sector share of total GVA/year [Province] is 22.70%. The tertiary sector share of total GVA/year [Province] is 60.10%. The per capita income (EUR/year) [Region] is 7300. The total Gross Value Added (GVA) (EUR million/year) [Region] is 20539.22. The primary sector share of total GVA/year [Region] is 13.50%. The secondary sector share of total GVA/year [Region] is 37.50%. The tertiary sector share of total GVA/year [Region] is 52.90%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 174249. The regional (Region) share of total BPs/year is 83.80%. The number of agricultural holdings in the LAU is 27000. The nearest settlement with population over 100000 (km) is 119. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is Medium. The secondary sector share of total employment/year [Province] is Low. The tertiary sector share of total employment/year [Province] is High. The primary sector share of total employment/year [Region] is 26.50%. The secondary sector share of total employment/year [Region] is 19.50%. The tertiary sector share of total employment/year [Region] is 54.00%.
Interest on this VC,"Almond production is a very ancient activity in Turkey. Datça peninsula has a mountainous terrain. Datça region is home to several varieties of almonds. Nurlu , Ak and Sıra almonds are the commonly produced varieties. The Datça Nurlu almond is ranked among the very best almonds in terms of quality and taste. Agriculture and tourism are closely interconnected in the district."
Key local assets,"The main resource is the range of local almond varieties produced in the Datça peninsula. There are approximately 13 thousand decares of planted almond orchards in Datça region. Collecting and crushing almonds are traditional activities which enable families to come together. The Datça Almond Flower Festival was launched in February 2018, to be held annually. "
Challenges,"Lack of marketing organization, failure to create a brand, yield loss due to hail during the flowering period, disease, climate change, costs of production and marketing. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional."
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Cropland. The local assets include Natural and social.
Concluding remarks,This value chain is only available in Turkey in VC list.
