title,description
Mineral Water from almost virgin natural spring at 1400 m altitude,"The MOVING reference member state of this VC (Value Chain) is PORTUGAL ESTRELA. The reference MOVING Card ID of this VC is VC 01 PT2. Mineral Water is bottled by the producer in the local factory in the municipality of Manteigas. Bottled water is then sold, mainly, in the nearest municipalities, as the company is very recent. However, the goal is to expand the distribution."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Cordilheira Central (RR08). The reference mountain landscape of this VC is Manteigas. With stunning landscapes, Manteigas is a municipality with 4 parishes, in the district of Guarda in the Centre region of Portugal. Manteigas shares with the municipalities of Seia and Covilhã, the highest point in mainland Portugal at 1993 meters of altitude. The main village of Manteigas is located in the Zêzere Glacier Valley, which is a great example of landscape modeling by glaciers, with its 'U' shape. Historically, the most important economic activities in Manteigas are related to pastoralism, sheep's cheese production and wool industry."
Geography and population,The size of the area (km2) is 123.28. The minimum altimetry of the LAU (Local Administrative Unit) is 496. The maximum altimetry of the LAU is 1993. The total population (in thousand) is 3.007. The population density (Inhabitants/km2) in the LAU is 24.7. The population change rate of the LAU in the last 10 years (%) has been -0.15%. The overall regional population density (Inhabitants/km2) is 78.6. The regional population change rate in the last 10 years (%) has been -0.05%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 13122.59. The total Gross Value Added (GVA) (EUR million/year) [Province] is 2534.72. The primary sector share of total GVA/year [Province] is 3.67%. The secondary sector share of total GVA/year [Province] is 24.16%. The tertiary sector share of total GVA/year [Province] is 72.00%. The per capita income (EUR/year) [Region] is 16576.33. The total Gross Value Added (GVA) (EUR million/year) [Region] is 33268.83. The primary sector share of total GVA/year [Region] is 3.44%. The secondary sector share of total GVA/year [Region] is 30.35%. The tertiary sector share of total GVA/year [Region] is 67.00%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 403. The regional (Region) share of total BPs/year is 0.63%. The number of agricultural holdings in the LAU is 111. The nearest settlement with population over 100000 (km) is 77.2. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 20.11%. The secondary sector share of total employment/year [Province] is 34.59%. The tertiary sector share of total employment/year [Province] is 45.30%. The primary sector share of total employment/year [Region] is 13.25%. The secondary sector share of total employment/year [Region] is 48.20%. The tertiary sector share of total employment/year [Region] is 38.55%.
Interest on this VC,"High importance geological resource. Internationally distinguished product. This is the first Portuguese water bottled in 100% recycled plastic (RPET). Mountain areas are important sources of mineral water springs. This Mineral Water has been internationally distinguished for its high quality, as it is one of the least mineralized waters in the world."
Key local assets,"Almost virgin mineral water spring, located at 1400 m of altitude in the municipality of Manteigas. The Mineral Water has 0% of nitrates and nitrites, as human presence at the water spring is null. Besides, it is is poorly mineralized and the dominant mineral is silica (42% silica in total mineralization). "
Challenges,"Reduce plastic use, since this Mineral Water reaches consumers in plastic bottles. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Exogenous. Mineral water from natural springs is a traditional product at Serra da Estrela. Although, a new bottled water company is inovating by introducing in the market the first Portuguese water bottled in 100% recycled plastic (RPET). The innovation is related to Package material. The land use systems involved are N/A. The local assets include Natural."
Concluding remarks,"There are 4 rivers that are born in Serra da Estrela: Rio Mondego (Municipality of Gouveia), Rio Zêzere (Municipality of Manteigas), Rio Alva (Municipality of Seia) and Rio Alvôco (Municipality of Seia). These rivers benefit Tagus and Mondego watersheds. Water from Serra da Estrela reaches the taps of thousands of Portuguese citizens."
