title,description
Picodon AOP,"The MOVING reference member state of this VC (Value Chain) is FRANCE CCVD. The reference MOVING Card ID of this VC is VC 07 FR1. Picodon AOP is a goat-milk cheese from the Drome, very representative of middle mountain agriculture.The quality label AOP provides strict requirements in terms of production practices (type of goat, refinements, cultural practices, pasture, animal feeding..) and promotion and marketing in and out of the territory. The VC is well established and structured by farmers unions (Syndicat Caprin, Syndicat AOP Picodon.) and dairy cooperatives. It can be either marketed in long distribution channel or local market. In fact, one can find a great diversity of producing practices: organic and farmer Picodon or convention dairy picodon production. In 2017 the marketed production was 532 tons, or nearly 9,000,000 picodons, of which nearly 1,600,000 were produced by the appellation's farm producers and sold at the region's markets. Pastoralism practices are very well developped in the territority, namely by farme Picodon producers, but suffers from strong pressures: predation (wolf), droughts, pasture's impact on biodiversity. However, the opportunities is to show that pastoralism can provide ecosystemic services (sylvopastoralims, goat pasture prevent from fire starts)."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Drome Valley. The reference mountain landscape of this VC is Drome departement. Drôme is a very diversified departement in terms of geological, natural and agricultural resources. The North-East of the territory is characterised by middle and high mountains (Pre Alps and Vercors Natural Park): agriculture is this area is mainly livestock and small diversified gardening. The South is characterized by the beginning of the Provence and the mediterranean climate, we can find there aromatic and yard large cultures. The West of the territory is characterized by plains were the Rhône and the Drôme rivers meet. Agriculture ther is mainly large cropland. Within the Drôme departement, Biovallée territority gathers 3 associations of municipalities (EPCI) - 95 muncipalities in total. It is a very preserved and diversified territory, following the Drôme River, from Pre Alps to large plains of the downvalley."
Geography and population,The size of the area (km2) is 2200. The minimum altimetry of the LAU (Local Administrative Unit) is 50. The maximum altimetry of the LAU is 2453. The total population (in thousand) is 58.56. The population density (Inhabitants/km2) in the LAU is 42.3. The population change rate of the LAU in the last 10 years (%) has been 1%. The overall regional population density (Inhabitants/km2) is unspecified. The regional population change rate in the last 10 years (%) has been 0.6%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 21100. The total Gross Value Added (GVA) (EUR million/year) [Province] is 14532.49. The primary sector share of total GVA/year [Province] is 1.70%. The secondary sector share of total GVA/year [Province] is 20.30%. The tertiary sector share of total GVA/year [Province] is 77.80%. The per capita income (EUR/year) [Region] is 32799. The total Gross Value Added (GVA) (EUR million/year) [Region] is 242040. The primary sector share of total GVA/year [Region] is 1.00%. The secondary sector share of total GVA/year [Region] is 24.70%. The tertiary sector share of total GVA/year [Region] is 74.30%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 56167. The regional (Region) share of total BPs/year is 37%. The number of agricultural holdings in the LAU is 6400. The nearest settlement with population over 100000 (km) is 115. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 2.20%. The secondary sector share of total employment/year [Province] is 24.60%. The tertiary sector share of total employment/year [Province] is 71.50%. The primary sector share of total employment/year [Region] is 2.10%. The secondary sector share of total employment/year [Region] is 21.80%. The tertiary sector share of total employment/year [Region] is 76.10%.
Interest on this VC,"Picodon AOP is a goat-milk cheese produced in Drome Prealps and protected by an AOP (appellation d'origine protégée) which provide strict requirement in terms of production practices and marketing. Picodon is a very famous cheese, contributing to Drome territorial identity. Picodon AOP VC is well organized by producers associations and trade unions and can be either marketed in long distribution channel or local market. Within this VC, one can find organic and farmer Picodon or convention dairy picodon production. Products: Some Picodon producers are working of goat meat valorisation (cabri, chevreau) Processes: Farmer Picodon producers are developping practices that provide ecosystemic services ecopasture, sylvopastoralism."
Key local assets,"Cultural: Picodon is one of the most famous speciality in Drome departement which provide cultural asset: turistic attractivness, ancestral know-how, territorial identity, dedicated events. Natural: The AOP requirements guarantees production practices protecting middle mountain agriculture. Organic picodon producers also provide ecosystemic services: hampering fires thank to pasture practices, preservation of middle mountain agriculture. "
Challenges,"Picodon AOP is a well-structured VC as goat-milk production is one of the top production in Drome which provide local economic value and territorial identity. However, this VC is very large and gather diverse producers: Farmers' Picodon producers often practice pastoralisme and Dairy Picodon producers working in dairy companies. Actors of this VC suffers from pressures: predation (wolf), droughts, impact on biodiversity,disease and parasite. Another challenge is the valorisation of goat meat in order to respond to consumer questions as well as the need to diversify for small producers. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional and Innovative."
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to New products and New processes. The land use systems involved are Grassland and Forestry. The local assets include Social and cultural.
Concluding remarks,Picodon AOP is a goat-milk cheese from the Drome but also in 2 other departements.
