title,description
Botillo from El Bierzo,"The MOVING reference member state of this VC (Value Chain) is SPAIN ADEGUA. The reference MOVING Card ID of this VC is VC 28 ES. The companies associated with the PGI Botillo del Bierzo are meat companies that manufacture, in addition to botillo, a wide range of products including chorizo, salchichón, loin, marinated ribs, black pudding, cecina, androlla, and hams. The companies produce based on traditional, artisanal production processes, introducing quality control and critical points. Botillo del Bierzo is marketed mainly in the Bierzo area, Castilla y León, Madrid, Galicia and Catalonia. The associated companies are distributed in different municipalities of the region. Several online stores sell botillo and other gastronomic products from Bierzo."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Leon Mountains. The reference mountain landscape of this VC is Ponferrada. El Bierzo is an administrative region composed of 38 municipalities of the natural region of the same name located in the western third of the province of León. El Bierzo is divided into a mountainous encirclement, at an average altitude of 800 m above sea level, which surrounds a 'hoya' or central depression. The climate facilitates the production of fruits and vegetables, as well as a magnificent variety of wines.. The Cofradía Gastronómica del Real Botillo del Bierzo celebrates numerous promotional festivals of the botillo del Bierzo, popularly known as botilladas."
Geography and population,The size of the area (km2) is 283.17. The minimum altimetry of the LAU (Local Administrative Unit) is 414. The maximum altimetry of the LAU is 2051. The total population (in thousand) is 64.509. The population density (Inhabitants/km2) in the LAU is 227.81. The population change rate of the LAU in the last 10 years (%) has been -0.06%. The overall regional population density (Inhabitants/km2) is 25.42. The regional population change rate in the last 10 years (%) has been -0.06%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 24017. The total Gross Value Added (GVA) (EUR million/year) [Province] is 9055.7. The primary sector share of total GVA/year [Province] is 4.07%. The secondary sector share of total GVA/year [Province] is 21.01%. The tertiary sector share of total GVA/year [Province] is 74.92%. The per capita income (EUR/year) [Region] is 12003. The total Gross Value Added (GVA) (EUR million/year) [Region] is 52920. The primary sector share of total GVA/year [Region] is 1.21%. The secondary sector share of total GVA/year [Region] is 25.83%. The tertiary sector share of total GVA/year [Region] is 72.96%.
Tourism,"The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 1182. The regional (Region) share of total BPs/year is 0,72%. The number of agricultural holdings in the LAU is 429. The nearest settlement with population over 100000 (km) is 117. In this region protected areas are not present."
Employment,The primary sector share of total employment/year [Province] is 3.30%. The secondary sector share of total employment/year [Province] is 20.10%. The tertiary sector share of total employment/year [Province] is 76.60%. The primary sector share of total employment/year [Region] is 6.10%. The secondary sector share of total employment/year [Region] is 24.30%. The tertiary sector share of total employment/year [Region] is 69.60%.
Interest on this VC,"The term 'botillo,' translated as sausage, blood sausage, or chorizo, defines a product made from the pig's thick intestines in which various types of pork meat are stuffed. Its origin seems to be Roman, being the main gastronomic identity product of El Bierzo, under the Regulatory Council of the Protected Geographical Indication Botillo del Bierzo."
Key local assets,"The essential ingredients of botillo are the ribs (minimum 65% and maximum 90%) and the pig's tail (minimum 10% and maximum 20%). At the manufacturers' discretion, other components such as tongue, cheek, shoulder, and backbone could be added to a maximum of 20% of the total, and no component of this rest can exceed half of this 20%. Salt, paprika, and garlic, authorized additives, and other natural spices are subsequently added to all the ingredients. The basic ingredients come from the production area and the Autonomous Community of Castilla y León. "
Challenges,"The botillo has spread to regions bordering El Bierzo. The Regulatory Council of the PGI is responsible for controlling and certifying the production process following the rules established by the corresponding Regulations and Quality Manual. It is forbidden to use names, brands, terms, expressions, and signs that, due to their similarity, phonetic or graphic, with the protected ones, could lead to confusion. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional and Innovative."
Innovation,The type of innovation of this VC (Value Chain) is Exogenous. This is a traditional value chain that has introduced regulation and certification mechanisms aimed at protecting and recognizing the origin and elaboration process and has also introduced online marketing mechanisms thanks to the prestige that the food products and gastronomy of El Bierzo enjoy in general. The innovation is related to New marketing strategies. The land use systems involved are N/A. The local assets include Cultural.
Concluding remarks,"Numerous European regions produce products from different parts of the pig, with varying degrees of territorial identity, development of local brands and certifications, and direct connection with the local ecosystem to obtain the raw materials and other ingredients necessary to produce the products."
