title,description
Corsican Milk Kid,"The MOVING reference member state of this VC (Value Chain) is FRANCE INRAE. The reference MOVING Card ID of this VC is VC 12 FR. Milk Kid is seasonnaly produced, mostly for Christmas, by approximatively 200 farmers. An association of farmers intervene for slaughtering the animals and corresponding logistics. There are different circuits for selling the carcasses : direct selling from farmers, butchers' shop, .."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Corsican moutains. The reference mountain landscape of this VC is Corsica. Corsica is an island in the sea. It presents a great diversity of landscapes: plains, hillsides, deap and steep valleys Small ruminant farming has long been a transhumant activity, occupying all the region. For the past decades, farmers have settled, in the plains and hillsides. Some of them keep on using mountain pastures during Summer. They are scattered within the region, with no remarkable specialised sub-region."
Geography and population,The size of the area (km2) is 8722. The minimum altimetry of the LAU (Local Administrative Unit) is 0. The maximum altimetry of the LAU is 2706. The total population (in thousand) is 0.334. The population density (Inhabitants/km2) in the LAU is 38.6. The population change rate of the LAU in the last 10 years (%) has been 1.10%. The overall regional population density (Inhabitants/km2) is 38.6. The regional population change rate in the last 10 years (%) has been 1.10%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 25400. The total Gross Value Added (GVA) (EUR million/year) [Province] is 8034.12. The primary sector share of total GVA/year [Province] is unspecified. The secondary sector share of total GVA/year [Province] is unspecified. The tertiary sector share of total GVA/year [Province] is unspecified. The per capita income (EUR/year) [Region] is 25400. The total Gross Value Added (GVA) (EUR million/year) [Region] is 8034.12. The primary sector share of total GVA/year [Region] is unspecified. The secondary sector share of total GVA/year [Region] is unspecified. The tertiary sector share of total GVA/year [Region] is unspecified.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is unspecified. The regional (Region) share of total BPs/year is unspecified. The number of agricultural holdings in the LAU is 2626. The nearest settlement with population over 100000 (km) is 333. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is unspecified. The secondary sector share of total employment/year [Province] is unspecified. The tertiary sector share of total employment/year [Province] is unspecified. The primary sector share of total employment/year [Region] is 0.036. The secondary sector share of total employment/year [Region] is 0.162. The tertiary sector share of total employment/year [Region] is 0.802.
Interest on this VC,"high reputation products, coexistence between mountainous area and plains, competing access to milk (for processing or feeding the kid), strategy of localisation and contribution to villages vividness, resources linked to pastoral breeding (breeds, feeding species) and their associated know-how are diminushing, traditionnal dishes and local culinary heritage are diminushing as well. With modernization, milk kids have been a growing issue for dairy producers. They specialized in producing milk and they do not know what to do with kids. Local culinary uses have been diminushing, contributing to restraining the local markets and diminushing the added value obtained from one animal. Local farmers are looking for levers to improve this situation. local at the SES level and from the point of view of consumers and intermediate profession (butcher shops) could provide new insight."
Challenges,"to (re)assemble resources that have been built and transmitted in the territory (breeds, feeding species.. ), especially to reconect intertwinned activities (milk lamb and dairy production) that have been set appart with agriculture modernization and specialization. To reconnect food production with food uses (cooking, eating habits, etc.). Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional."
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Grassland. The local assets include Natural and cultural.
Concluding remarks,"The VC is rare in the current list. It is also present in other mountains of France (Alps, CCVD) where similar issues have been rising. Comparaison with production of Kid that is dedicated to meat (Portugal) might also been interesting regarding the use of resources linked with specialization."
