title,description
Vitellu Corsu - Veau Corse,"The MOVING reference member state of this VC (Value Chain) is FRANCE INRAE. The reference MOVING Card ID of this VC is VC 13 FR. There are 1000 cattle farms, owning 60 000 animals among which 35 000 cows. 12 000 animals are slaughtered every year, in 3 slaughtering houses (Ajaccio, Ponte Leccia, Porto Vecchio). The Corsican Breed is recognized since 2013 and managed by an agricultural organisation (Chambre d'agriculture). Farmers have organized locally to improve their marketing strategy: vitellu corsu, Carne Niulinca, etc. The regional association promoting organic agriculture (Interbio) is also a strong stakeholder, contributing to federate 14 farmers for direct selling. Plus, organic farming have grown from 42 to 83 farms in 2 years (2016-2018)."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Corsican moutains. The reference mountain landscape of this VC is Corsica. Corsica is an island in the sea. It presents a great diversity of landscapes: plains, hillsides, deap and steep valleys Cattle farms are scattered within the region, with no remarkable specialised sub-region."
Geography and population,The size of the area (km2) is 8722. The minimum altimetry of the LAU (Local Administrative Unit) is 0. The maximum altimetry of the LAU is 2706. The total population (in thousand) is 0.334. The population density (Inhabitants/km2) in the LAU is 38.6. The population change rate of the LAU in the last 10 years (%) has been 1.10%. The overall regional population density (Inhabitants/km2) is 38.6. The regional population change rate in the last 10 years (%) has been 1.10%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 25400. The total Gross Value Added (GVA) (EUR million/year) [Province] is 8034.12. The primary sector share of total GVA/year [Province] is unspecified. The secondary sector share of total GVA/year [Province] is unspecified. The tertiary sector share of total GVA/year [Province] is unspecified. The per capita income (EUR/year) [Region] is 25400. The total Gross Value Added (GVA) (EUR million/year) [Region] is 8034.12. The primary sector share of total GVA/year [Region] is unspecified. The secondary sector share of total GVA/year [Region] is unspecified. The tertiary sector share of total GVA/year [Region] is unspecified.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is unspecified. The regional (Region) share of total BPs/year is unspecified. The number of agricultural holdings in the LAU is 2626. The nearest settlement with population over 100000 (km) is 333. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is unspecified. The secondary sector share of total employment/year [Province] is unspecified. The tertiary sector share of total employment/year [Province] is unspecified. The primary sector share of total employment/year [Region] is 0.036. The secondary sector share of total employment/year [Region] is 0.162. The tertiary sector share of total employment/year [Region] is 0.802.
Interest on this VC,"Low reputation products, negative reputation linked to this activity, coexistence between mountainous area and plains, strategy of localisation and contribution to villages vividness, competing access to land against other animal husbandry (dairy goat and dairy ewe). Organizing their production, farmers are claiming a right to farm cattle, to gain a revenue from their activity and to exist in rural areas. They are willing to improve cattle farming reputation from extensive and exclusive use of landscape to a legitimate activity, coexisting with more traditional productions such as dairy husbandry or pork-meat production.They struggle in finding an efficient strategy of valorization : which type of animal to slaughter and sell ? Calf, young beef ? Moreover, technical references have long been produced on grazing cattle. What about cattle farmed in natural lands like in Corsica ?."
Challenges,"To organize and to find conditions for durably coexisting with other activities, especially in mountainous areas. Overall the type of challenge faced by this VC is Current. This VC is classified as Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous. corsican inhabitants have always own cattle for farm labour. With the implementation of the european agricultural policy, more espacially subsidies linked to mountainous areas, farmers have bought and declared more and more animals, which has been considered as a deviance mixing accusations of large frauds and issues of animal divagation.for one or two decades, a part of the cattle farmers have tried to organize their production and to add value to it. They sell young beef, manzu. They mostly act individually or organize at a local level (association of less than 20 farmers) in order to sell their produce locally. Organic label has been growing as well. The innovation is related to New products, New marketing strategies and New governance systems. The land use systems involved are Grassland, Forestry and Natural land. The local assets include Natural and cultural."
Concluding remarks,Cattle farming and its interconnexion with organic practices are described in Serbia and Switzerland.
