title,description
Pasta from Múcsony - a social economy project,The MOVING reference member state of this VC (Value Chain) is HUNGARY. The reference MOVING Card ID of this VC is VC 17 HU. Homemade pasta free of additives and artificial substances. The pasta is from only two ingredients: flour and eggs. They produce the raw materials needed for production almost entirely locally (they also have eggs and their own mills). Their products are also sold in nearby local grocery stores. The product is beautifully packaged and high quality. The project operates within the framework of a social enterprise for social and economic purposes.
Mountain landscape and reference chains,"The reference mountain chain of this VC is Northern Medium Mountains. The reference mountain landscape of this VC is Múcsony. Múcsony is a village in Borsod-Abaúj-Zemplén county, Kazincbarcika district. It is located in the valley of the Szuha and Sajó, 23 km north of Miskolc (the nearest larger town). There used to be a brick factory here, followed by a mine that closed in the early 1990s."
Geography and population,The size of the area (km2) is 18. The minimum altimetry of the LAU (Local Administrative Unit) is 201. The maximum altimetry of the LAU is unspecified. The total population (in thousand) is 2.888. The population density (Inhabitants/km2) in the LAU is 160.44. The population change rate of the LAU in the last 10 years (%) has been -0.11%. The overall regional population density (Inhabitants/km2) is 83.54. The regional population change rate in the last 10 years (%) has been -0.07%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 6560. The total Gross Value Added (GVA) (EUR million/year) [Province] is 5560. The primary sector share of total GVA/year [Province] is 3.88%. The secondary sector share of total GVA/year [Province] is 34.68%. The tertiary sector share of total GVA/year [Province] is 61.44%. The per capita income (EUR/year) [Region] is 11195. The total Gross Value Added (GVA) (EUR million/year) [Region] is 9488. The primary sector share of total GVA/year [Region] is 4.14%. The secondary sector share of total GVA/year [Region] is 33.47%. The tertiary sector share of total GVA/year [Region] is 62.38%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 0. The regional (Region) share of total BPs/year is 8.64%. The number of agricultural holdings in the LAU is 37. The nearest settlement with population over 100000 (km) is 24. In this region protected areas are not present.
Employment,The primary sector share of total employment/year [Province] is 3.89%. The secondary sector share of total employment/year [Province] is 40.14%. The tertiary sector share of total employment/year [Province] is 55.97%. The primary sector share of total employment/year [Region] is 3.89%. The secondary sector share of total employment/year [Region] is 40.14%. The tertiary sector share of total employment/year [Region] is 55.97%.
Interest on this VC,"In the framework of a local social economy public employment programme, run by the local authority, they produce eggs then make pasta in a small processing plant. They also have a small mill to produce flower. Pasta is partly used by the local public kitchen, partly sold in nearby local grocery stores. The project provides employment for disadvantaged social groups (Roma mainly). The social enterprise implemented by the local government is an innovative way to ensure the employment of disadvantaged people living in the village. A high level of trust and co-operative culture has been developed in order to achieve both social and economic goals in the context of sustainable production."
Key local assets,"The VC uses the natural resources of the area, for the production of eggs and flour. The cooperation of the village, the local human resources is one of the cornerstones of the project. "
Challenges,"Climate change (warming, new pests, extreme weather conditions). Various viruses can appear that can interfere with egg production. Narrowing sales channels. Problems of social enterprise labor supply and work ethic. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. Pasta preparation and hen keeping, flour grinding are traditional activities. The VC is implemented within the framework of a social enterprise, initiated by the local municipality (to provide work opportunities for locals and to gain some money). They are able to produce relatively large quantities of pasta, which they sell in nearby and local grocery stores. The product is nicely packaged and high quality. Their products are also preservative-free and healthy. The innovation is related to New governance systems. The land use systems involved are Cropland and hen house. The local assets include Natural and social."
