title,description
'DULCEAȚĂ',"The MOVING reference member state of this VC (Value Chain) is ROMANIA. The reference MOVING Card ID of this VC is VC 17 RO. The Dulceață made in the Valea Doftanei commune is an artisanal product manufactured on a small-scale by a single household business. All ingredients are grown or hand-picked locally according to the season. The Dulceață is sold in small 200 - 350 gramme jars that are labelled in full accordance with national legislation, including prominent display of the 'Mountain Product' logo. Sales of the Dulceață are the primary source of household income for the producer and also contribute positively to the local village economy."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Southern Romanian Carpathian Mountains. The reference mountain landscape of this VC is Valea Doftanei commune in Prahova County (RO316). The relief of Prahova County (RO316) is split equally between mountains / hills in the north and and plain in the south. The mountainous zone is characterised by a deep forested valley (the Prahova River Valley) that transects the so-called Carpathian Bend and divides the southern end of the Eastern Carpathians eastern end of the Southern Carpathians. The landscape of the Prahova Valley is dominated by the steep rocky slopes of the Bucegi mountains which rise to 2,505 metres. The Prahova valley is 1.5 hours north of the capital city of Bucharest and is an important tourist destination with popular ski resorts at Sinaiai and Busteni. There are also important cultural locations such as Peles and Cantacuzino Castles."
Geography and population,The size of the area (km2) is 285.9. The minimum altimetry of the LAU (Local Administrative Unit) is unspecified. The maximum altimetry of the LAU is unspecified. The total population (in thousand) is 6.586. The population density (Inhabitants/km2) in the LAU is 23.04. The population change rate of the LAU in the last 10 years (%) is unspecified. The overall regional population density (Inhabitants/km2) is 86.1. The regional population change rate in the last 10 years (%) has been -0.12%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 10900. The total Gross Value Added (GVA) (EUR million/year) [Province] is 7119. The primary sector share of total GVA/year [Province] is 2.30%. The secondary sector share of total GVA/year [Province] is 51.80%. The tertiary sector share of total GVA/year [Province] is 45.90%. The per capita income (EUR/year) [Region] is 8200. The total Gross Value Added (GVA) (EUR million/year) [Region] is 21787. The primary sector share of total GVA/year [Region] is 7.40%. The secondary sector share of total GVA/year [Region] is 41.40%. The tertiary sector share of total GVA/year [Region] is 51.20%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 10339. The regional (Region) share of total BPs/year is 42.80%. The number of agricultural holdings in the LAU is 156790. The nearest settlement with population over 100000 (km) is unspecified. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 14.40%. The secondary sector share of total employment/year [Province] is 37.50%. The tertiary sector share of total employment/year [Province] is 48.20%. The primary sector share of total employment/year [Region] is 27.90%. The secondary sector share of total employment/year [Region] is 30.70%. The tertiary sector share of total employment/year [Region] is 41.30%.
Interest on this VC,"A traditional homemade 'jam' made from various fruits, flowers and vegetables. Production is commonly small-scale (artisanal), but some larger-scale commercial processing may also be found. Very popular and very diverse. There are three types of Dulceață (Sweet Chilli, Elderberry and Raspberry) produced in the Valea Doftanei commune (136107) in Prahova County that are registered as 'Mountain Products' under Romania's adoption of the Optional Quality Term (OQT) - see below."
Key local assets,"Cultivated fruits (and some vegetables), plus wild collected flowers and berries are the main natural assets. The traditional recipes, knowledge and techniques that are used to make the Dulceață can also be considered as cultural assets. "
Challenges,"Value chains for artisanal products such as the Dulceață produced in the Valea Doftanei commune are vulnerable since they command a premium price and there are many lower quality / 'counterfeit' products on the market that undermine their sales. Registration as a 'Mountain Product' helps greatly to promote the product and ensure consumer confidence, but such products still rely heavily upon direct sales which can be interrupted / disrupted by external factors beyond the control of the producers (e.g. covid). This vulnerability could be overcome to a great extent by inclusion into better established value chains (e.g. there are now many supermarkets in Romania with sections selling local products), but this also brings additional challenges for small-scale businesses. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional."
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Forestry and Natural land. The local assets include Natural and cultural.
Concluding remarks,"Romania has been one of the most active Member States in developing and adopting the Optional Quality Term (OQT) for products from its mountain areas. It is also currently the only country that has decided not to use any derogation for the registration of 'Mountain Products' - thereby strictly requiring that products originate from within a designated mountain area (reducing the distance to 0km). The National Mountain Area Agency (part of the Ministry of Agriculture and Rural Development) has overall responsibility for co-ordination of the OQT, including maintenance of the National Registry of Mountain Products (https://produse.produsmontan.ro/). Processing and approval of requests to use the OQT and associated 'Mountain products' logo is undertaken locally by 30 Mountain Development Offices located in mountain communes. The National Consumers Protection Authority is responsible for regulating the market in 'Mountain Products' and checks if producers have been granted the authorisation to use the OQT and if the labelling is in compliance with the national regulation."
