title,description
"Breakfast puddings (e.g. Haggis, black pudding, white pudding) (Eilean Siar/ Western Isles LAU1)","The MOVING reference member state of this VC (Value Chain) is SCOTLAND HUTTON. The reference MOVING Card ID of this VC is VC 28 UK. Breakfast puddings including haggis and Stornoway black pudding are an important Scottish food and export commodity. Haggis has an export value of £8.8 million over the last ten years. Stornoway Black pudding has PGI status and is a world renowned Scottish product. Charles MacLeod (original Stornoway Black pudding producers) are worth around £2 million. Pudding production links multiple actors in a value chain including crofters/farmers, butchers, tourism providers and tourists themselves."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Highlands and Islands (RR9); Highlands and Islands (NUTS2). The reference mountain landscape of this VC is Na h-Eileanan Siar. The Western Isles is a remote island group off the north-west of Scotland, which relies on ferry and air links to the mainland. Aside from the main town, Stornoway, the region has a very low population density and has suffered population loss over the last 10 years. The area has a Gaelic language and crofting heritage."
Geography and population,The size of the area (km2) is 3092.097685. The minimum altimetry of the LAU (Local Administrative Unit) is -6. The maximum altimetry of the LAU is 728. The total population (in thousand) is 26720. The population density (Inhabitants/km2) in the LAU is 8.64. The population change rate of the LAU in the last 10 years (%) has been -2.55%. The overall regional population density (Inhabitants/km2) is 11.44. The regional population change rate in the last 10 years (%) has been 1.52%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 20263.48. The total Gross Value Added (GVA) (EUR million/year) [Province] is 640.89. The primary sector share of total GVA/year [Province] is 4.59%. The secondary sector share of total GVA/year [Province] is 14.11%. The tertiary sector share of total GVA/year [Province] is 81.31%. The per capita income (EUR/year) [Region] is 21856.90. The total Gross Value Added (GVA) (EUR million/year) [Region] is 13770.61. The primary sector share of total GVA/year [Region] is 4.03%. The secondary sector share of total GVA/year [Region] is 27.20%. The tertiary sector share of total GVA/year [Region] is 68.77%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 2407. The regional (Region) share of total BPs/year is 4.01%. The number of agricultural holdings in the LAU is 6293. The nearest settlement with population over 100000 (km) is 342. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 21.43%. The secondary sector share of total employment/year [Province] is 14.29%. The tertiary sector share of total employment/year [Province] is 64.29%. The primary sector share of total employment/year [Region] is 9.29%. The secondary sector share of total employment/year [Region] is 17.26%. The tertiary sector share of total employment/year [Region] is 73.45%.
Interest on this VC,"Scottish breakfasts (mainly served in tourist cafes and accomodation i.e. BandBs) always contain at least one type of 'pudding' based on oatmeal, barley, beef fat and beef or sheep offal, traditionally served in a sheeps' stomach. They are often associated with remote rural agricultural areas and regions. Haggis, especially, has cultural connections to territorial identity, being frequently eaten across Scotland (and beyond) within a 'Burns Supper' to celebrate Scottish poet Robbie Burns. Black pudding from Stornoway (Western Isles LAU1) has PGI status. Such puddings need to be made on the Isle of Lewis to a specific recipe. Charles MacLeod (original producers of Stornoway Black pudding) has won multiple awards including six Great Taste Awards."
Key local assets,"Natural assets: relies on land use for livestock farming, also landscape/ scenery to link to tourism ventures (i.e. scottish breakfast puddings often served in tourist accomodation). Social assets: strong links throughout the VC including between farmer/crofter, butcher and touism provider. Cultural assets: Links to traditional knowledge for pudding production, but also crofting and livestock farming practices. Haggis and black pudding are also important cultural icons for Scottish food industry. "
Challenges,"relies on tourism for a good market for selling produce (potential challenges from BREXIT/ COVID). Relies on good relations across the VC (i.e. farmers, pudding producers, tourism ventures, tourists). Relies on maintaining land use/ climate so it can be suitable for livestock farming - potential imapcts from climate change may alter this. Only Stornoway black pudding has PGI status, other pudding may be at risk from 'imposters'. Black pudding is also made in Lancaster LAU1. Overall the type of challenge faced by this VC is Current and predicted. This VC is classified as Traditional."
Innovation,"The type of innovation of this VC (Value Chain) is unspecified. traditional as have been created and sold in these areas for many years. The innovation is related to the whole VC. The land use systems involved are Grassland and Natural land. The local assets include Natural, social and cultural."
Concluding remarks,"Haggis and other breakfast puddings are made throughout Scotland, includuing in non-upland areas, however, Stornoway Black pudding is the only one with PGI status. In Badenoch and Strathspey, Speyside specialities produce puddings, and others are produced in Edinburgh or even England (Lancaster LAU1) within Scottish branding for teh supermarket chain, Aldi. Breakfast puddings are important for both within-Scotland market and as an export market."
