title,description
Honey from the Bakony mountains,"The MOVING reference member state of this VC (Value Chain) is HUNGARY. The reference MOVING Card ID of this VC is VC 14 HU. In the Bakony Mountains, there are many people involved in beekeeping, some who started it 50 years ago, some in recent years. They are members of theEuropean Territorial Quality Mark: Bakonyi Local Brand trademark. Their products are sold through short supply chains within the brand of the trade mark. They produce different kinds of honey (mixed flower, linden, acacia, sunflower, canola and phacelia) and also special and flavoured ones (lavender honey, wild onion honey, chestnut honey)."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Transdanubian mountains. The reference mountain landscape of this VC is Olaszfalu. Olaszfalu is a small village (municipality), in Veszprém county, belonging to a small town Zirc, with reasonably good road and railway connections. It is situated in a valley with good alluvial soils, wet and cool weather, surrounded by large forested areas."
Geography and population,The size of the area (km2) is 43. The minimum altimetry of the LAU (Local Administrative Unit) is 486. The maximum altimetry of the LAU is unspecified. The total population (in thousand) is 1.053. The population density (Inhabitants/km2) in the LAU is 24.49. The population change rate of the LAU in the last 10 years (%) has been -0.06%. The overall regional population density (Inhabitants/km2) is 95.45. The regional population change rate in the last 10 years (%) has been -0.04%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 3877. The total Gross Value Added (GVA) (EUR million/year) [Province] is 3286. The primary sector share of total GVA/year [Province] is 4.99%. The secondary sector share of total GVA/year [Province] is 27.78%. The tertiary sector share of total GVA/year [Province] is 67.22%. The per capita income (EUR/year) [Region] is 14578. The total Gross Value Added (GVA) (EUR million/year) [Region] is 12355. The primary sector share of total GVA/year [Region] is 4.78%. The secondary sector share of total GVA/year [Region] is 38.97%. The tertiary sector share of total GVA/year [Region] is 56.24%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 47.2. The regional (Region) share of total BPs/year is 10.03%. The number of agricultural holdings in the LAU is 125. The nearest settlement with population over 100000 (km) is 21. In this region protected areas are not present.
Employment,The primary sector share of total employment/year [Province] is 4.47%. The secondary sector share of total employment/year [Province] is 42.86%. The tertiary sector share of total employment/year [Province] is 52.67%. The primary sector share of total employment/year [Region] is 4.47%. The secondary sector share of total employment/year [Region] is 42.86%. The tertiary sector share of total employment/year [Region] is 52.67%.
Interest on this VC,"In the Bakony Mountains, there are many people involved in beekeeping, some who started it 50 years ago, some in recent years, migrating with the bees, following the blossoming of different plants and trees. These beekeepers are members of European Territorial Quality Mark Bakonyi Local Brand trademark. Their products are sold through short supply chains with some common design. They participate in a joint marketing system and are members of the European Territorial Quality Mark: Bakonyi Local Brand. It is also a quality assurance system and a marketing tool to promote products with a common logo. The trademark also creates cooperation between producers. They also produce special honey types: lavender honey, shallot honey, chestnut honey, hawthorn honeyf and special flavored honeys (walnut honey, hazelnut honey, herbal honey)."
Key local assets,"Very good condition and a long cultural tradition of honey production, large forested and agricultural areas. Good co-operation with agricultural producers (they are most happy to accept the bees on their land). Good connections with the local LEADER LAG, organising marketing and community action. "
Challenges,"Mainly bee pests and diseases, as well as the effects of climate change, are also causing chemical treatments associated with industrial crop production. Fewer and fewer people choose beekeeping as a profession. For big companies honey can be sold at low prices, but a lot of energy needs to be invested in short supply chains. Many of the beekeepers are ageing, they stop selling in small scale and they often do not have anyone to pass the profession (and their bees) on. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. Honey itself is considered traditional in this field, but demanding packaging, quality, and often online sales through a short supply chain are considered innovative. Many of the beekeepers are locals, but others are lifestile entrepreneur incommers, bringing new knowledge, technology, etc. to the common pool. The innovation is related to New products and New marketing strategies. The land use systems involved are Cropland, grassland and forestry. The local assets include Natural and cultural."
