title,description
'FOOD FROM THE MOUNTAIN' FARMERS' ASSOCIATION,"The MOVING reference member state of this VC (Value Chain) is BULGARIA. The reference MOVING Card ID of this VC is VC 09 BG. The 9 founding members of the association currently offer their customers a very broad range of products: sheep cheese and yogurt, lamb and sheep meat; cows milk hard cheese, several types of kashkaval, cream, butter and yoghurt; goats' milk pressed cheese and white ('Sirene') cheese; honey; jams and marmalades from forest fruits, and; distinctive regional wines. This is a very diverse offer that encourages their customers to return regularly to buy the association's products from the farmers' markets they participate in. The normal arrangement is for one or two members of the association to travel (in turn) to the market location and sell the products of all their colleagues. This makes much more efficient use of their time."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Western Stara Planina (Balkan mountains). The reference mountain landscape of this VC is Berkovitsa Municipality in Montana Province (BG312). The relief of the Montana province (MON36) varies greatly. The majority (65%) of the province is a fertile plain area in the north bordering the Danube River. This area is dominated by intensive arable cropping. In contrast, there are four mountainous municipalities in the south-west of the province that encompass much of the Western Planina Stara mountain range (with highest peak of 2,016 metres). Most grasslands and livestock are found in this region, together with forest land on the steeper slopes."
Geography and population,The size of the area (km2) is 465. The minimum altimetry of the LAU (Local Administrative Unit) is unspecified. The maximum altimetry of the LAU is unspecified. The total population (in thousand) is 16.343. The population density (Inhabitants/km2) in the LAU is 35.15. The population change rate of the LAU in the last 10 years (%) is unspecified. The overall regional population density (Inhabitants/km2) is 39.00. The regional population change rate in the last 10 years (%) has been -0.19%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 4600. The total Gross Value Added (GVA) (EUR million/year) [Province] is 524. The primary sector share of total GVA/year [Province] is 13.40%. The secondary sector share of total GVA/year [Province] is 30.00%. The tertiary sector share of total GVA/year [Province] is 56.60%. The per capita income (EUR/year) [Region] is 5200. The total Gross Value Added (GVA) (EUR million/year) [Region] is 3402. The primary sector share of total GVA/year [Region] is 9.10%. The secondary sector share of total GVA/year [Region] is 36.40%. The tertiary sector share of total GVA/year [Region] is 54.50%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 1497. The regional (Region) share of total BPs/year is 18.30%. The number of agricultural holdings in the LAU is 19010. The nearest settlement with population over 100000 (km) is unspecified. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 30.80%. The secondary sector share of total employment/year [Province] is 26.60%. The tertiary sector share of total employment/year [Province] is 42.70%. The primary sector share of total employment/year [Region] is 27.80%. The secondary sector share of total employment/year [Region] is 26.70%. The tertiary sector share of total employment/year [Region] is 45.50%.
Interest on this VC,"Group of 9 farmers from 4 muncipalities - Chiprovtsi (MON36), Georgi Damyanovo (MON14), Berkovitsa (MON02) and Varshets (MON12) - in Montana Province (BG312) created an association in 2016 to jointly market their products under a common brand: 'Food from the Mountain'. The innovation is currently focused upon the implementation of the association's strategy for the joint marketing of members' products."
Key local assets,"The natural assets used are the semi-natural and natural mountain grasslands (meadows and pastures) of the region. Many of these are publically-owned and were historically used as common grasslands under the control of the local municipality. After Bulgaria joined the EU and CAP Pillar I support payments were introduced, the pattern of use of these natural assets has changed. When allocating use of the common grasslands to local farmers, municipalities now frequently give priority access to the best grasslands to those livestock farmers eligible to receive CAP payments and who can therefore pay a higher rent. The association is also making use of some of the small plots of cultivated land that exist locally. "
Challenges,"The main problem of people living and working in this mountain region is diversifying their business activities in order to add value and receive a fair payment for their high quality products and adequate compensation for their hard work. The association is intended as an entity which will both: i) help producers to produce better quality, innovative products and selling them at a competitive price, and ii) facilitate further innovation in diversifying the sources of income of the members e.g. developing a tourist product such as a 'Western Stara Planina Food and Wine Trail'. Overall the type of challenge faced by this VC is Current. This VC is classified as Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Exogenous. Members of the association participate together in a weekly farmers market in Sofia, plus national fairs and events. Longer term they aim to develop their region as an alternative tourism destination offering clean food, traditional products, food and wine tasting. The innovation is related to New marketing strategies. The land use systems involved are Cropland and Grassland. The local assets include Natural."
Concluding remarks,Bulgaria has adopted conditions and procedures for use of the optional quality term (OQT) 'Mountain Product' and a national logo has been approved. However uptake of the OQT is currently very low.
