title,description
Winter ski recreation in Slovak mountains,"The MOVING reference member state of this VC (Value Chain) is SLOVAKIA. The reference MOVING Card ID of this VC is VC 19 SK. Activities: ski resort service, grooming slopes, marketing, accomodation provision, food catering provision. Key actors: ski resort managers, workers, visitors. VC positively impacts local infrastructure and services development, contribute to local and regional economy."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Slovak Carpathians. The reference mountain landscape of this VC is Štrba. Slovakia has 29 ski areals across four NUTS3 (mentioned inrow57). The Štrba LAU2 is only one of the areas relevant for this VC. It is situated in the Sub-Tatra Basin, which separates the High Tatras and Low Tatras mountains. Štrba municipality includes ski, tourist, and health resort near to a famous lake Štrbské Pleso. It is a popular place for visitors and a starting point for hikers."
Geography and population,The size of the area (km2) is 43.46. The minimum altimetry of the LAU (Local Administrative Unit) is 850. The maximum altimetry of the LAU is 850. The total population (in thousand) is 3.491. The population density (Inhabitants/km2) in the LAU is 55.35. The population change rate of the LAU in the last 10 years (%) has been -0.04%. The overall regional population density (Inhabitants/km2) is 92.02. The regional population change rate in the last 10 years (%) has been 0.02%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 10400. The total Gross Value Added (GVA) (EUR million/year) [Province] is 7679.5. The primary sector share of total GVA/year [Province] is 2.53%. The secondary sector share of total GVA/year [Province] is 47.99%. The tertiary sector share of total GVA/year [Province] is 49.48%. The per capita income (EUR/year) [Region] is 11800. The total Gross Value Added (GVA) (EUR million/year) [Region] is 17202.16. The primary sector share of total GVA/year [Region] is 2.30%. The secondary sector share of total GVA/year [Region] is 49.09%. The tertiary sector share of total GVA/year [Region] is 48.61%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 856. The regional (Region) share of total BPs/year is 0.69%. The number of agricultural holdings in the LAU is 3515. The nearest settlement with population over 100000 (km) is 204. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 3.00%. The secondary sector share of total employment/year [Province] is 34.00%. The tertiary sector share of total employment/year [Province] is 63.00%. The primary sector share of total employment/year [Region] is 3.00%. The secondary sector share of total employment/year [Region] is 34.00%. The tertiary sector share of total employment/year [Region] is 63.00%.
Interest on this VC,Skiing in winter is specifically connected with mountains and it is a very popular activity in Slovak mountains.
Key local assets,Natural assets are grasslands on slopes. Other assets are touristic accomodation and catering services. Cultural asset ia a tradition of winter skiing in Slovak mountains. 
Challenges,"1) Climat change cousing increase of temperature and consequent decrease in amount and area of natural snow availability. 2) Energy requirement for functioning of ski resorts - technical snow production, amount of electric energy needed for running ski lifts and realted greenhouse gas emission. 3) the construction and maintenance of ski runs may negatively impact ecosystems and cause soil erosion. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional."
Innovation,"The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Grassland and grassland on slopes. The local assets include Natural, cultural and touristic accomodation and catering services."
Concluding remarks,"Winter ski areals present in all mountain NUTS3 in Slovakia: 9 ski areals in SK 031, 4 ski areals in SK 032, 14 ski areals in SK 041, and 2 ski areals in SK 042."
