title,description
Milk production with label 'mountain milk' according to EU regulations,"The MOVING reference member state of this VC (Value Chain) is SLOVAKIA. The reference MOVING Card ID of this VC is VC 02 SK. Key activities: livestock pasture, milk processing Key actors: farmers and shepherds, milk processors, traders. Positive impact on local and regional SES is employment, added value to local and regional economy, maintains landscape, contributes to biodiversity and is in synergy with tourism."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Slovak Carpathians. The reference mountain landscape of this VC is Važec. The Važec is lined by the highest Slovak mountains, 'Vysoké Tatry.' The municipality includes a karst cave declared as a National Natural Monument with guided visits for the public; there is also a ski areal for winter skiing. Due to the local landscape attractiveness, there are numerous accommodation facilities for visitors. The municipality has good access by train, buses and nearby highway."
Geography and population,The size of the area (km2) is 59.7. The minimum altimetry of the LAU (Local Administrative Unit) is 788. The maximum altimetry of the LAU is 895. The total population (in thousand) is 2.4. The population density (Inhabitants/km2) in the LAU is 40.23. The population change rate of the LAU in the last 10 years (%) has been 0.01%. The overall regional population density (Inhabitants/km2) is 102.4. The regional population change rate in the last 10 years (%) has been -0.02%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 14100. The total Gross Value Added (GVA) (EUR million/year) [Province] is 8774.7. The primary sector share of total GVA/year [Province] is 1.20%. The secondary sector share of total GVA/year [Province] is 49.83%. The tertiary sector share of total GVA/year [Province] is 48.97%. The per capita income (EUR/year) [Region] is 13100. The total Gross Value Added (GVA) (EUR million/year) [Region] is 15737.27. The primary sector share of total GVA/year [Region] is 2.82%. The secondary sector share of total GVA/year [Region] is 48.75%. The tertiary sector share of total GVA/year [Region] is 48.43%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 645. The regional (Region) share of total BPs/year is 0.36%. The number of agricultural holdings in the LAU is 4846. The nearest settlement with population over 100000 (km) is 139. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 4.00%. The secondary sector share of total employment/year [Province] is 37.00%. The tertiary sector share of total employment/year [Province] is 59.00%. The primary sector share of total employment/year [Region] is 4.00%. The secondary sector share of total employment/year [Region] is 37.00%. The tertiary sector share of total employment/year [Region] is 59.00%.
Interest on this VC,"Milk production in the mountain area. The raw materials and feed come mainly from mountain areas, and milk is also processed at a set altitude, at least 500 m. Cows and sheep from 73 Slovak farms and mountain huts supply milk exclusively for 'Liptov' products. Animals are grazed in the mountain environment of Liptov, Orava, Spiš, and, in the case of sheep's milk, also at Gemer."
Key local assets,"Grassland for livestock with milk production, pasture in the mountains represent a cultural landscape identity in Slovakia. "
Challenges,1) Climate change may impact environmental quality in the mountains and consequently influence milk quality 2) consumers may not be aware of the mountain milk quality and nutritional benefits. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional.
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Grassland. The local assets include Natural and cultural.
Concluding remarks,"LAU1: Stara Lubovna SK041A, Spišská Nová Ves SK042A , Poprad SK0416, Levoča SK0414, Kežmarok SK0413, Gelnica SK0421, Ružomberok SK0318, Liptovský Mikuláš SK0315, Dolný Kubín SK0313 , Námestovo SK0317 , Tvrdošín SK031A , additionally also LAU2: Valaská Dubová 511102, Silica 526223, Silická Brezová 526231, Bôrka 525561, Lúčka 525936, Čierna Lehota 525596, Rejdová 526134, Muránska Zdychava 526029, Muránska Huta 526002 ."
