title,description
"Trizs, the fruitful village","The MOVING reference member state of this VC (Value Chain) is HUNGARY. The reference MOVING Card ID of this VC is VC 05 HU. In the framework of a local social employment programme (from 2010), poor local community members cultivate a three hectar community garden, producing fruit, vegetables, herbs and spices, complemented with forest fruits collected at the edge of the local national park. Processed on traditional ways into conserves, jams, compotes, etc. The programme provides employment for disadvantaged people, uses cropland on a traditional, but environmentally friendly way and provides healthy food products to urban customers through short food chains."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Northern Medium Mountains. The reference mountain landscape of this VC is Trizs. Trizs is a village in Borsod-Abaúj-Zemplén County, Putnok District. It is a settlement located in the northwestern part of the county, next to the Slovakian border and next to the Aggtelek National Park. The closest bigger city Miskolc is 50 km away and Budapest is 230 km away."
Geography and population,The size of the area (km2) is 10. The minimum altimetry of the LAU (Local Administrative Unit) is 364. The maximum altimetry of the LAU is unspecified. The total population (in thousand) is 0.188. The population density (Inhabitants/km2) in the LAU is 18.80. The population change rate of the LAU in the last 10 years (%) has been -0.15%. The overall regional population density (Inhabitants/km2) is 83.54. The regional population change rate in the last 10 years (%) has been -0.07%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 6560. The total Gross Value Added (GVA) (EUR million/year) [Province] is 5560. The primary sector share of total GVA/year [Province] is 3.88%. The secondary sector share of total GVA/year [Province] is 34.68%. The tertiary sector share of total GVA/year [Province] is 61.44%. The per capita income (EUR/year) [Region] is 11195. The total Gross Value Added (GVA) (EUR million/year) [Region] is 9488. The primary sector share of total GVA/year [Region] is 4.14%. The secondary sector share of total GVA/year [Region] is 33.47%. The tertiary sector share of total GVA/year [Region] is 62.38%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 0. The regional (Region) share of total BPs/year is 8.64%. The number of agricultural holdings in the LAU is 12. The nearest settlement with population over 100000 (km) is 47. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 3.89%. The secondary sector share of total employment/year [Province] is 40.14%. The tertiary sector share of total employment/year [Province] is 55.97%. The primary sector share of total employment/year [Region] is 3.89%. The secondary sector share of total employment/year [Region] is 40.14%. The tertiary sector share of total employment/year [Region] is 55.97%.
Interest on this VC,"This is a 'public employment program' of the municipality of Trizs, perceived as a social economy based business of the village. Most of the people working in the program are women, which initially defined the scope of activities as well. The Women of Trizs bring their fruit and vegetable processing experiences from their own households to the community scene. They create high value added products and market it through short chains. The municipality initiated this project, which is not common, a high level of trust and co-operative culture has been developed in order to achieve both social and economic goals in the context of sustainable production. They sell the projects in their own local product shop, on the shelves of local, regional and more distant sample shops, and by other partners."
Key local assets,"The VC uses the natural resources of the area, the fruit trees and berry plantation in the area give raw material for the production. The cooperation of the village, the local human resources is one of the cornerstones of the project. The products are based on local traditions.They have become part of the local territorial quality assurance system. "
Challenges,"To keep the involvement of poor excluded women for the long run. To make the social enterprise financially sustainable (through generating income and finding project funding). Generating local tourism, making by passers to stop and spend money in the village. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous. The production and processing of fruit is traditional. However, using up-to-date design and packaging, selling the products through short food chains, using ICT and approaching CSA groups is innovative. The products are based on the knowledge of local people and the local municipality launched the initiative, using available assets (land, knowledge, funds for employment, investment, etc.). The innovation is related to New marketing strategies and New governance systems. The land use systems involved are The raw material is collected from the fruit trees of the region and from berry plantations. The local assets include Natural, social and cultural."
