title,description
A strong alcoholic beverages from juniper berries growing in Slovak mountains protected by PGI,"The MOVING reference member state of this VC (Value Chain) is SLOVAKIA. The reference MOVING Card ID of this VC is VC 17 SK. Activities: collection of juniper berries, drink preparation, marketing. Key actors: forest owners, drink producers, consumers. Positive impact on local and regional SES is a local product processing, identity maintenance."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Slovak Carpathians. The reference mountain landscape of this VC is Spišská Nová Ves. Relevant LAU are described in row 57. LAU2 SpiŠská Nová Ves is a district city, currently an industrial and transport centre of the region. In the past, it was a mining city. While the city center lies at an altitude of 463 m above sea level, the forested areas of the municipality in the southern part reaches an altitude of 1266 m above sea level. Many hiking trails to the Slovak Paradise mountains begin in this municipality."
Geography and population,The size of the area (km2) is 66.67. The minimum altimetry of the LAU (Local Administrative Unit) is 463. The maximum altimetry of the LAU is 1266. The total population (in thousand) is 37.101. The population density (Inhabitants/km2) in the LAU is 556.47. The population change rate of the LAU in the last 10 years (%) has been -0.03%. The overall regional population density (Inhabitants/km2) is 119. The regional population change rate in the last 10 years (%) has been 0.03%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 13300. The total Gross Value Added (GVA) (EUR million/year) [Province] is 9522.7. The primary sector share of total GVA/year [Province] is 2.12%. The secondary sector share of total GVA/year [Province] is 49.95%. The tertiary sector share of total GVA/year [Province] is 47.93%. The per capita income (EUR/year) [Region] is 11800. The total Gross Value Added (GVA) (EUR million/year) [Region] is 17202.16. The primary sector share of total GVA/year [Region] is 2.30%. The secondary sector share of total GVA/year [Region] is 49.09%. The tertiary sector share of total GVA/year [Region] is 48.61%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 389. The regional (Region) share of total BPs/year is 0.31%. The number of agricultural holdings in the LAU is 3379. The nearest settlement with population over 100000 (km) is 204. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 3.00%. The secondary sector share of total employment/year [Province] is 34.00%. The tertiary sector share of total employment/year [Province] is 63.00%. The primary sector share of total employment/year [Region] is 3.00%. The secondary sector share of total employment/year [Region] is 34.00%. The tertiary sector share of total employment/year [Region] is 63.00%.
Interest on this VC,"Three trademarks are registered in EU as protected geographical products located in mountain areas: Špišská Borovička , Slovenská Borovička Juniperus , Liptovská Borovička .The beverages are produced by the unique fermentation of the juniper fruit. The pure juniper distillate is relatively expensive and has an intensive flavor. For that reason, it is diluted with neutral alcohol and water. The detailed recipe is known only for producers. It is very traditional spirit drink in Slovakia, recognized also by EU as Slovak national drink."
Key local assets,"Natural assets are forests and meadows for juniper ( Juniperus communis L) and cropland with cereals for gin part of the spirit. Juniper is an evergreen shrub found in dry, rocky soil in the Slovakian mountains. Especially the shrub fruits and branches from Juniperus communis are used. Cultural assets are related to traditional products and knowledge about the recipe for this drink. "
Challenges,"1) imitation of this beverage by substituting juniper fruits with artificial aroma. The consumer doesn't need to be aware of the protection sign. 2) Another challenge is the import of juniper berries from other countries (e.g., Albania). Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional."
Innovation,"The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Cropland, Forestry and Meadows. The local assets include Natural and cultural."
Concluding remarks,"LAU1: Stara Lubovna SK041A, Spišská Nová Ves SK042A , Poprad SK0416, Levoča SK0414, Kežmarok SK0413, Gelnica SK0421, Ružomberok SK0318, Liptovský Mikuláš SK0315, Ilava SK0222, Trenčín SK0229, Považská Bystrica SK0226, Žilina SK031B . LAU2: Súľov 517992."
