title,description
"Kozani Red saffron, ingredient of other products, cultivated and processed by a local cooperative","The MOVING reference member state of this VC (Value Chain) is GREECE. The reference MOVING Card ID of this VC is VC 15 GR. The actors and activities regarding the Krokos Kozani's saffron are many. They include farming, harvesting, processing and distribution. All of these activities take place in the region. A local cooperative (Cooperative de Saffron) responsible for harvesting, assuring quality, drying and sorting of Saffron exists. Crop yield, plantation span, packaging and trading are all tied to a quality schemes PDO that the cooperative overseas."
Mountain landscape and reference chains,The reference mountain chain of this VC is Vourinos Mountain. The reference mountain landscape of this VC is KOZANI. Vourinos covers the southern Kozani regional unit. Highest elevation: 1866 m. Length 30 km. Drained by the river Aliakmonas and its tributaries. Forests on the northern slopes and the lower areas. The higher elevations are covered with grasslands. The mountainous region with its mild climate produces the best quality organic saffron in the world.
Geography and population,The size of the area (km2) is 1071. The minimum altimetry of the LAU (Local Administrative Unit) is 350. The maximum altimetry of the LAU is 680. The total population (in thousand) is 169.446. The population density (Inhabitants/km2) in the LAU is 29.70. The population change rate of the LAU in the last 10 years (%) has been -0.08%. The overall regional population density (Inhabitants/km2) is 28.8. The regional population change rate in the last 10 years (%) has been -0.08%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 16200. The total Gross Value Added (GVA) (EUR million/year) [Province] is 2401.27. The primary sector share of total GVA/year [Province] is 7.21%. The secondary sector share of total GVA/year [Province] is 50.44%. The tertiary sector share of total GVA/year [Province] is 42.35%. The per capita income (EUR/year) [Region] is 15300. The total Gross Value Added (GVA) (EUR million/year) [Region] is 3559.99. The primary sector share of total GVA/year [Region] is 8.37%. The secondary sector share of total GVA/year [Region] is 45.71%. The tertiary sector share of total GVA/year [Region] is 45.92%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 627. The regional (Region) share of total BPs/year is 0.344%. The number of agricultural holdings in the LAU is 14168. The nearest settlement with population over 100000 (km) is 125. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 17.76%. The secondary sector share of total employment/year [Province] is 23.84%. The tertiary sector share of total employment/year [Province] is 58.40%. The primary sector share of total employment/year [Region] is 17.23%. The secondary sector share of total employment/year [Region] is 22.42%. The tertiary sector share of total employment/year [Region] is 60.36%.
Interest on this VC,"Krokos Kozanis is a PDO product with a strong territorial identity. It uniquely thrives, is cultivated and produced by 40 small hamlets and villages that surround the farming town of Krokos, Western Macedonia Greece . Saffron is being cultivated in the area since the 17th century. Kozani is less favored region of Greece with high unemployment. Krokos Kozani's Red Saffron is a high reputation and high quality product.It is one of the world's most intense and valuable varieties of Saffron. For 300 years, this red saffron is systematically cultivated in the rich soil of a unique area in Kozani, in western Macedonia. It is exported mainly in EU, Canada and USA. Continuously growing academic interest for it s health benefits. Used as an ingredient in innovative editable products and cosmetics.The VC is totally dependent on one Coperative, which consists of 1,000 members and has the exclusive right to collect, process and distribute Kozani saffron.The founding of the Cooperative created a body that has the complete responsibility of collecting, processing, packing and distributing the product in order to ensure its quality and to avoid the adulteration that was done by the traders in the past, resulting in the degradation and negative image of the product."
Key local assets,"Saffron is a traditional product cultivated in the rural area of Kozani. The product has acquired the PDO label. Active farmers and cooperative stakeholders collaboratie with universities to research the pharmaceutical usedsof the product. Socioeconomically, a community (Cooperative de Saffron) has been established. Cultivation has existed in the region for centuries. Saffron is cultivated in forty villages in the region. Greece is the second largest saffron producing country, with an average output of 4 tons of p.a. during the last four decades, most of which is directed in export markets. All of the saffron production is in Kozani. The producer cooperative has the exclusive right to collect, process, package and market all output,. It has also adopted the quality assurance systems and safety management system assuring quality. "
Challenges,Challenges include the downturn of acreage and production of saffron during the last decade. Intense competition with multinational energy companies in respect to the land is another challenge. Trends in adultertation and vulnerability to climate conditions and climate change are other challenges. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative.
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous. Saffron is a well established, famous spice. The innovations concern new innovative products, editable and cosmetics, so that the added value of those products to be forwarded to the local producers. The innovation is related to New products. The land use systems involved are Cropland. The local assets include Social and cultural."
Concluding remarks,Kozani is the only region in Greece in which this type of saffron is cultivated. Spain and Italy produce smaller quantities and taken as a whole the quality of European saffron is considered superior compared to other regions of the world.
