title,description
Lamb meat,"The MOVING reference member state of this VC (Value Chain) is NMK. The reference MOVING Card ID of this VC is VC 12 NMK. In the region, mainly the private owners who are breeding sheep, they do sell the lambs in a collective manner."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Mountain Meleshevija. The reference mountain landscape of this VC is unspecified. Maleshevski mountains are located in the eastern part of the Republic of North Macedonia. The are covers the municipalities of Berovo and Pehchevo, and is characterized with the natural and cultural wealth. Two rivers cross the region, Bregalnica and Strumica. Forests covers 52% of the Maleshevija region, while pastures around 20%."
Geography and population,The size of the area (km2) is 806. The minimum altimetry of the LAU (Local Administrative Unit) is 660. The maximum altimetry of the LAU is 1932. The total population (in thousand) is 174.341. The population density (Inhabitants/km2) in the LAU is 49.3. The population change rate of the LAU in the last 10 years (%) has been -3.00%. The overall regional population density (Inhabitants/km2) is 83.4. The regional population change rate in the last 10 years (%) has been 1.20%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 5056. The total Gross Value Added (GVA) (EUR million/year) [Province] is 769. The primary sector share of total GVA/year [Province] is 9.80%. The secondary sector share of total GVA/year [Province] is 45.60%. The tertiary sector share of total GVA/year [Province] is 44.53%. The per capita income (EUR/year) [Region] is 5175. The total Gross Value Added (GVA) (EUR million/year) [Region] is 9332. The primary sector share of total GVA/year [Region] is 9.75%. The secondary sector share of total GVA/year [Region] is 27.70%. The tertiary sector share of total GVA/year [Region] is 62.50%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 2088. The regional (Region) share of total BPs/year is unspecified. The number of agricultural holdings in the LAU is 26003. The nearest settlement with population over 100000 (km) is unspecified. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is unspecified. The secondary sector share of total employment/year [Province] is unspecified. The tertiary sector share of total employment/year [Province] is unspecified. The primary sector share of total employment/year [Region] is 16.20%. The secondary sector share of total employment/year [Region] is 30.50%. The tertiary sector share of total employment/year [Region] is 53.30%.
Interest on this VC,"Sheep breeding is a traditional activity of Maleshevija, while for lamb meat is well recognized as a quality product across the country and even beyond. The largest part of the lamb meat produced in the Republic of Macedonia is exported to Italy, Greece, Croatia, Serbia, Montenegro and Bosnia and Herzegovina. Farming is among basic economic activity for vulnerable families in the region of Maleshevija. Because of the specific conditions and relief of Maleshevija who is characterized by mountains offering very cleaned environment, sheep breeding. Given that the lamb meat of Macedonia is well recognized also in foreign markets, it is a good opportunity for analyzing the details of this VC."
Challenges,"The sheep number is rapidly decreasing, and this is a big issue in the region. There are less interested people to deal with the sheep, and very hardly to find human capacities in the industry, including shepherds. In some cases, the market is not well consolidated, and the cheese might be sold on the grey market. The most of sheep farms are located in the Eastern and North-eastern region, sheep breeding in these regions is characterized with presence of sheep flocks with less than 50 heads per flock. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is unspecified. The new technology used in the processing the lamb meat. The technology also used in the distribution channels coverage for the foreign countries/markets. The innovation is related to New processes. The land use systems involved are Grassland and Natural land. The local assets include Natural, social and cultural."
Concluding remarks,"this VC, is also present in other Member States."
