title,description
Organic garlic from Olaszfalu,"The MOVING reference member state of this VC (Value Chain) is HUNGARY. The reference MOVING Card ID of this VC is VC 15 HU. Organic garlic production, a joint enterprise of two small family businesses with modern machines purchased with the help of the local Leader LAG. High-quality garlic produced, cleaned, packaged and sold in a design package as Hungarian garlic through short supply chains. Members of European Territorial Quality Mark Bakonyi Local Brand trademark."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Transdanubian mountains. The reference mountain landscape of this VC is Olaszfalu. Olaszfalu is a small village (municipality), in Veszprém county, belonging to a small town Zirc, with reasonably good road and railway connections. It is situated in a valley with good alluvial soils, wet and cool weather, surrounded by large forested areas."
Geography and population,The size of the area (km2) is 43. The minimum altimetry of the LAU (Local Administrative Unit) is 486. The maximum altimetry of the LAU is unspecified. The total population (in thousand) is 1.053. The population density (Inhabitants/km2) in the LAU is 24.49. The population change rate of the LAU in the last 10 years (%) has been -0.06%. The overall regional population density (Inhabitants/km2) is 95.45. The regional population change rate in the last 10 years (%) has been -0.04%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 3877. The total Gross Value Added (GVA) (EUR million/year) [Province] is 3286. The primary sector share of total GVA/year [Province] is 4.99%. The secondary sector share of total GVA/year [Province] is 27.78%. The tertiary sector share of total GVA/year [Province] is 67.22%. The per capita income (EUR/year) [Region] is 14578. The total Gross Value Added (GVA) (EUR million/year) [Region] is 12355. The primary sector share of total GVA/year [Region] is 4.78%. The secondary sector share of total GVA/year [Region] is 38.97%. The tertiary sector share of total GVA/year [Region] is 56.24%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 47.2. The regional (Region) share of total BPs/year is 10.03%. The number of agricultural holdings in the LAU is 125. The nearest settlement with population over 100000 (km) is 21. In this region protected areas are not present.
Employment,The primary sector share of total employment/year [Province] is 4.47%. The secondary sector share of total employment/year [Province] is 42.86%. The tertiary sector share of total employment/year [Province] is 52.67%. The primary sector share of total employment/year [Region] is 4.47%. The secondary sector share of total employment/year [Region] is 42.86%. The tertiary sector share of total employment/year [Region] is 52.67%.
Interest on this VC,"Organic garlic production, a joint enterprise of two small family businesses with modern machines purchased with the help of the local Leader LAG. High-quality garlic produced, cleaned, packaged and sold in a design package as Hungarian garlic through short supply chains. Members of European Territorial Quality Mark Bakonyi Local Brand trademark. Growing garlic in an organic way in the Bakony Mountains is a special, innovative idea. The product is sold through short supply chains, as Hungarian onions. They participate in a joint marketing system and are members of the European Territorial Quality Mark: Bakonyi Local Brand. It is also a quality assurance system and a marketing tool to promote products with a common logo. The trademark also creates cooperation between producers."
Key local assets,"VC uses locally available lands for organic garlic growing. Good co-operation with agricultural producers and good connections with the local LEADER LAG, organising marketing and community actions. "
Challenges,"Labor shortages are possible in this industry. Due to global trends, major changes are expected in the garlic market, Chinese competition is very strong. This is a new line of production in the arey (and for these particular businesses) made possible by climate change, there is some lack of knowledge and experience.. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous. Garlic is not a traditional product in the Bakony Mountains, also the special quality, the organic cultivation and the specialty of the packaging make VC innovative. An indigenous local producer manages this business with his son, the general agricultural production knowledge is endogenous. The innovation is related to New products, New processes and New marketing strategies. The land use systems involved are Cropland. The local assets include Natural, social and cultural."
