title,description
Sami Handicraft - Duodji,"The MOVING reference member state of this VC (Value Chain) is SKANDINAVIAN UCO. The reference MOVING Card ID of this VC is VC 18 SCA. There are two types of handicraft, the soft handicrafts and the hard ones. The first one consists of clothes, jewellery and baskets of woven birch branches and are traditionally made by women, while the hard ones are knives and cups of reindeer antlers, which are mostly manufactured by men. Traditional materials are reindeer leather, bones and antlers, natural woods, specially from birch, and silver for clothes and jewellery. Both the Sami handicraft making and souvenir purchase in Sapmi region are also touristic assets. Handicrafts can be found in stores and in Sami markets and festivals. In 1980 the Sami Duodji trademark was established for tracing authentic Sami products and , although different national organisations certify the products within each country's boundaries (Norway, Sweden, Finland and Russia), the ownership rights correspond to the Sami Council."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Scandinavean Mountains - Scandes. The reference mountain landscape of this VC is Guovdageaidnu - Kautokeino. Guovdageaidnu - Kautokeino is one of the two main cultural settlements for the Norwegian Sapmi area. It is the largest municipality in Norway and it shares a border with Finland in the South. It is located in the Finnmarksvidda mountain plateau, covered by birch and sparse pine forests, extensive bogs and lakes. The key characteristic activity is the reindeer herding. It hosts one of the main Sami festivals, the Easter Festival of Kautokeino, where visitors can learn about Sami culture, experience some traditional activities and purchase handicrafts."
Geography and population,The size of the area (km2) is 9707.35. The minimum altimetry of the LAU (Local Administrative Unit) is 192. The maximum altimetry of the LAU is 970. The total population (in thousand) is 2.91. The population density (Inhabitants/km2) in the LAU is 0.29. The population change rate of the LAU in the last 10 years (%) has been -1.32%. The overall regional population density (Inhabitants/km2) is 4.29. The regional population change rate in the last 10 years (%) has been 4.06%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 53239.46. The total Gross Value Added (GVA) (EUR million/year) [Province] is 3607.4. The primary sector share of total GVA/year [Province] is 13.63%. The secondary sector share of total GVA/year [Province] is 23.92%. The tertiary sector share of total GVA/year [Province] is 62.46%. The per capita income (EUR/year) [Region] is 53580.75. The total Gross Value Added (GVA) (EUR million/year) [Region] is 23165.41. The primary sector share of total GVA/year [Region] is 9.82%. The secondary sector share of total GVA/year [Region] is 22.44%. The tertiary sector share of total GVA/year [Region] is 67.75%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 12579. The regional (Region) share of total BPs/year is 20.14%. The number of agricultural holdings in the LAU is 285. The nearest settlement with population over 100000 (km) is 414. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 0.85%. The secondary sector share of total employment/year [Province] is 13.87%. The tertiary sector share of total employment/year [Province] is 85.28%. The primary sector share of total employment/year [Region] is 3.76%. The secondary sector share of total employment/year [Region] is 18.53%. The tertiary sector share of total employment/year [Region] is 74.68%.
Interest on this VC,This VC is based on the cultural heritage of the only indigenous community of Europe. The origin of the materials is mainly the natural ecosystems and the reindeers. The innovation is related to the turn into a market oriented production fostering the development of regional markets and e-commerce strategies to reach more public.
Key local assets,"This VC is highly related to reindeer herding and the nomadic Sami ancient lifestyle. Consequently, they had to craft their own tools and get the materials from nature. Most of them come from reindeer (antlers, skin and bones) and birch wood from local forests. Knowledge on how to make them has been carried through generations and the style and techniques could vary among the ethnic groups. "
Challenges,"1) Threat on Sapmi terrritory driven by extrative industries (mining, logging, energy); 2) To maintain the knowledge and interest of Sami people in handcrafting. Overall the type of challenge faced by this VC is unspecified. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Exogenous. The VC is innovative as it represents a novel bussiness model for the Sami community to make tools and clothes for commertial purposes. Nonetheless, the assets and means remain traditional. In addition, they are embracing online platforms to promote the VC. An example is the Jokkmokk Market that normally takes place in the locality of Jokkmokk but this year due to COVID-19 Pandemic, it may be carried out online. The innovation is related to New marketing strategies. The land use systems involved are Natural land. The local assets include Natural, social and cultural."
Concluding remarks,"The VC is present all along Sapmi area in Norway, Sweden (Jokkmokk SE2510 or Kiruna) and Finland."
