title,description
Herbal tea,The MOVING reference member state of this VC (Value Chain) is CZECH REPUBLIC. The reference MOVING Card ID of this VC is VC 07 CZ. Healing herbs collection considered as the project of social inclusion (done by social enterprise) is done in local medows. Processing of the herbs is done by another farm in the locality (organic certified farm owned by a women) or by the facilities of this company (possible to use the area of 100 s.m for drying the herbs but also fruits) and the final product is sold in company shop in Velka Kras or delivered into about 30 other small shops mostly in NUTS 2 region. They have also on-line shop(max 500 characters).
Mountain landscape and reference chains,"The reference mountain chain of this VC is Jeseniky mountains. The reference mountain landscape of this VC is LAU 1 Jeseník. Mountain Reference Landscape (LAU 1 - Vsetín) is the area with high share of highlands and forests. The Reference Landscape includes the nature protected area, which is the largest in the Czech Republic (555 km2). The most valuable asset of the Reference Landscape is the unique nature. The Reference Landscape thus provide very attractive conditions for tourism. The nature protected area located in the region is considered one of the most valuable locations in Europe. The landscape is historically known for extensive farming in perennial grassland, namely sheep and cattle."
Geography and population,The size of the area (km2) is 719. The minimum altimetry of the LAU (Local Administrative Unit) is 320. The maximum altimetry of the LAU is 1423. The total population (in thousand) is 37.968. The population density (Inhabitants/km2) in the LAU is 52.81. The population change rate of the LAU in the last 10 years (%) has been -7.97%. The overall regional population density (Inhabitants/km2) is 131.62. The regional population change rate in the last 10 years (%) has been -1.49%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 9183.58. The total Gross Value Added (GVA) (EUR million/year) [Province] is 9185.97. The primary sector share of total GVA/year [Province] is 3.30%. The secondary sector share of total GVA/year [Province] is 40.40%. The tertiary sector share of total GVA/year [Province] is 56.30%. The per capita income (EUR/year) [Region] is 9335.88. The total Gross Value Added (GVA) (EUR million/year) [Region] is 18439.35. The primary sector share of total GVA/year [Region] is 2.97%. The secondary sector share of total GVA/year [Region] is 45.43%. The tertiary sector share of total GVA/year [Region] is 51.60%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 28371. The regional (Region) share of total BPs/year is 0.49%. The number of agricultural holdings in the LAU is 2387. The nearest settlement with population over 100000 (km) is 110. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 4.29%. The secondary sector share of total employment/year [Province] is 42.68%. The tertiary sector share of total employment/year [Province] is 53.01%. The primary sector share of total employment/year [Region] is 3.24%. The secondary sector share of total employment/year [Region] is 45.99%. The tertiary sector share of total employment/year [Region] is 50.77%.
Interest on this VC,"Regional label, e-shop and social entreprise. Local product (with reigonal label) utilizes the producsts (herbs) of remote mountain area in Czechia. The employees of social entreprise harvest the herbs and the enterprise developed e-shop to deliver healing herbal teas. The origin of social enterprise was supported by EU funds and employs 3 peope from socially disadvantageous groups (ethnic minority of Romas who are typified by high unemployment and who are concentrated in remote areas like this one). The chain demonstrates how remote mountain areas which are considered as backward (underdeveloped) benefit from local assets. The founders of VC reflected growing market demands as for natural products which are provided by clean nature of the mountains. They utilize regional label guaranteeing also sustainabllity principles. VC uses 'the past' (herbs were used for centuries for healing) to change practices of 'today' toward natural producrs The chain is typified by multi-actor-perspective (e.g. municipality of the company is partner)."
Key local assets,Local medows with herbs far from any source of pollution. (max 300 characters). 
Challenges,"Social inclusion through harvesting elderberies, nettles, plantain used in pupular healing medicine (simple work skills are needed to utilise mountain researouces such as herbs). Utilising local resources (their uniqueness) to promomte remote mountain areas and utilise its resources. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. The innovation turns disadvanages (remoteness, social exclusion - were taken as 'business as usuall) into advantages (providing the marked with demanded natural healing herbs through the involvement of disadvanatgeous social groups - it is the novelty appraoch). Products which were used in the past by local people for healing purposes are revitalized now to be utilized under 'new concept' of health (a sort of retro-innovation). The innovation is related to the whole VC. The land use systems involved are Grassland. The local assets include Social and cultural."
Concluding remarks,"The company also produces herbs syrups, apple vinegard and also baked tea (tea is not local) - it means the small company with 5 emplyees goes also beyond the locality of Jeseniky/Rychlebske mountains."
