title,description
Activites for the production and handling of PGI potatoes,"The MOVING reference member state of this VC (Value Chain) is GREECE. The reference MOVING Card ID of this VC is VC 20 GR. The VC comprises of the activities of groups of local producers and their families and a local cooperative for standardization, packaging, promotion and marketing of a high reputation product. The production of potatoes is complementary with the other activities of the area that support the income of the community during the winter. In the area there are ski centers at higher altitutes and picturesque villages with hosting activities. The local cooperative is trying to extend the VC and enhance the prospects of the product."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Mountains Orvilos, Vrontou and Falakro. The reference mountain landscape of this VC is KATO NEVROKOPI. The basin of Kato Nevrokopi is surrounded by the mountains Orvilos (2212m), Vrontou (1850m) and Falakro (2232m), covered with pines, firs, beeches, fruit nuts and native hazelnuts. The area is relatively close to Drama (40min), and in 2h30m from Salonika."
Geography and population,The size of the area (km2) is 873.6. The minimum altimetry of the LAU (Local Administrative Unit) is 410. The maximum altimetry of the LAU is 1850. The total population (in thousand) is 96.925. The population density (Inhabitants/km2) in the LAU is 28.20. The population change rate of the LAU in the last 10 years (%) has been -0.02%. The overall regional population density (Inhabitants/km2) is 42.8. The regional population change rate in the last 10 years (%) has been -0.02%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 10300. The total Gross Value Added (GVA) (EUR million/year) [Province] is 867.58. The primary sector share of total GVA/year [Province] is 10.74%. The secondary sector share of total GVA/year [Province] is 24.36%. The tertiary sector share of total GVA/year [Province] is 64.90%. The per capita income (EUR/year) [Region] is 11400. The total Gross Value Added (GVA) (EUR million/year) [Region] is 5956.89. The primary sector share of total GVA/year [Region] is 8.28%. The secondary sector share of total GVA/year [Region] is 19.20%. The tertiary sector share of total GVA/year [Region] is 72.52%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 173. The regional (Region) share of total BPs/year is 0.144%. The number of agricultural holdings in the LAU is 5480. The nearest settlement with population over 100000 (km) is 137. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 19.02%. The secondary sector share of total employment/year [Province] is 16.86%. The tertiary sector share of total employment/year [Province] is 64.08%. The primary sector share of total employment/year [Region] is 25.70%. The secondary sector share of total employment/year [Region] is 11.70%. The tertiary sector share of total employment/year [Region] is 62.60%.
Interest on this VC,"The area of Kato Nevrokopi is a mountainous basin consisting of several villages in the Prefecture of Drama, Eastern Macedonia. The basin is at 550m with continental climate, with - unusual for Greece - low temperatures in winter. The microclimatic conditions of the area, the frequent changes in temperature as well as the slightly acidic and sandy soil, produce potatoes of special taste and flavor. The area is covered with snow for half a year, so there is no possibility for a double harvest, which is common in other areas, so the soil is not depleted. For more than 50 years the cultivation of potatoes prevails in the land use of Kato Nevrokopi. In the last decade the potatoes are cultivated with integrated management, have gained a PGI, high reputationa and territorial identity. Kato Nevrokopi potato is known throughout Greece for its superior taste and quality characteristics. Its cultivation appeared in the Kato Nevrokopi basin in the mid-1920s, and became dominant in the 60's while in 2002 it was recognized as a PGI product, due to the climate, the soil and the long experience of potato growers. The majority of the local farmers who cultivate potatoes, are heavily depentend on the product. That affects their income, their life conditions and their culture. The potatoes make possible the thriving of the community under very uncommon for Greece climatic conditions (very low temperatures in winter)."
Key local assets,"The soil and the harsh climate have made the potato cultivation the prevailing land use in Kato Nevrokopi, a basin surrounded by mountains. The potato cultivation is a single crop, supporting the local community and strengthening their bonds against the threats and the precariousness. "
Challenges,"The climate of the area is condinental and that affects the cultivation and the quality of potatoes. The climate change has brought more rain and less snow, which has started affecting the cultivation of potatoes. Additionally, there is extensive adulteration in potatoes, which intensifies market competition. The income of the local population depends heavbily on the potato production and on the consumption of potatoes in Greece. These factors create vulnerabilities and precuriousness for the local community of the area. During the last 5 years more than 5% of the potato producers have adandon this traditional cultivation. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Exogenous. A local coopertaive of 50 farmers (out of the 300) has introduced new marketing practices for the potatoes, starting with logos. The innovation lies in the fact that farmers have decided to take extroversion actions in order to face the competition, to protect the product against adulteration and to highlight the uniqueness of the product. The innovation is related to New marketing strategies. The land use systems involved are Cropland. The local assets include Natural and social."
Concluding remarks,"Similar VC, based on mountainous potatoes can be found in Lassithi plateau, in Crete (EL432)."
