title,description
alpine pasture cheese with organic sheep's milk,The MOVING reference member state of this VC (Value Chain) is SWITZERLAND 2. The reference MOVING Card ID of this VC is VC 12 CH2. The VC is composed of small scale farming with the farmers that produce and transform the sheep's milk and sell the cheese directly on the farm. The milk is processed into a number of different cheeses which are labelled as organic.
Mountain landscape and reference chains,"The reference mountain chain of this VC is Jura. The reference mountain landscape of this VC is Bière; Gimel; Longirod; Montricher; Le Chenit; Le Lieu. The MLR is a region composed of limestone rocks, which are permeable and have difficulty retaining water, forming a succession of shallow valleys and high plateaus. It is covered by forest and wooded pasture. Milk and cheese production are the first agricultural resource of the massif. Temperature vary strongly between summer and winter and the annual rainfall are abundant ( 1000 mm). Clock-making by farmers in the form of peasant clockmakers has been practiced since the Middle Ages and offers a cultural heritage to the region."
Geography and population,The size of the area (km2) is 21.11. The minimum altimetry of the LAU (Local Administrative Unit) is 565. The maximum altimetry of the LAU is 1679. The total population (in thousand) is 10.82. The population density (Inhabitants/km2) in the LAU is 51.24. The population change rate of the LAU in the last 10 years (%) has been 11.74%. The overall regional population density (Inhabitants/km2) is 199.83. The regional population change rate in the last 10 years (%) is unspecified.
Income and gross value added,The average per capita income (EUR/year) [Province] is 35065.59. The total Gross Value Added (GVA) (EUR million/year) [Province] is 79468.40. The primary sector share of total GVA/year [Province] is 0.99%. The secondary sector share of total GVA/year [Province] is 29.59%. The tertiary sector share of total GVA/year [Province] is 69.42%. The per capita income (EUR/year) [Region] is 41768.11. The total Gross Value Added (GVA) (EUR million/year) [Region] is 120370.80. The primary sector share of total GVA/year [Region] is 0.80%. The secondary sector share of total GVA/year [Region] is 28.02%. The tertiary sector share of total GVA/year [Region] is 71.17%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 286. The regional (Region) share of total BPs/year is 0.17%. The number of agricultural holdings in the LAU is 93. The nearest settlement with population over 100000 (km) is 59. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 3.97%. The secondary sector share of total employment/year [Province] is 61.57%. The tertiary sector share of total employment/year [Province] is 34.06%. The primary sector share of total employment/year [Region] is 2.55%. The secondary sector share of total employment/year [Region] is 15.85%. The tertiary sector share of total employment/year [Region] is 81.36%.
Interest on this VC,"Other use of grazing areas than cow cattle which is the main landuse system in the swiss mountains, organic production that meets environmental and biodiversity standards, pasture landuse system threatened by climate change with summer droughts."
Key local assets,"Dairy production is based on pastures (natural asset), which represent the typical swiss cultural landscape. Grazing therefore depends on these landscapes and these landscapes depends in return on cattle, otherwise they would return to the state of the forest. Transformation into cheese depends on traditional knowledge, since it is produced in an artisanal way. "
Challenges,There are uncertainties about the real effect of climate change on grassland production and animal health (reduced grass growth in summer but a one-month longer growing season depending on the scenario). Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional.
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Grassland. The local assets include Natural and cultural.
