title,description
Beer - local minibreweries,"The MOVING reference member state of this VC (Value Chain) is CZECH REPUBLIC. The reference MOVING Card ID of this VC is VC 14 CZ. Founding a new local brewery require high investment. The local breweries are set up by sole organization, or within diversification activities of already existing businesses, such as restuarants or hotels. Setting up a brewery also requires speciliazed knowledge of technology. Production of beer in small and mini breweries does not require land, nor local agricultural crops, but local water. What contributes to the success, beside the objective quality of the product, is the marketing that often utilizes local culture and tradions in marketing and branding."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Sumava - Cesky les. The reference mountain landscape of this VC is LAU 1 Trutnov. LAU 1 - Trutnov is the largest district within the NUTS 3 Kralovehradecky. The landscape of the region is very diverse with large differences in altitude. Such landscape makes the region less favorable for agricultural activities. 43,2% of the region covers agricultural land. Approximately a half of the agricultural land is arable land (53%). There is also a high share of perennial grassland in the region (41,6%). Forest land covers 46,9% of the region and this is the highest share within the NUTS2. The region includes the highest mountains of the Czech Republic (Giant Mountains) with the highest peak 1602 meters above s.l. The area of the mountains inlcude the National Park (with 385 km2)."
Geography and population,The size of the area (km2) is 1146.78. The minimum altimetry of the LAU (Local Administrative Unit) is 263. The maximum altimetry of the LAU is 1603. The total population (in thousand) is 117.978. The population density (Inhabitants/km2) in the LAU is 102.87. The population change rate of the LAU in the last 10 years (%) has been -1.84%. The overall regional population density (Inhabitants/km2) is 121.79. The regional population change rate in the last 10 years (%) has been 0.44%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 10130.69. The total Gross Value Added (GVA) (EUR million/year) [Province] is 9173.35. The primary sector share of total GVA/year [Province] is 4.50%. The secondary sector share of total GVA/year [Province] is 40.50%. The tertiary sector share of total GVA/year [Province] is 55.10%. The per capita income (EUR/year) [Region] is 9762.62. The total Gross Value Added (GVA) (EUR million/year) [Region] is 23148.69. The primary sector share of total GVA/year [Region] is 3.29%. The secondary sector share of total GVA/year [Region] is 46.85%. The tertiary sector share of total GVA/year [Region] is 49.90%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 55419. The regional (Region) share of total BPs/year is 0.45%. The number of agricultural holdings in the LAU is 1759. The nearest settlement with population over 100000 (km) is 100. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 5.41%. The secondary sector share of total employment/year [Province] is 39.27%. The tertiary sector share of total employment/year [Province] is 55.33%. The primary sector share of total employment/year [Region] is 3.80%. The secondary sector share of total employment/year [Region] is 59.94%. The tertiary sector share of total employment/year [Region] is 36.26%.
Interest on this VC,"Local production of beer has recently emerged as a new VC in the food sector. The local breweries operate on niche markets with emphasis on teritorry and local consumption. Local breweries are typically associated with tourism, accommodation and gastronomy. Local production of beer utilizes local resources (natural, economic and cultural)."
Key local assets,"The quality of water significantly impacts on quality of the final product. Local breweries utilize cultural sources of the region. Beer products are usually sold with 'stories' that refer to local history, legends, key personas etc. "
Challenges,"Local breweries operate on unique niche markets. Distribution of beer relies on direct sale and eventually - depending on a capacity of a brewery - eshops or specialized shops. The VCs depend on incoming guests. Main challange for the future is make the CV more resilient to changes in a number of incoming tourists, and develop additionl marketing channels for sale. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Technology and fresh ingredients (barley and hops) are usually transported in the locality. However, the breweries are dependent on local sources of quality water. The local assets include Natural and cultural."
Concluding remarks,The VC is useful for the project due to its populariy and high added value for the regional economy.
