title,description
Organic and demeter certified juices,"The MOVING reference member state of this VC (Value Chain) is SKANDINAVIAN UCO. The reference MOVING Card ID of this VC is VC 14 SCA. Jønsi Gård on Hjuksebø in Telemark is Norway's largest producer of biodynamic apples and has been Demeter approved since 1991. On the farm there are over 20 different apple varieties with an annual production around 30-50 tons. Besides, they have around 40 bee hives to ensure pollination and they consequently produce honey as a by product."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Scandinavean Mountains - Scandes. The reference mountain landscape of this VC is Notodden. Notodden is located in a mountainous area with numerous water streams and waterfalls. It has always been linked to diverse industrial activities around the Tinnelva river, such as wood logging and hydropower energy. Simultaneously, the region of Telemark is one of the four major fruit districts in Norway. Besides, Notodden hosts the biggest blues festival in Norway and the only Blues museum."
Geography and population,The size of the area (km2) is 983.89. The minimum altimetry of the LAU (Local Administrative Unit) is 18. The maximum altimetry of the LAU is 1290. The total population (in thousand) is 13.049. The population density (Inhabitants/km2) in the LAU is 13.26. The population change rate of the LAU in the last 10 years (%) has been 5.32%. The overall regional population density (Inhabitants/km2) is 21.43. The regional population change rate in the last 10 years (%) has been 8.14%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 47879.01. The total Gross Value Added (GVA) (EUR million/year) [Province] is 7385.26. The primary sector share of total GVA/year [Province] is 0.85%. The secondary sector share of total GVA/year [Province] is 33.08%. The tertiary sector share of total GVA/year [Province] is 66.07%. The per capita income (EUR/year) [Region] is 61033.47. The total Gross Value Added (GVA) (EUR million/year) [Region] is 39674.92. The primary sector share of total GVA/year [Region] is 0.91%. The secondary sector share of total GVA/year [Region] is 23.98%. The tertiary sector share of total GVA/year [Region] is 69.72%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 1573. The regional (Region) share of total BPs/year is 4.21%. The number of agricultural holdings in the LAU is 1351. The nearest settlement with population over 100000 (km) is 112. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 0.35%. The secondary sector share of total employment/year [Province] is 24.77%. The tertiary sector share of total employment/year [Province] is 74.87%. The primary sector share of total employment/year [Region] is 1.39%. The secondary sector share of total employment/year [Region] is 21.99%. The tertiary sector share of total employment/year [Region] is 76.61%.
Interest on this VC,Demeter certified juices are products of high quality that care for the environment.
Key local assets,"Although the growing season is short in this latitude, the local climate is adequate for apple production. Social assets relate to the values associated with the organic and Demeter certification, putting sustainability and circular system thinking first. "
Challenges,The main challenge is to increase the number of customers and the demand for organic products. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional.
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Cropland. The local assets include Natural and social.
Concluding remarks,Another case of organic juice production is located in Møre og Romsdal (NO053).
