title,description
Chestnut flour coming from the rediscovered chesnut cultivation activities in the area,"The MOVING reference member state of this VC (Value Chain) is ITALY UNIMOL and UNIPI. The reference MOVING Card ID of this VC is VC 02 IT. Key activities and key actors, labelling, quality schemes in place, dependencies of VC on local SES and impacts (positive and negative ) of VC on regional SES.   ."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Apuan Alps. The reference mountain landscape of this VC is Stazzema. Stazzema is a comune (municipality) in the Province of Lucca in the Italian region Tuscany, located about 80 kilometres (50 miles) northwest of Florence and about 25 km (16 mi) northwest of Lucca. Stazzema is composed of 17 hamlets."
Geography and population,The size of the area (km2) is 80.08. The minimum altimetry of the LAU (Local Administrative Unit) is 71. The maximum altimetry of the LAU is 1859. The total population (in thousand) is 2.958. The population density (Inhabitants/km2) in the LAU is 36.93. The population change rate of the LAU in the last 10 years (%) has been -11.71%. The overall regional population density (Inhabitants/km2) is 160.64. The regional population change rate in the last 10 years (%) has been 0.48%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 28400. The total Gross Value Added (GVA) (EUR million/year) [Province] is 9919.9. The primary sector share of total GVA/year [Province] is 1.16%. The secondary sector share of total GVA/year [Province] is 29.68%. The tertiary sector share of total GVA/year [Province] is 69.17%. The per capita income (EUR/year) [Region] is 31400. The total Gross Value Added (GVA) (EUR million/year) [Region] is 105293.3. The primary sector share of total GVA/year [Region] is 2.39%. The secondary sector share of total GVA/year [Region] is 25.06%. The tertiary sector share of total GVA/year [Region] is 72.55%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 225. The regional (Region) share of total BPs/year is 0.04%. The number of agricultural holdings in the LAU is 111. The nearest settlement with population over 100000 (km) is 55.4. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 1.70%. The secondary sector share of total employment/year [Province] is 27.77%. The tertiary sector share of total employment/year [Province] is 70.53%. The primary sector share of total employment/year [Region] is 4.60%. The secondary sector share of total employment/year [Region] is 26.70%. The tertiary sector share of total employment/year [Region] is 68.70%.
Interest on this VC,"Chestnut flour is produced by secular chestnut tree planted from 500 meters to 1000 meter that usually rapresent the highest altitude, The Chestnuts are collected by small farm that process the fruit in small productions and high identity value. The chestnut tree performs various functions: productive, protective, naturalistic, landscape, recreational, didactic. The innovation start to spread also in this very traditional value chain."
Key local assets,"The altitude, chestnut varieties, traditional rosted process, give to these chestnut flours a lot of character, that it was noticed into the main chestnut flour awards done in Tuscany. The aim is to increase the production of chestnut flour, starting from e reduction of abandon of chestnut tree, and by a more professional management of the process, whit out to loss the traditional taste. "
Challenges,The interest for chestnut flour is come back after several years of total abandon of chestnut tree. In the area ther is a general lack of professionalism. There is a very small supply compare with a very hight demand with a willing to pay very high prices. There is some local business association that try to change the local situation. Climate change and chestnuts tree abandon are are increasing the new phytosanitary emergencies from harmful organisms and microorganisms from other geographical areas. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional and Innovative.
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous. The production of chestnut flour is done in a traditional way but in the last ten years some innovation have interessed the roasted and peeled process, the marketing strategies( new packaging, use of social network) and the organization system. The innovation is related to New processes and New marketing strategies. The land use systems involved are Forestry. The local assets include Cultural."
