title,description
Arbutus unedo tree fruit from mountain hillsides and surroundings,"The MOVING reference member state of this VC (Value Chain) is PORTUGAL ESTRELA. The reference MOVING Card ID of this VC is VC 14 PT2. At Serra da Estrela hillsides and surroundings, Stawberry tree occurs spontaneously and in planted orchards. Stawberry tree is exploited mainly because of its fruit, that is harvested and used to produce brandy. Stawberry tree fruit is used locally or sold to other regions in Portugal. Stawberry tree fruit brandy is sold at national and international levels."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Cordilheira Central (RR08). The reference mountain landscape of this VC is Seia. Located on the western slope of Serra da Estrela, Seia is a municipality with 21 parishes, in the district of Guarda in the Centre region of Portugal. Seia shares with the municipalities of Covilhã and Manteigas, the highest point in mainland Portugal at 1993 meters of altitude. Seia has a strong industrial tradition, mainly related to textiles and the distribution of electricity. The production of sheep's cheese is also a tradition."
Geography and population,The size of the area (km2) is 435.41. The minimum altimetry of the LAU (Local Administrative Unit) is 159. The maximum altimetry of the LAU is 1993. The total population (in thousand) is 22.234. The population density (Inhabitants/km2) in the LAU is 51. The population change rate of the LAU in the last 10 years (%) has been -0.11%. The overall regional population density (Inhabitants/km2) is 78.6. The regional population change rate in the last 10 years (%) has been -0.05%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 13122.59. The total Gross Value Added (GVA) (EUR million/year) [Province] is 2534.72. The primary sector share of total GVA/year [Province] is 3.67%. The secondary sector share of total GVA/year [Province] is 24.16%. The tertiary sector share of total GVA/year [Province] is 72.00%. The per capita income (EUR/year) [Region] is 16576.33. The total Gross Value Added (GVA) (EUR million/year) [Region] is 33268.83. The primary sector share of total GVA/year [Region] is 3.44%. The secondary sector share of total GVA/year [Region] is 30.35%. The tertiary sector share of total GVA/year [Region] is 67.00%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 1245. The regional (Region) share of total BPs/year is 1.96%. The number of agricultural holdings in the LAU is 1728. The nearest settlement with population over 100000 (km) is 64.2. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 20.11%. The secondary sector share of total employment/year [Province] is 34.59%. The tertiary sector share of total employment/year [Province] is 45.30%. The primary sector share of total employment/year [Region] is 13.25%. The secondary sector share of total employment/year [Region] is 48.20%. The tertiary sector share of total employment/year [Region] is 38.55%.
Interest on this VC,"Strawberry tree grows spontaneously at mountain hillsides and surroundings. More recently, strawberry tree orchards have, also, appeared in the area, as its fruit is increasingly valued. Strawberry tree may have various applications, namely the production of brandy from its fruits, the production of honey from its flowers and its use as an ornamental plant. Product highly connected to land use and landscape management."
Key local assets,"Strawberry tree (Arbutus unedo) is an evergreen plant that normally does not exceed 3 to 5 m in height. It is hermaphrodite and flowering occurs from October to February. Fruit maturation occurs in October. The same plant may have flower and fruit at the same time, because the flowering season begins when the fruits of the previous year are ripe. Fruit production may be quite irregular among years. "
Challenges,Will climate change affect strawberry trees distribution and Strawberry tree fruit quality?. Overall the type of challenge faced by this VC is Predicted. This VC is classified as Traditional.
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Forestry. The local assets include N/A.
Concluding remarks,Stawberry tree appears in different municipalities intersecting Serra da Estrela.
