title,description
Cold mountain shelter Knowledge economy,"The MOVING reference member state of this VC (Value Chain) is HUNGARY. The reference MOVING Card ID of this VC is VC 01 HU. An emerging community of young educated environmentally conscious lifestyle migrants, co-operating with the local authority. They produce food through permaculture, contour farming, forest agriculture, extensive animal husbandry, etc. though most of it they consume within the community. They organise courses, events exhibitions in permaculture, sustainable water management, building, etc. where they charge participants for the knowledge and the food too (made of their own products). They are creating an online knowledge platform for sharing environmental- and community friendly technology (both innovative and traditional)."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Transdanubian Mountains. The reference mountain landscape of this VC is Barnag. Barnag is a small village (municipality), in Veszprém county. The village belongs to the Balaton-Uplands area and is part of a National Park. The nearest city is Veszprém (20 km) and the nearest big city (Budapest) is 135 km away. Only one inferior route passes through the settlement."
Geography and population,The size of the area (km2) is 12.01. The minimum altimetry of the LAU (Local Administrative Unit) is 344. The maximum altimetry of the LAU is unspecified. The total population (in thousand) is 0.125. The population density (Inhabitants/km2) in the LAU is 10.41. The population change rate of the LAU in the last 10 years (%) has been 8.69%. The overall regional population density (Inhabitants/km2) is 95.45. The regional population change rate in the last 10 years (%) has been -0.04%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 3877. The total Gross Value Added (GVA) (EUR million/year) [Province] is 3286. The primary sector share of total GVA/year [Province] is 4.99%. The secondary sector share of total GVA/year [Province] is 27.78%. The tertiary sector share of total GVA/year [Province] is 67.22%. The per capita income (EUR/year) [Region] is 14578. The total Gross Value Added (GVA) (EUR million/year) [Region] is 12355. The primary sector share of total GVA/year [Region] is 4.78%. The secondary sector share of total GVA/year [Region] is 38.97%. The tertiary sector share of total GVA/year [Region] is 56.24%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 0. The regional (Region) share of total BPs/year is 10.03%. The number of agricultural holdings in the LAU is 7. The nearest settlement with population over 100000 (km) is 14. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 4.47%. The secondary sector share of total employment/year [Province] is 42.86%. The tertiary sector share of total employment/year [Province] is 52.67%. The primary sector share of total employment/year [Region] is 4.47%. The secondary sector share of total employment/year [Region] is 42.86%. The tertiary sector share of total employment/year [Region] is 52.67%.
Interest on this VC,"The community produces food through permaculture, contour farming, forest agriculture, extensive animal husbandry, etc. They organise courses, events exhibitions in permaculture, sustainable water management, building, etc. They are creating an online knowledge platform for sharing environmental- and community friendly technology . It is relevant for land use, saving and creating environmental and community values, it is an excellent example of how a conscious and powerful community can create and spread knowledge about resilience and sustainability. They represent important socio-economic trend, spreading fast in developed countries, trying to find links between innovation and tradition."
Key local assets,"Untouched clean natural environment, beautiful landscape, expert knowledge on sustainable farming, water management, building and everyday life practices; developed local, national and international social networks. "
Challenges,"Climate change (warming, new pests, extreme weather conditions). Civilisation/urbanisation pressure on the Mountain landscape. Turning knowledge on sustainability into income. Finding a balance between commercial and volunteer actions. Social distancing for COVID cancelled events. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous. The VC is innovative, because it transforms known old knowledge into modern technologies that are easy to use today. VC is both endogenous and exogenous because it is done by inmigrants, moved to the area from outside, but is based entirely on local conditions. The innovation is related to New processes, New governance systems and knowldge economy. The land use systems involved are Forestry and Natural land. The local assets include Natural, social and cultural."
