title,description
Murtaler pumpkin seed oil ('Kürbiskernöl'),"The MOVING reference member state of this VC (Value Chain) is AUSTRIA. The reference MOVING Card ID of this VC is VC 18 AT. The oil is produced by 4 family farms, who sell their product on-farm, in farmers' cooperative shops and other small shops in the region. The marketing is supported by the regional tourism initiative (Spielberg Tourismus)."
Mountain landscape and reference chains,"The reference mountain chain of this VC is RR 11, Austrian Alps. The reference mountain landscape of this VC is Bruck-Mürzzuschlag (No: 621). The district of Bruck-Mürzzuschlag was created only recently in the course of a district merger. It is located in the eastern Alps in the northeast of Styria. The weather is considered to be very changeable. The region is located in the northern limestone Alps. The main valley is the Mürz valley, where the river Mürz flows into the river Mur near Bruck an der Mur. This valley intersection 'Mur-Mürz-Furche' has been an industrial area for decades. In the North of the Mürz valley there are also many side valleys, from where the Mürz river is fed."
Geography and population,The size of the area (km2) is 2156.9. The minimum altimetry of the LAU (Local Administrative Unit) is 279. The maximum altimetry of the LAU is 2381. The total population (in thousand) is 98.697. The population density (Inhabitants/km2) in the LAU is 45.76. The population change rate of the LAU in the last 10 years (%) has been -3.71%. The overall regional population density (Inhabitants/km2) is 76.28. The regional population change rate in the last 10 years (%) has been 3.30%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 22671. The total Gross Value Added (GVA) (EUR million/year) [Province] is 5539. The primary sector share of total GVA/year [Province] is 2.26%. The secondary sector share of total GVA/year [Province] is 47.52%. The tertiary sector share of total GVA/year [Province] is 50.23%. The per capita income (EUR/year) [Region] is 21539. The total Gross Value Added (GVA) (EUR million/year) [Region] is 43050. The primary sector share of total GVA/year [Region] is 0.84%. The secondary sector share of total GVA/year [Region] is 35.12%. The tertiary sector share of total GVA/year [Region] is 64.04%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 7926. The regional (Region) share of total BPs/year is 5.10%. The number of agricultural holdings in the LAU is 1822. The nearest settlement with population over 100000 (km) is 55. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 3.60%. The secondary sector share of total employment/year [Province] is 35.32%. The tertiary sector share of total employment/year [Province] is 61.08%. The primary sector share of total employment/year [Region] is 5.55%. The secondary sector share of total employment/year [Region] is 26.47%. The tertiary sector share of total employment/year [Region] is 67.99%.
Interest on this VC,"Climate changes in recent years have introduced the pumpkin cultivation in new regions, such as in the Murtal. It might be expected that the production of pumpkin seed oil might be further extended towards mountainous areas. In general, the Styrian pumpkin seed oil (PGI) is mostly / traditionally produced in non-mountenous areas. Due to changes in climate, in recent years pumpkins are also cultivated in the mountainous region Murtal . Some farmers produce pumpkin seed oil, but they are not allowed to use the PGI Steirisches Kürbiskernöl as the region was not producing that oil during the registration of this oil as PGI. Styrian pumpkin seed oil (PGI) is mostly / traditionally produced in non-mountenous areas. However, recently also in the mountainous region Murtal some farmers produce pumpkin seed oil, are however not allowed to use the PGI Steirisches Kürbiskernöl . Thus the regulatory framework is of high interest in the context of this VC."
Key local assets,The production of pumpkin seed oil enriches the local culinary landscape. 
Challenges,"As already addressed above, farmers are not allowed to market the oil by using the PGI label. The fact that pumpkin seed oil from the Murtal is not officially a 'Styrian pumpkin seed oil' is due to that only products from certain regions are intended for this label. The growing areas of the pumpkins must correspond to defined political districts. A bit ridiculous in this context ist, that these traditional pumpkin growing areas are not only located in Styria, they can also be found in Burgenland and Lower Austria, but the area is not expandable, even if it is located in Styria. Overall the type of challenge faced by this VC is Predicted. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous. The cultivation of pumpkins, which had not been grown in that region traditionally, was introduced by some farmers. In cooperation with a local destillery a unique schnaps with pumpkin seeds was created. The innovation is related to New products and New marketing strategies. The land use systems involved are Cropland. The local assets include Natural."
Concluding remarks,Pumpkin seed oil is usually not produced in Austrian mountainous regions.
