title,description
Kars Gruyere and kashar produced in Boğatepe,The MOVING reference member state of this VC (Value Chain) is TURKEY. The reference MOVING Card ID of this VC is VC 14 TR. Dairy cattle enterprises are small scale. Cows graze in the highlands. Livestock provides the main livelihood for households. Kars Gruyere and Kashar are the most-produced cheeses in the village. There are five cheese production plants though only two them produce Gruyere cheese. The production of Gruyere and Kashar cheeses are important for the sustainable development of the region. Boğatepe Environment and Life Association was founded in 2000 to revive the village life. It is a exemplary model for rural development. Womens plays an active role in the activities. Imece culture still continue in the village.
Mountain landscape and reference chains,"The reference mountain chain of this VC is Allahuekber Mountains. The reference mountain landscape of this VC is Merkez (Kars). Boğatepe is located in Kars Province, in the northeastern region of Turkey. It lies approximately 52 kilometers from the city of Kars. It has favorable ecological conditions for dairy farming and cheese production. The village also attracts attention in terms of tourism."
Geography and population,The size of the area (km2) is 2048. The minimum altimetry of the LAU (Local Administrative Unit) is 1768. The maximum altimetry of the LAU is 3120. The total population (in thousand) is 118.201. The population density (Inhabitants/km2) in the LAU is 57.71533203. The population change rate of the LAU in the last 10 years (%) has been 6.48%. The overall regional population density (Inhabitants/km2) is 38.2. The regional population change rate in the last 10 years (%) has been -3.43%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 4000. The total Gross Value Added (GVA) (EUR million/year) [Province] is 1028.6. The primary sector share of total GVA/year [Province] is 25.60%. The secondary sector share of total GVA/year [Province] is 11.90%. The tertiary sector share of total GVA/year [Province] is 54.60%. The per capita income (EUR/year) [Region] is 3700. The total Gross Value Added (GVA) (EUR million/year) [Region] is 3689.89. The primary sector share of total GVA/year [Region] is 28.10%. The secondary sector share of total GVA/year [Region] is 10.30%. The tertiary sector share of total GVA/year [Region] is 53.60%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 3895. The regional (Region) share of total BPs/year is 43.20%. The number of agricultural holdings in the LAU is 28000. The nearest settlement with population over 100000 (km) is 135. In this region protected areas are not present.
Employment,The primary sector share of total employment/year [Province] is High. The secondary sector share of total employment/year [Province] is Low. The tertiary sector share of total employment/year [Province] is Medium. The primary sector share of total employment/year [Region] is 54.70%. The secondary sector share of total employment/year [Region] is 11.90%. The tertiary sector share of total employment/year [Region] is 33.10%.
Interest on this VC,The village of Boğatepe is located at an altitude of 2667 meters. There are wide-ranging pastures around the village. These contain a broad diversity of alpine plants. The first Kars Gruyere cheese enterprise was established in Boğatepe village in Turkey. Pasture-based dairy cows milk is used in cheese production which is important as grazing affects the quality of the cheese. The cheeses are produced using only traditional methods.
Key local assets,"Zavot cow s milk is used in the production. The quality of the cheese is dependent on altitude, pasture-based animal farming and the traditional production process. Kars kashar has a Geographical Indication from Turkish Patent and Trademark Office. The first cheese museum was established in Boğatepe. "
Challenges,"Immigration is a problem for the region. But depending on the economic development of the village, remigration has started to Boğatepe in recent years. It is important to increase the production and promotion of gruyere and kashar cheeses. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional."
Innovation,"The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Grassland. The local assets include Natural, social and cultural."
Concluding remarks,"This VC is also present in other MRLs in the Member States such as Czech Republic, France, Hungary, Serbia, Switzerland, Spain, and Austria."
