title,description
Meat products (dry and cured meat),"The MOVING reference member state of this VC (Value Chain) is SKANDINAVIAN UCO. The reference MOVING Card ID of this VC is VC 04 SCA. The meat comes mostly and preferably from the same region. The company produces the cured meat in a farm in the mountains, using the dry wind from the mountains for the process. The products are sold in the region and all along Norway. This VC is part of the regional brand 'Oppdal- taste of mountains' that guarantees the local origin of the product."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Scandinavean Mountains - Scandes. The reference mountain landscape of this VC is Oppdal. Most of the surface of Oppdal is mountainous area, and much of it is above the tree line. There are various lakes and several streams and rivers surrounded by prunes and pines. Nontheless, the main tree specie is the birch. Above the treeline, we can find heathers and alpine meadows, which provide grazing for cattles during summer. In fact, Oppdal region is considered to have exceptionally good grazing land by the Norwegian Institute of Forest and Nature. The average temperatures go from -5 in winter to 11 in summer, with possible snow precipitations until May."
Geography and population,The size of the area (km2) is 2274.12. The minimum altimetry of the LAU (Local Administrative Unit) is 240. The maximum altimetry of the LAU is 1985. The total population (in thousand) is 7.001. The population density (Inhabitants/km2) in the LAU is 4.28. The population change rate of the LAU in the last 10 years (%) has been 6.03%. The overall regional population density (Inhabitants/km2) is 11.11. The regional population change rate in the last 10 years (%) has been 10.08%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 58578.69. The total Gross Value Added (GVA) (EUR million/year) [Province] is 16471.96. The primary sector share of total GVA/year [Province] is 2.59%. The secondary sector share of total GVA/year [Province] is 19.25%. The tertiary sector share of total GVA/year [Province] is 78.16%. The per capita income (EUR/year) [Region] is 54460.72. The total Gross Value Added (GVA) (EUR million/year) [Region] is 22400.21. The primary sector share of total GVA/year [Region] is 5.35%. The secondary sector share of total GVA/year [Region] is 16.31%. The tertiary sector share of total GVA/year [Region] is 78.34%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 1626. The regional (Region) share of total BPs/year is 10.15%. The number of agricultural holdings in the LAU is 2 789. The nearest settlement with population over 100000 (km) is 118. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 2.37%. The secondary sector share of total employment/year [Province] is 27.02%. The tertiary sector share of total employment/year [Province] is 70.61%. The primary sector share of total employment/year [Region] is 2.54%. The secondary sector share of total employment/year [Region] is 20.19%. The tertiary sector share of total employment/year [Region] is 77.27%.
Interest on this VC,"High quality product, which is part of the traditional Norwegian food culture. The VC continues in the region because the employees of the former cured meat company have continued with the business, adding new products and new marketing strategies. Mostly related to e-commerce."
Key local assets,"The natural assets are the animals and also the mountain wind to cure the meat. The social asset relates to the regional brand as a way of cooperation among the producers. Finally, the cured meat is a traditional meal in the country and represents part of the food heritage. "
Challenges,1) Market competition with industrial meat corporations; 2) Abandonment of farms in the region that can affect the local supply of meat for transformation (in the municipality of Oppdal 40% of the farms stoped their activity between 1999 and 2014). Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative.
Innovation,"The type of innovation of this VC (Value Chain) is Exogenous. The innovation relates to e-commerce marketing and the participation in regional brands. The case here described is part of Oppdal Smak av Fjeld but in Norway these kind of regional labels and producers' associations seem quite common. The innovation is related to New marketing strategies. The land use systems involved are Cropland, Grassland and Mountain wind. The local assets include Natural, social and cultural."
