title,description
Spring and mineral waters from mountains - sold as natural or flavored with local wild herbs,"The MOVING reference member state of this VC (Value Chain) is SLOVAKIA. The reference MOVING Card ID of this VC is VC 18 SK. Key activities: packaging and marketing. Key actors: producers, actors in marketing. Labelling: waters with a certain amount of minerals can be labeled as 'mineral water'."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Slovak Carpathians. The reference mountain landscape of this VC is Liptovská osada. VC is present in all mountain NUTS3 in Slovakia (row57). A part of the LAU2 Liptovská osada, where the mineral spring is located, is part of the National Parc Nízke Tatry. The mineral water was in the past also used for the bath therapies in the spa area. The village has numerous accommodation facilities for visitors, some of which are provided in private houses. The local landscape also has numerous hiking and biking trails."
Geography and population,The size of the area (km2) is 50.195. The minimum altimetry of the LAU (Local Administrative Unit) is 500. The maximum altimetry of the LAU is 700. The total population (in thousand) is 1.628. The population density (Inhabitants/km2) in the LAU is 32.42. The population change rate of the LAU in the last 10 years (%) has been 0.00%. The overall regional population density (Inhabitants/km2) is 102.6. The regional population change rate in the last 10 years (%) has been 0.00%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 14100. The total Gross Value Added (GVA) (EUR million/year) [Province] is 8774.7. The primary sector share of total GVA/year [Province] is 1.20%. The secondary sector share of total GVA/year [Province] is 49.83%. The tertiary sector share of total GVA/year [Province] is 48.97%. The per capita income (EUR/year) [Region] is 13100. The total Gross Value Added (GVA) (EUR million/year) [Region] is 15737.27. The primary sector share of total GVA/year [Region] is 2.82%. The secondary sector share of total GVA/year [Region] is 48.75%. The tertiary sector share of total GVA/year [Region] is 48.43%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 1168. The regional (Region) share of total BPs/year is 0.64%. The number of agricultural holdings in the LAU is 4122. The nearest settlement with population over 100000 (km) is 142. In this region protected areas are not present.
Employment,The primary sector share of total employment/year [Province] is 4.00%. The secondary sector share of total employment/year [Province] is 37.00%. The tertiary sector share of total employment/year [Province] is 59.00%. The primary sector share of total employment/year [Region] is 4.00%. The secondary sector share of total employment/year [Region] is 37.00%. The tertiary sector share of total employment/year [Region] is 59.00%.
Interest on this VC,"Slovakia has several mineral water springs in the mountains, which are commercialized for drinking water. Currently, there are 14 brands of mineral waters and numerous spring waters in Slovakia. These waters have been existing on the market for several decades. They are considered to have a high reputation for domestic consumers or even in the Czech Republic. Some waters are recently flavored with local herbs with bio quality. New processes include a combination of mountain water and local wild herbs. The makteting strategies focus not so much on new brands, but on the modification of the products - packaging varieties, flavor and CO2 content."
Key local assets,"Local water spring, wild herbs - Raspberry, Blackthorn, Red currant, Gooseberry, Rosehip, Elderberry flower, Dandelion, Chamomile. "
Challenges,"1) Competitive market - there are numerous different mineral water brands and their numerous modifications on the Slovak food market. The brands of spring and mineral waters in Slovakia have been established over the last decades. Producers currently focus on keeping the consumers by modifying sold waters regarding varieties of packaging, flavor, and CO2 content. 2) weak promotion of Slovak spring and mineral waters 3) The environmental challenge is the material of packaging. Most of the waters are sold in plastic non-recyclable bottles and rarely in larger volumes than 1,5l. This causes a relatively massive amount of plastic waste. 4) Climate change, especially drought and reduced water quality, can cause a reduction of the amount and quality of infiltrated precipitation waters in a hydrogeological structure which are necessary for mineral waters' formation. Moreover, weather extremes as windstorms can destroy the forest cover across large areas. Consequently, it causes changing the groundwater circulation pattern on a local scale. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous. Innovative is the mixture of local resources - water and local wild herbs. The innovation is related to New processes and New marketing strategies. The land use systems involved are Forestry, Natural land and Meadows with wild herbs. The local assets include Natural and cultural."
Concluding remarks,"Slovakia is in number and quality of mineral springs among the richest countries in the world. VC is present in all mountain NUTS3 in Slovakia: SK 022, SK 031, SK 032, SK 041, SK 042."
