title,description
'GASTRO LOCAL',The MOVING reference member state of this VC (Value Chain) is ROMANIA. The reference MOVING Card ID of this VC is VC 18 RO. The value chain is very short and very simple. Visitors to a village have the opportunity to enhance their holiday or day-trip experience in a rural mountain setting to be enhanced by being served a meal in a local houshold that has been prepared with fresh traditional local products. Whilst at the same time being fully confident that all food safety and hygiene rules required by national / EU law have been being complied with.
Mountain landscape and reference chains,"The reference mountain chain of this VC is Southern Romanian Carpathian Mountains. The reference mountain landscape of this VC is Vama Buzăului commune in Braşov county (RO122). Braşov county is a hilly mountainous region (500 - 2000 metres altitude) located in the south-eastern part of Transylvania. The relief is a diverse mix of mountainous (35%), hilly (50%) and lower altitude plain areas (15%) with an associated land use of forests (mainly in the mountain areas), permanent grasslands (mainly in the hilly areas), cultivated arable fields (in the hilly areas and lower altitude plains and hill areas) plus some urban, industrial and water surfaces (lakes and reservoirs)."
Geography and population,The size of the area (km2) is 161.04. The minimum altimetry of the LAU (Local Administrative Unit) is unspecified. The maximum altimetry of the LAU is unspecified. The total population (in thousand) is 3.57. The population density (Inhabitants/km2) in the LAU is 22.17. The population change rate of the LAU in the last 10 years (%) is unspecified. The overall regional population density (Inhabitants/km2) is 68.2. The regional population change rate in the last 10 years (%) has been -0.90%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 12600. The total Gross Value Added (GVA) (EUR million/year) [Province] is 6259.84. The primary sector share of total GVA/year [Province] is 2.40%. The secondary sector share of total GVA/year [Province] is 35.80%. The tertiary sector share of total GVA/year [Province] is 61.80%. The per capita income (EUR/year) [Region] is 10000. The total Gross Value Added (GVA) (EUR million/year) [Region] is 21007.63. The primary sector share of total GVA/year [Region] is 4.40%. The secondary sector share of total GVA/year [Region] is 38.20%. The tertiary sector share of total GVA/year [Region] is 57.40%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 17795. The regional (Region) share of total BPs/year is 39.20%. The number of agricultural holdings in the LAU is 47980. The nearest settlement with population over 100000 (km) is unspecified. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 8.80%. The secondary sector share of total employment/year [Province] is 40.30%. The tertiary sector share of total employment/year [Province] is 51.20%. The primary sector share of total employment/year [Region] is 9.90%. The secondary sector share of total employment/year [Region] is 42.20%. The tertiary sector share of total employment/year [Region] is 48.00%.
Interest on this VC,"'Local Gastronomic Points' offer a family-type culinary experience based upon the hospitality of local households and the traditional food they commonly prepare according to their own local culture and using their own local ingredients. This form of initimate 'gastronomic tourism' started in one community in the Carpathians (Vama Buzăului) in Braşov county and is now spreading to other communities. In addition to Brașov there are currently Local Gastronomic Points in three other counties (Covasna, Sibiu and Tulcea) and together this growing network is known as 'GASTRO LOCAL'. The first Local Gastronomic Point was established in 2019 in Vama Buzăului commune in response to the need to offer the increasing number of tourists visiting the area a real, safe, unique culinary experience in the local villages. This need exists in many other mountain areas and the concept of a Local Gastronomic Point is very straightforward to replicate. It is also a very good way to build community spirit and social capital through cooperation - whilst improving household incomes and selling increased quantities of local food and drink. ."
Key local assets,Local hospitality at the level of individual households and the quality of the local food and drink they serve to their visitors. 
Challenges,The main challenge remains the consistency of the 'product' offered to tourists. This can be highly variable within the households cooperating within one Local Gastronomic Point (i.e. at village / commune level) and between Points. There are also issues with food safety and hygiene (a common challenge also for many small food businesses) and an important additional activity has been to form an alliance with the public health authorities in Brașov county to jointly prepare a good practice guide for establishing a 'Local Gastronomic Point' that is fully compliant with all national and EU legislation. A copy can be downloaded here: http://www.ansvsa.ro/download/ghiduri - toate/ghid sig.alim .si sanat.publica/Punct-Gastronomic-Local-Indrumar-de-bune-practici-creat-de-Asociatia-Gastro-Local-Brasov.pdf. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative.
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous. The concept of Local Gastronomic Points is a very new approach for Romania and grew from recognition that the traditional hospitality of the Romanian village could be exploited collectively by the community as a source of income - in other words, it combines tradition with an innovative new business opportunity. Almost a form of 'retro-innovation'. The innovation is related to New marketing strategies. The land use systems involved are Cropland and Grassland. The local assets include Social and cultural."
