title,description
Sheep's wool processing helps maintain traditional sheep farming in Slovakia; the sheep wool products include home textile products and clothes,"The MOVING reference member state of this VC (Value Chain) is SLOVAKIA. The reference MOVING Card ID of this VC is VC 04 SK. Key activities: sheep breeding,wool selling, wool processing, marketing. Key actors: sheep breeders, sheep wool processors, consumers. Positive impact on local and regional SES through retro innovation of wool processing and products. Moreover, it helps to use the otherwise waste product."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Slovak Carpathians. The reference mountain landscape of this VC is Banská Štiavnica. Banská Štiavnica is a completely preserved medieval town. Because of their historical value, the town and its surroundings were proclaimed by the UNESCO to be a World Heritage Site on December 11, 1993. In history, it was an important mining place. The town is surounded by landscape with high aethetic value."
Geography and population,The size of the area (km2) is 46.38. The minimum altimetry of the LAU (Local Administrative Unit) is 450. The maximum altimetry of the LAU is 938. The total population (in thousand) is 10.02. The population density (Inhabitants/km2) in the LAU is 214.39. The population change rate of the LAU in the last 10 years (%) has been -0.05%. The overall regional population density (Inhabitants/km2) is 68.4. The regional population change rate in the last 10 years (%) has been -0.02%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 12100. The total Gross Value Added (GVA) (EUR million/year) [Province] is 7012.6. The primary sector share of total GVA/year [Province] is 4.78%. The secondary sector share of total GVA/year [Province] is 47.44%. The tertiary sector share of total GVA/year [Province] is 47.78%. The per capita income (EUR/year) [Region] is 13100. The total Gross Value Added (GVA) (EUR million/year) [Region] is 15737.27. The primary sector share of total GVA/year [Region] is 2.82%. The secondary sector share of total GVA/year [Region] is 48.75%. The tertiary sector share of total GVA/year [Region] is 48.43%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 645. The regional (Region) share of total BPs/year is 0.36%. The number of agricultural holdings in the LAU is 4846. The nearest settlement with population over 100000 (km) is 174. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 4.00%. The secondary sector share of total employment/year [Province] is 37.00%. The tertiary sector share of total employment/year [Province] is 59.00%. The primary sector share of total employment/year [Region] is 4.00%. The secondary sector share of total employment/year [Region] is 37.00%. The tertiary sector share of total employment/year [Region] is 59.00%.
Interest on this VC,"Sheep farming is the oldest branch of animal production in Slovakia. The sheep wool is a by-product of sheep breeding. During the last decades, wool was not processed. It was a dangerous waste, possible to destroy only in rendering plants. The shepherds must pay for the destruction of wool. Thus, any solution for wool processing means an innovation (or retro-innovation) in Slovakia. Recently, some processors in Slovakia started to focus on manual wool processing as an innovation of traditions. The national policy also promised to assist farmers with wool sales and industrial processing. New products from otherwise hazarduous waste material (retro innovation). There are also sheep wool processing workshops. Today, people are returning to old crafts, including the traditional processing of sheep's wool."
Key local assets,"Grassland or feed for sheep, sheep, knowledge about wool processing. "
Challenges,"1) Slovak sheep farmers have a long-term problem with the sales of sheep wool. Often, the income from the wool sale does not even cover the cost of shearing sheep. Thus, the wool ends up in rendering plants buried or burned. Only a tiny percentage of it is sold - primarily for foreign markets. A significant drop in prices was caused by cheap sheep wool imported from abroad. 2) Currently, there is not industrial wool processor in Slovakia. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous. A tradition of manual wool processing has been rediscovered again. The innovation is related to New products. The land use systems involved are Grassland. The local assets include Natural, social and cultural."
