title,description
Aydın Chesnut is an agriicultural product that is consumed fresh,"The MOVING reference member state of this VC (Value Chain) is TURKEY. The reference MOVING Card ID of this VC is VC 16 TR. The pick up activity of chestnuts is done by small family farms using with special pole/stake while the rosted, peeled and the process is done by cooperatives and firms, with specific rules. It has Geographical indications which add distinctive character to local products, and so officially registered authenticity and added value of products create value for local economy. The largest chestnut market of the region is in district of Köşk. There are local festivals dedicated to chestnut. The perspectives of the product bring together the farmers, the local government, cooperatives and small firms of standardization, packaging, promotion and marketing."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Aydın. The reference mountain landscape of this VC is Bozdoğan. Aydın Province is a province of southwestern Turkey, located in the Aegean Region. The rich flora of the province provides significant opportunities for plant observation by botanists and enthusiasts. The central and western parts of the province are fertile plains watered by the largest river in the Aegean region the Büyük Menderes River, with the Aydın Mountains to the north and the Menteşe Mountains to the south.The major sources of income are agriculture and tourism. Aydın is Turkey's leading producer of figs and chestnuts (Wikipedia,2021)."
Geography and population,The size of the area (km2) is 859. The minimum altimetry of the LAU (Local Administrative Unit) is 350. The maximum altimetry of the LAU is 1792. The total population (in thousand) is 33.056. The population density (Inhabitants/km2) in the LAU is 38.48195576. The population change rate of the LAU in the last 10 years (%) has been -6.48%. The overall regional population density (Inhabitants/km2) is 85.2. The regional population change rate in the last 10 years (%) has been 13.71%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 5800. The total Gross Value Added (GVA) (EUR million/year) [Province] is 5629.6. The primary sector share of total GVA/year [Province] is 16.30%. The secondary sector share of total GVA/year [Province] is 31.90%. The tertiary sector share of total GVA/year [Province] is 52.80%. The per capita income (EUR/year) [Region] is 7300. The total Gross Value Added (GVA) (EUR million/year) [Region] is 20539.22. The primary sector share of total GVA/year [Region] is 13.50%. The secondary sector share of total GVA/year [Region] is 37.50%. The tertiary sector share of total GVA/year [Region] is 52.90%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 41220. The regional (Region) share of total BPs/year is 83.80%. The number of agricultural holdings in the LAU is 51000. The nearest settlement with population over 100000 (km) is 74. In this region protected areas are not present.
Employment,The primary sector share of total employment/year [Province] is medium. The secondary sector share of total employment/year [Province] is low. The tertiary sector share of total employment/year [Province] is high. The primary sector share of total employment/year [Region] is 26.50%. The secondary sector share of total employment/year [Region] is 19.50%. The tertiary sector share of total employment/year [Region] is 54.00%.
Interest on this VC,"Chestnut trees thrive in the north mountain areas of Aydın, from 650 meters to 1 500 meters. The size of the fruit which is an important criterion, chestnuts that are grown in Aydın, are considerably big in size. In addition to that, Aydın chestnut which is registered with geographical indications makes Turkey one of the most important chestnut supplier in the world. Small scale family farmers pick up chestnuts ( predominantly women labor) and sell to wholesale market. Chestnut trees grown up naturally are not used pesticides or artificial fertilizers. The chestnut tree performs various functions such as naturalistic, high quality product, high reputation product, territorial identity, cultural identity."
Key local assets,The storage of chestnuts in Aydın Province is a cultural process that is different from other regions. The chestnuts are traditionally collected from the orchards with their burrs under the trees and are stored in environments called pile by covering them with plants such as ferns. Chestnut is very important and valuable fruit for local people says that chestnuts are 'bread of mountains'. 
Challenges,"Chestnut is both picked up naturally and done agriculture in Aydın. The major problem is chestnut blight (Cryphonectria parasitica). This diseases are seen especially picked up chestnut naturally. Since about 30 years, the yield of chestnut trees has started to decline due to diseases (especially Cryphonectria parasitica and Phytophthor a cambivor a Petrl ). Mostly, chestnuts are picked up by women and childs. This is shown that lack of professionalism. Actually, chestnut trees are mostly organic, but farmers haven't got an organic certificated. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional."
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Cropland and Forestry. The local assets include Natural and cultural.
Concluding remarks,"Chestnuts are included in other MRLs in the Member State such as France, Greece, Italy, Portugal but candied chestnuts are not present in other's countries list. Aydın chestnut is a special type in terms of color, size and brightness of fruit. Turkey is among the world's leading producers and exporters of chestnuts (Castanea sativa). Turkey ranks 2nd in the world export quantity (14383 tonnes), 4th in the world production (72655 tonnes) (FAO, 2019)."
