title,description
"Production of traditional edible products from the mountainous area of Gergeri, Fortyna (Psiloritis mountain)","The MOVING reference member state of this VC (Value Chain) is GREECE. The reference MOVING Card ID of this VC is VC 04 GR. The cooperative activities have an important impact on the regional SES, as they offer an opportunity for work and entrepreneurship to women. Their products are under quality schemes that meed the market standards and used in local host and touristic activities. The trademark of the cooperative is recognizable in Crete."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Psiloritis Mountain. The reference mountain landscape of this VC is GERGERI. The area is on the east hillside side of Psiloritis (Ida) mountain. Psiloritis is the highest mountain in Crete and among the highest in Greece, characterized as a Unesco Global Geopark. Phrygana and macchia vegetation dominate up to an altitude of 1,600 meters. The typical maquis vegetation of Psiloritis includes prinos, while scattered are piles of rough pine, cypresses and maples that form clusters up to a height of 1,800 meters. At higher altitudes the vegetation consists of bushes mainly of thorny plants, such as heather. The community of Gergeri was connected with the forest of Rouvas, which is the largest source of kermes in Europe. With water sources and the unique creation of the Cretan land."
Geography and population,The size of the area (km2) is 465.2. The minimum altimetry of the LAU (Local Administrative Unit) is 0. The maximum altimetry of the LAU is 1572. The total population (in thousand) is 315.162. The population density (Inhabitants/km2) in the LAU is 119.40. The population change rate of the LAU in the last 10 years (%) has been 0.02%. The overall regional population density (Inhabitants/km2) is 76.5. The regional population change rate in the last 10 years (%) has been 0.01%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 13800. The total Gross Value Added (GVA) (EUR million/year) [Province] is 3752.14. The primary sector share of total GVA/year [Province] is 5.39%. The secondary sector share of total GVA/year [Province] is 11.64%. The tertiary sector share of total GVA/year [Province] is 82.97%. The per capita income (EUR/year) [Region] is 14300. The total Gross Value Added (GVA) (EUR million/year) [Region] is 7862.21. The primary sector share of total GVA/year [Region] is 6.91%. The secondary sector share of total GVA/year [Region] is 11.24%. The tertiary sector share of total GVA/year [Region] is 81.85%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 96. The regional (Region) share of total BPs/year is 0.001%. The number of agricultural holdings in the LAU is 41162. The nearest settlement with population over 100000 (km) is 42. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 15.23%. The secondary sector share of total employment/year [Province] is 12.38%. The tertiary sector share of total employment/year [Province] is 72.39%. The primary sector share of total employment/year [Region] is 16.20%. The secondary sector share of total employment/year [Region] is 11.84%. The tertiary sector share of total employment/year [Region] is 71.97%.
Interest on this VC,"In the Cretan delicatessen, a series of traditional edible products can be distinguished due to their taste and the nutritional value. A local women cooperative in the area of Gergeri produces successfully such products for more than 20 yeears. The products are strongly connected with the area due to the land morphology and the high quality of the local raw materials. Gergeri is located 40 kilometers southwest of Heraklion in the eastern slopes of Psiloritis mountain. Besides the innovative products, the women's cooperative of Gergeri produces a wide variety of crackers, cookies, breadsticks as well as traditional Cretan pies and vegetable pies. The cooperative has modern facilities for the preparation, production and standardization of products and maintains a beautiful country tavern for hosting social events. Their products are sold through online stores. The set of activities of the cooperative contribute to the local SES."
Key local assets,"The raw materials and products used by the cooperative are provided mainly by the local natural resources, the grassland and natural land. The women's cooperative has an important impact for the area of Gergeri, as well as for every mountainous area in Crete, because it is a success story for the female and montainous entrepreneurship, adapted to the environment and the tradition. Most of their products have a reference to the Cretan cuisine and heritage. "
Challenges,"The women of the Cretan highlands have limited and difficult access to occupations other than farming activities in family level, which makes them completely dependent and deprives them of the prospect of personal and occupational choices. The majority of young women of the mountainous areas look for ways to leave their home villages, exacerbating the decline of the local population. Gergeri's women's cooperative is a successful example for tackling this social problem. The products they produce are of high quality, in close relation to the local raw materials and of high reputation in the Cretan market. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. The women of the cooperative use local raw materials and products, processed with innovative methods that follow the traditional recipies and standardize the final product for the market. The coopeative has introduced a few innovative products (e.g. glass vases with pickled wild artichoke hearts in olive oil), which are distributed through supermarkets, delicatessen shops as well as several e-shops. The innovation is related to New products, New processes, New marketing strategies and New governance systems. The land use systems involved are Grassland and Natural land. The local assets include Natural, social and cultural."
Concluding remarks,Women's cooperatives and local products can be found in many other MRLs.
